thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.00328079999962938,0.009914400000525347,0.009914400000525347,4.580272799999875,space,4.56001169999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
,,,,,,,,,,,,,,,,,,,,,,,4.592189500000131,4.592189500000131,space,2.6412537000005614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
9,0,9,,,,9,0,9,0,,,,,30.334471799999847,,,,,,,,,,,,,,30.334471799999847,31.209754299999986,30.876099899999645,11.45948860000044,f,0.30921070000022155,None,32.677180200000294,32.68468529999973,32.68468529999973,34.34298779999972,space,1.645491299999776,None,,,,,,,,,,,,,,,,,,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
0,0,0,f,0.4125083999997514,None,,,,,0,0,0,0,34.389752600000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.381286900000305,34.389752600000065,36.5595785000005,36.5595785000005,36.1258270999997,39.292631999999685,f,0.4125083999997514,None,10,image2,9,image2,image1,['high'],0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
0,0,0,j,0.5216037000000142,None,,,,,0,0,0,0,39.34734110000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34024430000045,39.34734110000045,41.109608699999626,41.109608699999626,40.55962379999983,43.680632100000366,j,0.5216037000000142,None,10,image2,8,image2,image1,"['high', 'high']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
1,0,1,f,0.40675239999927726,None,,,,,1,0,1,0,43.73019469999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72301369999968,43.73019469999963,46.07621610000024,46.07621610000024,45.64261880000049,48.94002189999992,f,0.40675239999927726,None,0,image1,7,image2,image1,"['high', 'high', 'low']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
2,0,2,j,0.43063269999947806,None,,,,,2,0,2,0,48.9853535000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97806909999963,48.9853535000002,50.87617169999976,50.87617169999976,50.42629510000006,53.54425840000022,j,0.43063269999947806,None,0,image1,6,image2,image1,"['high', 'high', 'low', 'low']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
3,0,3,f,0.406432799999493,None,,,,,3,0,3,0,53.644460000000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.637488700000176,53.644460000000436,,54.87609979999979,54.442731000000094,57.05858239999998,f,0.406432799999493,None,10,image1,5,image2,image1,"['high', 'high', 'low', 'low', 'low']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
4,0,4,j,0.6010451000001922,None,,,,,4,0,4,0,57.108402699999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.101242900000216,57.108402699999715,59.42614130000038,59.42614130000038,58.79287380000005,60.98156560000007,j,0.6010451000001922,None,0,image1,4,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
5,0,5,f,0.4849597000002177,None,,,,,5,0,5,0,61.03458310000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.027248500000496,61.03458310000042,,62.19280940000044,61.676096600000164,63.72160640000038,f,0.4849597000002177,None,0,image1,3,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
6,0,6,f,0.4176809000000503,None,,,,,6,0,6,0,63.77402809999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.76674610000009,63.77402809999967,66.22616050000033,66.22616050000033,65.77607979999993,68.50896040000043,f,0.4176809000000503,None,0,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,85,001,2025-03-08_11h31.32.604,实验程序1.0,2024.2.4,59.908041156641275,2025-03-08 11h31.39.947377 +0800,
