thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
6,0,6,f,0.478004,None,,,,,6,0,6,0,65.4308347,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4218225,65.4308347,67.6391798,67.6391798,67.1390733,70.5373354,f,0.478004,None,0,image2,7,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
7,0,7,j,0.5578198,None,,,,,7,0,7,0,70.6457476,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6368711,70.6457476,71.905936,71.905936,71.3227162,74.1507491,j,0.5578198,None,0,image1,6,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
8,0,8,None,,,,,,,8,0,8,0,74.2031833,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1930678,74.2031833,76.1725065,76.1725065,74.9393533,77.1745013,None,,,,,,,,,,,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
9,0,9,j,0.3832359,None,,,,,9,0,9,0,77.2256255,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.216789,77.2256255,79.1225616,79.1225616,78.7224868,81.2699239,j,0.3832359,None,10,image2,5,image2,image1,"['high', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
10,0,10,f,0.4502059,None,,,,,10,0,10,0,81.3210649,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3118897,81.3210649,82.8727114,82.8727114,82.4058143,84.3877018,f,0.4502059,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
11,0,11,f,0.5072303,None,,,,,11,0,11,0,84.4387365,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4294038,84.4387365,86.9226197,86.9226197,86.3891945,88.6742967,f,0.5072303,None,0,image2,3,image2,image1,"['high', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
12,0,12,j,0.5184487,None,,,,,12,0,12,0,88.784649,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7744265,88.784649,90.8557566,90.8557566,90.3063243,92.6322276,j,0.5184487,None,10,image2,2,image2,image1,"['high', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
13,0,13,f,0.5525542,None,,,,,13,0,13,0,92.6837031,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6745724,92.6837031,94.822588,94.822588,94.2399337,96.725907,f,0.5525542,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
14,0,14,j,0.3842405,None,,,,,14,0,14,0,96.777522,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7683993,96.777522,98.3059262,98.3059262,97.889235,100.7004397,j,0.3842405,None,0,image2,6,image1,image2,['low'],0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
15,0,15,j,0.5247715,None,,,,,15,0,15,0,100.7528049,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7434496,100.7528049,102.1066571,102.1066571,101.5559525,104.7628893,j,0.5247715,None,0,image2,5,image1,image2,"['low', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
16,0,16,j,0.8237725,None,,,,,16,0,16,0,104.8712437,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8616355,104.8712437,107.523524,107.523524,106.6727632,109.0083538,j,0.8237725,None,0,image1,4,image1,image2,"['low', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
17,0,17,j,0.5482105,None,,,,,17,0,17,0,109.0614596,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0519691,109.0614596,110.9225752,110.9225752,110.3564621,113.0709766,j,0.5482105,None,10,image2,3,image1,image2,"['low', 'low', 'high', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
18,0,18,f,0.5635144,None,,,,,18,0,18,0,113.1231528,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1130972,113.1231528,115.355799,115.355799,114.7733453,118.0810277,f,0.5635144,None,0,image2,2,image1,image2,"['low', 'low', 'high', 'low', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
19,0,19,j,1.1736555,None,,,,,19,0,19,0,118.1328805,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1240421,118.1328805,121.172629,121.172629,119.9724377,123.0166151,j,1.1736555,None,10,image1,1,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
20,0,20,f,0.7486647,None,,,,,20,0,20,0,123.0693976,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0602595,123.0693976,124.7395173,124.7395173,123.9725473,126.6295695,f,0.7486647,None,0,image2,0,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
21,0,21,f,1.7748441,None,,,,,21,0,21,0,126.7393559,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.7302183,126.7393559,129.522542,129.522542,127.7225562,131.4476991,f,1.7748441,None,10,image1,-1,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
22,0,22,j,0.6566888,None,,,,,22,0,22,0,131.4996267,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.490655,131.4996267,132.9225586,132.9225586,132.2394299,134.7144053,j,0.6566888,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
23,0,23,j,0.5731355,None,,,,,23,0,23,0,134.7655275,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.756633,134.7655275,137.1225544,137.1225544,136.5231677,139.5793306,j,0.5731355,None,10,image1,-3,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
24,0,24,j,1.1781052,None,,,,,24,0,24,0,139.6323883,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.6225832,139.6323883,142.0061472,142.0061472,140.8063613,144.1424236,j,1.1781052,None,10,image1,7,image2,image1,[],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
25,0,25,j,0.7111483,None,,,,,25,0,25,0,144.252701,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.2435772,144.252701,145.6231126,145.6231126,144.8893566,147.2254812,j,0.7111483,None,10,image1,6,image2,image1,['low'],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
26,0,26,f,0.4818102,None,,,,,26,0,26,0,147.2764518,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.2673606,147.2764518,148.9226672,148.9226672,148.4225353,150.6926364,f,0.4818102,None,0,image1,5,image2,image1,"['low', 'low']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
27,0,27,j,0.8755428,None,,,,,27,0,27,0,150.7448488,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7353422,150.7448488,153.072489,153.072489,152.1726185,155.1674356,j,0.8755428,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
28,0,28,j,0.8433231,None,,,,,28,0,28,0,155.2180887,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2089801,155.2180887,157.2394804,157.2394804,156.3730976,160.119724,j,0.8433231,None,10,image2,3,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
29,0,29,j,0.4920545,None,,,,,29,0,29,0,160.2317435,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2222594,160.2317435,161.8725606,161.8725606,161.3560844,163.435113,j,0.4920545,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
30,0,30,f,0.6169332,None,,,,,30,0,30,0,163.4868648,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4780807,163.4868648,166.0729489,166.0729489,165.4391681,168.908953,f,0.6169332,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
31,0,31,j,0.5119392,None,,,,,31,0,31,0,168.9608912,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9513605,168.9608912,170.7891271,170.7891271,170.2558744,173.383199,j,0.5119392,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
32,0,32,j,0.4899743,None,,,,,32,0,32,0,173.4359645,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4264136,173.4359645,174.7558871,174.7558871,174.2394097,177.2272804,j,0.4899743,None,10,image2,4,image1,image2,[],0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
33,0,33,j,0.4155456,None,,,,,33,0,33,0,177.2797371,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2708883,177.2797371,179.4892074,179.4892074,179.0564209,181.6255509,j,0.4155456,None,0,image2,3,image1,image2,['low'],0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
34,0,34,f,1.0875451,None,,,,,34,0,34,0,181.7358602,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.7268999,181.7358602,183.7896144,183.7896144,182.6727031,185.7915027,f,1.0875451,None,0,image2,2,image1,image2,"['low', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
35,0,35,j,0.6987983,None,,,,,35,0,35,0,185.8431309,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8339444,185.8431309,187.9060364,187.9060364,187.1896568,190.675164,j,0.6987983,None,10,image1,1,image1,image2,"['low', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
36,0,36,None,,,,,,,36,0,36,0,190.7261583,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.7172804,190.7261583,193.1560431,193.1560431,191.9059158,194.1575635,None,,,,,,,,,,,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
37,0,37,f,0.5556212,None,,,,,37,0,37,0,194.2100609,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.2008196,194.2100609,196.1567142,196.1567142,195.5728103,198.871568,f,0.5556212,None,0,image1,0,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
38,0,38,f,0.5254999,None,,,,,38,0,38,0,198.9825118,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.9738378,198.9825118,,200.0893171,199.5395147,202.9740288,f,0.5254999,None,10,image1,-1,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
39,0,39,j,0.6013724,None,,,,,39,0,39,0,203.0272759,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0180453,203.0272759,205.4725909,205.4725909,204.8394921,207.3839089,j,0.6013724,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
40,0,40,j,0.4562863,None,,,,,40,0,40,0,207.4360909,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4270418,207.4360909,,208.5725069,208.0897057,210.5839315,j,0.4562863,None,10,image1,3,image2,image1,[],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
41,0,41,j,0.5664345,None,,,,,41,0,41,0,210.6359499,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.6258543,210.6359499,212.1229189,212.1229189,211.5393303,214.816596,j,0.5664345,None,0,image1,2,image2,image1,['low'],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
42,0,42,f,0.568488,None,,,,,42,0,42,0,214.8684041,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8589753,214.8684041,217.2727593,217.2727593,216.6728766,220.0733712,f,0.568488,None,0,image1,1,image2,image1,"['low', 'low']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
43,0,43,f,0.6166231,None,,,,,43,0,43,0,220.1848091,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1754977,220.1848091,222.67261,222.67261,222.0394421,224.2279396,f,0.6166231,None,10,image1,0,image2,image1,"['low', 'low', 'low']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
44,0,44,f,0.2823205,None,,,,,44,0,44,0,224.2792806,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2702356,224.2792806,226.5061538,226.5061538,226.2059017,228.2969099,f,0.2823205,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
45,0,45,f,0.6016627,None,,,,,45,0,45,0,228.3488111,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3398408,228.3488111,230.8393947,230.8393947,230.2227375,233.1257325,f,0.6016627,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
46,0,46,j,0.6680203,None,,,,,46,0,46,0,233.1785776,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1685873,233.1785776,235.4566775,235.4566775,234.7565394,238.3900171,j,0.6680203,None,10,image2,-3,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
47,0,47,f,0.5220874,None,,,,,47,0,47,0,238.5034694,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.4943942,238.5034694,240.0059084,240.0059084,239.4560159,242.1755064,f,0.5220874,None,10,image2,-4,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
48,0,48,j,0.4861323,None,,,,,48,0,48,0,242.2267448,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2175935,242.2267448,244.1893057,244.1893057,243.6740841,247.0422784,j,0.4861323,None,10,image2,8,image1,image2,[],0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
49,0,49,f,0.5893507,None,,,,,49,0,49,0,247.0936965,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0846528,247.0936965,249.339517,249.339517,248.7228482,251.7759367,f,0.5893507,None,0,image2,7,image1,image2,['low'],0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
50,0,50,j,0.4151989,None,,,,,50,0,50,0,251.8270866,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8180502,251.8270866,253.7225579,253.7225579,253.2894419,255.1941354,j,0.4151989,None,0,image2,6,image1,image2,"['low', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
51,0,51,j,0.46505,None,,,,,51,0,51,0,255.2453638,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.2365568,255.2453638,,256.3392456,255.8559429,259.2234763,j,0.46505,None,10,image1,5,image1,image2,"['low', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
52,0,52,j,0.4399618,None,,,,,52,0,52,0,259.3346095,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.325521,259.3346095,260.7227435,260.7227435,260.2563357,262.6756738,j,0.4399618,None,10,image1,4,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
53,0,53,j,0.6250703,None,,,,,53,0,53,0,262.7271988,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.7175386,262.7271988,265.2896691,265.2896691,264.6396896,267.4229106,j,0.6250703,None,0,image2,3,image1,image2,"['low', 'low', 'high', 'high', 'low']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
54,0,54,f,0.4605239,None,,,,,54,0,54,0,267.4745219,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4655241,267.4745219,269.4227225,269.4227225,268.9392674,272.3402659,f,0.4605239,None,10,image1,2,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
55,0,55,j,0.5957968,None,,,,,55,0,55,0,272.3936255,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3839686,272.3936255,274.0060099,274.0060099,273.3892191,276.1752791,j,0.5957968,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
56,0,56,f,0.5112832,None,,,,,56,0,56,0,276.2881091,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2789431,276.2881091,278.6232027,278.6232027,278.0894096,281.421442,f,0.5112832,None,10,image1,7,image2,image1,[],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
57,0,57,j,0.4730119,None,,,,,57,0,57,0,281.4732865,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.4643949,281.4732865,283.9392821,283.9392821,283.4393784,286.7069515,j,0.4730119,None,10,image1,6,image2,image1,['low'],0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
58,0,58,j,0.5186861,None,,,,,58,0,58,0,286.7585864,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.7494597,286.7585864,288.2560212,288.2560212,287.70589,290.5291608,j,0.5186861,None,10,image2,5,image2,image1,"['low', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
59,0,59,j,0.5995787,None,,,,,59,0,59,0,290.5803149,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.5710312,290.5803149,292.522959,292.522959,291.906356,294.6440721,j,0.5995787,None,0,image2,4,image2,image1,"['low', 'high', 'high']",0.3,0.7,34,1,2024-11-18_10h12.48.214,实验程序1.0,2024.2.4,59.68748825,2024-11-18 10h13.12.010871 +0800
