thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.005515300668776035,0.01817870046943426,0.01817870046943426,3.6308866003528237,space,3.594543599523604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.6448467997834086,3.6448467997834086,space,4.126721300184727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
9,0,9,,,,9,0,9,0,,,,,33.4318746002391,,,,,,,,,,,,,,33.4318746002391,34.651248999871314,33.96804300043732,31.951263200491667,f,0.6598985996097326,None,24.217879100702703,36.120720599778,36.130096999928355,36.130096999928355,37.10362910013646,space,0.9697855999693274,None,,,,,,,,,,,,,,,,,,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
0,0,0,f,0.5439798003062606,None,,,,,0,0,0,0,37.15905630029738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.14779250044376,37.15905630029738,39.66792230028659,39.66792230028659,39.101356900297105,42.4222707003355,f,0.5439798003062606,None,0,image1,8,image1,image2,['high'],0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
0,0,0,f,0.4992158003151417,None,,,,,0,0,0,0,42.47400170005858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.464858000166714,42.47400170005858,43.71793060004711,43.71793060004711,43.20146550051868,46.25738519988954,f,0.4992158003151417,None,10,image1,7,image1,image2,"['high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
1,0,1,f,0.47151629999279976,None,,,,,1,0,1,0,46.307300300337374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.29875189997256,46.307300300337374,47.76883580069989,47.76883580069989,47.26831510011107,49.80821170005947,f,0.47151629999279976,None,10,image1,6,image1,image2,"['high', 'high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
2,0,2,j,0.5574338994920254,None,,,,,2,0,2,0,49.8587778005749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.849551499821246,49.8587778005749,51.519094000570476,51.519094000570476,50.93539089988917,53.619707399979234,j,0.5574338994920254,None,10,image1,5,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
3,0,3,j,0.4238841002807021,None,,,,,3,0,3,0,53.73038780037314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.721424099989235,53.73038780037314,55.551611199975014,55.551611199975014,55.10147530026734,58.20390080008656,j,0.4238841002807021,None,10,image1,4,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
4,0,4,f,0.46431029960513115,None,,,,,4,0,4,0,58.25372530054301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.24498699977994,58.25372530054301,60.56799740064889,60.56799740064889,60.08521680068225,63.42976570036262,f,0.46431029960513115,None,10,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
5,0,5,f,0.4619558993726969,None,,,,,5,0,5,0,63.48138070013374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.47114059980959,63.48138070013374,64.81858410034329,64.81858410034329,64.33500079996884,67.07583730015904,f,0.4619558993726969,None,0,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,86,001,2025-03-02_10h52.35.411,实验程序1.0,2024.2.4,60.246661557673455,2025-03-02 10h52.51.148515 +0800,
