thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0032354999999597567,0.008035199999994802,0.008035199999994802,3.187285299999985,space,3.1649245999999494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.202388199999973,3.202388199999973,space,5.138076100000035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
9,0,9,,,,9,0,9,0,,,,,31.46118309999997,,,,,,,,,,,,,,31.46118309999997,32.33658029999992,32.00294889999998,9.936481299999969,f,0.3070012000000588,None,33.80293219999999,33.81073100000003,33.81073100000003,36.00351599999999,space,2.177553800000055,None,,,,,,,,,,,,,,,,,,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
0,0,0,j,0.4766002999999728,None,,,,,0,0,0,0,36.049959599999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.04127470000003,36.049959599999966,37.2531659,36.75280620000001,37.2531659,39.76011110000002,j,0.4766002999999728,None,10,image1,5,image1,image2,['high'],0.7,0.3,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
0,0,0,j,0.5037973000000875,None,,,,,0,0,0,0,39.81273329999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.805693399999996,39.81273329999999,41.1699337,40.636577399999965,41.1699337,43.67905450000001,j,0.5037973000000875,None,10,image1,4,image1,image2,"['high', 'high']",0.7,0.3,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
1,0,1,f,0.439203599999928,None,,,,,1,0,1,0,43.73115799999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.724003700000026,43.73115799999994,45.93666480000002,45.46982009999999,45.93666480000002,48.712817799999925,f,0.439203599999928,None,0,image1,3,image1,image2,"['high', 'high', 'high']",0.7,0.3,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
2,0,2,f,0.41072539999993296,None,,,,,2,0,2,0,48.762419799999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75529740000002,48.762419799999975,50.43668249999996,50.00328239999999,50.43668249999996,52.63396779999994,f,0.41072539999993296,None,0,image1,2,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
3,0,3,j,0.7678517000000511,None,,,,,3,0,3,0,52.725387599999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.718168799999944,52.725387599999976,55.453144899999984,54.65319320000003,55.453144899999984,57.41362809999998,j,0.7678517000000511,None,10,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
4,0,4,j,0.46609539999997196,None,,,,,4,0,4,0,57.46244049999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.45535039999993,57.46244049999996,59.286634400000025,58.80354339999997,59.286634400000025,62.09007129999998,j,0.46609539999997196,None,0,image1,3,image2,image1,['low'],0.3,0.7,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
5,0,5,j,0.5497470999999905,None,,,,,5,0,5,0,62.134646599999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.127301099999954,62.134646599999996,63.28655149999997,62.71995889999994,,66.11280369999997,j,0.5497470999999905,None,10,image1,2,image2,image1,"['low', 'low']",0.3,0.7,71,001,2024-11-23_10h29.30.900,实验程序1.0,2024.2.4,60.11606006555795,2024-11-23 10h29.46.929412 +0800,
