thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
55,0,55,j,0.2907580000000962,None,,,,,55,0,55,0,246.6307370000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62359190000006,246.6307370000004,248.5529644999997,248.2362917999999,251.06066079999982,j,0.2907580000000962,None,0,image2,9,image1,image2,['low'],0.7,0.3,248.5529644999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
56,0,56,f,0.6615522000001874,None,,,,,56,0,56,0,251.16283889999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.15585629999987,251.16283889999977,252.45306340000025,251.76961829999982,255.20042319999993,f,0.6615522000001874,None,10,image1,8,image1,image2,"['low', 'high']",0.7,0.3,252.45306340000025,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
57,0,57,j,0.3529265999995914,None,,,,,57,0,57,0,255.24602390000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.23902780000026,255.24602390000018,257.0364004000003,256.65292880000015,259.4673978999999,j,0.3529265999995914,None,10,image1,7,image1,image2,"['low', 'high', 'high']",0.7,0.3,257.0364004000003,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
58,0,58,f,0.40761010000005626,None,,,,,58,0,58,0,259.5112244000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5041234,259.5112244000002,261.75304979999964,261.3196691000003,263.96556450000026,f,0.40761010000005626,None,0,image1,6,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,261.75304979999964,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
59,0,59,j,0.36665909999919677,None,,,,,59,0,59,0,264.01741330000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0100671,264.01741330000004,265.3196379000001,264.9363116000004,267.1886080000004,j,0.36665909999919677,None,0,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,265.3196379000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
60,0,60,f,0.3330863999999565,None,,,,,60,0,60,0,267.2415884000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.2344185000002,267.2415884000002,269.3029495999999,268.9531268999999,271.2882658999997,f,0.3330863999999565,None,10,image2,4,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,269.3029495999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
61,0,61,f,0.3177873000004183,None,,,,,61,0,61,0,271.38954620000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.382329,271.38954620000004,273.71962749999966,273.3698234000003,276.4165524,f,0.3177873000004183,None,0,image2,3,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,273.71962749999966,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
62,0,62,j,0.4090467999994871,None,,,,,62,0,62,0,276.4684792999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.4612323000001,276.4684792999997,277.9196652999999,277.48637489999965,280.7966773999997,j,0.4090467999994871,None,0,image2,2,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,277.9196652999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
63,0,63,f,0.42724530000032246,None,,,,,63,0,63,0,280.84681420000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.8396522000003,280.84681420000015,282.06969519999984,281.6197095999996,283.6631348000001,f,0.42724530000032246,None,10,image1,1,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
64,0,64,f,0.3679921999992075,None,,,,,64,0,64,0,283.71694170000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.70968280000034,283.71694170000046,286.1029859999999,285.7030209000004,288.4274830000004,f,0.3679921999992075,None,10,image1,0,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,286.1029859999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
65,0,65,j,0.582948000000215,None,,,,,65,0,65,0,288.5325979999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.5254673999998,288.5325979999998,289.91964949999965,289.3197944000003,292.1143321999998,j,0.582948000000215,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,289.91964949999965,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
66,0,66,f,0.30297020000034536,None,,,,,66,0,66,0,292.1667815999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.15949939999973,292.1667815999999,293.4364085999996,293.1029808000003,294.94645839999976,f,0.30297020000034536,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,293.4364085999996,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
67,0,67,f,0.34609219999947527,None,,,,,67,0,67,0,294.9987616999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.9913514,294.9987616999997,296.3864284000001,296.0197340000004,299.2960505000001,f,0.34609219999947527,None,10,image1,4,image2,image1,[],0.3,0.7,296.3864284000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
68,0,68,f,0.3295308999995541,None,,,,,68,0,68,0,299.34742220000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.3400290999998,299.34742220000044,301.20312079999985,300.8530412,303.2823261000003,f,0.3295308999995541,None,0,image1,3,image2,image1,['low'],0.3,0.7,301.20312079999985,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
69,0,69,j,0.270669700000326,None,,,,,69,0,69,0,303.3339974999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3266689000002,303.3339974999999,305.60327359999974,305.3030796000003,307.1398773000001,j,0.270669700000326,None,10,image2,2,image2,image1,"['low', 'high']",0.3,0.7,305.60327359999974,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
70,0,70,j,0.31769900000017515,None,,,,,70,0,70,0,307.24362720000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.23654030000034,307.24362720000045,309.3197621999998,308.9697398999997,312.2462464,j,0.31769900000017515,None,10,image2,1,image2,image1,"['low', 'high', 'high']",0.3,0.7,309.3197621999998,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
71,0,71,f,0.3889771000003748,None,,,,,71,0,71,0,312.2976871000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.2905117,312.2976871000001,314.2030845999998,313.78636319999987,316.39901120000013,f,0.3889771000003748,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,314.2030845999998,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
72,0,72,f,0.3192317000002731,None,,,,,72,0,72,0,316.4533336000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.4457916000001,316.4533336000004,318.05302289999963,317.7030630999998,320.0583681999997,f,0.3192317000002731,None,0,image2,-1,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,318.05302289999963,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
73,0,73,j,0.29027099999984785,None,,,,,73,0,73,0,320.1108617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.1038517999996,320.1108617,322.3698026000002,322.05299000000014,324.33735979999983,j,0.29027099999984785,None,0,image1,-2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,322.3698026000002,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
74,0,74,f,0.3962816000002931,None,,,,,74,0,74,0,324.4438270999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4368445,324.4438270999999,326.7863690000004,326.3697083999996,328.37832890000027,f,0.3962816000002931,None,10,image2,9,image1,image2,[],0.7,0.3,326.7863690000004,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
75,0,75,j,0.33828380000068137,None,,,,,75,0,75,0,328.4288945999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4217686000002,328.4288945999997,329.6199657999996,329.25310549999995,331.8995209000004,j,0.33828380000068137,None,0,image2,8,image1,image2,['low'],0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
76,0,76,j,0.29453149999972084,None,,,,,76,0,76,0,331.9526471999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.94514510000045,331.9526471999998,333.4363393000003,333.1197927000003,335.4554728000003,j,0.29453149999972084,None,0,image2,7,image1,image2,"['low', 'low']",0.7,0.3,333.4363393000003,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
77,0,77,f,0.3159515999996074,None,,,,,77,0,77,0,335.5083235000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.50119879999966,335.5083235000002,337.31963069999983,336.98642780000046,339.8071090000003,f,0.3159515999996074,None,0,image2,6,image1,image2,"['low', 'low', 'low']",0.7,0.3,337.31963069999983,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
78,0,78,f,0.31305350000002363,None,,,,,78,0,78,0,339.8570050999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.8498970999999,339.8570050999997,341.1863341999997,340.85315489999994,343.3003021000004,f,0.31305350000002363,None,10,image1,5,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,341.1863341999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
79,0,79,j,0.2693438000005699,None,,,,,79,0,79,0,343.4021740999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.3947873999996,343.4021740999997,344.8531122000004,344.5529881000002,347.7728817999996,j,0.2693438000005699,None,10,image1,4,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,344.8531122000004,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
80,0,80,f,0.31863890000022366,None,,,,,80,0,80,0,347.8245098999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8175795999996,347.8245098999996,349.4531930000003,349.1030999000004,352.31959949999964,f,0.31863890000022366,None,10,image1,3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,349.4531930000003,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
81,0,81,f,0.3385828999998921,None,,,,,81,0,81,0,352.3651645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.3580270000002,352.3651645,353.40303029999995,353.0364380000001,355.8696442999999,f,0.3385828999998921,None,10,image1,2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
82,0,82,f,0.3557168000006641,None,,,,,82,0,82,0,355.9205791000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9133892,355.9205791000004,357.98639170000024,357.6031210000001,359.6219981000004,f,0.3557168000006641,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,357.98639170000024,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
83,0,83,f,0.33979230000022653,None,,,,,83,0,83,0,359.7301140999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.72277159999976,359.7301140999998,361.1697905000001,360.8031484000003,363.3485317000004,f,0.33979230000022653,None,10,image1,9,image2,image1,['low'],0.3,0.7,361.1697905000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
84,0,84,j,0.4458823000004486,None,,,,,84,0,84,0,363.3944382999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.38732009999967,363.3944382999998,364.5864958000002,364.1199896999997,366.7967944000002,j,0.4458823000004486,None,0,image1,8,image2,image1,"['low', 'low']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
85,0,85,j,0.3111530000005587,None,,,,,85,0,85,0,366.84941510000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8421533999999,366.84941510000044,368.25297990000035,367.9197703,370.9062184000004,j,0.3111530000005587,None,10,image2,7,image2,image1,"['low', 'low', 'high']",0.3,0.7,368.25297990000035,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
86,0,86,j,0.3238915000001725,None,,,,,86,0,86,0,370.95755050000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.95033429999967,370.95755050000025,372.3529854999997,372.00314809999963,374.63019129999975,j,0.3238915000001725,None,10,image2,6,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,372.3529854999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
87,0,87,f,0.3180671000000075,None,,,,,87,0,87,0,374.7336132999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.7263485000003,374.7336132999999,376.91973169999983,376.5696949000003,379.28205419999995,f,0.3180671000000075,None,10,image2,5,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,376.91973169999983,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
88,0,88,j,0.28831609999997454,None,,,,,88,0,88,0,379.33497270000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3277334000004,379.33497270000043,381.6198488,381.3030208,384.2086669999999,j,0.28831609999997454,None,10,image2,4,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,381.6198488,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
89,0,89,j,0.38121419999970385,None,,,,,89,0,89,0,384.2602619999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.2528819999998,384.2602619999998,385.76974880000034,385.3697122000003,387.9218085000002,j,0.38121419999970385,None,0,image2,3,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,385.76974880000034,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
90,0,90,f,0.4706701000004614,None,,,,,90,0,90,0,387.9751612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.9680932000001,387.9751612,389.40314490000037,388.90311159999965,391.9991460000001,f,0.4706701000004614,None,10,image2,2,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,389.40314490000037,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
91,0,91,f,0.3087285999999949,None,,,,,91,0,91,0,392.0519197000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.04473099999996,392.0519197000003,394.1198209000004,393.7863467999996,396.3443815999999,f,0.3087285999999949,None,10,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,394.1198209000004,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
92,0,92,j,0.3778824999999415,None,,,,,92,0,92,0,396.44936210000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.4417830000002,396.44936210000014,397.4696995000004,397.06978439999966,399.28420000000006,j,0.3778824999999415,None,0,image2,9,image1,image2,['low'],0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
93,0,93,f,0.33796499999971275,None,,,,,93,0,93,0,399.3287266999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.3218293,399.3287266999996,400.4197973,400.0530541999997,402.5885656999999,f,0.33796499999971275,None,0,image1,8,image1,image2,"['low', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
94,0,94,f,0.3077690000000075,None,,,,,94,0,94,0,402.64102360000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.6338072999997,402.64102360000015,404.9364496999997,404.60316859999966,406.81417750000037,f,0.3077690000000075,None,10,image1,7,image1,image2,"['low', 'high', 'high']",0.7,0.3,404.9364496999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
95,0,95,f,0.3217281000006551,None,,,,,95,0,95,0,406.8596300999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.8525354000003,406.8596300999998,408.80315410000003,408.4532213000002,410.63343729999997,f,0.3217281000006551,None,10,image1,6,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,408.80315410000003,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
96,0,96,j,0.31229440000061004,None,,,,,96,0,96,0,410.73471960000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.7275101000005,410.73471960000006,412.2197021000002,411.8865378999999,414.9030289000002,j,0.31229440000061004,None,10,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,412.2197021000002,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
97,0,97,j,0.3480617999994138,None,,,,,97,0,97,0,414.9485427999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.9412650000004,414.9485427999998,415.9698435,415.6030929999997,418.5536030000003,j,0.3480617999994138,None,10,image1,4,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
98,0,98,j,0.30483170000024984,None,,,,,98,0,98,0,418.6039566999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.59655920000023,418.6039566999998,420.62008799999967,420.2865036000003,423.35854930000005,j,0.30483170000024984,None,0,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,420.62008799999967,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
99,0,99,f,0.29775289999997767,None,,,,,99,0,99,0,423.4100086999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.40303010000025,423.4100086999997,424.7532220000003,424.43649220000043,426.3194375000003,f,0.29775289999997767,None,0,image2,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,424.7532220000003,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
100,0,100,f,0.2853313999994498,None,,,,,100,0,100,0,426.37049409999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.3630854000003,426.37049409999963,428.45317570000043,428.1364715999998,430.5877215999999,f,0.2853313999994498,None,0,image2,1,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,428.45317570000043,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
101,0,101,j,0.2785951000005298,None,,,,,101,0,101,0,430.6957616999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.6885447000004,430.6957616999998,432.03642430000036,431.73653209999975,433.8895798000003,j,0.2785951000005298,None,10,image1,0,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,432.03642430000036,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
102,0,102,f,0.32740370000010444,None,,,,,102,0,102,0,433.9410595999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.9340524999998,433.9410595999998,435.6698593000001,435.31981110000015,438.31935169999997,f,0.32740370000010444,None,10,image1,-1,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,435.6698593000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
103,0,103,f,0.31236989999979414,None,,,,,103,0,103,0,438.3691785000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.3620563000004,438.3691785000001,439.6364709999998,439.30318890000035,441.7383490000002,f,0.31236989999979414,None,0,image1,-2,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,439.6364709999998,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
104,0,104,f,0.37891619999936665,None,,,,,104,0,104,0,441.79037510000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.78323139999975,441.79037510000035,444.21971269999995,443.8197845000004,445.99029960000007,f,0.37891619999936665,None,0,image2,-3,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,444.21971269999995,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
105,0,105,f,0.33325950000016746,None,,,,,105,0,105,0,446.0413564999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.03424280000036,446.0413564999999,448.10324909999963,447.7531706999998,450.1603849000003,f,0.33325950000016746,None,10,image2,-4,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,448.10324909999963,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
106,0,106,f,0.484610800000155,None,,,,,106,0,106,0,450.2129808999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.20584229999986,450.2129808999998,451.48641599999974,450.96978930000023,454.0918412000001,f,0.484610800000155,None,0,image2,-5,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,451.48641599999974,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
107,0,107,j,0.4831645000003846,None,,,,,107,0,107,0,454.1429261000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1357016000002,454.1429261000003,455.9032008000004,455.4030542999999,458.3792512,j,0.4831645000003846,None,10,image1,-6,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,455.9032008000004,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
108,0,108,f,0.28734370000074705,None,,,,,108,0,108,0,458.4335987000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.42623860000003,458.4335987000004,459.8365334,459.5197637000001,462.30691240000033,f,0.28734370000074705,None,10,image1,-7,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,459.8365334,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
109,0,109,j,0.2761068999998315,None,,,,,109,0,109,0,462.3587643000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.3516417999999,462.3587643000001,464.2864558000001,463.9864415000002,465.84766000000036,j,0.2761068999998315,None,10,image1,-8,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,464.2864558000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
110,0,110,f,0.32896179999988817,None,,,,,110,0,110,0,465.95290190000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.9455611000003,465.95290190000014,468.23665770000025,467.88642450000043,470.97367120000035,f,0.32896179999988817,None,10,image1,-9,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,468.23665770000025,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
111,0,111,f,0.3264026999995622,None,,,,,111,0,111,0,471.02886490000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.02162860000044,471.02886490000037,472.4864110999997,472.1364566000002,474.44837199999984,f,0.3264026999995622,None,10,image1,4,image2,image1,[],0.3,0.7,472.4864110999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
112,0,112,j,0.28092449999985547,None,,,,,112,0,112,0,474.4998789000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.4923961000004,474.4998789000001,476.7697601,476.46983759999966,478.3908805000001,j,0.28092449999985547,None,10,image1,3,image2,image1,['low'],0.3,0.7,476.7697601,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
