thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003376900000148453,0.008802700000160257,0.008802700000160257,2.0108163000004424,space,1.9892997999995714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.021773100000246,2.021773100000246,space,1.5298756999991383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
9,0,9,,,,9,0,9,0,,,,,26.327671699999883,,,,,,,,,,,,,,26.327671699999883,27.20292580000023,26.869459800000186,j,0.3050781999991159,None,10.902006299999812,8.126894600000014,28.669457599999987,28.67694120000033,28.67694120000033,29.520156499999757,space,0.8340103000000454,None,,,,,,,,,,,,,,,,,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
0,0,0,j,0.3765635999998267,None,,,,,0,0,0,0,29.571781399999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.563076899999942,29.571781399999963,30.70277999999962,30.302607999999964,33.64001290000033,j,0.3765635999998267,None,0,image1,4,image2,image1,['low'],0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
0,0,0,f,0.2917405999996845,None,,,,,0,0,0,0,33.692707600000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.685553500000424,33.692707600000176,34.71946399999979,34.402814000000035,37.307934399999795,f,0.2917405999996845,None,10,image2,3,image2,image1,"['low', 'high']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
1,0,1,j,0.29981099999986327,None,,,,,1,0,1,0,37.357593099999576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35041890000048,37.357593099999576,38.53619630000048,38.219569500000034,40.42269959999976,j,0.29981099999986327,None,0,image2,2,image2,image1,"['low', 'high', 'high']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
2,0,2,j,0.33248809999986406,None,,,,,2,0,2,0,40.47326940000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46614060000047,40.47326940000039,42.55287520000002,42.20283620000009,44.92304309999963,j,0.33248809999986406,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,42.55287520000002,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
3,0,3,f,0.5397847999993246,None,,,,,3,0,3,0,45.02339810000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01653249999981,45.02339810000012,47.586255999999594,47.01961229999961,50.0372612000001,f,0.5397847999993246,None,0,image2,0,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,47.586255999999594,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
4,0,4,j,0.4186283999997613,None,,,,,4,0,4,0,50.0896673999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0825818000003,50.0896673999996,51.68628189999981,51.23615940000036,54.10905189999994,j,0.4186283999997613,None,10,image2,14,image1,image2,[],0.7,0.3,51.68628189999981,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
5,0,5,j,0.3175891999999294,None,,,,,5,0,5,0,54.16195169999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.15480409999964,54.16195169999992,55.319521200000054,54.96956430000046,57.91075189999992,j,0.3175891999999294,None,0,image1,13,image1,image2,['high'],0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
6,0,6,j,0.5579123000006803,None,,,,,6,0,6,0,57.958134900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.950948400000016,57.958134900000005,59.55288250000012,58.96962489999987,62.21886910000012,j,0.5579123000006803,None,10,image2,12,image1,image2,"['high', 'low']",0.7,0.3,59.55288250000012,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
7,0,7,f,0.3094381999999314,None,,,,,7,0,7,0,62.31956220000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3121514000004,62.31956220000029,63.71952229999988,63.3860367999996,65.55640589999985,f,0.3094381999999314,None,10,image1,11,image1,image2,"['high', 'low', 'high']",0.7,0.3,63.71952229999988,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
8,0,8,j,0.40764889999991283,None,,,,,8,0,8,0,65.6078551999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60088429999996,65.6078551999999,66.71953680000024,66.28627030000007,69.64138759999969,j,0.40764889999991283,None,0,image2,10,image1,image2,"['high', 'low', 'high', 'low']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
9,0,9,j,0.779347499999858,None,,,,,9,0,9,0,69.68641070000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.67905520000022,69.68641070000012,72.41968550000001,71.61959630000001,75.30268109999997,j,0.779347499999858,None,10,image1,9,image1,image2,"['high', 'low', 'high', 'low', 'high']",0.7,0.3,72.41968550000001,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
10,0,10,f,0.3450892999999269,None,,,,,10,0,10,0,75.35548120000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.34841950000009,75.35548120000021,76.45296589999998,76.08627630000046,77.92677989999993,f,0.3450892999999269,None,0,image2,8,image1,image2,"['high', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
11,0,11,f,0.6834154000007402,None,,,,,11,0,11,0,77.97761640000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.97061200000007,77.97761640000044,79.31961299999966,78.61945190000006,81.37183430000005,f,0.6834154000007402,None,10,image1,7,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,79.31961299999966,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
12,0,12,j,0.5676149000000805,None,,,,,12,0,12,0,81.46606900000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.45888600000035,81.46606900000006,83.28618439999991,82.68627780000043,85.05013950000011,j,0.5676149000000805,None,0,image1,6,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,83.28618439999991,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
13,0,13,f,0.3523118000002796,None,,,,,13,0,13,0,85.09602449999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.08889439999984,85.09602449999966,86.86959990000014,86.48592579999968,89.77104739999959,f,0.3523118000002796,None,10,image1,5,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,86.86959990000014,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
14,0,14,j,0.3397424000004321,None,,,,,14,0,14,0,89.82207449999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81492239999989,89.82207449999987,90.95294149999972,90.58627330000036,92.83929840000019,j,0.3397424000004321,None,0,image2,4,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
15,0,15,j,0.3590740999998161,None,,,,,15,0,15,0,92.89072120000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88351739999962,92.89072120000037,93.91976799999975,93.53620039999987,96.71455559999958,j,0.3590740999998161,None,10,image1,3,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
16,0,16,j,0.30506530000002385,None,,,,,16,0,16,0,96.81304069999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.80583480000041,96.81304069999987,98.60293050000018,98.26953109999977,101.12641319999966,j,0.30506530000002385,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,98.60293050000018,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
17,0,17,f,0.2867237999998906,None,,,,,17,0,17,0,101.17879489999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.17153940000026,101.17879489999996,102.63619490000019,102.31951110000045,105.59174299999995,f,0.2867237999998906,None,0,image1,1,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,102.63619490000019,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
18,0,18,f,0.4643140999996831,None,,,,,18,0,18,0,105.64277849999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.63563200000044,105.64277849999962,107.76953370000047,107.28626989999975,109.38170790000004,f,0.4643140999996831,None,10,image2,5,image2,image1,['high'],0.3,0.7,107.76953370000047,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
19,0,19,j,0.3646171000000322,None,,,,,19,0,19,0,109.4338286000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4264946000003,109.4338286000002,110.56953419999991,110.18629779999992,112.26967049999985,j,0.3646171000000322,None,0,image2,4,image2,image1,"['high', 'high']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
20,0,20,j,0.3345840000001772,None,,,,,20,0,20,0,112.31457909999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.30737419999969,112.31457909999972,114.28618160000042,113.91949680000016,117.21197209999991,j,0.3345840000001772,None,10,image2,3,image2,image1,"['high', 'high', 'high']",0.3,0.7,114.28618160000042,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
21,0,21,j,0.24922460000016144,None,,,,,21,0,21,0,117.31333259999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.30603559999963,117.31333259999974,119.13606100000015,118.86918779999996,121.0684941999998,j,0.24922460000016144,None,10,image1,2,image2,image1,"['high', 'high', 'high', 'low']",0.3,0.7,119.13606100000015,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
22,0,22,j,0.3474185999994006,None,,,,,22,0,22,0,121.11399210000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.10691060000045,121.11399210000036,122.36989520000043,122.00296150000031,124.23521259999961,j,0.3474185999994006,None,0,image1,1,image2,image1,"['high', 'high', 'high', 'low', 'low']",0.3,0.7,122.36989520000043,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
23,0,23,f,0.5206861999995454,None,,,,,23,0,23,0,124.28300630000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.27578400000039,124.28300630000012,125.41979609999999,124.86984130000019,128.24128949999977,f,0.5206861999995454,None,0,image2,0,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
24,0,24,f,0.49614349999956175,None,,,,,24,0,24,0,128.28571590000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.27858370000013,128.28571590000047,129.41952899999978,128.90281979999963,131.4499963999997,f,0.49614349999956175,None,0,image1,-1,image2,image1,"['high', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
25,0,25,f,0.35115569999925356,None,,,,,25,0,25,0,131.54488870000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.53774989999965,131.54488870000023,133.2861541000002,132.9029575000004,134.8394975000001,f,0.35115569999925356,None,0,image2,-2,image2,image1,"['high', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,133.2861541000002,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
26,0,26,f,0.4573398000002271,None,,,,,26,0,26,0,134.89185069999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.88451309999982,134.89185069999985,136.15293589999965,135.6697948000001,138.17693700000018,f,0.4573398000002271,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,136.15293589999965,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
27,0,27,j,0.3016823000007207,None,,,,,27,0,27,0,138.22736199999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2201431000003,138.22736199999963,139.26963739999974,138.93628220000028,141.21732659999998,j,0.3016823000007207,None,0,image1,-4,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
28,0,28,f,0.3891439999997601,None,,,,,28,0,28,0,141.26872749999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.26159600000028,141.26872749999984,142.38593909999963,141.96967320000022,144.1145219,f,0.3891439999997601,None,0,image1,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
29,0,29,f,0.3663389000003008,None,,,,,29,0,29,0,144.1661027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.1586688999996,144.1661027,145.11961260000044,144.7363991000002,146.72684709999976,f,0.3663389000003008,None,0,image2,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
30,0,30,j,1.8310980999995081,None,,,,,30,0,30,0,146.82652729999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8193113999996,146.82652729999973,149.55287849999968,147.70283980000022,151.49530700000014,j,1.8310980999995081,None,10,image2,-7,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,149.55287849999968,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
31,0,31,f,0.35208309999961784,None,,,,,31,0,31,0,151.54860089999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5411581999997,151.54860089999966,153.46955080000043,153.08620679999967,155.67591360000006,f,0.35208309999961784,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,153.46955080000043,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
32,0,32,f,0.32097220000014204,None,,,,,32,0,32,0,155.72686750000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.71978409999974,155.72686750000048,157.0361684999998,156.68626210000002,159.96274319999975,f,0.32097220000014204,None,10,image2,-9,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,157.0361684999998,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
33,0,33,j,0.33434869999928196,None,,,,,33,0,33,0,160.01334099999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.00634569999966,160.01334099999985,161.68620629999987,161.31959869999991,163.64038189999974,j,0.33434869999928196,None,10,image2,9,image1,image2,[],0.7,0.3,161.68620629999987,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
34,0,34,j,0.3243914999993649,None,,,,,34,0,34,0,163.74072460000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.73369900000034,163.74072460000025,165.9362997999997,165.58617349999986,167.96770990000005,j,0.3243914999993649,None,0,image2,8,image1,image2,['low'],0.7,0.3,165.9362997999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
35,0,35,f,0.37533540000003995,None,,,,,35,0,35,0,168.01407130000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0070039000002,168.01407130000007,169.9196591,169.51959710000028,171.49997919999987,f,0.37533540000003995,None,0,image1,7,image1,image2,"['low', 'high']",0.7,0.3,169.9196591,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
36,0,36,f,0.37046989999998914,None,,,,,36,0,36,0,171.54461960000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.53738750000048,171.54461960000026,173.63635030000023,173.23633390000032,176.20917740000004,f,0.37046989999998914,None,0,image2,6,image1,image2,"['low', 'high', 'low']",0.7,0.3,173.63635030000023,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
37,0,37,j,0.5092487000001711,None,,,,,37,0,37,0,176.2541927000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.24696980000044,176.2541927000002,177.51956510000036,176.98617809999996,179.94364469999982,j,0.5092487000001711,None,0,image2,5,image1,image2,"['low', 'high', 'low', 'low']",0.7,0.3,177.51956510000036,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
38,0,38,f,0.38234169999941514,None,,,,,38,0,38,0,180.0423154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.03524649999963,180.0423154,181.13635599999998,180.73637849999977,183.8807442999996,f,0.38234169999941514,None,0,image1,4,image1,image2,"['low', 'high', 'low', 'low', 'high']",0.7,0.3,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
39,0,39,f,0.38317949999964185,None,,,,,39,0,39,0,183.93184970000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.92462090000026,183.93184970000038,185.9195811999998,185.5195518999999,188.34598240000014,f,0.38317949999964185,None,0,image1,3,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,185.9195811999998,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
40,0,40,j,0.2662722999994003,None,,,,,40,0,40,0,188.3977461000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.39055629999984,188.3977461000004,189.7362218999997,189.45299979999982,191.33139930000016,j,0.2662722999994003,None,0,image1,2,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,189.7362218999997,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
41,0,41,j,0.3186990000003789,None,,,,,41,0,41,0,191.3808799999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.37363730000015,191.3808799999997,193.26960409999992,192.9197052999998,195.60869770000045,j,0.3186990000003789,None,10,image1,1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,193.26960409999992,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
42,0,42,f,0.3731308000005811,None,,,,,42,0,42,0,195.66038070000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.65327909999996,195.66038070000013,196.78629770000043,196.38625460000003,199.16668029999983,f,0.3731308000005811,None,10,image1,9,image2,image1,[],0.3,0.7,,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
43,0,43,f,0.32303460000002815,None,,,,,43,0,43,0,199.26825269999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.26109429999997,199.26825269999972,201.58624620000046,201.23635990000002,203.31416850000005,f,0.32303460000002815,None,10,image1,8,image2,image1,['low'],0.3,0.7,201.58624620000046,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
44,0,44,f,0.43503419999979087,None,,,,,44,0,44,0,203.3657191000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3584748000003,203.3657191000002,204.88639539999986,204.41965429999982,207.20501979999972,f,0.43503419999979087,None,0,image1,7,image2,image1,"['low', 'low']",0.3,0.7,204.88639539999986,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
45,0,45,j,0.5509312000003774,None,,,,,45,0,45,0,207.25887650000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.25171779999982,207.25887650000004,208.51965709999968,207.93633239999963,210.54647269999987,j,0.5509312000003774,None,10,image1,6,image2,image1,"['low', 'low', 'low']",0.3,0.7,208.51965709999968,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
46,0,46,f,0.3098693000001731,None,,,,,46,0,46,0,210.59198019999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.58462059999965,210.59198019999985,212.5030311999999,212.16961360000005,214.3509597000002,f,0.3098693000001731,None,10,image1,5,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,212.5030311999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
47,0,47,j,0.3162211999997453,None,,,,,47,0,47,0,214.45114139999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.44378469999992,214.45114139999987,216.3362262999999,216.00301190000027,218.7084162000001,j,0.3162211999997453,None,10,image1,4,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,216.3362262999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
48,0,48,f,0.30550029999994877,None,,,,,48,0,48,0,218.76188400000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.75491039999997,218.76188400000046,220.20298999999977,219.86961619999965,221.99069750000035,f,0.30550029999994877,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,220.20298999999977,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
49,0,49,j,0.2991602000001876,None,,,,,49,0,49,0,222.04162650000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0345668,222.04162650000035,224.13636510000015,223.8196441,225.9554465000001,j,0.2991602000001876,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,224.13636510000015,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
50,0,50,j,0.3189399000002595,None,,,,,50,0,50,0,226.00794870000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.00067390000004,226.00794870000027,227.26965029999974,226.91963730000043,229.9269703,j,0.3189399000002595,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,227.26965029999974,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
51,0,51,f,0.368043000000398,None,,,,,51,0,51,0,229.9779767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.97089140000026,229.9779767,231.31970850000016,230.91964050000024,233.94827129999976,f,0.368043000000398,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,231.31970850000016,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
52,0,52,j,0.3232899999993606,None,,,,,52,0,52,0,234.05073520000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.04324069999984,234.05073520000042,236.36966240000038,236.01963760000035,239.1008998999996,j,0.3232899999993606,None,0,image1,-1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,236.36966240000038,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
53,0,53,j,0.4095199000003049,None,,,,,53,0,53,0,239.14593989999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.13873140000032,239.14593989999958,240.6696818999999,240.23628160000044,242.5171489000004,j,0.4095199000003049,None,10,image2,-2,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,240.6696818999999,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
54,0,54,f,0.33872280000014143,None,,,,,54,0,54,0,242.56185900000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.55485150000004,242.56185900000037,243.81967330000043,243.45313760000045,246.57903119999992,f,0.33872280000014143,None,10,image2,10,image1,image2,[],0.7,0.3,243.81967330000043,005,001,2024-11-14_11h25.07.663,实验程序1.0,2024.2.4,59.90176111175236,2024-11-14 11h25.17.000357 +0800,
