thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
53,0,53,f,1.1093652993440628,None,,,,,53,0,53,0,246.8597218003124,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.850462699309,246.8597218003124,249.7886212002486,249.7886212002486,248.65534739941359,251.78130150027573,f,1.1093652993440628,None,10,image2,16,image1,image2,[],0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
54,0,54,j,0.6183680985122919,None,,,,,54,0,54,0,251.83646379970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8253875002265,251.83646379970014,253.97231430001557,253.97231430001557,253.32229629904032,256.47534330002964,j,0.6183680985122919,None,0,image2,15,image1,image2,['low'],0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
55,0,55,j,1.0183357000350952,None,,,,,55,0,55,0,256.5267529990524,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.51791189983487,256.5267529990524,258.1554556991905,258.1554556991905,257.1056236997247,260.1749534998089,j,1.0183357000350952,None,10,image1,14,image1,image2,"['low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
56,0,56,f,0.400271600112319,None,,,,,56,0,56,0,260.2887216992676,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.27947960048914,260.2887216992676,261.988952498883,261.988952498883,261.57194359973073,264.0039626993239,f,0.400271600112319,None,10,image1,13,image1,image2,"['low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
57,0,57,f,0.5268237013369799,None,,,,,57,0,57,0,264.0549400988966,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04584319889545,264.0549400988966,265.3885992988944,265.3885992988944,264.8385888002813,268.17067229934037,f,0.5268237013369799,None,0,image1,12,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
58,0,58,f,0.36535740084946156,None,,,,,58,0,58,0,268.22245759889483,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2129023000598,268.22245759889483,270.02219259925187,270.02219259925187,269.6389531996101,272.2854634001851,f,0.36535740084946156,None,0,image2,11,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
59,0,59,j,0.6610770989209414,None,,,,,59,0,59,0,272.3388375993818,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3294877987355,272.3388375993818,273.7219174001366,273.7219174001366,273.03889380022883,275.25264879874885,j,0.6610770989209414,None,10,image1,10,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
60,0,60,j,0.6022770013660192,None,,,,,60,0,60,0,275.3048216998577,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.29570559971035,275.3048216998577,276.75607779994607,276.75607779994607,276.1219742000103,278.9061753991991,j,0.6022770013660192,None,10,image1,9,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
61,0,61,f,0.40426180139184,None,,,,,61,0,61,0,279.0195658002049,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.01076459884644,279.0195658002049,280.7053970005363,280.7053970005363,280.27237330004573,282.3009961992502,f,0.40426180139184,None,0,image1,8,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
62,0,62,f,0.46114700101315975,None,,,,,62,0,62,0,282.35245999880135,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3431445993483,282.35245999880135,284.1240423992276,284.1240423992276,283.6391754988581,286.3258797004819,f,0.46114700101315975,None,0,image1,7,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
63,0,63,f,0.43159160017967224,None,,,,,63,0,63,0,286.37655670009553,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.36746560037136,286.37655670009553,288.8386215995997,288.8386215995997,288.3888523988426,290.3631254993379,f,0.43159160017967224,None,0,image2,6,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
64,0,64,j,0.35515919886529446,None,,,,,64,0,64,0,290.41585250012577,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.40634349919856,290.41585250012577,292.70527349971235,292.70527349971235,292.32195449993014,294.9306172989309,j,0.35515919886529446,None,0,image1,5,image1,image2,"['high', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
65,0,65,j,0.5980487000197172,None,,,,,65,0,65,0,295.0451287999749,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0362365990877,295.0451287999749,297.0555032994598,297.0555032994598,296.43880070000887,299.1974963005632,j,0.5980487000197172,None,10,image2,4,image1,image2,"['high', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
66,0,66,j,0.47839440032839775,None,,,,,66,0,66,0,299.2495399992913,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.24062079936266,299.2495399992913,301.30592759884894,301.30592759884894,300.80537219904363,303.17999579943717,j,0.47839440032839775,None,0,image2,3,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
67,0,67,f,0.458177899941802,None,,,,,67,0,67,0,303.2322188988328,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2232066988945,303.2322188988328,304.8055766001344,304.8055766001344,304.3222109992057,306.9131239000708,f,0.458177899941802,None,10,image1,2,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
68,0,68,f,0.5420958008617163,None,,,,,68,0,68,0,306.96395029872656,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.9550355989486,306.96395029872656,308.77220249921083,308.77220249921083,308.2059861999005,310.81294369883835,f,0.5420958008617163,None,0,image2,1,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
69,0,69,f,0.5161784999072552,None,,,,,69,0,69,0,310.86560869961977,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.85593459941447,310.86560869961977,312.22281909920275,312.22281909920275,311.68867740035057,314.3082809988409,f,0.5161784999072552,None,10,image1,0,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
70,0,70,j,0.626036798581481,None,,,,,70,0,70,0,314.4219953995198,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.4125305004418,314.4219953995198,316.97194159962237,316.97194159962237,316.3223889991641,319.89568720012903,j,0.626036798581481,None,0,image1,-1,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
71,0,71,j,0.4739305004477501,None,,,,,71,0,71,0,319.9469239991158,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.9380967002362,319.9469239991158,321.6560485996306,321.6560485996306,321.1557857990265,323.68555549904704,j,0.4739305004477501,None,10,image2,-2,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
72,0,72,j,0.7137338984757662,None,,,,,72,0,72,0,323.7385537996888,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.72966660000384,323.7385537996888,325.48863209970295,325.48863209970295,324.756225399673,327.07002430036664,j,0.7137338984757662,None,0,image2,-3,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
73,0,73,j,0.4393348004668951,None,,,,,73,0,73,0,327.122365899384,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.1134780999273,327.122365899384,329.2552965003997,329.2552965003997,328.78919269889593,330.87460169941187,j,0.4393348004668951,None,10,image2,-4,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
74,0,74,f,0.5217001009732485,None,,,,,74,0,74,0,330.98953630030155,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.9796334989369,330.98953630030155,332.27219790033996,332.27219790033996,331.72226659953594,334.73947989940643,f,0.5217001009732485,None,10,image1,-5,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
75,0,75,f,0.5786036010831594,None,,,,,75,0,75,0,334.7925955988467,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.78290390037,334.7925955988467,337.0058180000633,337.0058180000633,336.4090112987906,339.1184879988432,f,0.5786036010831594,None,0,image2,-6,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
76,0,76,f,0.8041618000715971,None,,,,,76,0,76,0,339.1723976004869,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.16246609948575,339.1723976004869,340.7224912997335,340.7224912997335,339.8889051992446,343.44182949885726,f,0.8041618000715971,None,0,image1,-7,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
77,0,77,f,0.527760298922658,None,,,,,77,0,77,0,343.49295659922063,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.4836940988898,343.49295659922063,344.90539100021124,344.90539100021124,344.3559664990753,347.83737809956074,f,0.527760298922658,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
78,0,78,f,0.5574361998587847,None,,,,,78,0,78,0,347.8891854993999,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8804419990629,347.8891854993999,349.65605939924717,349.65605939924717,349.07236739993095,351.45242659933865,f,0.5574361998587847,None,0,image1,-9,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
79,0,79,f,0.8380713984370232,None,,,,,79,0,79,0,351.50528299994767,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.4940138999373,351.50528299994767,353.0893582999706,353.0893582999706,352.22194560058415,354.73248600028455,f,0.8380713984370232,None,10,image1,-10,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
80,0,80,j,0.42355270124971867,None,,,,,80,0,80,0,354.7840697988868,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.7744821999222,354.7840697988868,,356.02201749943197,355.5727775990963,357.53387109935284,j,0.42355270124971867,None,10,image1,-11,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
81,0,81,j,0.4150763005018234,None,,,,,81,0,81,0,357.5858046989888,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.57679180055857,357.5858046989888,,358.62196720018983,358.18915459886193,360.3915681988001,j,0.4150763005018234,None,10,image1,2,image2,image1,[],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
82,0,82,j,0.4062307998538017,None,,,,,82,0,82,0,360.44308830052614,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.4335487987846,360.44308830052614,362.2054671999067,362.2054671999067,361.7747207004577,364.13083919882774,j,0.4062307998538017,None,10,image1,1,image2,image1,['low'],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
83,0,83,f,0.41574510000646114,None,,,,,83,0,83,0,364.2500697001815,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.2411064989865,364.2500697001815,,365.438918299973,365.00532840006053,368.00824690051377,f,0.41574510000646114,None,0,image1,0,image2,image1,"['low', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
84,0,84,j,1.7011261992156506,None,,,,,84,0,84,0,368.06027139909565,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.050560599193,368.06027139909565,370.9556255992502,370.9556255992502,369.2226224988699,373.67936099879444,j,1.7011261992156506,None,10,image2,-1,image2,image1,"['low', 'low', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
85,0,85,j,0.5024787988513708,None,,,,,85,0,85,0,373.7312904987484,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.7224866002798,373.7312904987484,375.15532420016825,375.15532420016825,374.62221040017903,377.87939370051026,j,0.5024787988513708,None,0,image2,-2,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
86,0,86,None,,,,,,,86,0,86,0,377.93158829957247,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.92242359928787,377.93158829957247,380.40541240014136,380.40541240014136,379.1723747998476,381.40834379941225,None,,,,,,,,,,,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
87,0,87,j,0.4486219994723797,None,,,,,87,0,87,0,381.5245833005756,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.5157804004848,381.5245833005756,384.00534600019455,384.00534600019455,383.53994529880583,385.8137723989785,j,0.4486219994723797,None,0,image1,-3,image2,image1,"['low', 'low', 'high', 'high', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
88,0,88,f,0.3670540004968643,None,,,,,88,0,88,0,385.8664538990706,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.85605140030384,385.8664538990706,387.58939089998603,387.58939089998603,387.20543180033565,390.1480689998716,f,0.3670540004968643,None,10,image1,-4,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
89,0,89,f,0.40024759992957115,None,,,,,89,0,89,0,390.200306000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.19082850031555,390.200306000188,,391.18883289955556,390.77201039902866,393.6156680993736,f,0.40024759992957115,None,10,image1,-5,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
90,0,90,j,0.5518922992050648,None,,,,,90,0,90,0,393.66823969967663,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.6582782994956,393.66823969967663,395.3388934992254,395.3388934992254,394.75605390034616,398.0645844005048,j,0.5518922992050648,None,0,image1,-6,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
91,0,91,j,0.39084389992058277,None,,,,,91,0,91,0,398.1183847989887,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.10872639901936,398.1183847989887,399.8222042005509,399.8222042005509,399.4060673993081,402.36161880008876,j,0.39084389992058277,None,10,image2,-7,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
92,0,92,f,0.32381209917366505,None,,,,,92,0,92,0,402.47682309895754,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.46793039888144,402.47682309895754,404.3916337992996,404.3916337992996,404.040822500363,407.1243920996785,f,0.32381209917366505,None,10,image2,-8,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
93,0,93,f,0.35933890007436275,None,,,,,93,0,93,0,407.176112100482,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.16614869982004,407.176112100482,409.35577159933746,409.35577159933746,408.97244879975915,412.2575460989028,f,0.35933890007436275,None,10,image2,-9,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
94,0,94,f,0.3390414994210005,None,,,,,94,0,94,0,412.3098820000887,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3000445999205,412.3098820000887,414.4719203989953,414.4719203989953,414.1055054999888,416.70735069923103,f,0.3390414994210005,None,10,image2,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
95,0,95,f,0.3766249008476734,None,,,,,95,0,95,0,416.75983019918203,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.7507441993803,416.75983019918203,418.55559329874814,418.55559329874814,418.15540329925716,421.27138849906623,f,0.3766249008476734,None,10,image2,8,image1,image2,[],0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
96,0,96,j,0.6488349996507168,None,,,,,96,0,96,0,421.38840170018375,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.37921619974077,421.38840170018375,423.08925239928067,423.08925239928067,422.42270479910076,424.96070490032434,j,0.6488349996507168,None,0,image2,7,image1,image2,['low'],0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
97,0,97,f,1.227529900148511,None,,,,,97,0,97,0,425.0119698997587,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.00299800001085,425.0119698997587,426.92230239883065,426.92230239883065,425.67234539985657,428.9618410989642,f,1.227529900148511,None,10,image1,6,image1,image2,"['low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
98,0,98,j,0.37597909942269325,None,,,,,98,0,98,0,429.0157427992672,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.00649319961667,429.0157427992672,430.57209879904985,430.57209879904985,430.1720013990998,432.99049549922347,j,0.37597909942269325,None,10,image1,5,image1,image2,"['low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
99,0,99,j,0.36698910035192966,None,,,,,99,0,99,0,433.0428378004581,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.03240159898996,433.0428378004581,,434.2061943002045,433.8219627998769,436.822827398777,j,0.36698910035192966,None,0,image1,4,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
100,0,100,f,0.8790803011506796,None,,,,,100,0,100,0,436.8752369005233,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.8650714997202,436.8752369005233,438.65536489896476,438.65536489896476,437.75799509882927,440.44132299907506,f,0.8790803011506796,None,10,image2,3,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
101,0,101,f,0.3981164004653692,None,,,,,101,0,101,0,440.5568941999227,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.54734829999506,440.5568941999227,441.8389503993094,441.8389503993094,441.4226267989725,443.64261299930513,f,0.3981164004653692,None,0,image2,2,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
102,0,102,f,0.387389799579978,None,,,,,102,0,102,0,443.6948920991272,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.68581759929657,443.6948920991272,445.3052978999913,445.3052978999913,444.88896169885993,447.2855634987354,f,0.387389799579978,None,0,image1,1,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
103,0,103,f,0.33839779905974865,None,,,,,103,0,103,0,447.33711189962924,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3280209004879,447.33711189962924,449.08864609897137,449.08864609897137,448.72210419923067,451.9700635988265,f,0.33839779905974865,None,10,image1,0,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
104,0,104,f,0.5462436992675066,None,,,,,104,0,104,0,452.0228847991675,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.01355889998376,452.0228847991675,453.85526620037854,453.85526620037854,453.29055869951844,456.75416599959135,f,0.5462436992675066,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
105,0,105,j,0.40705239959061146,None,,,,,105,0,105,0,456.87211970053613,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.86237099952996,456.87211970053613,458.8581961002201,458.8581961002201,458.4221298992634,461.8175437003374,j,0.40705239959061146,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
106,0,106,f,0.43548789992928505,None,,,,,106,0,106,0,461.8694294001907,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.8603591993451,461.8694294001907,463.73864999972284,463.73864999972284,463.27263160049915,466.21418379992247,f,0.43548789992928505,None,10,image1,-3,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
107,0,107,j,0.42929429933428764,None,,,,,107,0,107,0,466.2679219003767,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.25821840018034,466.2679219003767,467.67190419882536,467.67190419882536,467.2221141997725,469.5591962002218,j,0.42929429933428764,None,0,image1,8,image2,image1,[],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
108,0,108,f,0.5579688008874655,None,,,,,108,0,108,0,469.61036130040884,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.6014801990241,469.61036130040884,471.43889470025897,471.43889470025897,470.85542429983616,474.2691718004644,f,0.5579688008874655,None,10,image2,7,image2,image1,['high'],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
109,0,109,j,0.6814518999308348,None,,,,,109,0,109,0,474.3226095996797,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.31305399909616,474.3226095996797,476.03868700005114,476.03868700005114,475.33875080011785,478.0959107000381,j,0.6814518999308348,None,10,image2,6,image2,image1,"['high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
110,0,110,j,0.42287070117890835,None,,,,,110,0,110,0,478.2124338988215,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.2032424993813,478.2124338988215,,479.43879229947925,478.9894578997046,481.7142893001437,j,0.42287070117890835,None,10,image2,5,image2,image1,"['high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
