thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004457499999261927,0.017692500001430744,0.017692500001430744,2.573393099999521,space,2.5351573000007193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.58647099999871,2.58647099999871,space,2.4391071000027296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
9,0,9,,,,9,0,9,0,,,,,28.430155500002,,,,,,,,,,,,,,28.430155500002,29.484753500000807,28.96810579999874,21.95129789999919,j,0.4887377999984892,None,30.95516570000109,30.96619009999995,30.96619009999995,35.58551200000147,space,4.603795200000604,None,,,,,,,,,,,,,,,,,,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
0,0,0,j,0.40848360000018147,None,,,,,0,0,0,0,35.633467100000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.62248650000038,35.633467100000416,38.02842059999966,38.02842059999966,37.58466000000044,39.632603400001244,j,0.40848360000018147,None,10,image2,2,image1,image2,['low'],0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
0,0,0,j,0.28075389999867184,None,,,,,0,0,0,0,39.687408500001766,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67870870000115,39.687408500001766,41.08479390000139,41.08479390000139,40.784785899999406,44.005176499998925,j,0.28075389999867184,None,0,image2,1,image1,image2,"['low', 'low']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
1,0,1,f,0.3399106000033498,None,,,,,1,0,1,0,44.05790759999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.04971619999924,44.05790759999945,45.65129520000119,45.65129520000119,45.28509969999868,47.39549149999948,f,0.3399106000033498,None,0,image2,0,image1,image2,"['low', 'low', 'low']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
2,0,2,f,0.4223318999975163,None,,,,,2,0,2,0,47.44088810000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.43257829999857,47.44088810000176,,48.50141359999907,48.051233400001365,51.398005800001556,f,0.4223318999975163,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
3,0,3,j,0.4846173000005365,None,,,,,3,0,3,0,51.491237000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.48260329999903,51.491237000002,54.00421500000084,54.00421500000084,53.48468010000215,56.75051249999888,j,0.4846173000005365,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
4,0,4,f,0.3731234000006225,None,,,,,4,0,4,0,56.79690530000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7883948000017,56.79690530000153,58.068186200001946,58.068186200001946,57.668039600001066,60.98690920000081,f,0.3731234000006225,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
5,0,5,f,0.39095780000207014,None,,,,,5,0,5,0,61.03985499999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.03145880000011,61.03985499999908,62.634557600002154,62.634557600002154,62.21802740000203,65.42583500000183,f,0.39095780000207014,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,16,001,2024-11-16_15h29.56.961,实验程序1.0,2024.2.4,59.95419499478519,2024-11-16 15h30.09.161501 +0800,
