thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003470100000185994,0.00855320000005122,0.00855320000005122,2.3326805000001514,space,2.309021600000051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.344255700000076,2.344255700000076,space,2.7420790000001034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
9,0,9,,,,9,0,9,0,,,,,29.91648680000003,,,,,,,,,,,,,,29.91648680000003,31.45884860000001,30.458878600000162,31.45884860000001,j,0.9716280000000097,None,32.92768220000016,32.93560000000002,32.93560000000002,33.99286159999997,space,1.055282199999965,None,,,,,,,,,,,,,,,,,,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
0,0,0,f,0.6905693999999585,None,,,,,0,0,0,0,34.047605200000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0392303000001,34.047605200000135,35.80888649999997,35.09179330000006,35.80888649999997,38.15645480000012,f,0.6905693999999585,None,10,image2,10,image2,image1,['high'],0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
0,0,0,j,0.5494636999999329,None,,,,,0,0,0,0,38.202559100000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.19535540000015,38.202559100000144,39.35882179999999,38.79235000000017,,41.03379259999997,j,0.5494636999999329,None,10,image2,9,image2,image1,"['high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
1,0,1,j,0.4810132000000067,None,,,,,1,0,1,0,41.086275600000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.079152900000054,41.086275600000135,43.00885560000006,42.50890010000012,43.00885560000006,44.90825289999998,j,0.4810132000000067,None,10,image2,8,image2,image1,"['high', 'high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
2,0,2,j,0.36347120000004907,None,,,,,2,0,2,0,44.953630700000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.94639760000018,44.953630700000076,47.025491699999975,46.64211440000008,47.025491699999975,49.838478399999985,j,0.36347120000004907,None,10,image2,7,image2,image1,"['high', 'high', 'high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
3,0,3,j,0.424828400000024,None,,,,,3,0,3,0,49.93858230000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93123160000005,49.93858230000001,52.37543370000003,51.92570620000015,52.37543370000003,54.576884000000064,j,0.424828400000024,None,10,image2,6,image2,image1,"['high', 'high', 'high', 'high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
4,0,4,f,0.48311519999992925,None,,,,,4,0,4,0,54.62728010000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.620154200000115,54.62728010000001,56.35883910000007,55.85876630000007,56.35883910000007,57.912216800000124,f,0.48311519999992925,None,10,image2,5,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
5,0,5,j,0.35886530000016137,None,,,,,5,0,5,0,57.96372250000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95658430000003,57.96372250000013,59.92559140000003,59.54216900000006,59.92559140000003,61.44420230000014,j,0.35886530000016137,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,40,001,2024-11-20_10h43.28.446,实验程序1.0,2024.2.4,59.982533086365706,2024-11-20 10h43.36.888751 +0800,
