thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
104,0,104,f,0.4479791000003388,None,,,,,104,0,104,0,439.6596628999996,,,,,,,,,,,,,,,,,,,,,439.6524070999999,439.6596628999996,441.7520712999999,441.7520712999999,441.28529839999965,444.5232711999997,f,0.4479791000003388,None,0,image1,-24,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
105,0,105,None,,,,,,,105,0,105,0,444.5738443,,,,,,,,,,,,,,,,,,,,,444.5669484,444.5738443,446.6680392999997,446.6680392999997,445.4353831999997,447.670353,None,,,,,,,,,,,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
106,0,106,j,0.4308346999996502,None,,,,,106,0,106,0,447.776605,,,,,,,,,,,,,,,,,,,,,447.76944000000003,447.776605,449.9520908999998,449.9520908999998,449.5020734,451.8784198999997,j,0.4308346999996502,None,10,image2,-25,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
107,0,107,f,0.5101583999999093,None,,,,,107,0,107,0,451.9335788999997,,,,,,,,,,,,,,,,,,,,,451.9259337999997,451.9335788999997,453.4689338999997,453.4689338999997,452.93540779999967,455.37491469999986,f,0.5101583999999093,None,0,image2,-26,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
108,0,108,j,0.5524341000000277,None,,,,,108,0,108,0,455.4264012999997,,,,,,,,,,,,,,,,,,,,,455.4193858999997,455.4264012999997,,456.6521312,456.06870200000003,459.3184538999999,j,0.5524341000000277,None,10,image2,-27,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
109,0,109,j,0.6699084000001676,None,,,,,109,0,109,0,459.3677797,,,,,,,,,,,,,,,,,,,,,459.3604124999997,459.3677797,460.8520202999998,460.8520202999998,460.1520596999999,462.46841399999994,j,0.6699084000001676,None,10,image1,-28,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
110,0,110,j,0.5483014999999796,None,,,,,110,0,110,0,462.56859269999995,,,,,,,,,,,,,,,,,,,,,462.5613245999998,462.56859269999995,,463.76880409999967,463.20205629999964,466.6539293999999,j,0.5483014999999796,None,10,image2,-29,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
111,0,111,j,0.43856770000002143,None,,,,,111,0,111,0,466.7055479999999,,,,,,,,,,,,,,,,,,,,,466.6982582999999,466.7055479999999,468.00201089999973,468.00201089999973,467.5354118,470.2701526999999,j,0.43856770000002143,None,10,image1,-30,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
112,0,112,j,0.4153885000000628,None,,,,,112,0,112,0,470.32083999999986,,,,,,,,,,,,,,,,,,,,,470.3138125999999,470.32083999999986,472.7520704999997,472.7520704999997,472.31878659999984,475.6778626,j,0.4153885000000628,None,10,image2,-31,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
113,0,113,f,0.4424352999999428,None,,,,,113,0,113,0,475.73253959999965,,,,,,,,,,,,,,,,,,,,,475.7252285999998,475.73253959999965,477.1190051999997,477.1190051999997,476.6520566999998,479.40761509999993,f,0.4424352999999428,None,10,image1,-32,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
114,0,114,j,0.447003599999789,None,,,,,114,0,114,0,479.51589079999985,,,,,,,,,,,,,,,,,,,,,479.50864009999987,479.51589079999985,480.7853793999998,480.7853793999998,480.31867829999965,483.1143754,j,0.447003599999789,None,10,image2,-33,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
115,0,115,j,0.4342495000000781,None,,,,,115,0,115,0,483.15922729999966,,,,,,,,,,,,,,,,,,,,,483.1520436999999,483.15922729999966,485.11864719999994,485.11864719999994,484.65225729999975,487.73912919999975,j,0.4342495000000781,None,0,image1,-34,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
116,0,116,None,,,,,,,116,0,116,0,487.7916330999997,,,,,,,,,,,,,,,,,,,,,487.78461719999996,487.7916330999997,489.68476489999966,489.68476489999966,488.4522023999998,490.68722260000004,None,,,,,,,,,,,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
117,0,117,f,0.41617760000008275,None,,,,,117,0,117,0,490.7370087999998,,,,,,,,,,,,,,,,,,,,,490.7297832999998,490.7370087999998,492.7353651999997,492.7353651999997,492.3020770999997,495.67087679999986,f,0.41617760000008275,None,0,image1,-35,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
118,0,118,j,0.6529209999998784,None,,,,,118,0,118,0,495.7231033999997,,,,,,,,,,,,,,,,,,,,,495.7160463,495.7231033999997,498.0354087999999,498.0354087999999,497.35212599999977,500.4181859999999,j,0.6529209999998784,None,0,image1,-36,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
119,0,119,j,0.3820522000000892,None,,,,,119,0,119,0,500.52192990000003,,,,,,,,,,,,,,,,,,,,,500.51474659999985,500.52192990000003,502.95213859999967,502.95213859999967,502.55212779999965,505.0869029999999,j,0.3820522000000892,None,10,image2,-37,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
120,0,120,j,0.47921279999991384,None,,,,,120,0,120,0,505.13914469999963,,,,,,,,,,,,,,,,,,,,,505.13191340000003,505.13914469999963,507.618778,507.618778,507.11879580000004,510.5535958999999,j,0.47921279999991384,None,0,image1,-38,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
121,0,121,f,0.5486621000000014,None,,,,,121,0,121,0,510.6046282999996,,,,,,,,,,,,,,,,,,,,,510.59747179999977,510.6046282999996,512.5354374999997,512.5354374999997,511.9688352999997,514.3828952999997,f,0.5486621000000014,None,10,image2,-39,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
122,0,122,f,0.568193699999938,None,,,,,122,0,122,0,514.4277476999996,,,,,,,,,,,,,,,,,,,,,514.4207246999999,514.4277476999996,515.6854190999998,515.6854190999998,515.0854719999998,517.5352963,f,0.568193699999938,None,10,image2,-40,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
123,0,123,j,0.4201631000000816,None,,,,,123,0,123,0,517.6456187999997,,,,,,,,,,,,,,,,,,,,,517.6384676999996,517.6456187999997,,518.8187623999997,518.3687777,520.5716717,j,0.4201631000000816,None,10,image2,-41,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
124,0,124,j,0.4343524000000798,None,,,,,124,0,124,0,520.6213761999998,,,,,,,,,,,,,,,,,,,,,520.6143183999998,520.6213761999998,523.1021265999998,523.1021265999998,522.6354087,525.8520412999997,j,0.4343524000000798,None,0,image2,4,image1,image2,[],0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
125,0,125,f,0.8874799000000166,None,,,,,125,0,125,0,525.9027822999997,,,,,,,,,,,,,,,,,,,,,525.8954832,525.9027822999997,528.6187141,528.6187141,527.7022798999997,530.6082263999997,f,0.8874799000000166,None,10,image1,3,image1,image2,['high'],0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
126,0,126,f,0.36197459999993953,None,,,,,126,0,126,0,530.6615951999997,,,,,,,,,,,,,,,,,,,,,530.6544878999998,530.6615951999997,533.0354508999999,533.0354508999999,532.652169,534.6912202999997,f,0.36197459999993953,None,0,image1,2,image1,image2,"['high', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
127,0,127,None,,,,,,,127,0,127,0,534.7435274999998,,,,,,,,,,,,,,,,,,,,,534.7362174,534.7435274999998,536.6348412999996,536.6348412999996,535.4021917,537.6367278999996,None,,,,,,,,,,,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
128,0,128,j,0.7270400000002155,None,,,,,128,0,128,0,537.7436543999997,,,,,,,,,,,,,,,,,,,,,537.7367041999996,537.7436543999997,539.6854349999999,539.6854349999999,538.9354448999998,542.2998909999997,j,0.7270400000002155,None,0,image2,1,image1,image2,"['high', 'high', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
129,0,129,j,0.8487538999997923,None,,,,,129,0,129,0,542.3508171999997,,,,,,,,,,,,,,,,,,,,,542.3434964999997,542.3508171999997,544.7355073999997,544.7355073999997,543.8688969999998,546.4226443999996,j,0.8487538999997923,None,0,image1,0,image1,image2,"['high', 'high', 'low', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
130,0,130,j,1.0330751000001328,None,,,,,130,0,130,0,546.4755176999997,,,,,,,,,,,,,,,,,,,,,546.4683950999997,546.4755176999997,548.7021757999996,548.7021757999996,547.6521592999998,550.809514,j,1.0330751000001328,None,10,image2,-1,image1,image2,"['high', 'high', 'low', 'high', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
131,0,131,f,0.43728539999983695,None,,,,,131,0,131,0,550.8621094999999,,,,,,,,,,,,,,,,,,,,,550.8551404999998,550.8621094999999,552.6188954999998,552.6188954999998,552.1523546999997,555.0724096999998,f,0.43728539999983695,None,0,image1,-2,image1,image2,"['high', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
132,0,132,j,0.6155697999997756,None,,,,,132,0,132,0,555.1800383999998,,,,,,,,,,,,,,,,,,,,,555.1730011,555.1800383999998,556.9355265999998,556.9355265999998,556.3021307999998,558.4390661999996,j,0.6155697999997756,None,10,image2,-3,image1,image2,"['high', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
133,0,133,j,0.36186480000014853,None,,,,,133,0,133,0,558.4845479,,,,,,,,,,,,,,,,,,,,,558.4775288999999,558.4845479,559.8354858999996,559.8354858999996,559.4522772999999,562.0440014999999,j,0.36186480000014853,None,10,image2,-4,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
134,0,134,j,0.5685595999998441,None,,,,,134,0,134,0,562.0902268,,,,,,,,,,,,,,,,,,,,,562.0833613999998,562.0902268,563.9022153999999,563.9022153999999,563.3021046999997,565.5975039,j,0.5685595999998441,None,0,image2,-5,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
135,0,135,j,0.6486660999999003,None,,,,,135,0,135,0,565.6425767999999,,,,,,,,,,,,,,,,,,,,,565.6355927,565.6425767999999,567.9361987999996,567.9361987999996,567.2684806999996,569.9250757,j,0.6486660999999003,None,10,image1,-6,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
136,0,136,j,0.5259553999999298,None,,,,,136,0,136,0,569.9706566,,,,,,,,,,,,,,,,,,,,,569.9632296,569.9706566,,571.0854615999997,570.5355761999999,572.7355814999996,j,0.5259553999999298,None,0,image1,-7,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
137,0,137,j,0.39503949999971155,None,,,,,137,0,137,0,572.8428933,,,,,,,,,,,,,,,,,,,,,572.8360819999998,572.8428933,575.2355527,575.2355527,574.8188152999996,576.9600897999999,j,0.39503949999971155,None,0,image2,-8,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
138,0,138,j,0.4513563000000431,None,,,,,138,0,138,0,577.0117685999999,,,,,,,,,,,,,,,,,,,,,577.0047857,577.0117685999999,579.0855210999998,579.0855210999998,578.6021547,580.6911307999999,j,0.4513563000000431,None,10,image1,-9,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
139,0,139,f,0.7410090000003038,None,,,,,139,0,139,0,580.7411322999997,,,,,,,,,,,,,,,,,,,,,580.7339999999999,580.7411322999997,583.1355104999998,583.1355104999998,582.3688423999997,585.8851789,f,0.7410090000003038,None,0,image1,-10,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
140,0,140,j,0.3902781000001596,None,,,,,140,0,140,0,585.9394244,,,,,,,,,,,,,,,,,,,,,585.9322476999996,585.9394244,587.3690029999998,587.3690029999998,586.9522048999997,590.1734368999996,j,0.3902781000001596,None,10,image1,10,image2,image1,[],0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
141,0,141,j,0.4442871000001105,None,,,,,141,0,141,0,590.2823513999997,,,,,,,,,,,,,,,,,,,,,590.2751421999997,590.2823513999997,592.2522448,592.2522448,591.7856281999998,593.8430893,j,0.4442871000001105,None,10,image2,9,image2,image1,['high'],0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
142,0,142,j,0.5217400999999882,None,,,,,142,0,142,0,593.8953039999997,,,,,,,,,,,,,,,,,,,,,593.8880854999998,593.8953039999997,595.802447,595.802447,595.2522644999999,597.9117805999999,j,0.5217400999999882,None,0,image1,8,image2,image1,"['high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
143,0,143,f,1.035034800000176,None,,,,,143,0,143,0,597.9652292999999,,,,,,,,,,,,,,,,,,,,,597.9577267999998,597.9652292999999,599.8692348,599.8692348,598.8022182,602.665164,f,1.035034800000176,None,10,image1,7,image2,image1,"['high', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
144,0,144,j,0.42876499999965745,None,,,,,144,0,144,0,602.7168967999996,,,,,,,,,,,,,,,,,,,,,602.7095505999996,602.7168967999996,605.0355559,605.0355559,604.5855997999997,607.1832528,j,0.42876499999965745,None,10,image2,6,image2,image1,"['high', 'low', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
145,0,145,f,0.48257850000027247,None,,,,,145,0,145,0,607.2284592999999,,,,,,,,,,,,,,,,,,,,,607.2213462999998,607.2284592999999,608.9356235999999,608.9356235999999,608.4356596999996,611.7320089,f,0.48257850000027247,None,0,image2,5,image2,image1,"['high', 'low', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
146,0,146,j,0.9245590999998967,None,,,,,146,0,146,0,611.8397618999998,,,,,,,,,,,,,,,,,,,,,611.8329424999997,611.8397618999998,613.3356656999999,613.3356656999999,612.3856309999996,615.2513177999999,j,0.9245590999998967,None,0,image1,4,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
147,0,147,f,0.67332370000031,None,,,,,147,0,147,0,615.3011188,,,,,,,,,,,,,,,,,,,,,615.293741,615.3011188,617.1689118999998,617.1689118999998,616.4689175999997,618.9119422999997,f,0.67332370000031,None,10,image1,3,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
148,0,148,f,0.6105377999997472,None,,,,,148,0,148,0,618.9578373999998,,,,,,,,,,,,,,,,,,,,,618.9506585999998,618.9578373999998,620.4356215999996,620.4356215999996,619.8022882,622.8518776999999,f,0.6105377999997472,None,0,image1,2,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
149,0,149,j,0.7529755999998997,None,,,,,149,0,149,0,622.9048121999999,,,,,,,,,,,,,,,,,,,,,622.8975578,622.9048121999999,624.2523133999998,624.2523133999998,623.4688885,626.6485957999998,j,0.7529755999998997,None,0,image1,1,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
150,0,150,j,0.4316319999998086,None,,,,,150,0,150,0,626.7584852999998,,,,,,,,,,,,,,,,,,,,,626.7515672999998,626.7584852999998,628.9524257999997,628.9524257999997,628.5022844999999,631.5112550999997,j,0.4316319999998086,None,10,image2,0,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
151,0,151,j,0.573021300000164,None,,,,,151,0,151,0,631.5608333,,,,,,,,,,,,,,,,,,,,,631.5537634999996,631.5608333,633.5688789999999,633.5688789999999,632.9689960999999,636.0019091999998,j,0.573021300000164,None,0,image2,-1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
152,0,152,j,1.177230000000236,None,,,,,152,0,152,0,636.053347,,,,,,,,,,,,,,,,,,,,,636.0461400999998,636.053347,638.2690358,638.2690358,637.0689890999997,640.0681799999998,j,1.177230000000236,None,10,image1,-2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
153,0,153,f,0.5746052000004056,None,,,,,153,0,153,0,640.1214178999999,,,,,,,,,,,,,,,,,,,,,640.1141374999997,640.1214178999999,642.3356350999998,642.3356350999998,641.7356651,644.1269376,f,0.5746052000004056,None,0,image1,-3,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
154,0,154,j,0.4183152999999038,None,,,,,154,0,154,0,644.1803402,,,,,,,,,,,,,,,,,,,,,644.1732594999999,644.1803402,646.5023001,646.5023001,646.0522813999996,648.5666127,j,0.4183152999999038,None,10,image2,-4,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
155,0,155,f,0.49824900000021444,None,,,,,155,0,155,0,648.6775785999998,,,,,,,,,,,,,,,,,,,,,648.6704031999998,648.6775785999998,650.9524251999997,650.9524251999997,650.4358901999999,652.759689,f,0.49824900000021444,None,10,image2,-5,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
156,0,156,j,0.6389847999998892,None,,,,,156,0,156,0,652.8114563999998,,,,,,,,,,,,,,,,,,,,,652.8043106999999,652.8114563999998,655.1855609999998,655.1855609999998,654.5190054999998,657.6687007,j,0.6389847999998892,None,10,image1,-6,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
157,0,157,f,0.4865634000002501,None,,,,,157,0,157,0,657.7144859999999,,,,,,,,,,,,,,,,,,,,,657.7071182999998,657.7144859999999,659.2188431999998,659.2188431999998,658.7023436,661.7575164999998,f,0.4865634000002501,None,10,image2,-7,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
158,0,158,j,0.3679261000002043,None,,,,,158,0,158,0,661.8092597999998,,,,,,,,,,,,,,,,,,,,,661.8021466999999,661.8092597999998,663.7022528999996,663.7022528999996,663.3022060999997,665.8789024999996,j,0.3679261000002043,None,10,image2,-8,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
159,0,159,j,0.41859829999975773,None,,,,,159,0,159,0,665.9319913999998,,,,,,,,,,,,,,,,,,,,,665.9247086,665.9319913999998,667.4855829999997,667.4855829999997,667.0356975999998,669.5148612999997,j,0.41859829999975773,None,10,image2,4,image1,image2,[],0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
160,0,160,j,0.47269649999998364,None,,,,,160,0,160,0,669.6219633999999,,,,,,,,,,,,,,,,,,,,,669.6146525999998,669.6219633999999,671.9857339,671.9857339,671.4856421999998,673.7211147999997,j,0.47269649999998364,None,0,image1,3,image1,image2,['high'],0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
161,0,161,j,0.4812971000001198,None,,,,,161,0,161,0,673.7735908,,,,,,,,,,,,,,,,,,,,,673.7665078,673.7735908,675.3356537999998,675.3356537999998,674.8356961999998,677.6970837999997,j,0.4812971000001198,None,10,image2,2,image1,image2,"['high', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
162,0,162,j,0.46667710000019724,None,,,,,162,0,162,0,677.7434574999997,,,,,,,,,,,,,,,,,,,,,677.7363212,677.7434574999997,679.9024161999996,679.9024161999996,679.4189404999997,682.038423,j,0.46667710000019724,None,0,image2,1,image1,image2,"['high', 'low', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
163,0,163,j,0.41516630000023724,None,,,,,163,0,163,0,682.0899061999999,,,,,,,,,,,,,,,,,,,,,682.0826499,682.0899061999999,683.3523562,683.3523562,682.9189756999999,686.0802868999999,j,0.41516630000023724,None,0,image2,0,image1,image2,"['high', 'low', 'low', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
164,0,164,j,0.5949697000000924,None,,,,,164,0,164,0,686.1927900999999,,,,,,,,,,,,,,,,,,,,,686.1858783999996,686.1927900999999,687.8357122999996,687.8357122999996,687.2190077999999,689.9637674,j,0.5949697000000924,None,10,image2,-1,image1,image2,"['high', 'low', 'low', 'low', 'low']",0.7,0.3,82,001,2025-03-09_11h11.46.934,实验程序1.0,2024.2.4,59.90674915436417,2025-03-09 11h11.57.043409 +0800,
