thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.00555750000057742,0.02298690000316128,0.02298690000316128,3.452659100003075,space,3.4131036999751814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.4665140000288375,3.4665140000288375,space,3.4973910999833606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
9,0,9,,,,9,0,9,0,,,,,30.18502350000199,,,,,,,,,,,,,,30.18502350000199,31.439816800004337,30.723215400008485,31.439816800004337,j,0.6981729000108317,None,32.909510700032115,32.91841690003639,32.91841690003639,34.4917249000282,space,1.5650143999955617,None,,,,,,,,,,,,,,,,,,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
0,0,0,f,0.5646716999472119,None,,,,,0,0,0,0,34.55402270000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5390457000467,34.55402270000195,37.00667319999775,37.00667319999775,36.423411199997645,39.625824100046884,f,0.5646716999472119,None,0,image2,12,image1,image2,['low'],0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
0,0,0,j,0.49648339999839664,None,,,,,0,0,0,0,39.67791180004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66888790001394,39.67791180004133,42.05679440003587,42.05679440003587,41.53964700002689,44.35642680001911,j,0.49648339999839664,None,10,image1,11,image1,image2,"['low', 'high']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
1,0,1,j,0.38017680001212284,None,,,,,1,0,1,0,44.40811479999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39883140003076,44.40811479999684,45.856695600028615,45.856695600028615,45.456463500042446,48.378618100017775,j,0.38017680001212284,None,10,image1,10,image1,image2,"['low', 'high', 'high']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
2,0,2,j,0.38477989996317774,None,,,,,2,0,2,0,48.43069100001594,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.42178239999339,48.43069100001594,,49.50740050000604,49.10659070004476,51.10921359999338,j,0.38477989996317774,None,10,image1,9,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
3,0,3,f,0.4245028999866918,None,,,,,3,0,3,0,51.22289010003442,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.20839200000046,51.22289010003442,53.37402780004777,53.37402780004777,52.92370189999929,55.53304599999683,f,0.4245028999866918,None,10,image1,8,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
4,0,4,f,0.5481546000228263,None,,,,,4,0,4,0,55.58524020004552,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.57647920004092,55.58524020004552,57.22320090001449,57.22320090001449,56.656311900005676,59.461406900023576,f,0.5481546000228263,None,0,image1,7,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
5,0,5,f,0.6145945999887772,None,,,,,5,0,5,0,59.51519740000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.50631319999229,59.51519740000367,61.823290100030135,61.823290100030135,61.18996069999412,64.53728520002915,f,0.6145945999887772,None,10,image2,6,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,73,001,2024-11-24_11h10.48.720,实验程序1.0,2024.2.4,61.07608737833004,2024-11-24 11h11.01.519185 +0800,
