thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0034886999997070234,0.008223599999837461,0.008223599999837461,1.910105299999941,space,1.8933282000002691,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.9215117999997346,1.9215117999997346,space,6.259499700000106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
9,0,9,,,,9,0,9,0,,,,,32.46090259999983,,,,,,,,,,,,,,32.46090259999983,33.552516999999625,33.002421799999865,25.785893699999633,f,0.531333899999936,None,15.326767199999722,35.01984109999967,35.02795990000004,35.02795990000004,36.553285799999685,space,1.5209969000002275,None,,,,,,,,,,,,,,,,,,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
0,0,0,f,0.46889829999963695,None,,,,,0,0,0,0,36.6096536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.60094509999999,36.6096536,39.05259429999978,39.05259429999978,38.552203499999905,40.93972379999968,f,0.46889829999963695,None,10,image2,11,image1,image2,['low'],0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
0,0,0,f,0.3702671000000919,None,,,,,0,0,0,0,40.99329949999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.98621879999973,40.99329949999992,,42.01919699999962,41.619121899999755,44.804177699999855,f,0.3702671000000919,None,0,image2,10,image1,image2,"['low', 'low']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
1,0,1,f,0.38355559999990874,None,,,,,1,0,1,0,44.85486179999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8474999,44.85486179999998,46.48586380000006,46.48586380000006,46.08582489999981,48.36564920000001,f,0.38355559999990874,None,0,image2,9,image1,image2,"['low', 'low', 'low']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
2,0,2,j,0.32399020000002565,None,,,,,2,0,2,0,48.41671169999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.40932299999986,48.41671169999972,50.13577889999988,50.13577889999988,49.78580049999982,52.40261650000002,j,0.32399020000002565,None,10,image1,8,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
3,0,3,j,0.44174829999974463,None,,,,,3,0,3,0,52.504260299999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49696899999981,52.504260299999714,54.30257449999999,54.30257449999999,53.83591149999984,57.059683799999675,j,0.44174829999974463,None,10,image1,7,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
4,0,4,j,0.4685745000001589,None,,,,,4,0,4,0,57.113142100000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.105970799999795,57.113142100000005,59.05259029999979,59.05259029999979,58.55249619999995,61.93177990000004,j,0.4685745000001589,None,10,image1,6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
5,0,5,j,0.3405531000003066,None,,,,,5,0,5,0,61.98332269999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97594419999996,61.98332269999992,63.70256789999985,63.70256789999985,63.33590770000001,65.86839829999963,j,0.3405531000003066,None,0,image1,5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,009,001,2024-11-14_10h28.41.931,实验程序1.0,2024.2.4,60.00830514941717,2024-11-14 10h28.54.395867 +0800,
