thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
119,0,119,f,1.0306365005671978,None,,,,,119,0,119,0,511.20086919981986,,,,,,,,,,,,,,,,,,,,,511.1915357001126,511.20086919981986,513.705593499355,513.705593499355,512.6557432999834,515.282184000127,f,1.0306365005671978,None,10,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
120,0,120,j,0.4574406994506717,None,,,,,120,0,120,0,515.3334766998887,,,,,,,,,,,,,,,,,,,,,515.3240709993988,515.3334766998887,517.6722697997466,517.6722697997466,517.1891676997766,519.3568337997422,j,0.4574406994506717,None,0,image1,11,image2,image1,['low'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
121,0,121,j,0.5290005002170801,None,,,,,121,0,121,0,519.4077572999522,,,,,,,,,,,,,,,,,,,,,519.3988705994561,519.4077572999522,521.7555833999068,521.7555833999068,521.2062293998897,524.5868747998029,j,0.5290005002170801,None,0,image2,10,image2,image1,"['low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
122,0,122,j,0.33134020026773214,None,,,,,122,0,122,0,524.6378370998427,,,,,,,,,,,,,,,,,,,,,524.6285180998966,524.6378370998427,525.9223118992522,525.9223118992522,525.5725361993536,527.3996051000431,j,0.33134020026773214,None,10,image1,9,image2,image1,"['low', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
123,0,123,j,0.626923100091517,None,,,,,123,0,123,0,527.5199237996712,,,,,,,,,,,,,,,,,,,,,527.5100213000551,527.5199237996712,528.8061482999474,528.8061482999474,528.1557369995862,530.8745430000126,j,0.626923100091517,None,0,image1,8,image2,image1,"['low', 'high', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
124,0,124,j,0.4250300005078316,None,,,,,124,0,124,0,530.9255213998258,,,,,,,,,,,,,,,,,,,,,530.9167441995814,530.9255213998258,532.8723810994998,532.8723810994998,532.4223138000816,534.3570339996368,j,0.4250300005078316,None,0,image1,7,image2,image1,"['low', 'high', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
125,0,125,f,0.39821610040962696,None,,,,,125,0,125,0,534.4076790995896,,,,,,,,,,,,,,,,,,,,,534.3986120996997,534.4076790995896,536.1056244997308,536.1056244997308,535.6892595998943,537.9646165994927,f,0.39821610040962696,None,10,image2,6,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
126,0,126,j,0.3562969006597996,None,,,,,126,0,126,0,538.0149221001193,,,,,,,,,,,,,,,,,,,,,538.0060991998762,538.0149221001193,539.5056198993698,539.5056198993698,539.1222714995965,541.2799511998892,j,0.3562969006597996,None,10,image2,5,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
127,0,127,j,0.47151839919388294,None,,,,,127,0,127,0,541.3310147998855,,,,,,,,,,,,,,,,,,,,,541.3216346995905,541.3310147998855,542.7225668998435,542.7225668998435,542.2230126997456,544.4058201992884,j,0.47151839919388294,None,10,image2,4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
128,0,128,j,0.7452127998694777,None,,,,,128,0,128,0,544.5236280998215,,,,,,,,,,,,,,,,,,,,,544.5137681998312,544.5236280998215,546.5558722997084,546.5558722997084,545.7891374994069,548.3823997993022,j,0.7452127998694777,None,10,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
129,0,129,j,0.36865529976785183,None,,,,,129,0,129,0,548.4334095995873,,,,,,,,,,,,,,,,,,,,,548.4247531993315,548.4334095995873,550.805843799375,550.805843799375,550.4056174000725,553.6614330001175,j,0.36865529976785183,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
130,0,130,j,0.32023399975150824,None,,,,,130,0,130,0,553.7139561995864,,,,,,,,,,,,,,,,,,,,,553.7045976994559,553.7139561995864,555.1730496995151,555.1730496995151,554.8224983001128,556.679811200127,j,0.32023399975150824,None,0,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
131,0,131,f,0.5706425998359919,None,,,,,131,0,131,0,556.7317402996123,,,,,,,,,,,,,,,,,,,,,556.7223450001329,556.7317402996123,,557.9556911997497,557.3557148994878,560.7885117996484,f,0.5706425998359919,None,0,image2,4,image1,image2,['low'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
132,0,132,f,0.7102180002257228,None,,,,,132,0,132,0,560.9072995996103,,,,,,,,,,,,,,,,,,,,,560.8985508000478,560.9072995996103,563.4056922998279,563.4056922998279,562.6723234998062,566.3539391001686,f,0.7102180002257228,None,10,image1,3,image1,image2,"['low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
133,0,133,f,0.7851462000980973,None,,,,,133,0,133,0,566.4048926001415,,,,,,,,,,,,,,,,,,,,,566.3960164999589,566.4048926001415,568.4222871996462,568.4222871996462,567.6059147994965,570.8973417999223,f,0.7851462000980973,None,10,image1,2,image1,image2,"['low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
134,0,134,f,0.4994040997698903,None,,,,,134,0,134,0,570.9486838998273,,,,,,,,,,,,,,,,,,,,,570.9398015998304,570.9486838998273,573.2391599994153,573.2391599994153,572.7228053994477,574.7420378997922,f,0.4994040997698903,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
135,0,135,f,0.4574039997532964,None,,,,,135,0,135,0,574.7933172993362,,,,,,,,,,,,,,,,,,,,,574.7843172997236,574.7933172993362,576.6556065995246,576.6556065995246,576.1726829996333,578.4004328995943,f,0.4574039997532964,None,10,image1,0,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
136,0,136,j,0.851422400213778,None,,,,,136,0,136,0,578.4535853993148,,,,,,,,,,,,,,,,,,,,,578.4441623995081,578.4535853993148,581.0224518999457,581.0224518999457,580.1391584994271,583.239523999393,j,0.851422400213778,None,0,image1,7,image2,image1,[],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
137,0,137,f,0.5068560997024179,None,,,,,137,0,137,0,583.35702869948,,,,,,,,,,,,,,,,,,,,,583.3476291997358,583.35702869948,,584.5057145999745,583.9729854995385,587.4771309997886,f,0.5068560997024179,None,0,image1,6,image2,image1,['low'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
138,0,138,f,0.460304900072515,None,,,,,138,0,138,0,587.5284591000527,,,,,,,,,,,,,,,,,,,,,587.5194515995681,587.5284591000527,589.8065253999084,589.8065253999084,589.3225021995604,592.7147559998557,f,0.460304900072515,None,0,image2,5,image2,image1,"['low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
139,0,139,f,0.42801390029489994,None,,,,,139,0,139,0,592.7659382000566,,,,,,,,,,,,,,,,,,,,,592.7571414001286,592.7659382000566,595.1723227994516,595.1723227994516,594.722569799982,596.8310492997989,f,0.42801390029489994,None,0,image1,4,image2,image1,"['low', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
140,0,140,f,0.3367932001128793,None,,,,,140,0,140,0,596.8819983992726,,,,,,,,,,,,,,,,,,,,,596.8724547997117,596.8819983992726,598.7723516998813,598.7723516998813,598.4059914993122,601.5079424995929,f,0.3367932001128793,None,10,image2,3,image2,image1,"['low', 'high', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
141,0,141,f,0.272427000105381,None,,,,,141,0,141,0,601.6301263999194,,,,,,,,,,,,,,,,,,,,,601.6204890999943,601.6301263999194,,602.7392373997718,602.4392190994695,605.5356509992853,f,0.272427000105381,None,0,image1,2,image2,image1,"['low', 'high', 'low', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
142,0,142,j,0.3663459997624159,None,,,,,142,0,142,0,605.5891251992434,,,,,,,,,,,,,,,,,,,,,605.5779117997736,605.5891251992434,607.6391225997359,607.6391225997359,607.2558523993939,610.6060951994732,j,0.3663459997624159,None,10,image2,1,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
143,0,143,f,0.5863345004618168,None,,,,,143,0,143,0,610.6585339000449,,,,,,,,,,,,,,,,,,,,,610.6496161995456,610.6585339000449,612.1729926997796,612.1729926997796,611.5725214993581,614.7602132000029,f,0.5863345004618168,None,0,image2,0,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
144,0,144,j,0.7476762998849154,None,,,,,144,0,144,0,614.8112827995792,,,,,,,,,,,,,,,,,,,,,614.802448399365,614.8112827995792,616.7223358992487,616.7223358992487,615.9559484999627,619.687911699526,j,0.7476762998849154,None,0,image1,-1,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
145,0,145,j,0.659196900203824,None,,,,,145,0,145,0,619.7396228993312,,,,,,,,,,,,,,,,,,,,,619.7299111997709,619.7396228993312,621.5889694998041,621.5889694998041,620.9065537992865,624.5397740993649,j,0.659196900203824,None,10,image2,-2,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
146,0,146,j,0.4735155003145337,None,,,,,146,0,146,0,624.6596216997132,,,,,,,,,,,,,,,,,,,,,624.6502639995888,624.6596216997132,626.6895849993452,626.6895849993452,626.1891435999423,628.833275699988,j,0.4735155003145337,None,0,image2,-3,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
147,0,147,j,0.6044335998594761,None,,,,,147,0,147,0,628.8850031998008,,,,,,,,,,,,,,,,,,,,,628.8762192996219,628.8850031998008,631.339117099531,631.339117099531,630.7057470995933,633.6110574994236,j,0.6044335998594761,None,0,image1,-4,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
148,0,148,j,0.4888258995488286,None,,,,,148,0,148,0,633.6624609995633,,,,,,,,,,,,,,,,,,,,,633.6533034993336,633.6624609995633,635.722752599977,635.722752599977,635.2057845992967,637.3729342995211,j,0.4888258995488286,None,0,image2,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
149,0,149,f,0.47525869961827993,None,,,,,149,0,149,0,637.4242603993043,,,,,,,,,,,,,,,,,,,,,637.4155951999128,637.4242603993043,639.4560803994536,639.4560803994536,638.9557104995474,640.9475173996761,f,0.47525869961827993,None,0,image1,-6,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
150,0,150,f,0.5885558994486928,None,,,,,150,0,150,0,641.0691277999431,,,,,,,,,,,,,,,,,,,,,641.0598300993443,641.0691277999431,642.5222773998976,642.5222773998976,641.905797299929,644.5353621998802,f,0.5885558994486928,None,0,image1,-7,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
151,0,151,f,0.5033397004008293,None,,,,,151,0,151,0,644.5865110000595,,,,,,,,,,,,,,,,,,,,,644.577237999998,644.5865110000595,646.7557552000508,646.7557552000508,646.2228635000065,648.9696725998074,f,0.5033397004008293,None,10,image2,-8,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
152,0,152,j,0.34367410000413656,None,,,,,152,0,152,0,649.0211020000279,,,,,,,,,,,,,,,,,,,,,649.0112867001444,649.0211020000279,,649.9892224995419,649.6222281996161,651.6881262995303,j,0.34367410000413656,None,10,image2,-9,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
153,0,153,f,0.25912069994956255,None,,,,,153,0,153,0,651.7389421993867,,,,,,,,,,,,,,,,,,,,,651.7296832995489,651.7389421993867,653.8222821997479,653.8222821997479,653.5392948994413,655.4072952000424,f,0.25912069994956255,None,0,image2,-10,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
154,0,154,f,0.33921000082045794,None,,,,,154,0,154,0,655.4610222997144,,,,,,,,,,,,,,,,,,,,,655.4511028993875,655.4610222997144,656.8890589997172,656.8890589997172,656.5231904992834,658.4541393993422,f,0.33921000082045794,None,0,image2,-11,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
155,0,155,f,0.3093840992078185,None,,,,,155,0,155,0,658.5736178001389,,,,,,,,,,,,,,,,,,,,,658.5643924996257,658.5736178001389,659.8224609997123,659.8224609997123,659.4892263999209,662.0873599993065,f,0.3093840992078185,None,10,image2,3,image1,image2,[],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
156,0,156,f,0.29453069996088743,None,,,,,156,0,156,0,662.138789399527,,,,,,,,,,,,,,,,,,,,,662.1297862995416,662.138789399527,664.3722851993516,664.3722851993516,664.056383099407,667.0551762999967,f,0.29453069996088743,None,0,image2,2,image1,image2,['low'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
157,0,157,j,0.3650008998811245,None,,,,,157,0,157,0,667.105622000061,,,,,,,,,,,,,,,,,,,,,667.0970006994903,667.105622000061,,668.2724946001545,667.8893607994542,670.0774694001302,j,0.3650008998811245,None,10,image1,1,image1,image2,"['low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
158,0,158,f,0.5333073996007442,None,,,,,158,0,158,0,670.1282607996836,,,,,,,,,,,,,,,,,,,,,670.1187012996525,670.1282607996836,671.6558853993192,671.6558853993192,671.1059413999319,673.7291022995487,f,0.5333073996007442,None,10,image1,0,image1,image2,"['low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
159,0,159,j,0.4589993003755808,None,,,,,159,0,159,0,673.852948599495,,,,,,,,,,,,,,,,,,,,,673.8432264998555,673.852948599495,675.4399461997673,675.4399461997673,674.9557763999328,678.002626599744,j,0.4589993003755808,None,10,image1,-1,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
160,0,160,j,0.3524076007306576,None,,,,,160,0,160,0,678.0559447994456,,,,,,,,,,,,,,,,,,,,,678.0451174993068,678.0559447994456,679.5890573998913,679.5890573998913,679.2059923000634,681.4962064996362,j,0.3524076007306576,None,10,image1,-2,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
161,0,161,j,0.3261938998475671,None,,,,,161,0,161,0,681.5472812997177,,,,,,,,,,,,,,,,,,,,,681.5376974996179,681.5472812997177,,682.6223174994811,682.2729381993413,684.41790809948,j,0.3261938998475671,None,0,image1,3,image2,image1,[],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
162,0,162,j,0.9065422005951405,None,,,,,162,0,162,0,684.46897980012,,,,,,,,,,,,,,,,,,,,,684.4592100000009,684.46897980012,686.6891251001507,686.6891251001507,685.7558089001104,689.5797290001065,j,0.9065422005951405,None,0,image2,2,image2,image1,['high'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
163,0,163,j,0.47887689992785454,None,,,,,163,0,163,0,689.6315446998924,,,,,,,,,,,,,,,,,,,,,689.6213047001511,689.6315446998924,692.105780299753,692.105780299753,691.6086846999824,695.0368200000376,j,0.47887689992785454,None,0,image1,1,image2,image1,"['high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
164,0,164,j,0.3447576006874442,None,,,,,164,0,164,0,695.159737999551,,,,,,,,,,,,,,,,,,,,,695.1502449996769,695.159737999551,696.9557898994535,696.9557898994535,696.5895512001589,698.7832402000204,j,0.3447576006874442,None,10,image1,0,image2,image1,"['high', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
165,0,165,f,0.5753717003390193,None,,,,,165,0,165,0,698.8343840995803,,,,,,,,,,,,,,,,,,,,,698.8252130998299,698.8343840995803,700.6556139001623,700.6556139001623,700.0559084992856,703.0827871998772,f,0.5753717003390193,None,0,image1,-1,image2,image1,"['high', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
166,0,166,None,,,,,,,166,0,166,0,703.1345611000434,,,,,,,,,,,,,,,,,,,,,703.1245928993449,703.1345611000434,705.089262300171,705.089262300171,703.8558716997504,706.0913284998387,None,,,,,,,,,,,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
167,0,167,f,0.5397490002214909,None,,,,,167,0,167,0,706.1428806995973,,,,,,,,,,,,,,,,,,,,,706.1342025995255,706.1428806995973,707.4892745995894,707.4892745995894,706.9231191994622,709.1810037000105,f,0.5397490002214909,None,0,image1,-2,image2,image1,"['high', 'low', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
168,0,168,j,0.4024161007255316,None,,,,,168,0,168,0,709.3027607994154,,,,,,,,,,,,,,,,,,,,,709.2237490992993,709.3027607994154,,710.3894309001043,709.955817299895,712.9513040995225,j,0.4024161007255316,None,10,image2,-3,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
169,0,169,j,0.5193990999832749,None,,,,,169,0,169,0,713.0018313992769,,,,,,,,,,,,,,,,,,,,,712.9929400999099,713.0018313992769,714.5898027997464,714.5898027997464,714.0393242994323,717.4472314994782,j,0.5193990999832749,None,10,image2,-4,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
170,0,170,f,1.5711004994809628,None,,,,,170,0,170,0,717.4985933993012,,,,,,,,,,,,,,,,,,,,,717.488477899693,717.4985933993012,720.3558051995933,720.3558051995933,718.7562827998772,723.3263667998835,f,1.5711004994809628,None,10,image2,-5,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
171,0,171,j,0.4938457999378443,None,,,,,171,0,171,0,723.3777089994401,,,,,,,,,,,,,,,,,,,,,723.3677090993151,723.3777089994401,724.989557299763,724.989557299763,724.4725101999938,727.1693757995963,j,0.4938457999378443,None,10,image2,-6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
172,0,172,j,0.3574293004348874,None,,,,,172,0,172,0,727.2207966996357,,,,,,,,,,,,,,,,,,,,,727.2113667000085,727.2207966996357,728.8729114001617,728.8729114001617,728.4896908998489,730.9263848001137,j,0.3574293004348874,None,0,image2,4,image1,image2,[],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
173,0,173,f,0.9281836003065109,None,,,,,173,0,173,0,731.049180299975,,,,,,,,,,,,,,,,,,,,,731.0398353999481,731.049180299975,733.1723613999784,733.1723613999784,732.22240209952,736.0676443995908,f,0.9281836003065109,None,0,image2,3,image1,image2,['low'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
174,0,174,None,,,,,,,174,0,174,0,736.1187678994611,,,,,,,,,,,,,,,,,,,,,736.1098159998655,736.1187678994611,737.9058376997709,737.9058376997709,736.6726968996227,738.9079280998558,None,,,,,,,,,,,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
175,0,175,f,0.12369799986481667,None,,,,,175,0,175,0,738.9602512000129,,,,,,,,,,,,,,,,,,,,,738.9506101999432,738.9602512000129,740.6557713998482,740.6557713998482,740.5067874994129,743.5415146993473,f,0.12369799986481667,None,10,image2,2,image1,image2,"['low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
176,0,176,f,0.4661542000249028,None,,,,,176,0,176,0,743.5925381993875,,,,,,,,,,,,,,,,,,,,,743.5838318997994,743.5925381993875,745.8390744999051,745.8390744999051,745.3559339996427,748.0030496995896,f,0.4661542000249028,None,0,image2,1,image1,image2,"['low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
177,0,177,j,0.48691440001130104,None,,,,,177,0,177,0,748.1262660995126,,,,,,,,,,,,,,,,,,,,,748.0452382992953,748.1262660995126,750.3724088994786,750.3724088994786,749.8566153999418,753.0592591995373,j,0.48691440001130104,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
178,0,178,f,0.37912769988179207,None,,,,,178,0,178,0,753.1108670998365,,,,,,,,,,,,,,,,,,,,,753.1006221994758,753.1108670998365,,754.1224760999903,753.7232160996646,757.0568867996335,f,0.37912769988179207,None,0,image2,-1,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
179,0,179,j,0.4190124003216624,None,,,,,179,0,179,0,757.1067495997995,,,,,,,,,,,,,,,,,,,,,757.0979729993269,757.1067495997995,758.9892529994249,758.9892529994249,758.5393223995343,761.9097937000915,j,0.4190124003216624,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
180,0,180,j,0.3736830996349454,None,,,,,180,0,180,0,761.9629360996187,,,,,,,,,,,,,,,,,,,,,761.9525628993288,761.9629360996187,764.3060034001246,764.3060034001246,763.9063043994829,766.0041514998302,j,0.3736830996349454,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
