thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,frame.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
115,0,115,f,0.5560175003483891,None,,,,,115,0,115,0,528.92295739986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.9140498004854,528.92295739986,530.9123160997406,530.9123160997406,530.3283029999584,533.102576800622,f,0.5560175003483891,None,0,image2,-4,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
116,0,116,j,0.30154259968549013,None,,,,,116,0,116,0,533.1532800002024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1443864004686,533.1532800002024,534.8281083004549,534.8281083004549,534.4947757003829,536.445934000425,j,0.30154259968549013,None,0,image1,-5,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
117,0,117,f,0.7651586998254061,None,,,,,117,0,117,0,536.4959813002497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4872804004699,536.4959813002497,539.0781551999971,539.0781551999971,538.2946399003267,541.5810711001977,f,0.7651586998254061,None,10,image1,-6,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
118,0,118,f,0.4539403999224305,None,,,,,118,0,118,0,541.6990835005417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6900449004024,541.6990835005417,543.9450519997627,543.9450519997627,543.4617445999756,545.9743769001216,f,0.4539403999224305,None,10,image1,-7,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
119,0,119,j,0.33198799937963486,None,,,,,119,0,119,0,546.025394000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0166076002643,546.025394000113,547.4616985004395,547.4616985004395,547.1120525998995,549.8429171005264,j,0.33198799937963486,None,10,image1,12,image2,image1,[],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
120,0,120,j,0.7263096999377012,None,,,,,120,0,120,0,549.8947493005544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8844555998221,549.8947493005544,551.8292610999197,551.8292610999197,551.0781471999362,554.7815834004432,j,0.7263096999377012,None,10,image1,11,image2,image1,['low'],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
121,0,121,f,0.5042227003723383,None,,,,,121,0,121,0,554.8349107997492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.825454200618,554.8349107997492,556.5450392998755,556.5450392998755,556.0116196004674,558.8857751004398,f,0.5042227003723383,None,0,image1,10,image2,image1,"['low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
122,0,122,j,0.5107774995267391,None,,,,,122,0,122,0,558.9358940999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9272805005312,558.9358940999955,561.1780415000394,561.1780415000394,560.6447844998911,563.2162576997653,j,0.5107774995267391,None,10,image2,9,image2,image1,"['low', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
123,0,123,j,0.37395429983735085,None,,,,,123,0,123,0,563.3326816000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.3236485999078,563.3326816000044,,564.478078099899,564.0783222997561,567.0289473002777,j,0.37395429983735085,None,10,image2,8,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
124,0,124,f,0.5793278003111482,None,,,,,124,0,124,0,567.0793971000239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.070490299724,567.0793971000239,568.7452095998451,568.7452095998451,568.1447918005288,570.4656969001517,f,0.5793278003111482,None,10,image2,7,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
125,0,125,j,0.36118970066308975,None,,,,,125,0,125,0,570.5160654997453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.5070480005816,570.5160654997453,571.9781443998218,571.9781443998218,571.5950225004926,573.9885550001636,j,0.36118970066308975,None,0,image2,6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
126,0,126,j,0.3683657003566623,None,,,,,126,0,126,0,574.0402584997937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0310094002634,574.0402584997937,576.3949488000944,576.3949488000944,575.9947522999719,578.681096800603,j,0.3683657003566623,None,0,image1,5,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
127,0,127,j,0.4642118997871876,None,,,,,127,0,127,0,578.799631900154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.7895514005795,578.799631900154,580.9281508000568,580.9281508000568,580.4452611003071,583.4471035003662,j,0.4642118997871876,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
128,0,128,f,1.0210395995527506,None,,,,,128,0,128,0,583.4983515003696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.4896170999855,583.4983515003696,585.9281088998541,585.9281088998541,584.8784047998488,587.631545400247,f,1.0210395995527506,None,10,image2,3,image2,image1,"['high', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
129,0,129,j,0.34847609978169203,None,,,,,129,0,129,0,587.682158799842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.6728517003357,587.682158799842,589.4950056998059,589.4950056998059,589.1280764006078,591.4016827000305,j,0.34847609978169203,None,10,image2,2,image2,image1,"['high', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
130,0,130,j,0.49318990018218756,None,,,,,130,0,130,0,591.4527658000588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.4439230998978,591.4527658000588,593.9782197000459,593.9782197000459,593.462280199863,596.9082179004326,j,0.49318990018218756,None,0,image2,1,image2,image1,"['high', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
131,0,131,f,0.4880756000056863,None,,,,,131,0,131,0,596.9596047997475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.9503768002614,596.9596047997475,599.1451326003298,599.1451326003298,598.6283509004861,601.8931418005377,f,0.4880756000056863,None,10,image2,3,image1,image2,['low'],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
132,0,132,f,0.39804270025342703,None,,,,,132,0,132,0,602.011034199968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0020805001259,602.011034199968,604.0616244003177,604.0616244003177,603.6454242002219,606.1854586005211,f,0.39804270025342703,None,0,image2,2,image1,image2,"['low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
133,0,133,f,0.6318920999765396,None,,,,,133,0,133,0,606.2370725004002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.2269438998774,606.2370725004002,607.6616328004748,607.6616328004748,607.0115312002599,609.6071573998779,f,0.6318920999765396,None,10,image1,1,image1,image2,"['low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
134,0,134,j,0.34278579987585545,None,,,,,134,0,134,0,609.6585229998454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.649523800239,609.6585229998454,611.3614819999784,611.3614819999784,610.9960364000872,613.3889389997348,j,0.34278579987585545,None,0,image1,0,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
135,0,135,f,0.29392979945987463,None,,,,,135,0,135,0,613.4399551004171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.4312549997121,613.4399551004171,,614.5615052003413,614.2448380999267,617.0984086003155,f,0.29392979945987463,None,0,image2,-1,image1,image2,"['low', 'low', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
136,0,136,f,0.2815955001860857,None,,,,,136,0,136,0,617.1502354005352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.1411981005222,617.1502354005352,619.0453778002411,619.0453778002411,618.7453867001459,620.9462966006249,f,0.2815955001860857,None,10,image2,-2,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
137,0,137,None,,,,,,,137,0,137,0,621.0644910000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0550749003887,621.0644910000265,623.1116051003337,623.1116051003337,621.861694900319,624.1141408998519,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
138,0,138,f,0.7355707995593548,None,,,,,138,0,138,0,624.165446200408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.1559715000913,624.165446200408,626.7782514002174,626.7782514002174,626.0118022998795,629.5758367003873,f,0.7355707995593548,None,0,image2,-3,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
139,0,139,j,0.4023853000253439,None,,,,,139,0,139,0,629.6272269003093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.6181716006249,629.6272269003093,630.9793907003477,630.9793907003477,630.5450975997373,632.7472521997988,j,0.4023853000253439,None,10,image1,-4,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
140,0,140,f,0.4502801997587085,None,,,,,140,0,140,0,632.798254000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.7893248004839,632.798254000023,635.02823860012,635.02823860012,634.5616530003026,637.729284199886,f,0.4502801997587085,None,10,image1,-5,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
141,0,141,j,0.3209619000554085,None,,,,,141,0,141,0,637.8483458003029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.8393616005778,637.8483458003029,639.5117138000205,639.5117138000205,639.1621920997277,642.1494391001761,j,0.3209619000554085,None,0,image1,-6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
142,0,142,f,0.3275969997048378,None,,,,,142,0,142,0,642.2000336004421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.1910687005147,642.2000336004421,,643.3621716005728,643.011710700579,646.0185837997124,f,0.3275969997048378,None,10,image2,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
143,0,143,f,0.33608779963105917,None,,,,,143,0,143,0,646.0689475005493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0593272000551,646.0689475005493,647.962652400136,647.962652400136,647.5948090003803,650.3289467003196,f,0.33608779963105917,None,0,image2,-8,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
144,0,144,j,0.3084778003394604,None,,,,,144,0,144,0,650.3821298005059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.3717652000487,650.3821298005059,651.8456816002727,651.8456816002727,651.5116576002911,654.6720054000616,j,0.3084778003394604,None,0,image1,-9,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
145,0,145,j,0.41532310005277395,None,,,,,145,0,145,0,654.7227806998417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.7138600004837,654.7227806998417,656.6615725997835,656.6615725997835,656.2281587999314,658.9329360006377,j,0.41532310005277395,None,0,image2,-10,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
146,0,146,j,0.32726950012147427,None,,,,,146,0,146,0,659.0518078003079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.0427055004984,659.0518078003079,,660.1615773001686,659.8116167001426,662.8560247998685,j,0.32726950012147427,None,10,image1,-11,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
147,0,147,j,0.6395666999742389,None,,,,,147,0,147,0,662.9071131004021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8981030005962,662.9071131004021,665.2955478997901,665.2955478997901,664.6281491005793,667.3792153000832,j,0.6395666999742389,None,0,image2,-12,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
148,0,148,j,0.6771607995033264,None,,,,,148,0,148,0,667.4300648998469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.4211659999564,667.4300648998469,668.9617256997153,668.9617256997153,668.2618677001446,670.5584209002554,j,0.6771607995033264,None,10,image2,-13,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
149,0,149,f,0.7482959004119039,None,,,,,149,0,149,0,670.6096721999347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.6004960006103,670.6096721999347,673.0947738997638,673.0947738997638,672.3282086998224,675.5790625000373,f,0.7482959004119039,None,0,image2,-14,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
150,0,150,None,,,,,,,150,0,150,0,675.7000829000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.6906288005412,675.7000829000026,678.5283489003778,678.5283489003778,677.2948833005503,679.5306694004685,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
151,0,151,f,0.43422860000282526,None,,,,,151,0,151,0,679.5829656003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.573074400425,679.5829656003043,681.0448169000447,681.0448169000447,680.5783173004165,682.9472193000838,f,0.43422860000282526,None,0,image2,-15,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
152,0,152,f,1.4617023998871446,None,,,,,152,0,152,0,682.9982572002336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.9893212998286,682.9982572002336,685.9617197997868,685.9617197997868,684.4783040005714,688.8754130005836,f,1.4617023998871446,None,10,image1,-16,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
153,0,153,j,0.39626629929989576,None,,,,,153,0,153,0,688.9273819001392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.9181844005361,688.9273819001392,691.3282042006031,691.3282042006031,690.9118689997122,694.2659465000033,j,0.39626629929989576,None,10,image1,-17,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
154,0,154,f,0.34929140005260706,None,,,,,154,0,154,0,694.3174432003871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.3081384003162,694.3174432003871,,695.2448176005855,694.8782251998782,696.8890613997355,f,0.34929140005260706,None,0,image2,-18,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
155,0,155,f,0.6776636997237802,None,,,,,155,0,155,0,696.9394912002608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.9306660005823,696.9394912002608,699.5451793000102,699.5451793000102,698.8459143005311,701.7659852001816,f,0.6776636997237802,None,0,image1,-19,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
156,0,156,None,,,,,,,156,0,156,0,701.8228134000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.8133990000933,701.8228134000674,704.3448831001297,704.3448831001297,703.09482640028,705.3473724005744,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
157,0,157,j,0.5484442003071308,None,,,,,157,0,157,0,705.3994374005124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.3889821004122,705.3994374005124,707.2615943998098,707.2615943998098,706.6950935004279,708.8897179998457,j,0.5484442003071308,None,0,image2,-20,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
158,0,158,f,0.4684309996664524,None,,,,,158,0,158,0,708.9402966005728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.9313078997657,708.9402966005728,711.1784461000934,711.1784461000934,710.6784978006035,713.8647599006072,f,0.4684309996664524,None,10,image1,-21,image1,image2,"['high', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
159,0,159,None,,,,,,,159,0,159,0,713.9881493002176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.9792725006118,713.9881493002176,715.8621100997552,715.8621100997552,714.6281639002264,716.8647027006373,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
160,0,160,j,0.25323500018566847,None,,,,,160,0,160,0,716.9168894002214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.9080713000149,716.9168894002214,718.9615761004388,718.9615761004388,718.6781347002834,720.9681513998657,j,0.25323500018566847,None,10,image1,-22,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
161,0,161,f,0.5788561999797821,None,,,,,161,0,161,0,721.01875129994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0099780000746,721.01875129994,722.7454473003745,722.7454473003745,722.1451348997653,725.3810382997617,f,0.5788561999797821,None,10,image2,-23,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
162,0,162,j,0.4889167994260788,None,,,,,162,0,162,0,725.4317669998854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.4223546003923,725.4317669998854,726.7284436998889,726.7284436998889,726.2117031002417,728.9087981004268,j,0.4889167994260788,None,0,image2,-24,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
163,0,163,f,0.36493670009076595,None,,,,,163,0,163,0,728.9603278003633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.9512624004856,728.9603278003633,730.6615385003388,730.6615385003388,730.2785521000624,733.1768359998241,f,0.36493670009076595,None,0,image2,-25,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
164,0,164,j,0.44005290046334267,None,,,,,164,0,164,0,733.2994145005941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.2893304005265,733.2994145005941,735.644891500473,735.644891500473,735.179066600278,738.2482011001557,j,0.44005290046334267,None,0,image1,-26,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
165,0,165,f,0.2850215006619692,None,,,,,165,0,165,0,738.2994499998167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.2893850998953,738.2994499998167,,739.4116847999394,739.0948716001585,741.0643186997622,f,0.2850215006619692,None,0,image2,-27,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
166,0,166,f,0.3626044997945428,None,,,,,166,0,166,0,741.1151649998501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.1061016004533,741.1151649998501,742.92845090013,742.92845090013,742.54491910059,744.6639418005943,f,0.3626044997945428,None,10,image1,-28,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
167,0,167,j,0.46071119979023933,None,,,,,167,0,167,0,744.7146016005427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.7056264998391,744.7146016005427,,745.7449187003076,745.2627948997542,747.5952315004542,j,0.46071119979023933,None,0,image1,-29,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
168,0,168,j,0.37370000034570694,None,,,,,168,0,168,0,747.6454180004075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.6362637998536,747.6454180004075,749.8954755002633,749.8954755002633,749.4951381999999,751.3702046005055,j,0.37370000034570694,None,0,image2,-30,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
169,0,169,j,0.6148792002350092,None,,,,,169,0,169,0,751.4204299999401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.4115669000894,751.4204299999401,753.5116594005376,753.5116594005376,752.8784648003057,755.7165962997824,j,0.6148792002350092,None,0,image1,-31,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
170,0,170,f,0.35599830001592636,None,,,,,170,0,170,0,755.7677148999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.7574299005792,755.7677148999646,757.4783212002367,757.4783212002367,757.0951183997095,760.3842687997967,f,0.35599830001592636,None,10,image2,-32,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
171,0,171,j,0.7815103000029922,None,,,,,171,0,171,0,760.4353571003303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.4261864004657,760.4353571003303,762.2948925998062,762.2948925998062,761.4948778999969,764.4949491005391,j,0.7815103000029922,None,0,image2,-33,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
172,0,172,j,0.6918868999928236,None,,,,,172,0,172,0,764.5463217999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.5366847999394,764.5463217999786,767.2452774001285,767.2452774001285,766.528269900009,770.1013051001355,j,0.6918868999928236,None,10,image1,-34,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
