thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,frame.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
56,0,56,j,0.972328900359571,None,,,,,56,0,56,0,293.18145569972694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.17164660058916,293.18145569972694,295.51124050002545,295.51124050002545,294.5115437004715,298.2618674002588,j,0.972328900359571,None,0,image2,0,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
57,0,57,f,0.3365449998527765,None,,,,,57,0,57,0,298.312312300317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.30327310040593,298.312312300317,299.56133059971035,299.56133059971035,299.1949263000861,301.8584353001788,f,0.3365449998527765,None,10,image1,-1,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
58,0,58,j,0.6295903995633125,None,,,,,58,0,58,0,301.90859980043024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.89965290017426,301.90859980043024,303.32785820029676,303.32785820029676,302.67788329999894,305.3140064999461,j,0.6295903995633125,None,10,image1,-2,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
59,0,59,j,0.3488186998292804,None,,,,,59,0,59,0,305.3659327002242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.3565605999902,305.3659327002242,,306.4113418003544,306.0462244004011,308.300770400092,j,0.3488186998292804,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
60,0,60,j,0.48817010037600994,None,,,,,60,0,60,0,308.4143612999469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.40536940004677,308.4143612999469,309.71201790031046,309.71201790031046,309.1954942997545,311.3867271002382,j,0.48817010037600994,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
61,0,61,j,0.36004750058054924,None,,,,,61,0,61,0,311.4376533003524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4284151000902,311.4376533003524,313.0113214002922,313.0113214002922,312.6281845998019,315.7704274998978,j,0.36004750058054924,None,10,image1,9,image2,image1,[],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
62,0,62,j,0.33230269979685545,None,,,,,62,0,62,0,315.8212280999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.81239030044526,315.8212280999869,317.86130660027266,317.86130660027266,317.51136460062116,320.2451678002253,j,0.33230269979685545,None,10,image1,8,image2,image1,['low'],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
63,0,63,j,0.3335799006745219,None,,,,,63,0,63,0,320.2964733000845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.2874707002193,320.2964733000845,322.3951120004058,322.3951120004058,322.04539390001446,324.38723789993674,j,0.3335799006745219,None,0,image1,7,image2,image1,"['low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
64,0,64,f,0.34029259998351336,None,,,,,64,0,64,0,324.4397130003199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.43005369976163,324.4397130003199,326.4113977998495,326.4113977998495,326.04703360050917,328.8751127999276,f,0.34029259998351336,None,10,image2,6,image2,image1,"['low', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
65,0,65,f,0.4241623003035784,None,,,,,65,0,65,0,328.98838010057807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.9795403005555,328.98838010057807,330.4613252002746,330.4613252002746,330.0114499004558,332.87252470012754,f,0.4241623003035784,None,10,image2,5,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
66,0,66,f,0.3373418003320694,None,,,,,66,0,66,0,332.92401050031185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.91410870011896,332.92401050031185,335.1448558997363,335.1448558997363,334.7779961004853,337.9286069003865,f,0.3373418003320694,None,10,image2,4,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
67,0,67,f,0.4558576000854373,None,,,,,67,0,67,0,337.9786822004244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.96979440003633,337.9786822004244,,339.1114936005324,338.62788609974086,341.0890685999766,f,0.4558576000854373,None,0,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
68,0,68,f,0.6626449003815651,None,,,,,68,0,68,0,341.1391507005319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.13002130016685,341.1391507005319,343.54454050026834,343.54454050026834,342.86148629989475,345.8548130998388,f,0.6626449003815651,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
69,0,69,j,0.980642800219357,None,,,,,69,0,69,0,345.96908990014344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9601990999654,345.96908990014344,347.7279610000551,347.7279610000551,346.72793040052056,350.32520429976285,j,0.980642800219357,None,0,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
70,0,70,f,0.6127428999170661,None,,,,,70,0,70,0,350.37677810061723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.3671327000484,350.37677810061723,351.9448829004541,351.9448829004541,351.31194560043514,353.71829300001264,f,0.6127428999170661,None,10,image2,4,image1,image2,['low'],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
71,0,71,f,0.5148432003334165,None,,,,,71,0,71,0,353.76968520041555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.76042690034956,353.76968520041555,355.2780312001705,355.2780312001705,354.74496740009636,357.78191629983485,f,0.5148432003334165,None,0,image2,3,image1,image2,"['low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
72,0,72,j,0.4308407995849848,None,,,,,72,0,72,0,357.83261779975146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.82344210054725,357.83261779975146,359.5115328002721,359.5115328002721,359.06196480058134,361.495641999878,j,0.4308407995849848,None,10,image2,2,image1,image2,"['low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
73,0,73,f,0.4813272999599576,None,,,,,73,0,73,0,361.5468834005296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.53702670056373,361.5468834005296,,362.71140650007874,362.21145210042596,365.54169180057943,f,0.4813272999599576,None,0,image1,1,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
74,0,74,j,0.3334568999707699,None,,,,,74,0,74,0,365.6556492000818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.6466799005866,365.6556492000818,367.8279733005911,367.8279733005911,367.4779238002375,369.3586625000462,j,0.3334568999707699,None,10,image1,0,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
75,0,75,j,0.441745700314641,None,,,,,75,0,75,0,369.4084382997826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.39951200038195,369.4084382997826,371.62800250016153,371.62800250016153,371.1613714005798,373.93884440045804,j,0.441745700314641,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
76,0,76,j,0.6018666001036763,None,,,,,76,0,76,0,373.9902347000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.981059900485,373.9902347000316,376.62858000025153,376.62858000025153,375.99463010020554,379.1384976999834,j,0.6018666001036763,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
77,0,77,f,0.40848860051482916,None,,,,,77,0,77,0,379.18996350001544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1800159998238,379.18996350001544,381.6449001003057,381.6449001003057,381.21139109972864,383.8071249006316,f,0.40848860051482916,None,10,image1,2,image2,image1,[],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
78,0,78,j,0.5351005997508764,None,,,,,78,0,78,0,383.92146829981357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.91227249987423,383.92146829981357,385.19506529998034,385.19506529998034,384.6279597003013,387.03082180023193,j,0.5351005997508764,None,10,image1,1,image2,image1,['low'],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
79,0,79,j,0.48637899942696095,None,,,,,79,0,79,0,387.08164450060576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.07226829975843,387.08164450060576,389.5447083003819,389.5447083003819,389.0294305002317,392.1976901004091,j,0.48637899942696095,None,0,image1,0,image2,image1,"['low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
80,0,80,j,0.8273549992591143,None,,,,,80,0,80,0,392.2489942004904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.2397158006206,392.2489942004904,393.9782870998606,393.9782870998606,393.12823210004717,396.2311369003728,j,0.8273549992591143,None,0,image1,-1,image2,image1,"['low', 'low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
81,0,81,j,0.4142523994669318,None,,,,,81,0,81,0,396.2820342006162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2727752001956,396.2820342006162,398.6779265003279,398.6779265003279,398.24524850025773,401.27619230002165,j,0.4142523994669318,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
82,0,82,j,0.44801099970936775,None,,,,,82,0,82,0,401.3922199998051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.3833495005965,401.3922199998051,402.7282394003123,402.7282394003123,402.2615796001628,404.2025963999331,j,0.44801099970936775,None,0,image2,-3,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
83,0,83,j,0.7665870999917388,None,,,,,83,0,83,0,404.2536069005728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.2440073005855,404.2536069005728,406.22795290034264,406.22795290034264,405.4447413003072,408.4972370006144,j,0.7665870999917388,None,10,image2,-4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
84,0,84,f,0.5314186997711658,None,,,,,84,0,84,0,408.54917520005256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.5394018003717,408.54917520005256,410.6784584997222,410.6784584997222,410.1283939005807,413.5784053998068,f,0.5314186997711658,None,0,image2,-5,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
85,0,85,f,0.39236299972981215,None,,,,,85,0,85,0,413.630579800345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6217004004866,413.630579800345,,414.8280226998031,414.411413599737,416.7430504998192,f,0.39236299972981215,None,0,image1,-6,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
86,0,86,f,0.44074920006096363,None,,,,,86,0,86,0,416.79628599993885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.78708409983665,416.79628599993885,419.09461850021034,419.09461850021034,418.62838499993086,420.8533878000453,f,0.44074920006096363,None,10,image2,4,image1,image2,[],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
87,0,87,f,0.4575102999806404,None,,,,,87,0,87,0,420.9683338999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9588448004797,420.9683338999748,,422.07801569998264,421.5949170002714,423.6025724001229,f,0.4575102999806404,None,0,image2,3,image1,image2,['low'],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
88,0,88,f,0.5678659006953239,None,,,,,88,0,88,0,423.65410109981894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.6443084003404,423.65410109981894,425.62869790010154,425.62869790010154,425.04522929992527,428.3155847005546,f,0.5678659006953239,None,0,image1,2,image1,image2,"['low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
89,0,89,f,0.5330119002610445,None,,,,,89,0,89,0,428.36671840026975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.35664810054004,428.36671840026975,430.82805830053985,430.82805830053985,430.27827320061624,433.22622499987483,f,0.5330119002610445,None,10,image2,1,image1,image2,"['low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
90,0,90,f,0.69382209982723,None,,,,,90,0,90,0,433.27718130033463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.2675702003762,433.27718130033463,435.5614700000733,435.5614700000733,434.8449280001223,438.2257981002331,f,0.69382209982723,None,0,image1,0,image1,image2,"['low', 'high', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
91,0,91,j,0.42686029989272356,None,,,,,91,0,91,0,438.3413665005937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.33216689992696,438.3413665005937,440.39466609992087,440.39466609992087,439.94478030037135,442.118076200597,j,0.42686029989272356,None,10,image2,-1,image1,image2,"['low', 'high', 'low', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
92,0,92,j,0.5260229995474219,None,,,,,92,0,92,0,442.1684809997678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.1596367005259,442.1684809997678,443.61149130016565,443.61149130016565,443.06142059993,445.81615570001304,j,0.5260229995474219,None,0,image2,-2,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
93,0,93,j,0.35980449989438057,None,,,,,93,0,93,0,445.8668018002063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.85813629999757,445.8668018002063,447.9949826002121,447.9949826002121,447.61161160003394,449.64443919993937,j,0.35980449989438057,None,10,image1,-3,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
94,0,94,j,0.4902784004807472,None,,,,,94,0,94,0,449.6949778003618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.68523570057005,449.6949778003618,451.8616394000128,451.8616394000128,451.34500380046666,453.72940080054104,j,0.4902784004807472,None,10,image1,-4,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
95,0,95,None,,,,,,,95,0,95,0,453.78258789982647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.77256069984287,453.78258789982647,455.8450174005702,455.8450174005702,454.611712500453,456.84785200003535,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
96,0,96,j,0.31638710014522076,None,,,,,96,0,96,0,456.9633502997458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.95396860037,456.9633502997458,459.22846280038357,459.22846280038357,458.8948480999097,461.4209301006049,j,0.31638710014522076,None,10,image1,-5,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
97,0,97,f,0.4391325004398823,None,,,,,97,0,97,0,461.47248589992523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.46361120045185,461.47248589992523,462.7287630001083,462.7287630001083,462.26158019993454,465.6477990997955,f,0.4391325004398823,None,10,image1,-6,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
98,0,98,j,0.4347431994974613,None,,,,,98,0,98,0,465.6986838001758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.6894335998222,465.6986838001758,467.0114478999749,467.0114478999749,466.5450375005603,469.35478270053864,j,0.4347431994974613,None,10,image1,7,image2,image1,[],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
99,0,99,j,0.4943204000592232,None,,,,,99,0,99,0,469.4053362002596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.3961680997163,469.4053362002596,471.79562870040536,471.79562870040536,471.2782036000863,473.2801100006327,j,0.4943204000592232,None,10,image1,6,image2,image1,['low'],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
100,0,100,j,0.5532635999843478,None,,,,,100,0,100,0,473.39602070022374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.38697519991547,473.39602070022374,474.9781097006053,474.9781097006053,474.3946972005069,476.90840600058436,j,0.5532635999843478,None,0,image1,5,image2,image1,"['low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
101,0,101,f,0.5312525006011128,None,,,,,101,0,101,0,476.95918470062315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.9503341000527,476.95918470062315,,478.0946204997599,477.54490489978343,480.10645310021937,f,0.5312525006011128,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
102,0,102,f,0.4426851999014616,None,,,,,102,0,102,0,480.1573710003868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.14833690039814,480.1573710003868,,481.1780727999285,480.7121948003769,482.9204216999933,f,0.4426851999014616,None,10,image2,3,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
103,0,103,f,0.35151740070432425,None,,,,,103,0,103,0,482.9712551999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9623432001099,482.9712551999837,484.61149920057505,484.61149920057505,484.22833409998566,486.2236675005406,f,0.35151740070432425,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
104,0,104,None,,,,,,,104,0,104,0,486.2747860997915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.2657983005047,486.2747860997915,488.1120038004592,488.1120038004592,486.8615562003106,489.1140526002273,None,,,,,,,,,,,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
105,0,105,f,0.4333322001621127,None,,,,,105,0,105,0,489.22906790021807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.22052690014243,489.22906790021807,491.2447504000738,491.2447504000738,490.79464880004525,493.1185397002846,f,0.4333322001621127,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
106,0,106,j,0.6233463995158672,None,,,,,106,0,106,0,493.1693297000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.1601528003812,493.1693297000602,494.51154670026153,494.51154670026153,493.8615370998159,496.8924465002492,j,0.6233463995158672,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
107,0,107,f,0.3025140995159745,None,,,,,107,0,107,0,496.9425603998825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.93335110042244,496.9425603998825,498.5446603000164,498.5446603000164,498.21286820061505,500.9422240005806,f,0.3025140995159745,None,10,image2,4,image1,image2,[],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
108,0,108,j,0.3597130002453923,None,,,,,108,0,108,0,500.9931744001806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.9841108005494,500.9931744001806,,501.99493649974465,501.6115461997688,504.44596969988197,j,0.3597130002453923,None,0,image2,3,image1,image2,['low'],0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
109,0,109,f,0.5262241996824741,None,,,,,109,0,109,0,504.5626044999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.5531481001526,504.5626044999808,506.2287563998252,506.2287563998252,505.67824860010296,509.039930799976,f,0.5262241996824741,None,10,image1,2,image1,image2,"['low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
110,0,110,f,0.3340695006772876,None,,,,,110,0,110,0,509.0914048003033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.08245800063014,509.0914048003033,511.0282359998673,511.0282359998673,510.6782768005505,512.9429662004113,f,0.3340695006772876,None,0,image1,1,image1,image2,"['low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
111,0,111,j,0.38654949981719255,None,,,,,111,0,111,0,512.9938858002424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.9845138005912,512.9938858002424,514.3451832002029,514.3451832002029,513.9282557005063,517.2142553003505,j,0.38654949981719255,None,10,image2,0,image1,image2,"['low', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
112,0,112,j,0.3814081996679306,None,,,,,112,0,112,0,517.2643167003989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.2553554000333,517.2643167003989,518.8781344005838,518.8781344005838,518.478396399878,520.3787503000349,j,0.3814081996679306,None,10,image2,-1,image1,image2,"['low', 'high', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
113,0,113,f,0.6398093001917005,None,,,,,113,0,113,0,520.4293213002384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.4201424000785,520.4293213002384,523.0780913000926,523.0780913000926,522.4117205003276,525.3551868004724,f,0.6398093001917005,None,0,image2,-2,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
114,0,114,j,0.8434712002053857,None,,,,,114,0,114,0,525.4718794003129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4627451002598,525.4718794003129,527.0116197001189,527.0116197001189,526.144764800556,528.8712202999741,j,0.8434712002053857,None,10,image1,-3,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
