thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.00466700000106357,0.019336900000780588,0.019336900000780588,3.3567529000029026,space,3.328822899999068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.370526400001836,3.370526400001836,space,2.4898324999994657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
9,0,9,,,,9,0,9,0,,,,,28.783562300002814,,,,,,,,,,,,,,28.783562300002814,29.686209500003315,29.319692600001872,7.669457700001658,7.669457700001658,f,0.34814059999916935,None,31.15497000000323,31.163944200001424,31.163944200001424,32.387052900001436,space,1.2070303000000422,None,,,,,,,,,,,,,,,,,,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
0,0,0,f,0.44867579999845475,None,,,,,0,0,0,0,32.43431640000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42439130000275,32.43431640000199,33.86954160000096,33.402760600001784,33.86954160000096,36.29305690000183,f,0.44867579999845475,None,10,image2,10,image2,image1,['high'],0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
0,0,0,f,0.297571600000083,None,,,,,0,0,0,0,36.33846340000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.330062900000485,36.33846340000309,37.51960450000115,37.20276400000148,,39.50638340000296,f,0.297571600000083,None,10,image2,9,image2,image1,"['high', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
1,0,1,j,0.28460790000099223,None,,,,,1,0,1,0,39.55216790000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.543489900002896,39.55216790000122,41.419612400000915,41.10264780000216,41.419612400000915,43.369557500001974,j,0.28460790000099223,None,0,image1,8,image2,image1,"['high', 'high', 'low']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
2,0,2,f,0.2826137000010931,None,,,,,2,0,2,0,43.41528860000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.40705789999993,43.41528860000108,44.85275000000183,44.552747600002476,44.85275000000183,47.69558049999978,f,0.2826137000010931,None,10,image2,7,image2,image1,"['high', 'high', 'low', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
3,0,3,f,0.3370901000016602,None,,,,,3,0,3,0,47.7970705000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.788926700002776,47.7970705000007,48.95278690000123,48.58614740000121,,50.83114440000281,f,0.3370901000016602,None,0,image2,6,image2,image1,"['high', 'high', 'low', 'high', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
4,0,4,j,0.5516444999993837,None,,,,,4,0,4,0,50.88622550000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.877676500000234,50.88622550000218,52.019307300000946,51.436166700001195,,54.437912600002164,j,0.5516444999993837,None,10,image2,5,image2,image1,"['high', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
5,0,5,f,0.440016900000046,None,,,,,5,0,5,0,54.484747100003005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.47593820000111,54.484747100003005,56.085983700002544,55.61953760000324,56.085983700002544,57.693749000001844,f,0.440016900000046,None,0,image2,4,image2,image1,"['high', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
6,0,6,f,0.43087349999768776,None,,,,,6,0,6,0,57.74652800000331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.738204600002064,57.74652800000331,58.90287910000188,58.452889300002425,,60.49519800000053,f,0.43087349999768776,None,10,image1,3,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
7,0,7,f,0.4793561000005866,None,,,,,7,0,7,0,60.59111870000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.582850800001324,60.59111870000197,61.752837900003215,61.252718300002016,,64.40116810000109,f,0.4793561000005866,None,0,image2,2,image2,image1,"['high', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
8,0,8,j,0.4143660000008822,None,,,,,8,0,8,0,64.44740960000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.43915460000062,64.44740960000127,65.70283660000132,65.26937550000002,65.70283660000132,68.48962770000071,j,0.4143660000008822,None,0,image1,1,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
9,0,9,j,0.43316780000168364,None,,,,,9,0,9,0,68.54214810000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.53367090000029,68.54214810000121,70.83621160000257,70.38616630000251,70.83621160000257,73.77489820000119,j,0.43316780000168364,None,0,image2,0,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
10,0,10,j,0.34059720000004745,None,,,,,10,0,10,0,73.82935830000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8210659000033,73.82935830000133,75.8865919000018,75.51947000000291,75.8865919000018,78.2960533000005,j,0.34059720000004745,None,0,image1,-1,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
11,0,11,f,0.5873243999994884,None,,,,,11,0,11,0,78.34798240000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.33973500000138,78.34798240000237,79.55295420000039,78.9361839000012,,82.14495119999992,f,0.5873243999994884,None,0,image1,-2,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
12,0,12,j,0.3514302999974461,None,,,,,12,0,12,0,82.24453760000324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.23595410000053,82.24453760000324,84.40277530000094,84.0196571000015,84.40277530000094,86.79213270000037,j,0.3514302999974461,None,10,image2,-3,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,004,001,2024-11-14_16h56.21.259,实验程序1.0,2024.2.4,59.917553446883225,2024-11-14 16h56.30.185495 +0800,
