thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,j,0.32489340007305145,None,,,,,6,0,6,0,63.858233500272036,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.848861299455166,63.858233500272036,65.35305930115283,65.00284630060196,65.35305930115283,66.91975030116737,j,0.32489340007305145,None,10,image1,5,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
7,0,7,f,0.4426833000034094,None,,,,,7,0,7,0,67.02780690044165,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.01900240033865,67.02780690044165,68.33639059960842,67.86943400092423,68.33639059960842,70.04918220080435,f,0.4426833000034094,None,10,image1,4,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
8,0,8,f,0.4763507004827261,None,,,,,8,0,8,0,70.09942200034857,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0904070995748,70.09942200034857,71.1363639999181,70.6361391004175,,73.09656989946961,f,0.4763507004827261,None,0,image1,3,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
9,0,9,f,0.5218164995312691,None,,,,,9,0,9,0,73.14684860035777,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.13825510069728,73.14684860035777,75.45283880084753,74.90257040038705,75.45283880084753,78.25434190034866,f,0.5218164995312691,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
10,0,10,j,0.7963578011840582,None,,,,,10,0,10,0,78.30474360100925,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.29574199952185,78.30474360100925,79.85378080047667,79.03596000000834,79.85378080047667,82.44630949944258,j,0.7963578011840582,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
11,0,11,j,0.31297869980335236,None,,,,,11,0,11,0,82.4971133004874,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.48842300102115,82.4971133004874,84.63633510097861,84.3025529012084,84.63633510097861,86.36026909947395,j,0.31297869980335236,None,0,image1,0,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
12,0,12,f,0.6283444985747337,None,,,,,12,0,12,0,86.46908020041883,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46005690097809,86.46908020041883,88.73596350103617,88.08612450025976,88.73596350103617,90.3202602006495,f,0.6283444985747337,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
13,0,13,j,0.4579080995172262,None,,,,,13,0,13,0,90.37091750092804,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.36202990077436,90.37091750092804,92.56943770125508,92.08627440035343,92.56943770125508,95.34797760099173,j,0.4579080995172262,None,0,image1,-2,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
14,0,14,j,0.3482123985886574,None,,,,,14,0,14,0,95.39872720092535,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.38926200009882,95.39872720092535,97.41929970122874,97.05257720127702,97.41929970122874,100.18162180110812,j,0.3482123985886574,None,10,image2,-3,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
15,0,15,j,0.44206200167536736,None,,,,,15,0,15,0,100.2330127004534,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.22446190007031,100.2330127004534,102.17014439962804,101.70286419987679,102.17014439962804,104.69407409988344,j,0.44206200167536736,None,10,image2,-4,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
16,0,16,f,0.3583496008068323,None,,,,,16,0,16,0,104.80300220102072,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.79401870071888,104.80300220102072,106.3692697994411,105.98611590079963,106.3692697994411,108.0797065012157,f,0.3583496008068323,None,10,image2,-5,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
17,0,17,f,0.38985699974000454,None,,,,,17,0,17,0,108.13129840046167,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.12279739975929,108.13129840046167,109.23585440032184,108.81964240036905,,112.14496400021017,f,0.38985699974000454,None,10,image2,4,image1,image2,[],0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
18,0,18,j,0.4150428008288145,None,,,,,18,0,18,0,112.19658230058849,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.18807540088892,112.19658230058849,114.00307440012693,113.5693004000932,114.00307440012693,116.8027477003634,j,0.4150428008288145,None,0,image1,3,image1,image2,['high'],0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
19,0,19,f,0.4142199996858835,None,,,,,19,0,19,0,116.85448970086873,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.84578729979694,116.85448970086873,118.01940650120378,117.5867385994643,,120.40475610084832,f,0.4142199996858835,None,0,image2,2,image1,image2,"['high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
20,0,20,f,0.4022030998021364,None,,,,,20,0,20,0,120.45829579979181,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.44916800037026,120.45829579979181,122.53591269999743,122.10356200113893,122.53591269999743,124.9340650010854,f,0.4022030998021364,None,10,image2,1,image1,image2,"['high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
21,0,21,j,0.3219996001571417,None,,,,,21,0,21,0,125.0430318005383,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.03415760025382,125.0430318005383,126.83632230013609,126.48621300049126,126.83632230013609,128.4054413996637,j,0.3219996001571417,None,10,image2,0,image1,image2,"['high', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
22,0,22,j,0.39347719959914684,None,,,,,22,0,22,0,128.45803390070796,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.44913049973547,128.45803390070796,130.30282930098474,129.88589850068092,130.30282930098474,133.01402020081878,j,0.39347719959914684,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
23,0,23,f,0.43575399927794933,None,,,,,23,0,23,0,133.06422590091825,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.05570060014725,133.06422590091825,134.30282109975815,133.8360916003585,,136.868925800547,f,0.43575399927794933,None,10,image1,-2,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
24,0,24,j,0.41005510091781616,None,,,,,24,0,24,0,136.92037380114198,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.91155879944563,136.92037380114198,139.3025375008583,138.86958610080183,139.3025375008583,141.79031969979405,j,0.41005510091781616,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
25,0,25,f,0.41814699955284595,None,,,,,25,0,25,0,141.89993520081043,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.89105840027332,141.89993520081043,144.30257469974458,143.85470429994166,144.30257469974458,146.8191637005657,f,0.41814699955284595,None,0,image2,-4,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
26,0,26,j,0.8342238012701273,None,,,,,26,0,26,0,146.8697335012257,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8605655003339,146.8697335012257,149.0030474998057,148.15270410105586,149.0030474998057,151.91745730116963,j,0.8342238012701273,None,0,image2,-5,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
27,0,27,j,0.3293113000690937,None,,,,,27,0,27,0,151.96910330094397,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.960338300094,151.96910330094397,153.8525665998459,153.5031314007938,153.8525665998459,156.66345760039985,j,0.3293113000690937,None,10,image1,-6,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
28,0,28,f,0.45955860055983067,None,,,,,28,0,28,0,156.71511420048773,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.7064245995134,156.71511420048773,158.3528160005808,157.86944200098515,158.3528160005808,160.7568952012807,f,0.45955860055983067,None,10,image1,-7,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
29,0,29,f,0.4672434013336897,None,,,,,29,0,29,0,160.80735070072114,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.79854240082204,160.80735070072114,161.9192431010306,161.42004360072315,,163.86908829957247,f,0.4672434013336897,None,0,image1,-8,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
30,0,30,f,0.4690927006304264,None,,,,,30,0,30,0,163.98006490059197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.97079480066895,163.98006490059197,165.30265809968114,164.80301620066166,165.30265809968114,167.87497380003333,f,0.4690927006304264,None,10,image2,-9,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
31,0,31,j,0.3840886000543833,None,,,,,31,0,31,0,167.9255848005414,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.91649859957397,167.9255848005414,168.95268920063972,168.55278090015054,,170.60455710068345,j,0.3840886000543833,None,0,image2,-10,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
32,0,32,j,0.42495029978454113,None,,,,,32,0,32,0,170.65578100085258,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.64664420112967,170.65578100085258,172.35276850126684,171.9028856009245,172.35276850126684,174.84913329966366,j,0.42495029978454113,None,0,image2,-11,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
33,0,33,j,0.5183987002819777,None,,,,,33,0,33,0,174.90000550076365,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.8913570009172,174.90000550076365,177.3361489009112,176.78584990091622,177.3361489009112,180.11595690064132,j,0.5183987002819777,None,0,image2,-12,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
34,0,34,f,0.36995930038392544,None,,,,,34,0,34,0,180.22846139967442,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.21789319999516,180.22846139967442,182.08629360049963,181.68665280006826,182.08629360049963,183.58207879960537,f,0.36995930038392544,None,0,image2,-13,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
35,0,35,j,0.6215564999729395,None,,,,,35,0,35,0,183.63282869942486,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.62349200062454,183.63282869942486,184.85261810012162,184.20283680036664,,187.21696370095015,j,0.6215564999729395,None,10,image1,-14,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
36,0,36,f,0.48730590008199215,None,,,,,36,0,36,0,187.26801620051265,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.25894960016012,187.26801620051265,189.46927919983864,188.95256610028446,189.46927919983864,191.0996925998479,f,0.48730590008199215,None,10,image1,-15,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
37,0,37,f,0.4613357987254858,None,,,,,37,0,37,0,191.1511528994888,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1414669007063,191.1511528994888,192.66935490071774,192.18635340034962,192.66935490071774,195.1518927011639,f,0.4613357987254858,None,10,image2,-16,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
38,0,38,j,0.32346699945628643,None,,,,,38,0,38,0,195.26429370045662,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.25545459985733,195.26429370045662,196.98585680127144,196.63655750080943,196.98585680127144,198.5492522008717,j,0.32346699945628643,None,0,image2,-17,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
39,0,39,f,0.5159013010561466,None,,,,,39,0,39,0,198.60079769976437,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.59167329967022,198.60079769976437,200.96923479996622,200.4361419994384,200.96923479996622,203.20491700060666,f,0.5159013010561466,None,0,image2,-18,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
40,0,40,j,0.39503780007362366,None,,,,,40,0,40,0,203.25594769977033,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.24689519964159,203.25594769977033,204.4696500003338,204.05300869978964,,206.7270794995129,j,0.39503780007362366,None,10,image1,-19,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
41,0,41,f,0.40988400019705296,None,,,,,41,0,41,0,206.77838690020144,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.76918249949813,206.77838690020144,209.11947880126536,208.68590850010514,209.11947880126536,212.00640290044248,f,0.40988400019705296,None,10,image1,-20,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
42,0,42,f,0.4073125999420881,None,,,,,42,0,42,0,212.05703449994326,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0478167012334,212.05703449994326,214.41952249966562,213.98585950024426,214.41952249966562,216.14920950122178,f,0.4073125999420881,None,0,image1,-21,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
43,0,43,j,0.40664360113441944,None,,,,,43,0,43,0,216.26087789982557,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.25203160010278,216.26087789982557,218.41917710006237,217.98627609945834,218.41917710006237,220.49322870001197,j,0.40664360113441944,None,0,image2,-22,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
44,0,44,f,0.42135619930922985,None,,,,,44,0,44,0,220.54317150078714,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.53460220061243,220.54317150078714,222.05312610045075,221.60282850079238,222.05312610045075,225.0006831008941,f,0.42135619930922985,None,0,image1,-23,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
45,0,45,j,0.40899839997291565,None,,,,,45,0,45,0,225.05113780125976,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0418926998973,225.05113780125976,227.3529535997659,226.9193043000996,227.3529535997659,229.0293131005019,j,0.40899839997291565,None,10,image2,-24,image1,image2,"['high', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
46,0,46,j,0.42655100114643574,None,,,,,46,0,46,0,229.0793698001653,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.070661701262,229.0793698001653,230.31956160068512,229.86950770020485,230.31956160068512,232.06333040073514,j,0.42655100114643574,None,0,image2,-25,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
47,0,47,f,0.573675099760294,None,,,,,47,0,47,0,232.1741361003369,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.1656349003315,232.1741361003369,234.6026150006801,234.00256079994142,234.6026150006801,236.9173176009208,f,0.573675099760294,None,10,image2,-26,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
48,0,48,j,0.4996171984821558,None,,,,,48,0,48,0,236.96770930103958,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.95860760100186,236.96770930103958,238.3694265000522,237.85320370085537,238.3694265000522,240.51626660116017,j,0.4996171984821558,None,0,image1,-27,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
49,0,49,f,0.3758177999407053,None,,,,,49,0,49,0,240.56727850064635,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.55840470083058,240.56727850064635,242.3193705007434,241.91950700059533,242.3193705007434,244.73434630036354,f,0.3758177999407053,None,0,image2,-28,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
50,0,50,f,0.36513109877705574,None,,,,,50,0,50,0,244.7855652011931,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7763956002891,244.7855652011931,246.40258179977536,246.01945240050554,246.40258179977536,248.8573612999171,f,0.36513109877705574,None,0,image2,-29,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
51,0,51,j,0.2924908995628357,None,,,,,51,0,51,0,248.91185080073774,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.90240379981697,248.91185080073774,250.53615980036557,250.21951450034976,250.53615980036557,252.11276650056243,j,0.2924908995628357,None,10,image1,-30,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,015,001,2024-11-14_14h33.38.842,实验程序1.0,2024.2.4,59.77700776673336,2024-11-14 14h33.49.446710 +0800,
