thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
83,0,83,f,0.7096126,None,,,,,83,0,83,0,354.2578223,,,,,,,,,,,,,,,,,,,,,354.2486029,354.2578223,355.7638643,355.0300613,358.0361277,f,0.7096126,None,0,image1,-17,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,355.7638643,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
84,0,84,f,0.597323201,None,,,,,84,0,84,0,358.0889305,,,,,,,,,,,,,,,,,,,,,358.0792396,358.0889305,359.8633647,359.2472061,362.5323596,f,0.597323201,None,0,image1,-18,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,359.8633647,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
85,0,85,j,0.449859601,None,,,,,85,0,85,0,362.5871396,,,,,,,,,,,,,,,,,,,,,362.575141,362.5871396,364.1966042,363.7301549,367.0697037,j,0.449859601,None,10,image2,-19,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,364.1966042,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
86,0,86,j,0.4743315,None,,,,,86,0,86,0,367.1232553,,,,,,,,,,,,,,,,,,,,,367.1141437,367.1232553,368.830559,368.3301393,371.6601774,j,0.4743315,None,10,image2,-20,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,368.830559,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
87,0,87,j,0.6487733,None,,,,,87,0,87,0,371.7140829,,,,,,,,,,,,,,,,,,,,,371.7047824,371.7140829,374.0469544,373.3799383,375.7822203,j,0.6487733,None,10,image2,-21,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,374.0469544,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
88,0,88,None,,,,,,,88,0,88,0,375.8975599,,,,,,,,,,,,,,,,,,,,,375.8886433,375.8975599,378.8801579,377.6467766,379.8821965,None,,,,,,,,,,,378.8801579,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
89,0,89,j,0.316995201,None,,,,,89,0,89,0,379.9350768,,,,,,,,,,,,,,,,,,,,,379.9261595,379.9350768,380.9801468,380.6467132,383.0058246,j,0.316995201,None,0,image1,-22,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
90,0,90,f,0.4572933,None,,,,,90,0,90,0,383.0587866,,,,,,,,,,,,,,,,,,,,,383.0487619,383.0587866,384.2469016,383.7635386,386.2069385,f,0.4572933,None,0,image1,-23,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
91,0,91,j,0.8056217,None,,,,,91,0,91,0,386.2593078,,,,,,,,,,,,,,,,,,,,,386.2505306,386.2593078,387.6639034,386.8300351,390.0272304,j,0.8056217,None,0,image2,-24,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,387.6639034,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
92,0,92,None,,,,,,,92,0,92,0,390.1450126,,,,,,,,,,,,,,,,,,,,,390.1359662,390.1450126,392.3640834,391.1307417,393.3658971,None,,,,,,,,,,,392.3640834,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
93,0,93,f,0.2655658,None,,,,,93,0,93,0,393.4178018,,,,,,,,,,,,,,,,,,,,,393.4088331,393.4178018,395.4134192,395.1300579,397.069612,f,0.2655658,None,0,image2,-25,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,395.4134192,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
94,0,94,j,0.594442599,None,,,,,94,0,94,0,397.1221252,,,,,,,,,,,,,,,,,,,,,397.1125589,397.1221252,398.8968734,398.2806415,400.9141395,j,0.594442599,None,10,image2,-26,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,398.8968734,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
95,0,95,j,0.372014499,None,,,,,95,0,95,0,400.966612,,,,,,,,,,,,,,,,,,,,,400.9570428,400.966612,402.6800449,402.280245,405.2889961,j,0.372014499,None,10,image2,-27,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,402.6800449,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
96,0,96,j,0.2657315,None,,,,,96,0,96,0,405.3413698,,,,,,,,,,,,,,,,,,,,,405.3322258,405.3413698,406.8300794,406.5469123,409.528509,j,0.2657315,None,0,image1,-28,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,406.8300794,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
97,0,97,f,0.4050231,None,,,,,97,0,97,0,409.6442174,,,,,,,,,,,,,,,,,,,,,409.635066,409.6442174,412.0801565,411.6470954,414.5186168,f,0.4050231,None,0,image1,-29,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,412.0801565,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
98,0,98,j,1.1591908,None,,,,,98,0,98,0,414.5707092,,,,,,,,,,,,,,,,,,,,,414.5615598,414.5707092,416.3634735,415.1801522,419.0361809,j,1.1591908,None,0,image1,-30,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,416.3634735,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
99,0,99,f,0.3074905,None,,,,,99,0,99,0,419.0879358,,,,,,,,,,,,,,,,,,,,,419.0790073,419.0879358,420.579985,420.2478435,422.3075306,f,0.3074905,None,0,image2,-31,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,420.579985,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
100,0,100,j,0.2862342,None,,,,,100,0,100,0,422.3599123,,,,,,,,,,,,,,,,,,,,,422.3509085,422.3599123,424.1133744,423.7968973,426.082498,j,0.2862342,None,10,image1,-32,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,424.1133744,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
101,0,101,j,0.5559518,None,,,,,101,0,101,0,426.2150153,,,,,,,,,,,,,,,,,,,,,426.2053077,426.2150153,428.2468838,427.6638994,430.2141516,j,0.5559518,None,10,image1,-33,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,428.2468838,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
102,0,102,j,1.2667719,None,,,,,102,0,102,0,430.2672648,,,,,,,,,,,,,,,,,,,,,430.2568118,430.2672648,432.580021,431.2966377,434.4215065,j,1.2667719,None,10,image1,-34,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,432.580021,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
103,0,103,j,0.985742,None,,,,,103,0,103,0,434.4744718,,,,,,,,,,,,,,,,,,,,,434.4652171,434.4744718,436.313368,435.2974233,438.4931934,j,0.985742,None,10,image2,-35,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,436.313368,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
104,0,104,f,0.597936,None,,,,,104,0,104,0,438.5456065,,,,,,,,,,,,,,,,,,,,,438.5367715,438.5456065,441.0801287,440.4636177,443.828944,f,0.597936,None,10,image2,-36,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,441.0801287,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
105,0,105,j,0.4818891,None,,,,,105,0,105,0,443.8817157,,,,,,,,,,,,,,,,,,,,,443.8727051,443.8817157,446.2136613,445.7137077,448.7527791,j,0.4818891,None,10,image2,-37,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,446.2136613,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
106,0,106,j,0.752700499,None,,,,,106,0,106,0,448.8074334,,,,,,,,,,,,,,,,,,,,,448.7974946,448.8074334,450.1301752,449.3471246,452.1912998,j,0.752700499,None,10,image1,-38,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,450.1301752,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
107,0,107,j,0.5788428,None,,,,,107,0,107,0,452.2435806,,,,,,,,,,,,,,,,,,,,,452.2339669,452.2435806,454.6643704,454.0641336,456.7908371,j,0.5788428,None,10,image2,-39,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,454.6643704,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
108,0,108,j,1.1156412,None,,,,,108,0,108,0,456.8432774,,,,,,,,,,,,,,,,,,,,,456.8337298,456.8432774,459.4304221,458.2970037,461.5533083,j,1.1156412,None,10,image1,-40,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,459.4304221,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
109,0,109,j,0.4347612,None,,,,,109,0,109,0,461.6045782,,,,,,,,,,,,,,,,,,,,,461.5956662,461.6045782,463.3635626,462.8969591,465.9003156,j,0.4347612,None,10,image2,-41,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,463.3635626,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
110,0,110,j,0.3496096,None,,,,,110,0,110,0,466.0204058,,,,,,,,,,,,,,,,,,,,,466.0114631,466.0204058,468.1802682,467.8137956,469.9640274,j,0.3496096,None,10,image2,-42,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,468.1802682,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
111,0,111,j,0.2856642,None,,,,,111,0,111,0,470.017866,,,,,,,,,,,,,,,,,,,,,470.0087074,470.017866,471.7317194,471.4136179,473.7976734,j,0.2856642,None,10,image2,-43,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,471.7317194,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
112,0,112,j,0.269067599,None,,,,,112,0,112,0,473.851773,,,,,,,,,,,,,,,,,,,,,473.8423981,473.851773,476.130514,475.8299982,477.6720392,j,0.269067599,None,0,image1,-44,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,476.130514,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
113,0,113,f,0.6352191,None,,,,,113,0,113,0,477.7244042,,,,,,,,,,,,,,,,,,,,,477.7147621,477.7244042,479.1801691,478.5133392,481.1791072,f,0.6352191,None,0,image2,-45,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,479.1801691,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
114,0,114,j,0.776765401,None,,,,,114,0,114,0,481.2996875,,,,,,,,,,,,,,,,,,,,,481.2893623,481.2996875,483.3470958,482.5469386,485.3119196,j,0.776765401,None,10,image2,5,image1,image2,[],0.7,0.3,483.3470958,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
115,0,115,j,0.3031301,None,,,,,115,0,115,0,485.3651544,,,,,,,,,,,,,,,,,,,,,485.3554965,485.3651544,486.7135402,486.3800458,489.1829802,j,0.3031301,None,0,image2,4,image1,image2,['low'],0.7,0.3,486.7135402,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
116,0,116,j,0.746373099,None,,,,,116,0,116,0,489.2356002,,,,,,,,,,,,,,,,,,,,,489.2259398,489.2356002,490.8968093,490.1301231,492.6197323,j,0.746373099,None,10,image1,3,image1,image2,"['low', 'high']",0.7,0.3,490.8968093,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
117,0,117,j,0.732969,None,,,,,117,0,117,0,492.6722084,,,,,,,,,,,,,,,,,,,,,492.6623245,492.6722084,494.0135034,493.2636622,496.5324086,j,0.732969,None,0,image1,2,image1,image2,"['low', 'high', 'high']",0.7,0.3,494.0135034,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
118,0,118,f,0.689290601,None,,,,,118,0,118,0,496.5856764,,,,,,,,,,,,,,,,,,,,,496.5759435,496.5856764,499.0468034,498.3303239,500.8654216,f,0.689290601,None,10,image2,1,image1,image2,"['low', 'high', 'high', 'low']",0.7,0.3,499.0468034,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
119,0,119,j,0.649353799,None,,,,,119,0,119,0,500.9851907,,,,,,,,,,,,,,,,,,,,,500.974876,500.9851907,502.78009,502.1138916,505.5704353,j,0.649353799,None,0,image2,0,image1,image2,"['low', 'high', 'high', 'low', 'low']",0.7,0.3,502.78009,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
120,0,120,j,0.4767954,None,,,,,120,0,120,0,505.6223208,,,,,,,,,,,,,,,,,,,,,505.6134094,505.6223208,507.1476552,506.6467622,508.755152,j,0.4767954,None,0,image1,-1,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,507.1476552,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
121,0,121,f,0.3642696,None,,,,,121,0,121,0,508.8073692,,,,,,,,,,,,,,,,,,,,,508.7986898,508.8073692,511.0804576,510.6973841,514.031251,f,0.3642696,None,0,image2,-2,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,511.0804576,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
122,0,122,f,0.4275883,None,,,,,122,0,122,0,514.0838727,,,,,,,,,,,,,,,,,,,,,514.0747882,514.0838727,515.3137583,514.8640592,518.27872,f,0.4275883,None,0,image2,-3,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
123,0,123,j,0.762333901,None,,,,,123,0,123,0,518.3984219,,,,,,,,,,,,,,,,,,,,,518.3891477,518.3984219,520.9142385,520.1300271,522.4438476,j,0.762333901,None,0,image2,-4,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,520.9142385,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
124,0,124,f,0.6988244,None,,,,,124,0,124,0,522.496281,,,,,,,,,,,,,,,,,,,,,522.4863426,522.496281,524.0302146,523.3132822,526.6596758,f,0.6988244,None,10,image1,-5,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,524.0302146,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
125,0,125,j,0.6179015,None,,,,,125,0,125,0,526.7135154,,,,,,,,,,,,,,,,,,,,,526.7034859,526.7135154,528.7805395,528.1472437,531.2405785,j,0.6179015,None,10,image1,-6,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,528.7805395,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
126,0,126,j,0.5685584,None,,,,,126,0,126,0,531.2931557,,,,,,,,,,,,,,,,,,,,,531.2836748,531.2931557,532.9301268,532.3306627,535.131067,j,0.5685584,None,0,image1,-7,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,532.9301268,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
127,0,127,j,0.589826101,None,,,,,127,0,127,0,535.1827567,,,,,,,,,,,,,,,,,,,,,535.1740089,535.1827567,536.6310381,536.0141754,539.5008484,j,0.589826101,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,536.6310381,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
128,0,128,j,0.6316271,None,,,,,128,0,128,0,539.6224995,,,,,,,,,,,,,,,,,,,,,539.613218,539.6224995,540.8467883,540.1970123,543.3232425,j,0.6316271,None,0,image1,-9,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
129,0,129,f,1.0760086,None,,,,,129,0,129,0,543.3752593,,,,,,,,,,,,,,,,,,,,,543.3664451,543.3752593,545.7641346,544.6636072,548.324458,f,1.0760086,None,10,image2,-10,image1,image2,"['high', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,545.7641346,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
130,0,130,j,0.6663543,None,,,,,130,0,130,0,548.3771738,,,,,,,,,,,,,,,,,,,,,548.3676617,548.3771738,549.9996289,549.3136695,552.4659251,j,0.6663543,None,10,image2,-11,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,549.9996289,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
131,0,131,j,0.510099401,None,,,,,131,0,131,0,552.5193801,,,,,,,,,,,,,,,,,,,,,552.5092689,552.5193801,553.946725,553.4137111,556.6203907,j,0.510099401,None,0,image2,-12,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,553.946725,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
132,0,132,f,0.3220082,None,,,,,132,0,132,0,556.745845,,,,,,,,,,,,,,,,,,,,,556.7366905,556.745845,559.0637638,558.7136741,560.8812873,f,0.3220082,None,10,image1,-13,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,559.0637638,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
133,0,133,f,0.3999238,None,,,,,133,0,133,0,560.9341661,,,,,,,,,,,,,,,,,,,,,560.9239801,560.9341661,563.1801468,562.7637804,564.8571257,f,0.3999238,None,10,image1,-14,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,563.1801468,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
134,0,134,j,0.5657038,None,,,,,134,0,134,0,564.9115372,,,,,,,,,,,,,,,,,,,,,564.9017236,564.9115372,566.1968722,565.6136404,567.8097205,j,0.5657038,None,0,image1,-15,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,566.1968722,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
135,0,135,j,0.5926438,None,,,,,135,0,135,0,567.8625687,,,,,,,,,,,,,,,,,,,,,567.8533854,567.8625687,569.5634644,568.9468288,571.3714529,j,0.5926438,None,10,image1,-16,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,569.5634644,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
136,0,136,f,0.5006088,None,,,,,136,0,136,0,571.4224214,,,,,,,,,,,,,,,,,,,,,571.4137979,571.4224214,572.5477998,572.030416,575.3295366,f,0.5006088,None,10,image1,11,image2,image1,[],0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
137,0,137,f,0.3953194,None,,,,,137,0,137,0,575.449893,,,,,,,,,,,,,,,,,,,,,575.4402919,575.449893,577.2967579,576.8803156,579.0455139,f,0.3953194,None,10,image1,10,image2,image1,['low'],0.3,0.7,577.2967579,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
138,0,138,j,0.3778513,None,,,,,138,0,138,0,579.0989934,,,,,,,,,,,,,,,,,,,,,579.0887451,579.0989934,581.296712,580.8974723,583.4897136,j,0.3778513,None,0,image1,9,image2,image1,"['low', 'low']",0.3,0.7,581.296712,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
139,0,139,j,0.3852834,None,,,,,139,0,139,0,583.5417537,,,,,,,,,,,,,,,,,,,,,583.5324539,583.5417537,584.9302428,584.5143207,587.7967217,j,0.3852834,None,0,image1,8,image2,image1,"['low', 'low', 'low']",0.3,0.7,584.9302428,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
140,0,140,j,0.4817476,None,,,,,140,0,140,0,587.8496517,,,,,,,,,,,,,,,,,,,,,587.8408273,587.8496517,589.1968062,588.6972274,591.7076499,j,0.4817476,None,10,image1,7,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,589.1968062,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
141,0,141,f,0.3752607,None,,,,,141,0,141,0,591.8306688,,,,,,,,,,,,,,,,,,,,,591.8215491,591.8306688,594.1636858,593.7640871,595.6982827,f,0.3752607,None,0,image1,6,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,594.1636858,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
142,0,142,f,0.3486837,None,,,,,142,0,142,0,595.7512029,,,,,,,,,,,,,,,,,,,,,595.7419813,595.7512029,597.4303925,597.0638918,598.9227935,f,0.3486837,None,10,image1,5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,597.4303925,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
143,0,143,f,0.3326679,None,,,,,143,0,143,0,598.9752597,,,,,,,,,,,,,,,,,,,,,598.9664872,598.9752597,600.9967691,600.6467886,602.7855429,f,0.3326679,None,0,image1,4,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,600.9967691,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
144,0,144,f,0.335403,None,,,,,144,0,144,0,602.8374717,,,,,,,,,,,,,,,,,,,,,602.8288663,602.8374717,604.1468481,603.7802718,605.6845133,f,0.335403,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,604.1468481,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
145,0,145,j,0.4981799,None,,,,,145,0,145,0,605.73851,,,,,,,,,,,,,,,,,,,,,605.7294753,605.73851,607.4304782,606.913951,610.0297366,j,0.4981799,None,0,image1,2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,607.4304782,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
146,0,146,f,0.434252,None,,,,,146,0,146,0,610.1498219,,,,,,,,,,,,,,,,,,,,,610.1409652,610.1498219,612.5801056,612.1138791,614.7861305,f,0.434252,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,612.5801056,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
147,0,147,j,0.3529607,None,,,,,147,0,147,0,614.8386608,,,,,,,,,,,,,,,,,,,,,614.8293796,614.8386608,617.1142333,616.7470269,618.6812163,j,0.3529607,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,617.1142333,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
148,0,148,f,0.3360458,None,,,,,148,0,148,0,618.7368578,,,,,,,,,,,,,,,,,,,,,618.7244102,618.7368578,619.9310784,619.5638281,622.8828988,f,0.3360458,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
149,0,149,j,0.381697499,None,,,,,149,0,149,0,622.9367139,,,,,,,,,,,,,,,,,,,,,622.9273198,622.9367139,624.8468847,624.4467884,627.3604909,j,0.381697499,None,0,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,624.8468847,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
