thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.5310488999998597,None,,,,,6,0,6,0,35.38000020000004,,,,,,,,,,,,,,,,,,,,,35.372662799999944,35.38000020000004,37.8458528000001,37.29588910000007,37.8458528000001,39.47921240000005,f,0.5310488999998597,None,0,image2,5,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
7,0,7,f,0.7563689999999497,None,,,,,7,0,7,0,39.53042440000013,,,,,,,,,,,,,,,,,,,,,39.523141200000055,39.53042440000013,41.245803499999965,40.46255780000001,41.245803499999965,42.95990269999993,f,0.7563689999999497,None,10,image1,4,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
8,0,8,j,1.002180400000043,None,,,,,8,0,8,0,43.05419830000005,,,,,,,,,,,,,,,,,,,,,43.04720590000011,43.05419830000005,45.729156600000124,44.69591830000013,45.729156600000124,48.060449500000004,j,1.002180400000043,None,0,image2,3,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
9,0,9,j,1.1176986000000397,None,,,,,9,0,9,0,48.10563309999998,,,,,,,,,,,,,,,,,,,,,48.09836919999998,48.10563309999998,50.36294709999993,49.21254369999997,50.36294709999993,53.126424499999985,j,1.1176986000000397,None,0,image2,2,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
10,0,10,None,,,,,,,10,0,10,0,53.17112390000011,,,,,,,,,,,,,,,,,,,,,53.16391920000001,53.17112390000011,55.1793811,53.945977500000026,55.1793811,56.18088690000013,None,,,,,,,,,,,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
11,0,11,j,0.49045169999999416,None,,,,,11,0,11,0,56.22630930000014,,,,,,,,,,,,,,,,,,,,,56.21942149999995,56.22630930000014,58.01273719999995,57.49588749999998,58.01273719999995,60.93417999999997,j,0.49045169999999416,None,10,image1,1,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
12,0,12,f,0.9395930999999109,None,,,,,12,0,12,0,61.03353199999992,,,,,,,,,,,,,,,,,,,,,61.02618729999995,61.03353199999992,63.04588149999995,62.07911039999999,63.04588149999995,65.55857450000008,f,0.9395930999999109,None,0,image2,0,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
13,0,13,f,0.7888614000000871,None,,,,,13,0,13,0,65.6114583000001,,,,,,,,,,,,,,,,,,,,,65.60413960000005,65.6114583000001,67.2626001000001,66.44584860000009,67.2626001000001,69.94592409999996,f,0.7888614000000871,None,10,image1,-1,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
14,0,14,j,0.995704700000033,None,,,,,14,0,14,0,69.99744269999997,,,,,,,,,,,,,,,,,,,,,69.99042400000008,69.99744269999997,71.91249029999994,70.8958321,71.91249029999994,73.65522600000008,j,0.995704700000033,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
15,0,15,f,0.6406322000000273,None,,,,,15,0,15,0,73.70483689999992,,,,,,,,,,,,,,,,,,,,,73.69769700000006,73.70483689999992,75.79562269999997,75.12922709999998,75.79562269999997,77.31535550000012,f,0.6406322000000273,None,0,image2,-3,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
16,0,16,j,0.9727136999999857,None,,,,,16,0,16,0,77.4151002000001,,,,,,,,,,,,,,,,,,,,,77.40789940000013,77.4151002000001,79.84549130000005,78.84575050000012,79.84549130000005,82.60956620000002,j,0.9727136999999857,None,0,image1,-4,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
17,0,17,f,0.6916949000001296,None,,,,,17,0,17,0,82.65410580000002,,,,,,,,,,,,,,,,,,,,,82.64696419999996,82.65410580000002,85.19580900000005,84.47920950000002,85.19580900000005,87.62679810000009,f,0.6916949000001296,None,10,image1,-5,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
18,0,18,j,1.0199702999998408,None,,,,,18,0,18,0,87.67120739999996,,,,,,,,,,,,,,,,,,,,,87.6640612000001,87.67120739999996,89.91248100000007,88.86247099999991,89.91248100000007,91.94273180000005,j,1.0199702999998408,None,0,image1,6,image2,image1,[],0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
19,0,19,f,0.8663480000000163,None,,,,,19,0,19,0,91.99312699999996,,,,,,,,,,,,,,,,,,,,,91.98569520000001,91.99312699999996,94.39572380000004,93.51267200000007,94.39572380000004,97.24981759999991,f,0.8663480000000163,None,0,image2,5,image2,image1,['high'],0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
20,0,20,f,1.0742620999999417,None,,,,,20,0,20,0,97.30087000000003,,,,,,,,,,,,,,,,,,,,,97.29354740000008,97.30087000000003,99.21252230000005,98.11256049999997,99.21252230000005,100.92865469999992,f,1.0742620999999417,None,0,image1,4,image2,image1,"['high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
21,0,21,j,1.384759099999883,None,,,,,21,0,21,0,101.02891360000012,,,,,,,,,,,,,,,,,,,,,101.02163960000007,101.02891360000012,103.14574360000006,101.72913620000008,103.14574360000006,105.69975790000012,j,1.384759099999883,None,10,image2,3,image2,image1,"['high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
22,0,22,f,0.8942873000000873,None,,,,,22,0,22,0,105.7531133,,,,,,,,,,,,,,,,,,,,,105.74601140000004,105.7531133,108.12915070000008,107.21248689999993,108.12915070000008,110.36615770000003,f,0.8942873000000873,None,0,image2,2,image2,image1,"['high', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
23,0,23,j,1.1845246000000316,None,,,,,23,0,23,0,110.41739350000012,,,,,,,,,,,,,,,,,,,,,110.41020759999992,110.41739350000012,112.16238440000006,110.94580659999997,112.16238440000006,114.2053899,j,1.1845246000000316,None,10,image2,1,image2,image1,"['high', 'low', 'high', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
24,0,24,f,0.6310310000001209,None,,,,,24,0,24,0,114.25648580000006,,,,,,,,,,,,,,,,,,,,,114.24930700000004,114.25648580000006,115.84579020000001,115.19579399999998,115.84579020000001,118.06978939999999,f,0.6310310000001209,None,0,image1,0,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
25,0,25,j,0.7699867000001177,None,,,,,25,0,25,0,118.17445930000008,,,,,,,,,,,,,,,,,,,,,118.16749189999996,118.17445930000008,120.91241659999991,120.1125085000001,120.91241659999991,123.52092040000002,j,0.7699867000001177,None,0,image2,-1,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
26,0,26,f,0.8859476999998606,None,,,,,26,0,26,0,123.57323270000006,,,,,,,,,,,,,,,,,,,,,123.56597110000007,123.57323270000006,125.56247789999998,124.64574889999994,125.56247789999998,128.48340159999998,f,0.8859476999998606,None,0,image1,-2,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
27,0,27,j,0.9445812999999816,None,,,,,27,0,27,0,128.52831130000004,,,,,,,,,,,,,,,,,,,,,128.5209847000001,128.52831130000004,130.32908909999992,129.3624519,130.32908909999992,132.12680090000003,j,0.9445812999999816,None,10,image2,-3,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
28,0,28,j,1.1800951000000168,None,,,,,28,0,28,0,132.17175900000007,,,,,,,,,,,,,,,,,,,,,132.16466579999997,132.17175900000007,135.24571149999997,134.04576300000008,135.24571149999997,137.8049728000001,j,1.1800951000000168,None,0,image2,-4,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
29,0,29,f,0.8886784000001171,None,,,,,29,0,29,0,137.85628380000003,,,,,,,,,,,,,,,,,,,,,137.84908300000006,137.85628380000003,139.87905550000005,138.96245399999998,139.87905550000005,141.470413,f,0.8886784000001171,None,10,image2,-5,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
30,0,30,j,0.8461825000001681,None,,,,,30,0,30,0,141.56978490000006,,,,,,,,,,,,,,,,,,,,,141.5626691,141.56978490000006,144.09570409999992,143.22915009999997,144.09570409999992,145.96376140000007,j,0.8461825000001681,None,0,image1,-6,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
31,0,31,j,0.6955090000001292,None,,,,,31,0,31,0,146.0148011000001,,,,,,,,,,,,,,,,,,,,,146.0076249000001,146.0148011000001,147.91237230000002,147.19581620000008,147.91237230000002,149.81274839999992,j,0.6955090000001292,None,10,image2,-7,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
32,0,32,f,0.7943170000000919,None,,,,,32,0,32,0,149.85771790000013,,,,,,,,,,,,,,,,,,,,,149.85043659999997,149.85771790000013,151.52907440000013,150.71208419999994,151.52907440000013,153.8187379000001,f,0.7943170000000919,None,10,image1,-8,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
33,0,33,j,0.908328499999925,None,,,,,33,0,33,0,153.87132270000006,,,,,,,,,,,,,,,,,,,,,153.8640729000001,153.87132270000006,155.39564999999993,154.46225729999992,155.39564999999993,157.2430220000001,j,0.908328499999925,None,0,image1,-9,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
34,0,34,f,0.8092244000001756,None,,,,,34,0,34,0,157.33822340000006,,,,,,,,,,,,,,,,,,,,,157.33133859999998,157.33822340000006,159.1790082,158.34569850000003,159.1790082,161.78936539999995,f,0.8092244000001756,None,10,image1,-10,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
35,0,35,j,0.9182071000000178,None,,,,,35,0,35,0,161.83989369999995,,,,,,,,,,,,,,,,,,,,,161.83281239999997,161.83989369999995,163.9456388000001,162.9957647000001,163.9456388000001,165.98505999999998,j,0.9182071000000178,None,10,image2,-11,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
36,0,36,f,0.8364207000001898,None,,,,,36,0,36,0,166.03561009999999,,,,,,,,,,,,,,,,,,,,,166.02856420000012,166.03561009999999,167.92906900000003,167.0623032000001,167.92906900000003,170.42319020000014,f,0.8364207000001898,None,0,image2,-12,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
37,0,37,j,0.33520690000000286,None,,,,,37,0,37,0,170.47163920000003,,,,,,,,,,,,,,,,,,,,,170.46450449999998,170.47163920000003,172.56237290000013,172.19563540000013,172.56237290000013,175.49540690000003,j,0.33520690000000286,None,10,image2,-13,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
38,0,38,f,0.8992900000000645,None,,,,,38,0,38,0,175.59381039999994,,,,,,,,,,,,,,,,,,,,,175.58675340000013,175.59381039999994,177.6124033000001,176.69574280000006,177.6124033000001,180.08673750000003,f,0.8992900000000645,None,0,image1,-14,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
39,0,39,f,0.6954800999999406,None,,,,,39,0,39,0,180.13776140000004,,,,,,,,,,,,,,,,,,,,,180.13062519999994,180.13776140000004,182.695606,181.97909920000006,182.695606,185.17844349999996,f,0.6954800999999406,None,0,image2,-15,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
40,0,40,f,0.5624513000000206,None,,,,,40,0,40,0,185.22332469999992,,,,,,,,,,,,,,,,,,,,,185.21619839999994,185.22332469999992,186.87900660000014,186.29572630000007,186.87900660000014,189.80083949999994,f,0.5624513000000206,None,10,image1,-16,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
41,0,41,j,0.6540403999999853,None,,,,,41,0,41,0,189.85170390000008,,,,,,,,,,,,,,,,,,,,,189.84451749999994,189.85170390000008,191.89575949999994,191.2123266000001,191.89575949999994,194.08081629999992,j,0.6540403999999853,None,0,image1,-17,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
42,0,42,f,0.5901845999999296,None,,,,,42,0,42,0,194.1314628,,,,,,,,,,,,,,,,,,,,,194.1243280000001,194.1314628,195.64575850000006,195.0290500000001,195.64575850000006,197.85968580000008,f,0.5901845999999296,None,0,image1,-18,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
43,0,43,f,0.9791101999999228,None,,,,,43,0,43,0,197.9550905000001,,,,,,,,,,,,,,,,,,,,,197.94809910000004,197.9550905000001,199.8956693,198.89566160000004,199.8956693,202.2330104,f,0.9791101999999228,None,10,image2,-19,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
44,0,44,j,1.0373208999999406,None,,,,,44,0,44,0,202.28454749999992,,,,,,,,,,,,,,,,,,,,,202.27737890000003,202.28454749999992,204.09575229999996,203.02912450000008,204.09575229999996,205.83140150000008,j,1.0373208999999406,None,10,image2,-20,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
45,0,45,f,0.8759786999999051,None,,,,,45,0,45,0,205.88648360000002,,,,,,,,,,,,,,,,,,,,,205.87922879999996,205.88648360000002,208.37904260000005,207.47892530000013,208.37904260000005,210.9284642,f,0.8759786999999051,None,0,image1,-21,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
46,0,46,f,0.6796204999998281,None,,,,,46,0,46,0,210.9811098,,,,,,,,,,,,,,,,,,,,,210.97398470000007,210.9811098,212.6791839,211.9790164000001,212.6791839,214.76592290000008,f,0.6796204999998281,None,10,image2,-22,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
47,0,47,f,0.5627004000000397,None,,,,,47,0,47,0,214.87102470000013,,,,,,,,,,,,,,,,,,,,,214.86385670000004,214.87102470000013,216.09561269999995,215.5122871000001,,218.16570780000006,f,0.5627004000000397,None,10,image2,-23,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
48,0,48,f,0.47625349999998434,None,,,,,48,0,48,0,218.2104362,,,,,,,,,,,,,,,,,,,,,218.2031363000001,218.2104362,219.76236270000004,219.26223600000003,219.76236270000004,221.37651849999997,f,0.47625349999998434,None,10,image1,-24,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
49,0,49,f,0.3720945000000029,None,,,,,49,0,49,0,221.42107899999996,,,,,,,,,,,,,,,,,,,,,221.4139193000001,221.42107899999996,223.4789108,223.0789737,223.4789108,225.5069704,f,0.3720945000000029,None,0,image1,-25,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
50,0,50,j,0.8436106999999993,None,,,,,50,0,50,0,225.55847500000004,,,,,,,,,,,,,,,,,,,,,225.55125180000005,225.55847500000004,228.14556360000006,227.27906959999996,228.14556360000006,229.8059806000001,j,0.8436106999999993,None,10,image2,-26,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
51,0,51,f,0.9992224000000078,None,,,,,51,0,51,0,229.8592857000001,,,,,,,,,,,,,,,,,,,,,229.85208250000005,229.8592857000001,231.97896530000003,230.96232680000003,231.97896530000003,234.2430240000001,f,0.9992224000000078,None,0,image2,-27,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
52,0,52,f,0.7928581999999551,None,,,,,52,0,52,0,234.3408773000001,,,,,,,,,,,,,,,,,,,,,234.33362839999995,234.3408773000001,235.97905620000006,235.1623297000001,235.97905620000006,237.92856189999998,f,0.7928581999999551,None,10,image1,-28,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
53,0,53,f,0.745486400000118,None,,,,,53,0,53,0,237.97732969999993,,,,,,,,,,,,,,,,,,,,,237.9700011,237.97732969999993,239.89572650000014,239.1289925000001,239.89572650000014,241.5154910000001,f,0.745486400000118,None,10,image2,-29,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
54,0,54,j,0.7131438999999773,None,,,,,54,0,54,0,241.56519150000008,,,,,,,,,,,,,,,,,,,,,241.55800479999994,241.56519150000008,242.87888930000008,242.1455668000001,242.87888930000008,244.97812790000012,j,0.7131438999999773,None,0,image1,-30,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,98,001,2025-03-08_10h49.42.613,实验程序1.0,2024.2.4,59.99793607094434,2025-03-08 10h49.52.119892 +0800,
