thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
6,0,6,j,0.5082608,None,,,,,6,0,6,0,84.8989855,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8900155,84.8989855,86.5861984,86.053191,86.5861984,89.2757253,j,0.5082608,None,0,image2,2,image2,image1,"['high', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
7,0,7,f,0.337572299,None,,,,,7,0,7,0,89.3880774,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3785023,89.3880774,91.1203004,90.7529709,91.1203004,93.362181,f,0.337572299,None,10,image2,1,image2,image1,"['high', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
8,0,8,f,0.403742202,None,,,,,8,0,8,0,93.4150649,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4059827,93.4150649,95.3029524,94.869814,95.3029524,97.6199944,f,0.403742202,None,0,image2,6,image1,image2,['low'],0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
9,0,9,j,0.7653898,None,,,,,9,0,9,0,97.6736583,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6645747,97.6736583,99.220417,98.436594,99.220417,101.8741336,j,0.7653898,None,0,image2,5,image1,image2,"['low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
10,0,10,j,0.458484599,None,,,,,10,0,10,0,101.9258834,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9169331,101.9258834,104.2195713,103.736201,104.2195713,106.4934268,j,0.458484599,None,10,image1,4,image1,image2,"['low', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
11,0,11,f,0.451806799,None,,,,,11,0,11,0,106.545054,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5361518,106.545054,108.1530038,107.6696804,108.1530038,110.5742699,f,0.451806799,None,10,image1,3,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
12,0,12,f,0.403735301,None,,,,,12,0,12,0,110.6831464,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6740505,110.6831464,111.8864246,111.4536777,,113.5926375,f,0.403735301,None,10,image1,2,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
13,0,13,f,0.365311999,None,,,,,13,0,13,0,113.6449734,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6351529,113.6449734,115.8362736,115.4530822,115.8362736,117.7176912,f,0.365311999,None,0,image1,1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
14,0,14,f,0.4731637,None,,,,,14,0,14,0,117.7696414,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7603504,117.7696414,119.4369599,118.9365228,119.4369599,121.8553898,f,0.4731637,None,10,image2,0,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
15,0,15,f,0.357619299,None,,,,,15,0,15,0,121.9069775,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8979859,121.9069775,123.1528258,122.7720929,123.1528258,124.7652793,f,0.357619299,None,0,image2,-1,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
16,0,16,j,1.0151178,None,,,,,16,0,16,0,124.8750046,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8653262,124.8750046,127.8699224,126.8363308,127.8699224,130.7428545,j,1.0151178,None,0,image2,-2,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
17,0,17,f,0.599950301,None,,,,,17,0,17,0,130.7960756,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.78638,130.7960756,131.9862753,131.369659,,134.1608226,f,0.599950301,None,0,image1,-3,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
18,0,18,f,0.872411,None,,,,,18,0,18,0,134.2122182,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2032925,134.2122182,136.8863266,135.9864149,136.8863266,139.4426533,f,0.872411,None,0,image1,-4,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
19,0,19,j,0.639126699,None,,,,,19,0,19,0,139.4940322,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4851437,139.4940322,141.6869651,141.0197652,141.6869651,143.5396714,j,0.639126699,None,0,image2,-5,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
20,0,20,f,0.753916102,None,,,,,20,0,20,0,143.5930025,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5828148,143.5930025,145.5195919,144.7361613,145.5195919,148.357209,f,0.753916102,None,0,image1,-6,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
21,0,21,None,,,,,,,21,0,21,0,148.466577,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4574319,148.466577,150.3695538,149.1364879,150.3695538,151.3717362,None,,,,,,,,,,,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
22,0,22,f,0.255161399,None,,,,,22,0,22,0,151.4235185,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.414613,151.4235185,152.8861922,152.6034004,152.8861922,155.6632777,f,0.255161399,None,0,image2,-7,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
23,0,23,j,0.918950099,None,,,,,23,0,23,0,155.7148766,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7061036,155.7148766,157.3529156,156.4029966,157.3529156,160.0704958,j,0.918950099,None,0,image2,-8,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
24,0,24,j,0.465660799,None,,,,,24,0,24,0,160.1264872,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.1152908,160.1264872,161.4364499,160.9530774,161.4364499,163.7267422,j,0.465660799,None,0,image2,-9,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
25,0,25,f,0.675581999,None,,,,,25,0,25,0,163.8380303,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8275345,163.8380303,166.38655,165.6863512,166.38655,167.8625942,f,0.675581999,None,10,image1,-10,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
26,0,26,f,0.4316551,None,,,,,26,0,26,0,167.9145326,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9053969,167.9145326,170.2370736,169.7865599,170.2370736,173.1597094,f,0.4316551,None,10,image1,-11,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
27,0,27,f,0.325972,None,,,,,27,0,27,0,173.2106786,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2018499,173.2106786,174.3530917,174.0031857,,176.4246047,f,0.325972,None,0,image1,-12,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
28,0,28,j,0.293509899,None,,,,,28,0,28,0,176.476464,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.4675742,176.476464,178.1531994,177.8362833,178.1531994,180.6594749,j,0.293509899,None,0,image2,-13,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
29,0,29,None,,,,,,,29,0,29,0,180.711801,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7023581,180.711801,182.8862522,181.6532055,182.8862522,183.8879272,None,,,,,,,,,,,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
30,0,30,j,0.359074,None,,,,,30,0,30,0,183.9991672,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.9901372,183.9991672,186.3696684,185.9862369,186.3696684,189.2048501,j,0.359074,None,10,image1,-14,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
31,0,31,f,0.307329301,None,,,,,31,0,31,0,189.2565291,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2473783,189.2565291,191.4530342,191.1197954,191.4530342,194.3706919,f,0.307329301,None,0,image2,-15,image1,image2,"['high', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
32,0,32,f,0.3913597,None,,,,,32,0,32,0,194.423354,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4140899,194.423354,196.1862084,195.7699555,196.1862084,198.3698869,f,0.3913597,None,0,image2,-16,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
33,0,33,j,0.297550099,None,,,,,33,0,33,0,198.4221257,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.4132887,198.4221257,200.4531527,200.1370827,200.4531527,202.8302651,j,0.297550099,None,10,image1,-17,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
34,0,34,j,0.3053155,None,,,,,34,0,34,0,202.9419701,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9330417,202.9419701,204.6695099,204.3364929,204.6695099,206.5089051,j,0.3053155,None,10,image1,-18,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
35,0,35,j,0.395508001,None,,,,,35,0,35,0,206.5609059,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.5521457,206.5609059,207.9036892,207.4862189,207.9036892,210.4603427,j,0.395508001,None,10,image1,-19,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
36,0,36,j,0.268597599,None,,,,,36,0,36,0,210.5126087,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.5037954,210.5126087,212.1362531,211.836631,212.1362531,214.8654792,j,0.268597599,None,10,image1,-20,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
37,0,37,j,0.481527301,None,,,,,37,0,37,0,214.9168696,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9078081,214.9168696,217.4369997,216.9364749,217.4369997,219.726339,j,0.481527301,None,10,image1,5,image2,image1,[],0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
38,0,38,f,0.698846299,None,,,,,38,0,38,0,219.8415942,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8317399,219.8415942,221.6197837,220.9030885,221.6197837,223.3178593,f,0.698846299,None,10,image1,4,image2,image1,['low'],0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
39,0,39,f,0.585214801,None,,,,,39,0,39,0,223.3699801,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.3602448,223.3699801,225.3363034,224.7196468,225.3363034,227.5444744,f,0.585214801,None,10,image1,3,image2,image1,"['low', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
40,0,40,f,0.5092627,None,,,,,40,0,40,0,227.5967776,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5870108,227.5967776,229.9533363,229.4197687,229.9533363,232.4277912,f,0.5092627,None,0,image1,2,image2,image1,"['low', 'low', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
41,0,41,None,,,,,,,41,0,41,0,232.4815673,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4723681,232.4815673,235.3865189,234.152871,235.3865189,236.389125,None,,,,,,,,,,,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
42,0,42,f,0.4421148,None,,,,,42,0,42,0,236.4413841,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4326251,236.4413841,238.0037942,237.5364046,238.0037942,239.9133003,f,0.4421148,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
43,0,43,j,0.735604199,None,,,,,43,0,43,0,240.0259248,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0164664,240.0259248,242.1362295,241.3695849,242.1362295,244.1498567,j,0.735604199,None,0,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
44,0,44,None,,,,,,,44,0,44,0,244.2029625,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.1934851,244.2029625,246.2204807,244.9861417,246.2204807,247.221185,None,,,,,,,,,,,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
45,0,45,f,0.920700701,None,,,,,45,0,45,0,247.2746527,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.2646843,247.2746527,249.3036353,248.353201,249.3036353,251.4464883,f,0.920700701,None,0,image1,-1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
46,0,46,j,1.033420701,None,,,,,46,0,46,0,251.4978209,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.4889236,251.4978209,253.186255,252.1363937,253.186255,255.3758269,j,1.033420701,None,0,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
47,0,47,f,0.902414799,None,,,,,47,0,47,0,255.4887827,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.4799956,255.4887827,257.7365974,256.8031975,257.7365974,260.5112794,f,0.902414799,None,0,image1,-3,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
48,0,48,f,0.3982036,None,,,,,48,0,48,0,260.5648684,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.5559202,260.5648684,262.2363033,261.8197371,262.2363033,264.2804565,f,0.3982036,None,0,image1,-4,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
49,0,49,f,0.6352659,None,,,,,49,0,49,0,264.3332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3236858,264.3332483,266.136859,265.469797,266.136859,268.9584444,f,0.6352659,None,0,image2,-5,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
50,0,50,f,0.7070996,None,,,,,50,0,50,0,269.0112723,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0023998,269.0112723,271.2391406,270.503098,271.2391406,273.6646438,f,0.7070996,None,0,image1,-6,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
51,0,51,j,0.9434868,None,,,,,51,0,51,0,273.7178069,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7083911,273.7178069,275.3529097,274.3865027,275.3529097,277.9252422,j,0.9434868,None,10,image2,-7,image2,image1,"['high', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
52,0,52,None,,,,,,,52,0,52,0,278.0374318,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.02853,278.0374318,281.069927,279.8196673,281.069927,282.0722092,None,,,,,,,,,,,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
53,0,53,f,0.649814101,None,,,,,53,0,53,0,282.123289,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1145212,282.123289,283.5862301,282.9197772,283.5862301,285.1876073,f,0.649814101,None,10,image2,-8,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
54,0,54,f,0.580224901,None,,,,,54,0,54,0,285.2395296,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2301599,285.2395296,286.8531162,286.2530654,286.8531162,289.5331108,f,0.580224901,None,0,image2,-9,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
55,0,55,j,0.701776,None,,,,,55,0,55,0,289.5851824,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5758686,289.5851824,291.352845,290.6197769,291.352845,293.9608474,j,0.701776,None,0,image2,6,image1,image2,[],0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
56,0,56,f,0.4816352,None,,,,,56,0,56,0,294.0766489,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0676374,294.0766489,296.4529111,295.9531137,296.4529111,298.1452875,f,0.4816352,None,10,image2,5,image1,image2,['low'],0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
57,0,57,f,0.767637299,None,,,,,57,0,57,0,298.1962716,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.187508,298.1962716,299.9530673,299.154007,299.9530673,302.0113358,f,0.767637299,None,10,image1,4,image1,image2,"['low', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
58,0,58,f,0.868415501,None,,,,,58,0,58,0,302.0639184,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0537028,302.0639184,303.5695735,302.6696027,303.5695735,305.1656833,f,0.868415501,None,10,image1,3,image1,image2,"['low', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
59,0,59,f,0.5154764,None,,,,,59,0,59,0,305.2170603,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.2083283,305.2170603,307.0195229,306.4862625,307.0195229,308.970626,f,0.5154764,None,10,image1,2,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,13,1,2024-11-15_16h23.26.905,实验程序1.0,2024.2.4,59.99124141,2024-11-15 16h23.43.205161 +0800
