thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004731699824333191,0.01802010089159012,0.01802010089159012,6.316738499328494,space,6.2783751003444195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
,,,,,,,,,,,,,,,,,,,,,,,6.328108500689268,6.328108500689268,space,4.177541999146342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
9,0,9,,,,9,0,9,0,,,,,33.64691510051489,,,,,,,,,,,,,,33.64691510051489,34.68453329987824,34.1852393001318,11.80143210105598,f,0.4715305995196104,None,36.1535263992846,36.16221420094371,36.16221420094371,38.253017500042915,space,2.077973099425435,None,,,,,,,,,,,,,,,,,,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
0,0,0,f,0.5437778010964394,None,,,,,0,0,0,0,38.30708339996636,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.295948600396514,38.30708339996636,40.75138589926064,40.75138589926064,40.18457810021937,42.95517140068114,f,0.5437778010964394,None,10,image1,9,image1,image2,['high'],0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
0,0,0,f,0.35906519927084446,None,,,,,0,0,0,0,43.005672400817275,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99676790088415,43.005672400817275,,43.98457040078938,43.60147910006344,46.170582899823785,f,0.35906519927084446,None,10,image1,8,image1,image2,"['high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
1,0,1,f,0.40625710040330887,None,,,,,1,0,1,0,46.221335500478745,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21200489997864,46.221335500478745,48.451428500935435,48.451428500935435,48.01790769957006,51.37981910072267,f,0.40625710040330887,None,0,image1,7,image1,image2,"['high', 'high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
2,0,2,f,0.3584375996142626,None,,,,,2,0,2,0,51.43124430067837,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42205270007253,51.43124430067837,53.38566590100527,53.38566590100527,53.001502400264144,56.330191200599074,f,0.3584375996142626,None,10,image1,6,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
3,0,3,f,0.4049353003501892,None,,,,,3,0,3,0,56.43964779935777,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.43017270043492,56.43964779935777,57.901419600471854,57.901419600471854,57.46854040026665,59.81972170062363,f,0.4049353003501892,None,10,image1,5,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
4,0,4,f,0.38876730017364025,None,,,,,4,0,4,0,59.86959270015359,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.860851500183344,59.86959270015359,61.684829300269485,61.684829300269485,61.26788970082998,63.962135000154376,f,0.38876730017364025,None,10,image1,4,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
5,0,5,f,0.3287490997463465,None,,,,,5,0,5,0,64.01270060054958,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.00363679975271,64.01270060054958,,65.1020037997514,64.75167000107467,66.57618360035121,f,0.3287490997463465,None,0,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,002,001,2024-11-14_11h06.02.967,实验程序1.0,2024.2.4,60.08156696471342,2024-11-14 11h06.20.782563 +0800,
