thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0049574002623558044,0.01960580050945282,0.01960580050945282,1.9228214006870985,space,1.8725537993013859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.938170500099659,1.938170500099659,space,1.7228223998099566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
9,0,9,,,,9,0,9,0,,,,,25.065432300791144,,,,,,,,,,,,,,25.065432300791144,25.98657749965787,25.60317239910364,j,0.36157669872045517,None,27.455061499029398,27.464479899033904,27.464479899033904,29.988910799846053,space,2.5155096985399723,None,,,,,,,,,,,,,,,,,,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
0,0,0,j,0.49841880053281784,None,,,,,0,0,0,0,30.10735769942403,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09451239928603,30.10735769942403,31.68630569986999,31.169911799952388,31.68630569986999,33.40132959932089,j,0.49841880053281784,None,0,image2,8,image1,image2,['low'],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
0,0,0,j,0.32674970105290413,None,,,,,0,0,0,0,33.45493509992957,,,,,,,,,,,,,,,,,,,,,,,,,,,33.44634070061147,33.45493509992957,35.21989900059998,34.869579300284386,35.21989900059998,38.02736789919436,j,0.32674970105290413,None,10,image1,7,image1,image2,"['low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
1,0,1,j,0.46656540036201477,None,,,,,1,0,1,0,38.07960289902985,,,,,,,,,,,,,,,,,,,,,,,,,,,38.07074319943786,38.07960289902985,40.45392349921167,39.9697938002646,40.45392349921167,43.35179439932108,j,0.46656540036201477,None,10,image1,6,image1,image2,"['low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
2,0,2,f,0.3329709004610777,None,,,,,2,0,2,0,43.40482489950955,,,,,,,,,,,,,,,,,,,,,,,,,,,43.396320099011064,43.40482489950955,45.48649650067091,45.13651360012591,45.48649650067091,47.34868640080094,f,0.3329709004610777,None,0,image1,5,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
3,0,3,j,0.25518020056188107,None,,,,,3,0,3,0,47.45728679932654,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44845410063863,47.45728679932654,49.71989640034735,49.43643819913268,49.71989640034735,52.265161499381065,j,0.25518020056188107,None,0,image2,4,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
4,0,4,f,0.5857832003384829,None,,,,,4,0,4,0,52.31871729902923,,,,,,,,,,,,,,,,,,,,,,,,,,,52.30907670035958,52.31871729902923,54.80300289951265,54.186415100470185,54.80300289951265,57.21492709964514,f,0.5857832003384829,None,0,image1,3,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
5,0,5,f,0.6796157993376255,None,,,,,5,0,5,0,57.26762009970844,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25865829922259,57.26762009970844,58.55347689986229,57.853040700778365,58.55347689986229,60.176306899636984,f,0.6796157993376255,None,0,image1,2,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
6,0,6,f,0.9817667007446289,None,,,,,6,0,6,0,60.22880809940398,,,,,,,,,,,,,,,,,,,,,,,,,,,60.220129599794745,60.22880809940398,63.10316050052643,62.103194799274206,63.10316050052643,65.00330610014498,f,0.9817667007446289,None,0,image2,1,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
7,0,7,None,,,,,,,7,0,7,0,65.11374419927597,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1037709992379,65.11374419927597,67.60293550044298,66.36989009939134,67.60293550044298,68.60511959902942,None,,,,,,,,,,,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
8,0,8,j,0.7197788003832102,None,,,,,8,0,8,0,68.65813950076699,,,,,,,,,,,,,,,,,,,,,,,,,,,68.64914309978485,68.65813950076699,70.36976690031588,69.62015029974282,70.36976690031588,72.98835870064795,j,0.7197788003832102,None,0,image1,0,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
9,0,9,j,0.6647149994969368,None,,,,,9,0,9,0,73.04163230024278,,,,,,,,,,,,,,,,,,,,,,,,,,,73.03288860060275,73.04163230024278,74.71984059922397,74.03651369921863,74.71984059922397,77.19378080032766,j,0.6647149994969368,None,10,image1,-1,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
10,0,10,f,0.7704520002007484,None,,,,,10,0,10,0,77.2455710992217,,,,,,,,,,,,,,,,,,,,,,,,,,,77.23694870062172,77.2455710992217,79.76988440006971,78.96997880004346,79.76988440006971,82.17346609942615,f,0.7704520002007484,None,10,image1,4,image2,image1,[],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
11,0,11,f,0.3486170992255211,None,,,,,11,0,11,0,82.22667079977691,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2179234996438,82.22667079977691,83.26984860002995,82.90312889963388,,84.88460380025208,f,0.3486170992255211,None,0,image1,3,image2,image1,['low'],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
12,0,12,f,0.43962950073182583,None,,,,,12,0,12,0,84.9984405003488,,,,,,,,,,,,,,,,,,,,,,,,,,,84.989132899791,84.9984405003488,86.48658089898527,86.020662099123,86.48658089898527,88.85749530047178,f,0.43962950073182583,None,0,image1,2,image2,image1,"['low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
13,0,13,j,0.27081819996237755,None,,,,,13,0,13,0,88.91036090068519,,,,,,,,,,,,,,,,,,,,,,,,,,,88.90162610076368,88.91036090068519,90.35298600047827,90.05316570028663,90.35298600047827,91.87380789965391,j,0.27081819996237755,None,0,image1,1,image2,image1,"['low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
14,0,14,f,0.44769280031323433,None,,,,,14,0,14,0,91.92632149904966,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9176164995879,91.92632149904966,94.3199129998684,93.85367639921606,94.3199129998684,96.78896280005574,f,0.44769280031323433,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
15,0,15,j,0.314580699428916,None,,,,,15,0,15,0,96.84246950037777,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83335459977388,96.84246950037777,98.06990039907396,97.73719250038266,,100.50135169923306,j,0.314580699428916,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
16,0,16,f,0.3837850000709295,None,,,,,16,0,16,0,100.61106999963522,,,,,,,,,,,,,,,,,,,,,,,,,,,100.60252219997346,100.61106999963522,102.25320360064507,101.83713929913938,102.25320360064507,105.01001860015094,f,0.3837850000709295,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
17,0,17,f,0.338773800060153,None,,,,,17,0,17,0,105.06195629946887,,,,,,,,,,,,,,,,,,,,,,,,,,,105.05322369933128,105.06195629946887,107.13640809990466,106.76987249962986,107.13640809990466,108.97594089992344,f,0.338773800060153,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
18,0,18,j,0.3275084011256695,None,,,,,18,0,18,0,109.03011940047145,,,,,,,,,,,,,,,,,,,,,,,,,,,109.02140869945288,109.03011940047145,111.36995299905539,111.01988809928298,111.36995299905539,113.65853120014071,j,0.3275084011256695,None,10,image2,8,image1,image2,[],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
19,0,19,j,0.3253662995994091,None,,,,,19,0,19,0,113.71180720068514,,,,,,,,,,,,,,,,,,,,,,,,,,,113.702946100384,113.71180720068514,114.63630980066955,114.28745290078223,,116.71114590018988,j,0.3253662995994091,None,0,image2,7,image1,image2,['low'],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
20,0,20,j,0.33152149990200996,None,,,,,20,0,20,0,116.76381509937346,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75516119971871,116.76381509937346,117.91981370002031,117.5696472004056,,119.77725129947066,j,0.33152149990200996,None,0,image2,6,image1,image2,"['low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
21,0,21,f,0.22799989953637123,None,,,,,21,0,21,0,119.8865846991539,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8777984995395,119.8865846991539,121.17009020037949,120.91991749964654,121.17009020037949,124.00935059972107,f,0.22799989953637123,None,10,image1,5,image1,image2,"['low', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
22,0,22,f,0.3667307998985052,None,,,,,22,0,22,0,124.06374379992485,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0546035990119,124.06374379992485,125.06960959918797,124.6863132994622,,127.38998389989138,f,0.3667307998985052,None,10,image1,4,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
23,0,23,f,0.3229772001504898,None,,,,,23,0,23,0,127.44709659926593,,,,,,,,,,,,,,,,,,,,,,,,,,,127.43826729990542,127.44709659926593,128.70304789952934,128.35311459936202,128.70304789952934,131.3015321996063,f,0.3229772001504898,None,10,image1,3,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
24,0,24,j,0.40021600015461445,None,,,,,24,0,24,0,131.3545762002468,,,,,,,,,,,,,,,,,,,,,,,,,,,131.34461399912834,131.3545762002468,133.0031068995595,132.57312279939651,133.0031068995595,134.72719410061836,j,0.40021600015461445,None,10,image1,2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
25,0,25,j,0.2867168001830578,None,,,,,25,0,25,0,134.83909690007567,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8303254004568,134.83909690007567,136.9708072990179,136.6532994005829,136.9708072990179,139.26180009916425,j,0.2867168001830578,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
26,0,26,j,0.3056694995611906,None,,,,,26,0,26,0,139.31609069928527,,,,,,,,,,,,,,,,,,,,,,,,,,,139.30680670030415,139.31609069928527,141.51998520083725,141.18657450005412,141.51998520083725,143.93770919926465,j,0.3056694995611906,None,0,image1,11,image2,image1,['low'],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
27,0,27,f,0.5498949009925127,None,,,,,27,0,27,0,143.99039280042052,,,,,,,,,,,,,,,,,,,,,,,,,,,143.98135760053992,143.99039280042052,145.2364688999951,144.6699280999601,145.2364688999951,147.6871076002717,f,0.5498949009925127,None,0,image1,10,image2,image1,"['low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
28,0,28,j,0.3889706004410982,None,,,,,28,0,28,0,147.74210079945624,,,,,,,,,,,,,,,,,,,,,,,,,,,147.73170249909163,147.74210079945624,149.53642600029707,149.1200156994164,149.53642600029707,152.10819729976356,j,0.3889706004410982,None,10,image2,9,image2,image1,"['low', 'low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
29,0,29,f,0.34476180002093315,None,,,,,29,0,29,0,152.16090770065784,,,,,,,,,,,,,,,,,,,,,,,,,,,152.15162990055978,152.16090770065784,154.35305080004036,153.98662010021508,154.35305080004036,155.87840029969811,f,0.34476180002093315,None,10,image2,8,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
30,0,30,j,0.33805710077285767,None,,,,,30,0,30,0,155.9896706994623,,,,,,,,,,,,,,,,,,,,,,,,,,,155.98055250011384,155.9896706994623,157.7542330008,157.38654720038176,157.7542330008,159.82091620005667,j,0.33805710077285767,None,10,image2,7,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
31,0,31,j,0.407778000459075,None,,,,,31,0,31,0,159.87353760004044,,,,,,,,,,,,,,,,,,,,,,,,,,,159.86439299955964,159.87353760004044,161.2707120999694,160.8364185001701,161.2707120999694,163.99446379952133,j,0.407778000459075,None,0,image2,6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
32,0,32,f,0.4215395003557205,None,,,,,32,0,32,0,164.04752120003104,,,,,,,,,,,,,,,,,,,,,,,,,,,164.03857710026205,164.04752120003104,165.73653510026634,165.28628779947758,165.73653510026634,167.40379890054464,f,0.4215395003557205,None,10,image2,5,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
33,0,33,f,0.49488529935479164,None,,,,,33,0,33,0,167.4562356993556,,,,,,,,,,,,,,,,,,,,,,,,,,,167.44704579934478,167.4562356993556,169.36991430073977,168.85360579937696,169.36991430073977,171.49809470027685,f,0.49488529935479164,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
34,0,34,j,0.4520263001322746,None,,,,,34,0,34,0,171.60964570008218,,,,,,,,,,,,,,,,,,,,,,,,,,,171.6007020995021,171.60964570008218,173.11990549974144,172.64003999903798,173.11990549974144,175.79237510077655,j,0.4520263001322746,None,10,image2,3,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
35,0,35,j,0.31222830154001713,None,,,,,35,0,35,0,175.84517809934914,,,,,,,,,,,,,,,,,,,,,,,,,,,175.83643450029194,175.84517809934914,177.15316170081496,176.8199652004987,177.15316170081496,180.0516424998641,j,0.31222830154001713,None,0,image2,2,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
36,0,36,f,0.2693958003073931,None,,,,,36,0,36,0,180.10470709949732,,,,,,,,,,,,,,,,,,,,,,,,,,,180.09524770081043,180.10470709949732,182.38761870004237,182.08650420047343,182.38761870004237,184.52841779962182,f,0.2693958003073931,None,0,image1,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
37,0,37,j,0.3117904011160135,None,,,,,37,0,37,0,184.58087329939008,,,,,,,,,,,,,,,,,,,,,,,,,,,184.57174810022116,184.58087329939008,185.9699747003615,185.63627609983087,185.9699747003615,188.65058919973671,j,0.3117904011160135,None,10,image2,6,image1,image2,['low'],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
38,0,38,f,0.41549540124833584,None,,,,,38,0,38,0,188.70357479900122,,,,,,,,,,,,,,,,,,,,,,,,,,,188.6945043001324,188.70357479900122,190.48698190040886,190.05329339951277,190.48698190040886,193.45549670048058,f,0.41549540124833584,None,10,image2,5,image1,image2,"['low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
39,0,39,f,0.3693558983504772,None,,,,,39,0,39,0,193.56773689948022,,,,,,,,,,,,,,,,,,,,,,,,,,,193.5586476996541,193.56773689948022,195.75306930020452,195.35394779965281,195.75306930020452,198.58896440081298,f,0.3693558983504772,None,0,image2,4,image1,image2,"['low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
40,0,40,f,0.348369600251317,None,,,,,40,0,40,0,198.6421518996358,,,,,,,,,,,,,,,,,,,,,,,,,,,198.63315949961543,198.6421518996358,200.720828499645,200.3530743997544,200.720828499645,203.56880900077522,f,0.348369600251317,None,10,image2,3,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
41,0,41,j,0.39960579946637154,None,,,,,41,0,41,0,203.62228070013225,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6132695991546,203.62228070013225,204.66993879899383,204.25299629941583,,206.20707480050623,j,0.39960579946637154,None,0,image2,2,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
42,0,42,f,0.5679636001586914,None,,,,,42,0,42,0,206.25945949926972,,,,,,,,,,,,,,,,,,,,,,,,,,,206.25026060082018,206.25945949926972,207.42014610022306,206.81998459994793,,208.91580430045724,f,0.5679636001586914,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
43,0,43,j,0.3303095009177923,None,,,,,43,0,43,0,209.03010329976678,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0211848001927,209.03010329976678,211.35342939943075,211.00339099951088,211.35342939943075,213.76497969962656,j,0.3303095009177923,None,10,image1,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
44,0,44,j,0.45687099918723106,None,,,,,44,0,44,0,213.81817610003054,,,,,,,,,,,,,,,,,,,,,,,,,,,213.80846269987524,213.81817610003054,215.68674240075052,215.20383909903467,215.68674240075052,217.42338770069182,j,0.45687099918723106,None,0,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
45,0,45,f,0.34254940040409565,None,,,,,45,0,45,0,217.47819799929857,,,,,,,,,,,,,,,,,,,,,,,,,,,217.46665469929576,217.47819799929857,219.01977710053325,218.6535710990429,219.01977710053325,221.77404950000346,f,0.34254940040409565,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
46,0,46,j,0.2874633986502886,None,,,,,46,0,46,0,221.82810439914465,,,,,,,,,,,,,,,,,,,,,,,,,,,221.81920949928463,221.82810439914465,223.95303129963577,223.63640459999442,223.95303129963577,225.50986780039966,j,0.2874633986502886,None,10,image1,-3,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
47,0,47,f,0.5484540015459061,None,,,,,47,0,47,0,225.56137030012906,,,,,,,,,,,,,,,,,,,,,,,,,,,225.55251960083842,225.56137030012906,227.66975020058453,227.10340989939868,227.66975020058453,229.94135599955916,f,0.5484540015459061,None,0,image1,14,image2,image1,[],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
48,0,48,f,0.38705259934067726,None,,,,,48,0,48,0,230.05264329910278,,,,,,,,,,,,,,,,,,,,,,,,,,,230.04332710057497,230.05264329910278,231.35319159924984,230.93671740032732,231.35319159924984,233.95899079926312,f,0.38705259934067726,None,0,image1,13,image2,image1,['low'],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
49,0,49,f,0.4304028991609812,None,,,,,49,0,49,0,234.01200970076025,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0025427006185,234.01200970076025,235.31974039971828,234.86995070055127,235.31974039971828,237.6968561001122,f,0.4304028991609812,None,10,image2,12,image2,image1,"['low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
50,0,50,f,0.3820957001298666,None,,,,,50,0,50,0,237.75051050074399,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7407718989998,237.75051050074399,239.0532240998,238.6541911996901,239.0532240998,240.70550660043955,f,0.3820957001298666,None,0,image2,11,image2,image1,"['low', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
51,0,51,f,0.3122161999344826,None,,,,,51,0,51,0,240.75834750011563,,,,,,,,,,,,,,,,,,,,,,,,,,,240.74927170015872,240.75834750011563,241.95309259928763,241.6199546996504,,244.67635679990053,f,0.3122161999344826,None,10,image2,10,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
52,0,52,f,0.32409279979765415,None,,,,,52,0,52,0,244.78871599957347,,,,,,,,,,,,,,,,,,,,,,,,,,,244.77976660057902,244.78871599957347,245.68690560013056,245.33662609942257,,248.23759680055082,f,0.32409279979765415,None,10,image2,9,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
53,0,53,j,0.42459090054035187,None,,,,,53,0,53,0,248.28981110081077,,,,,,,,,,,,,,,,,,,,,,,,,,,248.2806001007557,248.28981110081077,249.6364785991609,249.1868572998792,249.6364785991609,251.16279079951346,j,0.42459090054035187,None,10,image2,8,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
54,0,54,j,0.335588701069355,None,,,,,54,0,54,0,251.2169323991984,,,,,,,,,,,,,,,,,,,,,,,,,,,251.20672239921987,251.2169323991984,253.20327340066433,252.83706600032747,253.20327340066433,255.83540119975805,j,0.335588701069355,None,0,image2,7,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
55,0,55,j,0.31874649971723557,None,,,,,55,0,55,0,255.8885632995516,,,,,,,,,,,,,,,,,,,,,,,,,,,255.87914470024407,255.8885632995516,257.986402599141,257.6367322001606,257.986402599141,260.6121685001999,j,0.31874649971723557,None,10,image2,6,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
