thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
171,0,171,j,0.34071139991283417,None,,,,,171,0,171,0,715.4410580005497,,,,,,,,,,,,,,,,,,,,,,,,,,,715.4315667990595,715.4410580005497,717.453494599089,717.0864889994264,717.453494599089,719.7555273994803,j,0.34071139991283417,None,0,image1,9,image2,image1,"['low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
172,0,172,f,0.545753700658679,None,,,,,172,0,172,0,719.8074540998787,,,,,,,,,,,,,,,,,,,,,,,,,,,719.7985481992364,719.8074540998787,722.3362671006471,721.7702363990247,722.3362671006471,724.3205095995218,f,0.545753700658679,None,0,image1,8,image2,image1,"['low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
173,0,173,f,0.37600900046527386,None,,,,,173,0,173,0,724.3729436993599,,,,,,,,,,,,,,,,,,,,,,,,,,,724.3638148996979,724.3729436993599,726.4029876999557,726.0031227990985,726.4029876999557,728.8845486007631,f,0.37600900046527386,None,0,image1,7,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
174,0,174,j,0.44538759998977184,None,,,,,174,0,174,0,729.0044324006885,,,,,,,,,,,,,,,,,,,,,,,,,,,728.9953000992537,729.0044324006885,730.1529172994196,729.686606399715,,731.7582450006157,j,0.44538759998977184,None,10,image2,6,image2,image1,"['low', 'low', 'low', 'low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
175,0,175,j,0.5810599997639656,None,,,,,175,0,175,0,731.8113554995507,,,,,,,,,,,,,,,,,,,,,,,,,,,731.8025125004351,731.8113554995507,734.0698799993843,733.4701815005392,734.0698799993843,736.3255630992353,j,0.5810599997639656,None,10,image1,5,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
176,0,176,j,0.5079612992703915,None,,,,,176,0,176,0,736.3788623996079,,,,,,,,,,,,,,,,,,,,,,,,,,,736.3693367000669,736.3788623996079,738.8532941993326,738.3200659994036,738.8532941993326,740.4003538992256,j,0.5079612992703915,None,0,image1,4,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
177,0,177,f,0.5121129006147385,None,,,,,177,0,177,0,740.454228900373,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4453027993441,740.454228900373,742.3029172997922,741.7705624997616,742.3029172997922,745.0061179008335,f,0.5121129006147385,None,0,image1,3,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
178,0,178,f,1.0913619007915258,None,,,,,178,0,178,0,745.1375689990819,,,,,,,,,,,,,,,,,,,,,,,,,,,745.1279390994459,745.1375689990819,747.8536064997315,746.7366010993719,747.8536064997315,749.4465516004711,f,1.0913619007915258,None,10,image2,2,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
179,0,179,f,0.4412984997034073,None,,,,,179,0,179,0,749.4995792992413,,,,,,,,,,,,,,,,,,,,,,,,,,,749.4906272999942,749.4995792992413,751.6029838006943,751.1372932996601,751.6029838006943,754.1853307001293,f,0.4412984997034073,None,10,image2,1,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
180,0,180,f,0.3581489995121956,None,,,,,180,0,180,0,754.238649699837,,,,,,,,,,,,,,,,,,,,,,,,,,,754.2297143004835,754.238649699837,755.6531240995973,755.269974200055,755.6531240995973,757.6102144997567,f,0.3581489995121956,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
