thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004634799999621464,0.020838299999013543,0.020838299999013543,2.4261933000016143,space,2.394121900000755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.438633599998866,2.438633599998866,space,3.080230199997459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
9,0,9,,,,9,0,9,0,,,,,28.85007079999923,,,,,,,,,,,,,,28.85007079999923,29.78737430000183,29.387592099999893,15.287553599999228,f,0.3714427999984764,None,31.256175099999382,31.26553849999982,31.26553849999982,32.45522110000093,space,1.1823965999974462,None,,,,,,,,,,,,,,,,,,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
0,0,0,j,0.3849491000000853,None,,,,,0,0,0,0,32.5025467000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49267770000006,32.5025467000014,34.87073329999839,34.87073329999839,34.45389779999823,37.69376909999846,j,0.3849491000000853,None,10,image2,5,image2,image1,['high'],0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
0,0,0,f,0.6382589999993797,None,,,,,0,0,0,0,37.74286750000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7344531000017,37.74286750000101,40.203905499998655,40.203905499998655,39.53719370000181,42.48074819999965,f,0.6382589999993797,None,0,image1,4,image2,image1,"['high', 'low']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
1,0,1,f,0.46203779999996186,None,,,,,1,0,1,0,42.53230619999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.52380120000089,42.53230619999886,,43.620746299999155,43.137459800000215,46.33268189999944,f,0.46203779999996186,None,10,image2,3,image2,image1,"['high', 'low', 'high']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
2,0,2,f,0.3998600000013539,None,,,,,2,0,2,0,46.38690299999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37837900000159,46.38690299999871,48.687401899998804,48.687401899998804,48.27071200000137,51.590146400001686,f,0.3998600000013539,None,10,image2,2,image2,image1,"['high', 'low', 'high', 'high']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
3,0,3,j,0.7201638000005914,None,,,,,3,0,3,0,51.68437239999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.675990899999306,51.68437239999912,53.23737980000078,53.23737980000078,52.48749500000122,55.46611380000104,j,0.7201638000005914,None,0,image2,1,image2,image1,"['high', 'low', 'high', 'high', 'high']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
4,0,4,j,0.41666299999997136,None,,,,,4,0,4,0,55.517783399998734,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.509315200000856,55.517783399998734,57.487229900001694,57.487229900001694,57.05402099999992,60.170282200000656,j,0.41666299999997136,None,0,image1,0,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
5,0,5,j,0.38545499999963795,None,,,,,5,0,5,0,60.21661859999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.20811600000161,60.21661859999949,61.47084040000118,61.47084040000118,61.053883500000666,63.97918270000082,j,0.38545499999963795,None,10,image2,-1,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
6,0,6,f,0.392170699997223,None,,,,,6,0,6,0,64.03078729999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.02233870000055,64.03078729999834,65.52058820000093,65.52058820000093,65.10402329999852,67.47755160000088,f,0.392170699997223,None,10,image2,5,image1,image2,[],0.7,0.3,46,001,2024-11-16_14h41.09.394,实验程序1.0,2024.2.4,59.967461655372944,2024-11-16 14h41.17.159547 +0800,
