thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004605100000844686,0.023567700000057812,0.023567700000057812,3.629304800000682,space,3.597609000000375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.642372400001477,3.642372400001477,space,8.995142499999929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
9,0,9,,,,9,0,9,0,,,,,36.03904800000055,,,,,,,,,,,,,,36.03904800000055,36.94232809999994,36.575939300000755,34.5589613000011,j,0.34158930000012333,None,24.792386000000988,38.41256670000075,38.4215451,38.4215451,42.39317850000043,space,3.9663324000011926,None,,,,,,,,,,,,,,,,,,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
0,0,0,f,0.2690619000004517,None,,,,,0,0,0,0,42.442248200000904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.43277360000138,42.442248200000904,44.62606730000152,44.62606730000152,44.326724900000045,47.32826190000014,f,0.2690619000004517,None,10,image2,11,image1,image2,['low'],0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
0,0,0,f,0.3117535000001226,None,,,,,0,0,0,0,47.3839224000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.375820100000055,47.3839224000003,,48.25902960000167,47.92566280000028,51.21488610000051,f,0.3117535000001226,None,0,image2,10,image1,image2,"['low', 'low']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
1,0,1,j,0.2969654000007722,None,,,,,1,0,1,0,51.26678410000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.258489400001054,51.26678410000022,52.992215100000976,52.992215100000976,52.67538540000169,55.41738490000171,j,0.2969654000007722,None,10,image1,9,image1,image2,"['low', 'low', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
2,0,2,j,0.28717110000070534,None,,,,,2,0,2,0,55.462340900001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.45448750000105,55.462340900001436,57.04203530000086,57.04203530000086,56.725205700000515,58.783374900000126,j,0.28717110000070534,None,0,image2,8,image1,image2,"['low', 'low', 'high', 'low']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
3,0,3,f,0.29659799999899406,None,,,,,3,0,3,0,58.87573169999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.867452200000116,58.87573169999996,60.40889960000095,60.40889960000095,60.09220190000087,62.10130730000128,f,0.29659799999899406,None,10,image1,7,image1,image2,"['low', 'low', 'high', 'low', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
4,0,4,f,0.2382735999999568,None,,,,,4,0,4,0,62.15403409999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.14576390000002,62.15403409999999,63.40890970000146,63.40890970000146,63.142251500001294,65.0749551000008,f,0.2382735999999568,None,10,image1,6,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
5,0,5,f,0.313020300000062,None,,,,,5,0,5,0,65.12154600000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.113157400001,65.12154600000031,66.60883500000091,66.60883500000091,66.27567930000077,68.92435170000135,f,0.313020300000062,None,10,image1,5,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
6,0,6,f,0.3688369000010425,None,,,,,6,0,6,0,68.97081600000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.96232030000101,68.97081600000092,70.67528480000146,70.67528480000146,70.27571030000036,72.5119932000016,f,0.3688369000010425,None,10,image1,4,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
7,0,7,f,0.31679500000063854,None,,,,,7,0,7,0,72.61124150000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.60293120000097,72.61124150000069,74.90895520000049,74.90895520000049,74.57549720000134,77.55705090000083,f,0.31679500000063854,None,10,image1,3,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
8,0,8,f,0.313938599998437,None,,,,,8,0,8,0,77.60819510000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.59964840000066,77.60819510000147,79.39214510000056,79.39214510000056,79.05892360000144,81.28382150000107,f,0.313938599998437,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,58,001,2024-11-18_13h33.10.382,实验程序1.0,2024.2.4,60.03853273059554,2024-11-18 13h33.18.774001 +0800,
