thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
59,0,59,j,0.4164452,None,,,,,59,0,59,0,266.8879861,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8807328,266.8879861,268.1385281,267.7051505,268.1385281,270.783193,j,0.4164452,None,10,image1,-16,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
60,0,60,f,0.3365746,None,,,,,60,0,60,0,270.8370946,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.8298418,270.8370946,272.0551521,271.6886413,,273.9126215,f,0.3365746,None,0,image1,-17,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
61,0,61,f,0.3412634,None,,,,,61,0,61,0,274.0126588,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0054878,274.0126588,275.1552544,274.7886445,,276.8547149,f,0.3412634,None,10,image1,-18,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
62,0,62,j,0.3165788,None,,,,,62,0,62,0,276.9061603,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.8988714,276.9061603,278.9385967,278.6052883,278.9385967,281.858655,j,0.3165788,None,10,image1,4,image2,image1,[],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
63,0,63,f,0.3061723,None,,,,,63,0,63,0,281.9101114,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9029921,281.9101114,283.3885853,283.0552595,283.3885853,284.974569,f,0.3061723,None,10,image1,3,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
64,0,64,j,0.3271984,None,,,,,64,0,64,0,285.0278869,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0206035,285.0278869,286.4885759,286.1385537,286.4885759,289.0843958,j,0.3271984,None,0,image1,2,image2,image1,"['low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
65,0,65,j,1.2019784,None,,,,,65,0,65,0,289.1877831,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.180671,289.1877831,291.4885187,290.2552707,291.4885187,294.4602592,j,1.2019784,None,10,image2,,image2,image1,,,,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
66,0,66,j,0.365166,None,,,,,66,0,66,0,294.5122692,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5050215,294.5122692,295.5551537,295.1719433,,297.7067403,j,0.365166,None,10,image2,1,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
67,0,67,f,0.5111697,None,,,,,67,0,67,0,297.7586366,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.7514478,297.7586366,298.8718682,298.3385352,,301.7863032,f,0.5111697,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
68,0,68,f,0.3443767,None,,,,,68,0,68,0,301.8319759,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.824806,301.8319759,303.271788,302.9052253,303.271788,305.7527389,f,0.3443767,None,0,image2,-1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
69,0,69,f,0.3148131,None,,,,,69,0,69,0,305.7984621,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.7913348,305.7984621,307.9551576,307.6218412,307.9551576,309.6422254,f,0.3148131,None,10,image2,8,image1,image2,[],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
70,0,70,j,0.4031661,None,,,,,70,0,70,0,309.7442877,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7371662,309.7442877,311.0386073,310.6052162,311.0386073,313.9921204,j,0.4031661,None,0,image2,7,image1,image2,['low'],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
71,0,71,j,0.8080207,None,,,,,71,0,71,0,314.0373571,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0300141,314.0373571,315.5553016,314.7219557,315.5553016,318.312034,j,0.8080207,None,0,image1,6,image1,image2,"['low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
72,0,72,j,0.2853689,None,,,,,72,0,72,0,318.3652341,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.3580776,318.3652341,320.4719795,320.155309,320.4719795,322.8301294,j,0.2853689,None,0,image2,5,image1,image2,"['low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
73,0,73,j,0.3253506,None,,,,,73,0,73,0,322.8841724,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.8768061,322.8841724,324.7219895,324.3721738,324.7219895,326.838294,j,0.3253506,None,10,image1,4,image1,image2,"['low', 'high', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
74,0,74,f,0.264399,None,,,,,74,0,74,0,326.9444573,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.9374905,326.9444573,328.3886459,328.1052957,328.3886459,330.911578,f,0.264399,None,10,image1,3,image1,image2,"['low', 'high', 'low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
75,0,75,f,0.4219994,None,,,,,75,0,75,0,330.9653761,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.9581675,330.9653761,332.6218887,332.1719931,332.6218887,334.7176573,f,0.4219994,None,10,image1,2,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
76,0,76,f,0.4533867,None,,,,,76,0,76,0,334.7675335,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.7602596,334.7675335,335.8389937,335.3552254,,338.0811219,f,0.4533867,None,10,image1,1,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
77,0,77,f,0.4091986,None,,,,,77,0,77,0,338.132469,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1252896,338.132469,339.9219034,339.4887786,339.9219034,342.1005927,f,0.4091986,None,10,image1,4,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
78,0,78,j,0.3201703,None,,,,,78,0,78,0,342.1460878,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.1390281,342.1460878,344.0552612,343.705198,344.0552612,346.8192908,j,0.3201703,None,10,image1,3,image2,image1,"['low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
79,0,79,j,0.399996,None,,,,,79,0,79,0,346.9175241,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.9101529,346.9175241,349.1220165,348.7052444,349.1220165,350.6777448,j,0.399996,None,10,image1,2,image2,image1,"['low', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
80,0,80,f,0.3347082,None,,,,,80,0,80,0,350.7311384,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.7240116,350.7311384,352.9220221,352.5552226,352.9220221,355.3000746,f,0.3347082,None,0,image1,1,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
81,0,81,j,0.3419038,None,,,,,81,0,81,0,355.3514795,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3440236,355.3514795,357.1220373,356.7552497,357.1220373,358.8799092,j,0.3419038,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
82,0,82,j,0.4099102,None,,,,,82,0,82,0,358.9318682,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.9247008,358.9318682,360.6720315,360.2385583,360.6720315,363.0465155,j,0.4099102,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
83,0,83,j,0.3809363,None,,,,,83,0,83,0,363.1507728,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.143768,363.1507728,365.1885379,364.7885816,365.1885379,367.6535269,j,0.3809363,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
84,0,84,f,0.4391136,None,,,,,84,0,84,0,367.6996617,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6924823,367.6996617,369.8054037,369.3386454,369.8054037,371.8015365,f,0.4391136,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
85,0,85,f,0.7063917,None,,,,,85,0,85,0,371.853614,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.8462337,371.853614,373.188631,372.4553616,373.188631,375.5836618,f,0.7063917,None,0,image1,-4,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
86,0,86,f,0.3592437,None,,,,,86,0,86,0,375.6295805,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.6224163,375.6295805,376.9053352,376.5218807,376.9053352,379.3490976,f,0.3592437,None,10,image2,9,image1,image2,[],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
87,0,87,f,0.301417,None,,,,,87,0,87,0,379.3997189,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3925979,379.3997189,381.7052785,381.371899,381.7052785,383.9037199,f,0.301417,None,0,image2,8,image1,image2,['low'],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
88,0,88,f,0.4721058,None,,,,,88,0,88,0,384.0025633,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.9953578,384.0025633,385.2052819,384.7053144,,386.9899313,f,0.4721058,None,0,image2,7,image1,image2,"['low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
89,0,89,j,0.3563767,None,,,,,89,0,89,0,387.0423776,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0351212,387.0423776,388.9719929,388.5886615,388.9719929,390.8823478,j,0.3563767,None,10,image1,6,image1,image2,"['low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
90,0,90,f,0.2933677,None,,,,,90,0,90,0,390.9349,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.927723,390.9349,392.4889089,392.1718866,392.4889089,394.2003776,f,0.2933677,None,10,image1,5,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
91,0,91,j,0.2945538,None,,,,,91,0,91,0,394.2550961,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.2478596,394.2550961,395.2718956,394.9552529,,396.7923212,j,0.2945538,None,10,image1,4,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
92,0,92,f,0.2750188,None,,,,,92,0,92,0,396.8983403,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.8912791,396.8983403,399.1385851,398.8384554,399.1385851,401.2573047,f,0.2750188,None,0,image1,3,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
93,0,93,j,0.3438338,None,,,,,93,0,93,0,401.3085627,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.301347,401.3085627,402.8888347,402.5220127,402.8888347,404.9260905,j,0.3438338,None,10,image2,2,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
94,0,94,j,0.3789297,None,,,,,94,0,94,0,404.9713447,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9638973,404.9713447,406.2552073,405.8552452,406.2552073,408.9733646,j,0.3789297,None,0,image2,1,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
95,0,95,j,0.3818758,None,,,,,95,0,95,0,409.0252046,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0181474,409.0252046,410.9719319,410.5720019,410.9719319,413.6921125,j,0.3818758,None,10,image1,0,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
96,0,96,j,0.3154062,None,,,,,96,0,96,0,413.7464128,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.7393045,413.7464128,415.355266,415.0219895,415.355266,417.258802,j,0.3154062,None,10,image1,-1,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
97,0,97,j,0.3297269,None,,,,,97,0,97,0,417.3598459,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.3526936,417.3598459,419.3886924,419.0386455,419.3886924,422.1154854,j,0.3297269,None,10,image1,-2,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
98,0,98,j,0.8969082,None,,,,,98,0,98,0,422.1675163,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.1602492,422.1675163,424.5886328,423.6720366,424.5886328,427.1316524,j,0.8969082,None,0,image2,-3,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
99,0,99,j,0.4745704,None,,,,,99,0,99,0,427.1832435,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.176089,427.1832435,428.9554056,428.4554358,428.9554056,431.3111167,j,0.4745704,None,10,image1,-4,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
100,0,100,j,0.4199334,None,,,,,100,0,100,0,431.3625705,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.3556117,431.3625705,432.4553058,432.0053409,,434.7049732,j,0.4199334,None,10,image1,7,image2,image1,[],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
101,0,101,j,0.4052135,None,,,,,101,0,101,0,434.8104502,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.8033211,434.8104502,436.9886905,436.5553172,436.9886905,438.5329519,j,0.4052135,None,0,image1,6,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
102,0,102,j,0.3558898,None,,,,,102,0,102,0,438.5782895,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.5712864,438.5782895,440.20536,439.8219362,440.20536,442.1639183,j,0.3558898,None,10,image2,5,image2,image1,"['low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
103,0,103,f,0.3410494,None,,,,,103,0,103,0,442.215694,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.2085614,442.215694,444.1219706,443.7553414,444.1219706,446.0022598,f,0.3410494,None,0,image2,4,image2,image1,"['low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
104,0,104,f,0.6757562,None,,,,,104,0,104,0,446.0476781,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.04054,446.0476781,447.5220465,446.8220447,447.5220465,449.7073549,f,0.6757562,None,0,image1,3,image2,image1,"['low', 'high', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
105,0,105,f,0.3225659,None,,,,,105,0,105,0,449.7607595,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.7536651,449.7607595,451.7886815,451.4387943,451.7886815,454.4959792,f,0.3225659,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
106,0,106,f,0.3264899,None,,,,,106,0,106,0,454.5988006,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.5916783,454.5988006,456.1053523,455.7552797,456.1053523,458.9216264,f,0.3264899,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
107,0,107,f,0.5517467,None,,,,,107,0,107,0,458.9671954,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.9599534,458.9671954,460.8887211,460.3054402,460.8887211,463.0951931,f,0.5517467,None,10,image2,5,image1,image2,[],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
108,0,108,j,0.5719793,None,,,,,108,0,108,0,463.1470576,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.1400546,463.1470576,465.2052518,464.6053528,465.2052518,467.4216956,j,0.5719793,None,0,image2,4,image1,image2,['low'],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
109,0,109,f,0.3530001,None,,,,,109,0,109,0,467.4730353,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.4656173,467.4730353,469.6554621,469.2720348,469.6554621,471.4387667,f,0.3530001,None,0,image1,3,image1,image2,"['low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
110,0,110,f,0.3924524,None,,,,,110,0,110,0,471.5438302,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.5367871,471.5438302,472.9053721,472.4887456,472.9053721,474.7955312,f,0.3924524,None,10,image2,2,image1,image2,"['low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
111,0,111,j,0.4553782,None,,,,,111,0,111,0,474.8489404,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8419353,474.8489404,476.0220128,475.538729,,478.4033355,j,0.4553782,None,0,image2,1,image1,image2,"['low', 'high', 'low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
112,0,112,f,0.416198,None,,,,,112,0,112,0,478.4561798,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.4488605,478.4561798,479.9220036,479.4888485,479.9220036,482.8296152,f,0.416198,None,0,image1,0,image1,image2,"['low', 'high', 'low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
113,0,113,f,0.4016618,None,,,,,113,0,113,0,482.8829042,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.8756363,482.8829042,485.27204,484.8386986,485.27204,486.8168431,f,0.4016618,None,0,image2,-1,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
114,0,114,f,0.4146102,None,,,,,114,0,114,0,486.9158943,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.9084972,486.9158943,488.572068,488.1388287,488.572068,490.5846168,f,0.4146102,None,10,image1,-2,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
115,0,115,j,0.4858695,None,,,,,115,0,115,0,490.6307395,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.6234364,490.6307395,492.0553897,491.5385749,492.0553897,493.7452916,j,0.4858695,None,10,image1,-3,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
116,0,116,f,0.429384,None,,,,,116,0,116,0,493.7956219,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7884063,493.7956219,495.0388137,494.5887434,495.0388137,496.6941936,f,0.429384,None,10,image1,-4,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
117,0,117,f,0.4578937,None,,,,,117,0,117,0,496.7396383,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7324815,496.7396383,499.1554588,498.6721009,499.1554588,501.3717172,f,0.4578937,None,10,image1,14,image2,image1,[],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
118,0,118,j,0.5530006,None,,,,,118,0,118,0,501.4170054,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4098995,501.4170054,502.8551025,502.2720874,502.8551025,505.4735322,j,0.5530006,None,10,image1,13,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
119,0,119,f,0.3975213,None,,,,,119,0,119,0,505.5811694,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5740476,505.5811694,507.1888464,506.7720567,507.1888464,509.553142,f,0.3975213,None,0,image1,12,image2,image1,"['low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
120,0,120,f,0.6873051,None,,,,,120,0,120,0,509.6036321,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.5961759,509.6036321,511.238716,510.5220437,511.238716,512.7336961,f,0.6873051,None,0,image2,11,image2,image1,"['low', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
121,0,121,j,0.6064995,None,,,,,121,0,121,0,512.7858343,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7785837,512.7858343,513.9720376,513.3387034,,516.5846135,j,0.6064995,None,0,image1,10,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
122,0,122,j,0.4288473,None,,,,,122,0,122,0,516.6365128,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.6294116,516.6365128,518.8219514,518.372066,518.8219514,521.1421447,j,0.4288473,None,0,image2,9,image2,image1,"['low', 'low', 'high', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
123,0,123,j,0.3966036,None,,,,,123,0,123,0,521.2514333,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2442345,521.2514333,523.3887251,522.9721022,523.3887251,525.5275317,j,0.3966036,None,0,image1,8,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
124,0,124,f,0.5721328,None,,,,,124,0,124,0,525.572926,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.5655611,525.572926,527.0054756,526.4055009,527.0054756,528.7811741,f,0.5721328,None,0,image1,7,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
