thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
8,0,8,f,0.2510315,None,,,,,8,0,8,0,64.8720623,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8647649,64.8720623,66.1216496,65.8385152,66.1216496,68.8512076,f,0.2510315,None,10,image1,6,image2,image1,[],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
9,0,9,f,0.3763428,None,,,,,9,0,9,0,68.8963215,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8893178,68.8963215,71.3218424,70.9218658,71.3218424,73.7131507,f,0.3763428,None,10,image1,5,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
10,0,10,f,0.3406827,None,,,,,10,0,10,0,73.7585876,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7512704,73.7585876,75.7717053,75.4051167,75.7717053,77.9334828,f,0.3406827,None,0,image1,4,image2,image1,"['low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
11,0,11,f,0.3706537,None,,,,,11,0,11,0,77.9868346,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9793738,77.9868346,80.2551131,79.8550942,80.2551131,82.3363473,f,0.3706537,None,10,image2,3,image2,image1,"['low', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
12,0,12,j,0.5346616,None,,,,,12,0,12,0,82.4298837,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4227749,82.4298837,83.7051749,83.1384823,83.7051749,85.2238576,j,0.5346616,None,10,image2,2,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
13,0,13,j,0.3828761,None,,,,,13,0,13,0,85.2750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2676356,85.2750001,87.5383693,87.1385165,87.5383693,89.771361,j,0.3828761,None,10,image2,1,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
14,0,14,j,0.4221656,None,,,,,14,0,14,0,89.8232981,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8159541,89.8232981,91.6051205,91.1551096,91.6051205,93.5465967,j,0.4221656,None,0,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
15,0,15,f,0.3532221,None,,,,,15,0,15,0,93.5999545,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5929472,93.5999545,95.6717113,95.2884757,95.6717113,97.3894481,f,0.3532221,None,10,image1,-1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
16,0,16,f,0.408079,None,,,,,16,0,16,0,97.4821403,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4751545,97.4821403,98.5550386,98.1217767,,100.062399,f,0.408079,None,0,image1,-2,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
17,0,17,f,0.3375483,None,,,,,17,0,17,0,100.1140353,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1068742,100.1140353,101.6384838,101.2717649,101.6384838,103.6624391,f,0.3375483,None,10,image1,-3,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
18,0,18,j,0.3417012,None,,,,,18,0,18,0,103.7151482,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7079992,103.7151482,105.1384514,104.7719026,105.1384514,106.7017417,j,0.3417012,None,0,image1,-4,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
19,0,19,f,0.2963466,None,,,,,19,0,19,0,106.7566109,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7491223,106.7566109,107.8386791,107.5218755,,110.1893288,f,0.2963466,None,10,image2,-5,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
20,0,20,f,0.3519922,None,,,,,20,0,20,0,110.2402182,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2331284,110.2402182,111.4884834,111.1051083,111.4884834,114.315229,f,0.3519922,None,10,image2,-6,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
21,0,21,f,0.3443928,None,,,,,21,0,21,0,114.4167202,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.4095908,114.4167202,116.271994,115.9051036,116.271994,118.6775478,f,0.3443928,None,10,image2,-7,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
22,0,22,j,0.5844084,None,,,,,22,0,22,0,118.7310257,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7240679,118.7310257,120.5216804,119.9051375,120.5216804,122.952632,j,0.5844084,None,0,image1,-8,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
23,0,23,f,0.5082748,None,,,,,23,0,23,0,122.9980694,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.9908976,122.9980694,124.5549891,124.0218331,124.5549891,126.2269459,f,0.5082748,None,10,image2,-9,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
24,0,24,f,0.4044433,None,,,,,24,0,24,0,126.2794246,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2722015,126.2794246,128.0384031,127.6050415,128.0384031,129.7041815,f,0.4044433,None,0,image2,2,image1,image2,[],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
25,0,25,j,0.379439,None,,,,,25,0,25,0,129.7976174,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7905721,129.7976174,130.8385564,130.4385056,,133.5552175,j,0.379439,None,10,image1,1,image1,image2,['high'],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
26,0,26,f,0.4429047,None,,,,,26,0,26,0,133.6072128,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6000911,133.6072128,135.7051872,135.2384573,135.7051872,138.2571857,f,0.4429047,None,10,image1,0,image1,image2,"['high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
27,0,27,j,0.3884011,None,,,,,27,0,27,0,138.3105494,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.3033007,138.3105494,140.6050061,140.1884636,140.6050061,143.4935107,j,0.3884011,None,10,image1,-1,image1,image2,"['high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
28,0,28,f,0.5213825,None,,,,,28,0,28,0,143.5431153,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5356871,143.5431153,144.8385154,144.2884954,144.8385154,147.5348941,f,0.5213825,None,10,image1,-2,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
29,0,29,j,0.3192453,None,,,,,29,0,29,0,147.5886163,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5812477,147.5886163,148.854931,148.5052185,148.854931,151.6629543,j,0.3192453,None,10,image1,12,image2,image1,[],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
30,0,30,j,0.4113751,None,,,,,30,0,30,0,151.7628668,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7557711,151.7628668,153.271788,152.8384209,153.271788,155.0026712,j,0.4113751,None,10,image1,11,image2,image1,['low'],0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
31,0,31,f,0.7014302,None,,,,,31,0,31,0,155.0480581,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0408189,155.0480581,156.68854,155.9550759,156.68854,158.176961,f,0.7014302,None,0,image1,10,image2,image1,"['low', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
32,0,32,f,0.2956758,None,,,,,32,0,32,0,158.2208608,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.2137736,158.2208608,159.6217823,159.3052908,159.6217823,161.1922756,f,0.2956758,None,0,image2,9,image2,image1,"['low', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
33,0,33,f,0.3246644,None,,,,,33,0,33,0,161.2447887,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2373143,161.2447887,162.3551577,162.0050863,,164.5363457,f,0.3246644,None,10,image2,8,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
34,0,34,j,0.4059983,None,,,,,34,0,34,0,164.630112,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6229229,164.630112,166.1885388,165.7552591,166.1885388,167.8339752,j,0.4059983,None,0,image2,7,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
35,0,35,f,0.2718493,None,,,,,35,0,35,0,167.8785943,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.871254,167.8785943,169.821768,169.521526,169.821768,171.7984355,f,0.2718493,None,10,image1,6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
36,0,36,f,0.6843974,None,,,,,36,0,36,0,171.8500772,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.8430051,171.8500772,174.1218017,173.4051425,174.1218017,176.1487186,f,0.6843974,None,10,image2,5,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
37,0,37,f,0.3108112,None,,,,,37,0,37,0,176.2023473,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1949387,176.2023473,177.8719556,177.5385677,177.8719556,180.3461498,f,0.3108112,None,0,image1,4,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
38,0,38,j,0.3564105,None,,,,,38,0,38,0,180.3995494,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.3919591,180.3995494,181.9883871,181.6050834,181.9883871,184.0283589,j,0.3564105,None,0,image2,3,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
39,0,39,j,0.6430097,None,,,,,39,0,39,0,184.0799228,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0728901,184.0799228,186.3218708,185.6551418,186.3218708,189.047159,j,0.6430097,None,10,image2,2,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
40,0,40,j,0.4394338,None,,,,,40,0,40,0,189.09859,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0913333,189.09859,190.571877,190.1052058,190.571877,193.1630829,j,0.4394338,None,10,image2,1,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
41,0,41,f,0.6650702,None,,,,,41,0,41,0,193.2141512,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2069167,193.2141512,195.5718196,194.8884945,195.5718196,198.1472396,f,0.6650702,None,10,image2,2,image1,image2,[],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
42,0,42,j,0.4686151,None,,,,,42,0,42,0,198.1978903,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1907232,198.1978903,199.4885934,198.9884407,199.4885934,201.7895117,j,0.4686151,None,0,image2,1,image1,image2,['low'],0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
43,0,43,f,0.3651635,None,,,,,43,0,43,0,201.8851834,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8777517,201.8851834,203.9718912,203.5884818,203.9718912,205.7791767,f,0.3651635,None,10,image1,0,image1,image2,"['low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
44,0,44,f,0.388924,None,,,,,44,0,44,0,205.8316133,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8244552,205.8316133,207.6052364,207.1884502,207.6052364,209.9153115,f,0.388924,None,0,image1,-1,image1,image2,"['low', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
45,0,45,f,0.3531584,None,,,,,45,0,45,0,209.9671299,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.9598772,209.9671299,211.0551447,210.6719054,,212.7208705,f,0.3531584,None,10,image1,-2,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
46,0,46,j,1.0685083,None,,,,,46,0,46,0,212.7709056,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7635728,212.7709056,214.6717798,213.57195,214.6717798,216.6569416,j,1.0685083,None,10,image2,-3,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
47,0,47,f,0.3792678,None,,,,,47,0,47,0,216.7548708,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.7476471,216.7548708,217.8552576,217.4551425,,220.1956406,f,0.3792678,None,0,image2,-4,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
48,0,48,f,0.3006268,None,,,,,48,0,48,0,220.2490871,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2417843,220.2490871,222.5385018,222.2054186,222.5385018,224.3819263,f,0.3006268,None,0,image1,-5,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
49,0,49,j,0.4231382,None,,,,,49,0,49,0,224.4351236,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4275563,224.4351236,225.7885592,225.3386099,225.7885592,228.5925523,j,0.4231382,None,10,image2,-6,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
50,0,50,f,1.2620013,None,,,,,50,0,50,0,228.643871,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6365064,228.643871,231.8551814,230.5719316,231.8551814,234.6171522,f,1.2620013,None,0,image2,-7,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
51,0,51,f,0.3004653,None,,,,,51,0,51,0,234.6701467,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.6627737,234.6701467,236.3219369,236.0052621,236.3219369,239.2117941,f,0.3004653,None,10,image1,-8,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
52,0,52,j,0.2735049,None,,,,,52,0,52,0,239.3141624,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.3069377,239.3141624,241.1720398,240.8719274,241.1720398,242.9023834,j,0.2735049,None,10,image2,-9,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
53,0,53,f,0.3420865,None,,,,,53,0,53,0,242.9486651,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.9413981,242.9486651,244.121949,243.7551331,,245.6026924,f,0.3420865,None,0,image1,-10,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
54,0,54,f,0.547488,None,,,,,54,0,54,0,245.6546894,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.647569,245.6546894,248.1884108,247.6219026,248.1884108,251.1529841,f,0.547488,None,0,image2,-11,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
55,0,55,f,0.3286626,None,,,,,55,0,55,0,251.2052172,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.1979086,251.2052172,253.421843,253.0718997,253.421843,254.9811173,f,0.3286626,None,0,image1,-12,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
56,0,56,f,0.3845991,None,,,,,56,0,56,0,255.0851532,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0779794,255.0851532,256.9218638,256.5051933,256.9218638,259.0317717,f,0.3845991,None,10,image2,-13,image1,image2,"['high', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
57,0,57,j,0.5201359,None,,,,,57,0,57,0,259.0776886,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0706033,259.0776886,260.6552306,260.1052497,260.6552306,263.5749876,j,0.5201359,None,0,image2,-14,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
58,0,58,f,0.7961961,None,,,,,58,0,58,0,263.6262465,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.6190644,263.6262465,265.0219322,264.2051659,265.0219322,266.8429802,f,0.7961961,None,10,image1,-15,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,23,1,2024-11-29_10h34.11.170,实验程序1.0,2024.2.4,60.02700014,2024-11-29 10h34.23.387378 +0800
