thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
17,0,17,f,0.6147759999876143,None,,,,,17,0,17,0,77.53164030000335,,,,,,,,,,,,,,,,,,,,,77.52089470000647,77.53164030000335,80.11172420000366,79.47828140000638,80.11172420000366,81.69052119999833,f,0.6147759999876143,None,0,image2,1,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
18,0,18,j,0.4843231000122614,None,,,,,18,0,18,0,81.74290280000423,,,,,,,,,,,,,,,,,,,,,81.733678900011,81.74290280000423,82.8115766000119,82.29538239999965,,85.74094270000933,j,0.4843231000122614,None,0,image1,0,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
19,0,19,f,0.45126829999207985,None,,,,,19,0,19,0,85.79322060001141,,,,,,,,,,,,,,,,,,,,,85.78429580001102,85.79322060001141,88.01199660000566,87.5451788000064,88.01199660000566,89.9766978000116,f,0.45126829999207985,None,10,image1,-1,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
20,0,20,f,0.6522710999997798,None,,,,,20,0,20,0,90.0293759000051,,,,,,,,,,,,,,,,,,,,,90.02039679999871,90.0293759000051,91.97950220000348,91.29516940000758,91.97950220000348,93.93507450001198,f,0.6522710999997798,None,0,image1,-2,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
21,0,21,j,0.5274239999998827,None,,,,,21,0,21,0,94.0467997000087,,,,,,,,,,,,,,,,,,,,,94.03804090000631,94.0467997000087,96.39495139999781,95.8451192000066,96.39495139999781,98.02831220001099,j,0.5274239999998827,None,10,image1,10,image2,image1,[],0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
22,0,22,f,0.668917999995756,None,,,,,22,0,22,0,98.08097900000575,,,,,,,,,,,,,,,,,,,,,98.07222580000234,98.08097900000575,99.37833820001106,98.67924800000037,99.37833820001106,102.29690169999958,f,0.668917999995756,None,0,image1,9,image2,image1,['low'],0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
23,0,23,j,0.4997544000070775,None,,,,,23,0,23,0,102.34873379999772,,,,,,,,,,,,,,,,,,,,,102.33998330000031,102.34873379999772,103.64528480000445,103.12843120000616,103.64528480000445,105.2380731000012,j,0.4997544000070775,None,10,image2,8,image2,image1,"['low', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
24,0,24,f,0.80098280000675,None,,,,,24,0,24,0,105.28941120000673,,,,,,,,,,,,,,,,,,,,,105.28075000000536,105.28941120000673,107.19587180000963,106.36281770000642,107.19587180000963,109.44664239999838,f,0.80098280000675,None,0,image1,7,image2,image1,"['low', 'high', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
25,0,25,f,0.8649560999911046,None,,,,,25,0,25,0,109.55925030000799,,,,,,,,,,,,,,,,,,,,,109.55037140000786,109.55925030000799,111.87838320000446,110.99540650000563,111.87838320000446,113.49525740000536,f,0.8649560999911046,None,10,image2,6,image2,image1,"['low', 'high', 'low', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
26,0,26,f,1.110587500006659,None,,,,,26,0,26,0,113.54692560000694,,,,,,,,,,,,,,,,,,,,,113.53794100000232,113.54692560000694,116.61172380000062,115.47834050000529,116.61172380000062,119.37664539999969,f,1.110587500006659,None,0,image1,5,image2,image1,"['low', 'high', 'low', 'high', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
27,0,27,f,0.844293000001926,None,,,,,27,0,27,0,119.42863910000597,,,,,,,,,,,,,,,,,,,,,119.41960180000751,119.42863910000597,121.77836510000634,120.91198150000127,121.77836510000634,124.24053249999997,f,0.844293000001926,None,10,image2,4,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
28,0,28,j,0.6772425000090152,None,,,,,28,0,28,0,124.29466559999855,,,,,,,,,,,,,,,,,,,,,124.28542220000236,124.29466559999855,126.77934750000713,126.07870959999855,126.77934750000713,129.7386475000094,j,0.6772425000090152,None,10,image2,3,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
29,0,29,j,0.48988680000184104,None,,,,,29,0,29,0,129.7917451000103,,,,,,,,,,,,,,,,,,,,,129.78301260000444,129.7917451000103,132.29566270000942,131.77914050000254,132.29566270000942,133.95566370000597,j,0.48988680000184104,None,0,image1,2,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
30,0,30,j,0.5928146000078414,None,,,,,30,0,30,0,134.06878260000667,,,,,,,,,,,,,,,,,,,,,134.05877709999913,134.06878260000667,135.39573129999917,134.77926750000915,135.39573129999917,137.002762300006,j,0.5928146000078414,None,10,image2,1,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
31,0,31,j,0.4225550999981351,None,,,,,31,0,31,0,137.05604440000025,,,,,,,,,,,,,,,,,,,,,137.04583780000394,137.05604440000025,139.52905110000574,139.07838240001,139.52905110000574,141.9920865000022,j,0.4225550999981351,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
32,0,32,j,0.610349300011876,None,,,,,32,0,32,0,142.0433342000033,,,,,,,,,,,,,,,,,,,,,142.03453660001105,142.0433342000033,144.19636440000613,143.56246939999983,144.19636440000613,146.98314660000324,j,0.610349300011876,None,10,image2,7,image1,image2,[],0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
33,0,33,j,0.6118451000074856,None,,,,,33,0,33,0,147.03693390000262,,,,,,,,,,,,,,,,,,,,,147.02770730000339,147.03693390000262,149.56179230000998,148.9287680999987,149.56179230000998,152.20386910000525,j,0.6118451000074856,None,10,image1,6,image1,image2,['high'],0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
34,0,34,None,,,,,,,34,0,34,0,152.31736180000007,,,,,,,,,,,,,,,,,,,,,152.30850250000367,152.31736180000007,155.29523530000006,154.0617426000099,155.29523530000006,156.29645960000926,None,,,,,,,,,,,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
35,0,35,j,0.3034662999998545,None,,,,,35,0,35,0,156.3502537000022,,,,,,,,,,,,,,,,,,,,,156.34063890000107,156.3502537000022,158.36178680000012,158.02864740000223,158.36178680000012,161.2333809999982,j,0.3034662999998545,None,10,image2,5,image1,image2,"['high', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
36,0,36,j,0.4063795999973081,None,,,,,36,0,36,0,161.28562090000196,,,,,,,,,,,,,,,,,,,,,161.27679910000006,161.28562090000196,162.67840800000704,162.24558980000438,162.67840800000704,164.39292820000264,j,0.4063795999973081,None,0,image2,4,image1,image2,"['high', 'low', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
37,0,37,j,0.6485586000053445,None,,,,,37,0,37,0,164.44516690001183,,,,,,,,,,,,,,,,,,,,,164.43613850000838,164.44516690001183,165.6794421000086,165.01181350000843,,168.25393099999928,j,0.6485586000053445,None,10,image1,3,image1,image2,"['high', 'low', 'low', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
38,0,38,j,0.7792844999930821,None,,,,,38,0,38,0,168.30676970000786,,,,,,,,,,,,,,,,,,,,,168.29724759999954,168.30676970000786,169.74533710000105,168.94524840000668,169.74533710000105,171.53629590000492,j,0.7792844999930821,None,10,image1,2,image1,image2,"['high', 'low', 'low', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
39,0,39,j,0.49153410000144504,None,,,,,39,0,39,0,171.64736000000266,,,,,,,,,,,,,,,,,,,,,171.6378332000022,171.64736000000266,173.47932320000837,172.96204579999903,173.47932320000837,175.25961340000504,j,0.49153410000144504,None,0,image2,1,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
40,0,40,f,0.44038990000262856,None,,,,,40,0,40,0,175.31193100000382,,,,,,,,,,,,,,,,,,,,,175.30324320000364,175.31193100000382,177.69529509999848,177.22880160000932,177.69529509999848,180.53888110000116,f,0.44038990000262856,None,10,image1,0,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
41,0,41,j,0.43976359999214765,None,,,,,41,0,41,0,180.59128820001206,,,,,,,,,,,,,,,,,,,,,180.58142230000522,180.59128820001206,182.0786727000086,181.6121298000071,182.0786727000086,184.66958110000996,j,0.43976359999214765,None,10,image1,-1,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
42,0,42,f,0.4942921000038041,None,,,,,42,0,42,0,184.7218867000047,,,,,,,,,,,,,,,,,,,,,184.71325640000578,184.7218867000047,186.37853580000228,185.8620413000026,186.37853580000228,188.33879249999882,f,0.4942921000038041,None,0,image2,-2,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
43,0,43,j,0.4093886000046041,None,,,,,43,0,43,0,188.45334380000713,,,,,,,,,,,,,,,,,,,,,188.4424202000082,188.45334380000713,190.59524010001041,190.1627271000034,190.59524010001041,192.85847260001174,j,0.4093886000046041,None,0,image2,-3,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
44,0,44,j,0.5205623000074411,None,,,,,44,0,44,0,192.91063280000526,,,,,,,,,,,,,,,,,,,,,192.9018944999989,192.91063280000526,194.56223340000724,194.01209150000068,194.56223340000724,196.5273712000053,j,0.5205623000074411,None,10,image1,-4,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
45,0,45,j,0.4221765999973286,None,,,,,45,0,45,0,196.58021670000744,,,,,,,,,,,,,,,,,,,,,196.57105579999916,196.58021670000744,198.71184920000087,198.26275239999813,198.71184920000087,201.15344999999797,j,0.4221765999973286,None,0,image2,-5,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
46,0,46,f,0.5284849000017857,None,,,,,46,0,46,0,201.20566289999988,,,,,,,,,,,,,,,,,,,,,201.19693669999833,201.20566289999988,202.9792635000049,202.42894760001218,202.9792635000049,204.8254808000056,f,0.5284849000017857,None,10,image1,-6,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
47,0,47,j,0.4443211000034353,None,,,,,47,0,47,0,204.87815550000232,,,,,,,,,,,,,,,,,,,,,204.86862700000347,204.87815550000232,207.1953932000033,206.72862010000972,207.1953932000033,209.92496400000528,j,0.4443211000034353,None,10,image1,-7,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
48,0,48,j,0.4711624000046868,None,,,,,48,0,48,0,210.03698190000432,,,,,,,,,,,,,,,,,,,,,210.02821030000632,210.03698190000432,211.31218310000258,210.8127344000095,211.31218310000258,213.9709603000083,j,0.4711624000046868,None,0,image1,-8,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
49,0,49,j,0.6220125000108965,None,,,,,49,0,49,0,214.0230259000091,,,,,,,,,,,,,,,,,,,,,214.01431949999824,214.0230259000091,215.52884680000716,214.87853729999915,215.52884680000716,218.0002705000079,j,0.6220125000108965,None,10,image1,9,image2,image1,[],0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
50,0,50,j,0.5436186000006273,None,,,,,50,0,50,0,218.05333510000492,,,,,,,,,,,,,,,,,,,,,218.04321810000692,218.05333510000492,220.21265870000934,219.6452680000075,220.21265870000934,222.01644900000247,j,0.5436186000006273,None,10,image2,8,image2,image1,['high'],0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
51,0,51,f,0.28668190000462346,None,,,,,51,0,51,0,222.0692732000025,,,,,,,,,,,,,,,,,,,,,222.0607497000019,222.0692732000025,224.34537060000002,224.02928899999824,224.34537060000002,225.86240579999867,f,0.28668190000462346,None,10,image2,7,image2,image1,"['high', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
52,0,52,j,0.982306800011429,None,,,,,52,0,52,0,225.97852600000624,,,,,,,,,,,,,,,,,,,,,225.96863240000675,225.97852600000624,228.67897550000635,227.67854560000706,228.67897550000635,230.18310760000895,j,0.982306800011429,None,0,image1,6,image2,image1,"['high', 'high', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
53,0,53,f,0.48761389999708626,None,,,,,53,0,53,0,230.23515380000754,,,,,,,,,,,,,,,,,,,,,230.22656450000068,230.23515380000754,232.54605810000794,232.0288916999998,232.54605810000794,234.5050973000034,f,0.48761389999708626,None,0,image1,5,image2,image1,"['high', 'high', 'low', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
54,0,54,j,0.8203966000000946,None,,,,,54,0,54,0,234.55855470000824,,,,,,,,,,,,,,,,,,,,,234.54882429999998,234.55855470000824,235.94613650000247,235.0954885000101,235.94613650000247,237.60141070000827,j,0.8203966000000946,None,0,image1,4,image2,image1,"['high', 'high', 'low', 'low', 'low']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
55,0,55,f,0.3074311999953352,None,,,,,55,0,55,0,237.65353080000204,,,,,,,,,,,,,,,,,,,,,237.64505649999774,237.65353080000204,239.86208330000227,239.52872719999868,239.86208330000227,241.90901790000498,f,0.3074311999953352,None,10,image2,3,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,99,001,2025-03-08_10h54.50.068,实验程序1.0,2024.2.4,60.092723071170944,2025-03-08 10h54.58.851051 +0800,
