thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,f,0.3521964000000253,None,,,,,19,0,19,0,147.4263787,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.419303,147.4263787,148.9732775,148.58979010000007,148.9732775,151.82074980000004,f,0.3521964000000253,None,0,image2,10,image1,image2,"['low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
20,0,20,f,0.5344328999999561,None,,,,,20,0,20,0,151.86404800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.85690090000003,151.86404800000003,154.22331480000003,153.65663660000007,154.22331480000003,156.91729570000007,f,0.5344328999999561,None,0,image1,9,image1,image2,"['low', 'low', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
21,0,21,f,0.37712149999993017,None,,,,,21,0,21,0,157.01580969999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.00884410000003,157.01580969999998,158.58987490000004,158.18997330000002,158.58987490000004,161.47679649999998,f,0.37712149999993017,None,10,image1,8,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
22,0,22,j,0.5066636000000244,None,,,,,22,0,22,0,161.52731310000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5202299,161.52731310000001,164.09000720000006,163.55668220000007,164.09000720000006,166.92303600000002,j,0.5066636000000244,None,10,image1,7,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
23,0,23,f,0.4591663000001063,None,,,,,23,0,23,0,166.97300730000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.96585270000003,166.97300730000006,168.82337159999997,168.34011020000003,168.82337159999997,171.38669160000006,f,0.4591663000001063,None,0,image1,6,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
24,0,24,f,0.48110769999993863,None,,,,,24,0,24,0,171.43743130000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.43012369999997,171.43743130000007,172.6733792,172.1732945,,175.1202224,f,0.48110769999993863,None,10,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
25,0,25,f,0.38965829999995094,None,,,,,25,0,25,0,175.2131865,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.20608000000004,175.2131865,176.49002700000005,176.0734784,176.49002700000005,178.9569411,f,0.38965829999995094,None,0,image1,4,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
26,0,26,j,0.3325170000000526,None,,,,,26,0,26,0,179.0013305,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.99435540000002,179.0013305,180.85680379999997,180.50670739999998,180.85680379999997,182.79741660000002,j,0.3325170000000526,None,0,image2,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
27,0,27,j,0.3790630000000874,None,,,,,27,0,27,0,182.84641069999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.8392473,182.84641069999998,185.12345349999998,184.7233966,185.12345349999998,186.85113139999999,j,0.3790630000000874,None,10,image2,2,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
28,0,28,f,0.5102580000000216,None,,,,,28,0,28,0,186.89878720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.89171240000007,186.89878720000002,189.39002770000002,188.8567243,189.39002770000002,191.43599440000003,f,0.5102580000000216,None,10,image2,1,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
29,0,29,j,0.41248459999997067,None,,,,,29,0,29,0,191.48780490000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.48045560000003,191.48780490000001,193.30673480000007,192.87348759999998,193.30673480000007,195.3597833,j,0.41248459999997067,None,0,image2,0,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
30,0,30,f,0.6323926000000029,None,,,,,30,0,30,0,195.455506,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.44838930000003,195.455506,196.85683419999998,196.20678599999997,196.85683419999998,199.61018079999997,f,0.6323926000000029,None,10,image1,-1,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
31,0,31,j,0.507339199999933,None,,,,,31,0,31,0,199.65996300000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.65290349999998,199.65996300000006,201.47338100000002,200.94013570000004,201.47338100000002,203.31603810000001,j,0.507339199999933,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
32,0,32,f,0.5573239000000285,None,,,,,32,0,32,0,203.36928039999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.361851,203.36928039999998,205.2734071,204.6900475,205.2734071,208.19589410000003,f,0.5573239000000285,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
33,0,33,f,0.5478184999999485,None,,,,,33,0,33,0,208.24696310000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.2397856,208.24696310000002,210.27352910000002,209.7068299,210.27352910000002,211.9585975,f,0.5478184999999485,None,10,image2,-4,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
34,0,34,j,0.6642077000000199,None,,,,,34,0,34,0,212.0584258,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.05116499999997,212.0584258,213.49003830000004,212.80680200000006,213.49003830000004,215.9397924,j,0.6642077000000199,None,10,image2,-5,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
35,0,35,j,0.44014449999997396,None,,,,,35,0,35,0,215.98988410000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.98271850000003,215.98988410000004,218.47346749999997,218.0068033,218.47346749999997,220.5527644,j,0.44014449999997396,None,0,image2,-6,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
36,0,36,f,0.5553666000000703,None,,,,,36,0,36,0,220.60476130000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.59746710000002,220.60476130000006,223.10681310000007,222.52356480000003,223.10681310000007,224.9124369,f,0.5553666000000703,None,0,image2,-7,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
37,0,37,f,0.4269852999999557,None,,,,,37,0,37,0,224.96301100000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.95571830000006,224.96301100000005,226.59005490000004,226.14020800000003,226.59005490000004,228.97805000000005,f,0.4269852999999557,None,10,image1,-8,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
38,0,38,j,0.7032090999999809,None,,,,,38,0,38,0,229.0783675,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0711417,229.0783675,230.95689849999997,230.22348180000006,230.95689849999997,233.7186216,j,0.7032090999999809,None,0,image1,-9,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
39,0,39,j,0.6697125000000597,None,,,,,39,0,39,0,233.7679571,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.76074640000002,233.7679571,236.35689560000003,235.65682630000003,236.35689560000003,238.5276543,j,0.6697125000000597,None,10,image1,-10,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
40,0,40,j,0.4176830000000109,None,,,,,40,0,40,0,238.58082680000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5736905,238.58082680000007,239.60684830000002,239.1568873,,242.11430300000006,j,0.4176830000000109,None,10,image1,-11,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
41,0,41,j,0.4670049999999719,None,,,,,41,0,41,0,242.16471560000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.15753819999998,242.16471560000002,243.4234179,242.9402834,243.4234179,245.93699950000007,j,0.4670049999999719,None,0,image2,-12,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
42,0,42,j,0.7184030000000803,None,,,,,42,0,42,0,245.98768170000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.98038140000006,245.98768170000005,248.59013400000003,247.84026130000007,248.59013400000003,250.9209035,j,0.7184030000000803,None,0,image2,-13,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
43,0,43,f,0.43305769999994936,None,,,,,43,0,43,0,251.0181781,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.01093300000002,251.0181781,252.42360930000007,251.9737252,252.42360930000007,254.97534740000003,f,0.43305769999994936,None,0,image2,-14,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
44,0,44,j,0.522987300000068,None,,,,,44,0,44,0,255.02453330000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.01726680000002,255.02453330000003,257.49021990000006,256.9403367,257.49021990000006,259.8303085,j,0.522987300000068,None,10,image2,-15,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
45,0,45,j,1.202907200000027,None,,,,,45,0,45,0,259.87897080000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.8717848,259.87897080000005,262.3567398,261.12365180000006,262.3567398,264.9621618,j,1.202907200000027,None,0,image2,-16,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
46,0,46,j,0.5764084999999568,None,,,,,46,0,46,0,265.00647330000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.99940449999997,265.00647330000004,266.8069841,266.20702819999997,266.8069841,268.6539096,j,0.5764084999999568,None,10,image1,-17,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
47,0,47,f,0.6438554000000067,None,,,,,47,0,47,0,268.7572699,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.75018180000006,268.7572699,270.5899233,269.92365100000006,270.5899233,273.02315799999997,f,0.6438554000000067,None,10,image1,-18,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
48,0,48,f,0.4796131999999034,None,,,,,48,0,48,0,273.06722709999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.06013440000004,273.06722709999997,275.50705130000006,275.00687700000003,275.50705130000006,277.171419,f,0.4796131999999034,None,10,image1,-19,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
49,0,49,j,0.46809810000002017,None,,,,,49,0,49,0,277.215744,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2083059,277.215744,278.80705250000005,278.30702010000005,278.80705250000005,280.7962328,j,0.46809810000002017,None,0,image1,-20,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
50,0,50,f,0.7959852999999839,None,,,,,50,0,50,0,280.8477567,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.84039459999997,280.8477567,282.94033420000005,282.12365780000005,282.94033420000005,285.7047003,f,0.7959852999999839,None,10,image1,1,image2,image1,[],0.3,0.7,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
51,0,51,f,0.6482819999999947,None,,,,,51,0,51,0,285.75892410000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.7517179,285.75892410000006,288.45724300000006,287.79065249999996,288.45724300000006,290.0689628,f,0.6482819999999947,None,0,image2,0,image2,image1,['high'],0.3,0.7,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
52,0,52,j,0.4998659000000316,None,,,,,52,0,52,0,290.17028600000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1632241,290.17028600000003,292.44035470000006,291.923589,292.44035470000006,294.26401410000005,j,0.4998659000000316,None,10,image1,-1,image2,image1,"['high', 'low']",0.3,0.7,74,001,2024-11-24_10h30.09.320,实验程序1.0,2024.2.4,60.97862150507098,2024-11-24 10h30.26.813327 +0800,
