thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
118,0,118,f,0.6089813001453876,None,,,,,118,0,118,0,536.5051927994937,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4958488997072,536.5051927994937,538.1360683999956,537.5038059987128,538.1360683999956,540.8929768987,f,0.6089813001453876,None,0,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
119,0,119,j,0.5284050013870001,None,,,,,119,0,119,0,540.9425609987229,,,,,,,,,,,,,,,,,,,,,,,,,,,540.9338290989399,540.9425609987229,543.5031014997512,542.9526877999306,543.5031014997512,545.3847497999668,j,0.5284050013870001,None,0,image1,1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
120,0,120,j,0.4624572992324829,None,,,,,120,0,120,0,545.4354699999094,,,,,,,,,,,,,,,,,,,,,,,,,,,545.4263166990131,545.4354699999094,546.5028601996601,546.0196072999388,,549.1920797992498,j,0.4624572992324829,None,0,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
121,0,121,f,0.5257348008453846,None,,,,,121,0,121,0,549.2420501001179,,,,,,,,,,,,,,,,,,,,,,,,,,,549.2328947000206,549.2420501001179,550.6029794998467,550.0530174989253,550.6029794998467,552.0945202000439,f,0.5257348008453846,None,10,image1,-1,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
122,0,122,j,0.3449943009763956,None,,,,,122,0,122,0,552.1453660987318,,,,,,,,,,,,,,,,,,,,,,,,,,,552.1367919985205,552.1453660987318,553.1196871995926,552.7529144994915,,555.5870982985944,j,0.3449943009763956,None,0,image1,-2,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
123,0,123,j,0.6927895005792379,None,,,,,123,0,123,0,555.7032433990389,,,,,,,,,,,,,,,,,,,,,,,,,,,555.6939704995602,555.7032433990389,557.7527713999152,557.0364567991346,557.7527713999152,560.4041417986155,j,0.6927895005792379,None,10,image2,-3,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
124,0,124,j,0.5245950985699892,None,,,,,124,0,124,0,560.4550131000578,,,,,,,,,,,,,,,,,,,,,,,,,,,560.4453662000597,560.4550131000578,562.3703959994018,561.8202429991215,562.3703959994018,564.0611511003226,j,0.5245950985699892,None,0,image1,-4,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
125,0,125,f,0.5591052994132042,None,,,,,125,0,125,0,564.1114866994321,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1019574999809,564.1114866994321,565.9531728997827,565.3697220999748,565.9531728997827,567.9600320998579,f,0.5591052994132042,None,0,image1,-5,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
126,0,126,f,0.3896758984774351,None,,,,,126,0,126,0,568.0113556999713,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0024603996426,568.0113556999713,569.2363894991577,568.8194846995175,,572.205753300339,f,0.3896758984774351,None,0,image1,-6,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
127,0,127,j,0.498846098780632,None,,,,,127,0,127,0,572.3244541995227,,,,,,,,,,,,,,,,,,,,,,,,,,,572.3152411989868,572.3244541995227,574.2029965985566,573.6861498001963,574.2029965985566,576.7980137988925,j,0.498846098780632,None,10,image2,-7,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
128,0,128,j,0.4608968999236822,None,,,,,128,0,128,0,576.8491964992136,,,,,,,,,,,,,,,,,,,,,,,,,,,576.8397732991725,576.8491964992136,578.9028431996703,578.4197108000517,578.9028431996703,580.9613896999508,j,0.4608968999236822,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
129,0,129,f,0.5186887010931969,None,,,,,129,0,129,0,581.0132691990584,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0035072993487,581.0132691990584,582.5199496988207,581.9697477985173,582.5199496988207,584.8949171993881,f,0.5186887010931969,None,0,image2,-9,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
130,0,130,j,0.40353329852223396,None,,,,,130,0,130,0,584.9455651994795,,,,,,,,,,,,,,,,,,,,,,,,,,,584.9366346001625,584.9455651994795,586.9032457992435,586.4697102997452,586.9032457992435,589.0721253994852,j,0.40353329852223396,None,0,image1,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
131,0,131,f,0.40348090045154095,None,,,,,131,0,131,0,589.1223537996411,,,,,,,,,,,,,,,,,,,,,,,,,,,589.1126999985427,589.1223537996411,591.519693300128,591.0860288999975,591.519693300128,594.3094158992171,f,0.40348090045154095,None,0,image1,-11,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
132,0,132,j,1.225103098899126,None,,,,,132,0,132,0,594.4269783999771,,,,,,,,,,,,,,,,,,,,,,,,,,,594.4179151002318,594.4269783999771,597.3698148000985,596.1195444986224,597.3698148000985,600.3136540986598,j,1.225103098899126,None,10,image2,-12,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
133,0,133,j,0.5153348986059427,None,,,,,133,0,133,0,600.3664851002395,,,,,,,,,,,,,,,,,,,,,,,,,,,600.3570798002183,600.3664851002395,602.6194540001452,602.0862704999745,602.6194540001452,604.9186700992286,j,0.5153348986059427,None,10,image2,-13,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
134,0,134,f,0.46506630070507526,None,,,,,134,0,134,0,604.9700839985162,,,,,,,,,,,,,,,,,,,,,,,,,,,604.9602253995836,604.9700839985162,607.0363574996591,606.5529544986784,607.0363574996591,610.0030753985047,f,0.46506630070507526,None,10,image2,-14,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
135,0,135,f,0.5627468004822731,None,,,,,135,0,135,0,610.0537521000952,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0436969995499,610.0537521000952,611.4862322993577,610.9030954986811,611.4862322993577,613.6614177003503,f,0.5627468004822731,None,10,image2,-15,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
136,0,136,f,0.6818502005189657,None,,,,,136,0,136,0,613.7809640988708,,,,,,,,,,,,,,,,,,,,,,,,,,,613.7716179993004,613.7809640988708,615.0196695998311,614.3196315988898,,617.9787185993046,f,0.6818502005189657,None,10,image2,4,image1,image2,[],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
137,0,137,f,0.3941047992557287,None,,,,,137,0,137,0,618.0292937997729,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0203265994787,618.0292937997729,620.1195889990777,619.7030245997012,620.1195889990777,623.0649012997746,f,0.3941047992557287,None,10,image2,3,image1,image2,['low'],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
138,0,138,f,0.38140259869396687,None,,,,,138,0,138,0,623.1166204996407,,,,,,,,,,,,,,,,,,,,,,,,,,,623.1063729003072,623.1166204996407,625.0196841992438,624.619761498645,625.0196841992438,627.8704276997596,f,0.38140259869396687,None,0,image2,2,image1,image2,"['low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
139,0,139,j,0.4697385001927614,None,,,,,139,0,139,0,627.9210048988461,,,,,,,,,,,,,,,,,,,,,,,,,,,627.9119255002588,627.9210048988461,630.1028057001531,629.6029543001205,630.1028057001531,632.9426849987358,j,0.4697385001927614,None,10,image1,1,image1,image2,"['low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
140,0,140,j,0.47656720131635666,None,,,,,140,0,140,0,632.9936319999397,,,,,,,,,,,,,,,,,,,,,,,,,,,632.98487989977,632.9936319999397,634.3361099995673,633.8360382001847,634.3361099995673,637.1637589987367,j,0.47656720131635666,None,0,image1,0,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
141,0,141,f,0.3656302001327276,None,,,,,141,0,141,0,637.2825709991157,,,,,,,,,,,,,,,,,,,,,,,,,,,637.273009698838,637.2825709991157,638.6031134985387,638.2197570987046,638.6031134985387,640.9178312998265,f,0.3656302001327276,None,0,image2,-1,image1,image2,"['low', 'low', 'high', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
142,0,142,j,0.2552262991666794,None,,,,,142,0,142,0,640.9696669988334,,,,,,,,,,,,,,,,,,,,,,,,,,,640.9601706992835,640.9696669988334,642.6529807988554,642.3694799989462,642.6529807988554,644.2229408994317,j,0.2552262991666794,None,0,image2,-2,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
143,0,143,j,0.393698500469327,None,,,,,143,0,143,0,644.2732288986444,,,,,,,,,,,,,,,,,,,,,,,,,,,644.2643350996077,644.2732288986444,645.7194708995521,645.3033332992345,645.7194708995521,647.7099210992455,j,0.393698500469327,None,10,image1,-3,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
144,0,144,f,0.36860269866883755,None,,,,,144,0,144,0,647.7605789992958,,,,,,,,,,,,,,,,,,,,,,,,,,,647.7513234000653,647.7605789992958,649.3529895991087,648.953038699925,649.3529895991087,651.5052089989185,f,0.36860269866883755,None,0,image1,-4,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
145,0,145,j,0.7316089011728764,None,,,,,145,0,145,0,651.5543952994049,,,,,,,,,,,,,,,,,,,,,,,,,,,651.5454896986485,651.5543952994049,652.8529826998711,652.102951399982,652.8529826998711,655.344011599198,j,0.7316089011728764,None,0,image2,-5,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
146,0,146,j,0.46620170027017593,None,,,,,146,0,146,0,655.4658822994679,,,,,,,,,,,,,,,,,,,,,,,,,,,655.4561457000673,655.4658822994679,656.6193802002817,656.136108700186,,659.0781477987766,j,0.46620170027017593,None,10,image2,-6,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
147,0,147,f,0.6455636005848646,None,,,,,147,0,147,0,659.1280329991132,,,,,,,,,,,,,,,,,,,,,,,,,,,659.1191750988364,659.1280329991132,660.502974299714,659.8363849986345,660.502974299714,662.4721274003386,f,0.6455636005848646,None,10,image1,-7,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
148,0,148,j,0.42139490135014057,None,,,,,148,0,148,0,662.5215661991388,,,,,,,,,,,,,,,,,,,,,,,,,,,662.5124688986689,662.5215661991388,664.6696744002402,664.2193307988346,664.6696744002402,666.6197577994317,j,0.42139490135014057,None,10,image2,-8,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
149,0,149,j,0.6236609984189272,None,,,,,149,0,149,0,666.6700595002621,,,,,,,,,,,,,,,,,,,,,,,,,,,666.6608559992164,666.6700595002621,668.4035805985332,667.753400400281,668.4035805985332,671.2756824996322,j,0.6236609984189272,None,0,image1,-9,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
150,0,150,f,0.7255991995334625,None,,,,,150,0,150,0,671.3956842999905,,,,,,,,,,,,,,,,,,,,,,,,,,,671.386489899829,671.3956842999905,673.1865093000233,672.4362163990736,673.1865093000233,675.2322958987206,f,0.7255991995334625,None,0,image2,-10,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
151,0,151,j,0.4976541996002197,None,,,,,151,0,151,0,675.2840847987682,,,,,,,,,,,,,,,,,,,,,,,,,,,675.274989599362,675.2840847987682,676.8696718998253,676.3531708996743,676.8696718998253,678.5887604989111,j,0.4976541996002197,None,10,image1,-11,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
152,0,152,j,0.36417900025844574,None,,,,,152,0,152,0,678.6390418000519,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6300751995295,678.6390418000519,680.4535367991775,680.0701448991895,680.4535367991775,683.1103373989463,j,0.36417900025844574,None,10,image1,-12,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
153,0,153,j,0.7235384993255138,None,,,,,153,0,153,0,683.1617127992213,,,,,,,,,,,,,,,,,,,,,,,,,,,683.1517306994647,683.1617127992213,685.8360411003232,685.0866131987423,685.8360411003232,688.6965573001653,j,0.7235384993255138,None,10,image1,-13,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
154,0,154,j,0.47360070049762726,None,,,,,154,0,154,0,688.748126199469,,,,,,,,,,,,,,,,,,,,,,,,,,,688.738755999133,688.748126199469,690.2367499992251,689.7366781998426,690.2367499992251,693.1426914986223,j,0.47360070049762726,None,0,image1,9,image2,image1,[],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
155,0,155,f,0.387228699401021,None,,,,,155,0,155,0,693.2619188986719,,,,,,,,,,,,,,,,,,,,,,,,,,,693.2531516999006,693.2619188986719,694.4866333995014,694.0697159990668,,697.05888979882,f,0.387228699401021,None,10,image1,8,image2,image1,['low'],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
156,0,156,j,0.5312526002526283,None,,,,,156,0,156,0,697.108540399,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0996254999191,697.108540399,698.6371077988297,698.0864399988204,698.6371077988297,701.5059813987464,j,0.5312526002526283,None,10,image1,7,image2,image1,"['low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
157,0,157,j,0.615089600905776,None,,,,,157,0,157,0,701.5562731996179,,,,,,,,,,,,,,,,,,,,,,,,,,,701.5471246987581,701.5562731996179,703.2367521002889,702.6029623989016,703.2367521002889,704.7618089988828,j,0.615089600905776,None,0,image1,6,image2,image1,"['low', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
158,0,158,j,0.7158553004264832,None,,,,,158,0,158,0,704.8121121991426,,,,,,,,,,,,,,,,,,,,,,,,,,,704.8028041999787,704.8121121991426,706.4197079986334,705.6860419996083,706.4197079986334,709.2062187995762,j,0.7158553004264832,None,10,image2,5,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
159,0,159,j,0.37681089900434017,None,,,,,159,0,159,0,709.2558229994029,,,,,,,,,,,,,,,,,,,,,,,,,,,709.2467010989785,709.2558229994029,710.3371159993112,709.9363530986011,,711.9682836998254,j,0.37681089900434017,None,10,image2,4,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
160,0,160,f,0.8179686013609171,None,,,,,160,0,160,0,712.0899055991322,,,,,,,,,,,,,,,,,,,,,,,,,,,712.080916499719,712.0899055991322,713.5528432000428,712.7030464001,713.5528432000428,715.5726595986634,f,0.8179686013609171,None,10,image2,3,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
161,0,161,j,0.5647036004811525,None,,,,,161,0,161,0,715.6230764985085,,,,,,,,,,,,,,,,,,,,,,,,,,,715.6139278002083,715.6230764985085,716.8529923986644,716.2697281986475,,719.1435646992177,j,0.5647036004811525,None,0,image2,2,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
162,0,162,f,0.4482728000730276,None,,,,,162,0,162,0,719.1945279985666,,,,,,,,,,,,,,,,,,,,,,,,,,,719.1844921987504,719.1945279985666,720.785982798785,720.3208469003439,720.785982798785,722.384396199137,f,0.4482728000730276,None,0,image2,1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
163,0,163,f,0.399201899766922,None,,,,,163,0,163,0,722.4350971989334,,,,,,,,,,,,,,,,,,,,,,,,,,,722.4260660987347,722.4350971989334,723.8039739988744,723.3862276989967,723.8039739988744,725.5902100987732,f,0.399201899766922,None,0,image2,1,image1,image2,['low'],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
164,0,164,j,0.47084680013358593,None,,,,,164,0,164,0,725.6410254985094,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6321373991668,725.6410254985094,728.0860516987741,727.5862999986857,728.0860516987741,731.0536468997598,j,0.47084680013358593,None,0,image2,0,image1,image2,"['low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
165,0,165,f,0.42224409990012646,None,,,,,165,0,165,0,731.1764217000455,,,,,,,,,,,,,,,,,,,,,,,,,,,731.1652162000537,731.1764217000455,733.0694133993238,732.6196109987795,733.0694133993238,734.6701076999307,f,0.42224409990012646,None,0,image1,-1,image1,image2,"['low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
166,0,166,f,0.8714006002992392,None,,,,,166,0,166,0,734.7207097001374,,,,,,,,,,,,,,,,,,,,,,,,,,,734.7113563995808,734.7207097001374,737.0694506987929,736.1696610990912,737.0694506987929,739.7538517992944,f,0.8714006002992392,None,0,image2,-2,image1,image2,"['low', 'low', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
167,0,167,f,0.4055857006460428,None,,,,,167,0,167,0,739.8041350990534,,,,,,,,,,,,,,,,,,,,,,,,,,,739.7945015989244,739.8041350990534,741.4528726991266,741.0195531994104,741.4528726991266,744.259225198999,f,0.4055857006460428,None,0,image2,-3,image1,image2,"['low', 'low', 'high', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
168,0,168,j,0.34980900026857853,None,,,,,168,0,168,0,744.3091313000768,,,,,,,,,,,,,,,,,,,,,,,,,,,744.3000438995659,744.3091313000768,746.5695037990808,746.2029331997037,746.5695037990808,748.6808230001479,j,0.34980900026857853,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
169,0,169,f,0.39793149940669537,None,,,,,169,0,169,0,748.8025350999087,,,,,,,,,,,,,,,,,,,,,,,,,,,748.7930787988007,748.8025350999087,750.6696067992598,750.2528884001076,750.6696067992598,752.9529932998121,f,0.39793149940669537,None,10,image1,-5,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
170,0,170,f,0.5415100008249283,None,,,,,170,0,170,0,753.0034403000027,,,,,,,,,,,,,,,,,,,,,,,,,,,752.9942907989025,753.0034403000027,754.1698212996125,753.6030097994953,,756.4658153988421,f,0.5415100008249283,None,0,image1,-6,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
171,0,171,j,0.40922340005636215,None,,,,,171,0,171,0,756.5173881985247,,,,,,,,,,,,,,,,,,,,,,,,,,,756.5067456997931,756.5173881985247,758.1877360995859,757.7527002990246,758.1877360995859,759.9000420998782,j,0.40922340005636215,None,0,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
172,0,172,f,0.4987278003245592,None,,,,,172,0,172,0,759.9496166985482,,,,,,,,,,,,,,,,,,,,,,,,,,,759.9405006002635,759.9496166985482,761.4026758987457,760.8864376991987,761.4026758987457,763.1765280999243,f,0.4987278003245592,None,0,image1,7,image2,image1,[],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
173,0,173,f,0.4647121988236904,None,,,,,173,0,173,0,763.2270713988692,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2171620987356,763.2270713988692,765.0030841995031,764.5200172998011,765.0030841995031,767.5656564999372,f,0.4647121988236904,None,0,image2,6,image2,image1,['high'],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
174,0,174,f,0.6106292996555567,None,,,,,174,0,174,0,767.6847353987396,,,,,,,,,,,,,,,,,,,,,,,,,,,767.6752565000206,767.6847353987396,770.3033294994384,769.6695891991258,770.3033294994384,772.0332546997815,f,0.6106292996555567,None,10,image2,5,image2,image1,"['high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
175,0,175,f,0.6794121991842985,None,,,,,175,0,175,0,772.0837081987411,,,,,,,,,,,,,,,,,,,,,,,,,,,772.07443960011,772.0837081987411,773.4860282987356,772.7859693001956,773.4860282987356,775.5866654999554,f,0.6794121991842985,None,10,image2,4,image2,image1,"['high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
176,0,176,f,0.47615280002355576,None,,,,,176,0,176,0,775.6375749986619,,,,,,,,,,,,,,,,,,,,,,,,,,,775.6284289993346,775.6375749986619,777.7697197999805,777.2695415988564,777.7697197999805,779.4381609000266,f,0.47615280002355576,None,10,image2,3,image2,image1,"['high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
