thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
55,0,55,f,0.5317033994942904,None,,,,,55,0,55,0,250.78179529961199,,,,,,,,,,,,,,,,,,,,,250.77205789927393,250.78179529961199,252.05325399991125,252.05325399991125,251.5032832995057,254.29414069931954,f,0.5317033994942904,None,0,image2,-22,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
56,0,56,j,0.5830351002514362,None,,,,,56,0,56,0,254.34667239990085,,,,,,,,,,,,,,,,,,,,,254.33716630004346,254.34667239990085,255.8198172999546,255.8198172999546,255.2199099995196,258.56825059931725,j,0.5830351002514362,None,10,image2,-23,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
57,0,57,f,0.5201089000329375,None,,,,,57,0,57,0,258.6797464992851,,,,,,,,,,,,,,,,,,,,,258.6708918996155,258.6797464992851,260.103174299933,260.103174299933,259.5540063995868,261.618041199632,f,0.5201089000329375,None,10,image1,-24,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
58,0,58,j,0.6236068001016974,None,,,,,58,0,58,0,261.6711917994544,,,,,,,,,,,,,,,,,,,,,261.66168599948287,261.6711917994544,263.03644649963826,263.03644649963826,262.38670949917287,265.014990599826,j,0.6236068001016974,None,0,image2,-25,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
59,0,59,j,0.5258388007059693,None,,,,,59,0,59,0,265.067303000018,,,,,,,,,,,,,,,,,,,,,265.05861019995064,265.067303000018,266.80316459946334,266.80316459946334,266.2531289998442,269.00748339947313,j,0.5258388007059693,None,10,image2,-26,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
60,0,60,j,0.6990379001945257,None,,,,,60,0,60,0,269.0604816991836,,,,,,,,,,,,,,,,,,,,,269.05080459918827,269.0604816991836,271.65308529976755,271.65308529976755,270.93665149994195,274.4199994998053,j,0.6990379001945257,None,0,image1,-27,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
61,0,61,j,0.39124609995633364,None,,,,,61,0,61,0,274.53399529960006,,,,,,,,,,,,,,,,,,,,,274.5247120000422,274.53399529960006,,275.63709429930896,275.21989189926535,278.2682772995904,j,0.39124609995633364,None,0,image1,-28,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
62,0,62,f,0.6210726005956531,None,,,,,62,0,62,0,278.3201361000538,,,,,,,,,,,,,,,,,,,,,278.3110487991944,278.3201361000538,280.51969779934734,280.51969779934734,279.8699374999851,283.4481515996158,f,0.6210726005956531,None,10,image1,-29,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
63,0,63,j,1.1148831006139517,None,,,,,63,0,63,0,283.50050670001656,,,,,,,,,,,,,,,,,,,,,283.49178749974817,283.50050670001656,285.5030913995579,285.5030913995579,284.36965189967304,287.9046968994662,j,1.1148831006139517,None,0,image1,-30,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
64,0,64,j,0.5572744999080896,None,,,,,64,0,64,0,287.95601930003613,,,,,,,,,,,,,,,,,,,,,287.9470700994134,287.95601930003613,290.43645819928497,290.43645819928497,289.85345899965614,292.62783429957926,j,0.5572744999080896,None,10,image2,-31,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
65,0,65,j,0.8903245003893971,None,,,,,65,0,65,0,292.68043319974095,,,,,,,,,,,,,,,,,,,,,292.67150629963726,292.68043319974095,294.4533706000075,294.4533706000075,293.53634949959815,296.1274465993047,j,0.8903245003893971,None,10,image1,-32,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
66,0,66,j,0.6751626003533602,None,,,,,66,0,66,0,296.17985149938613,,,,,,,,,,,,,,,,,,,,,296.17117279954255,296.17985149938613,298.1867553992197,298.1867553992197,297.4868821995333,300.58333579916507,j,0.6751626003533602,None,0,image2,-33,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
67,0,67,j,0.40822890028357506,None,,,,,67,0,67,0,300.6365561997518,,,,,,,,,,,,,,,,,,,,,300.626829999499,300.6365561997518,302.43664149940014,302.43664149940014,302.003100999631,305.1079408992082,j,0.40822890028357506,None,10,image2,-34,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
68,0,68,f,0.7332272995263338,None,,,,,68,0,68,0,305.15971309971064,,,,,,,,,,,,,,,,,,,,,305.1509030992165,305.15971309971064,306.5864574993029,306.5864574993029,305.8367192996666,308.31330040004104,f,0.7332272995263338,None,0,image1,-35,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
69,0,69,j,0.6956335995346308,None,,,,,69,0,69,0,308.3652117997408,,,,,,,,,,,,,,,,,,,,,308.35646479949355,308.3652117997408,310.1197916995734,310.1197916995734,309.40345889981836,312.28372359927744,j,0.6956335995346308,None,0,image1,-36,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
70,0,70,j,0.3721327008679509,None,,,,,70,0,70,0,312.3980447994545,,,,,,,,,,,,,,,,,,,,,312.38925629947335,312.3980447994545,313.6867239996791,313.6867239996791,313.2867270996794,315.65027629956603,j,0.3721327008679509,None,0,image1,-37,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
71,0,71,j,0.43164810072630644,None,,,,,71,0,71,0,315.7040292993188,,,,,,,,,,,,,,,,,,,,,315.6934428997338,315.7040292993188,317.2364734997973,317.2364734997973,316.7867805995047,319.65042509976774,j,0.43164810072630644,None,10,image2,-38,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
72,0,72,f,0.6729457005858421,None,,,,,72,0,72,0,319.70385859999806,,,,,,,,,,,,,,,,,,,,,319.694384499453,319.70385859999806,321.6366304997355,321.6366304997355,320.93708309996873,323.53785009961575,f,0.6729457005858421,None,0,image2,-39,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
73,0,73,j,0.4030547998845577,None,,,,,73,0,73,0,323.591918499209,,,,,,,,,,,,,,,,,,,,,323.582408699207,323.591918499209,325.91974459961057,325.91974459961057,325.4867409998551,328.5540171992034,j,0.4030547998845577,None,10,image1,-40,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
74,0,74,j,0.4186514001339674,None,,,,,74,0,74,0,328.67069469951093,,,,,,,,,,,,,,,,,,,,,328.6617592992261,328.67069469951093,329.9700312996283,329.9700312996283,329.5197438998148,331.44606320001185,j,0.4186514001339674,None,0,image1,-41,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
75,0,75,j,0.5579757001250982,None,,,,,75,0,75,0,331.4986353991553,,,,,,,,,,,,,,,,,,,,,331.48982139956206,331.4986353991553,,332.6199053991586,332.03702519927174,334.47738719917834,j,0.5579757001250982,None,10,image2,-42,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
76,0,76,f,0.6272935997694731,None,,,,,76,0,76,0,334.5295324996114,,,,,,,,,,,,,,,,,,,,,334.52060669939965,334.5295324996114,336.21977909933776,336.21977909933776,335.5698506999761,339.09324799943715,f,0.6272935997694731,None,10,image2,-43,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
77,0,77,j,0.3307621004059911,None,,,,,77,0,77,0,339.14561759959906,,,,,,,,,,,,,,,,,,,,,339.13683309964836,339.14561759959906,340.4531530998647,340.4531530998647,340.1041449997574,342.1752523994073,j,0.3307621004059911,None,0,image1,-44,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
78,0,78,j,0.32898980006575584,None,,,,,78,0,78,0,342.2267129998654,,,,,,,,,,,,,,,,,,,,,342.2179197994992,342.2267129998654,343.9364941995591,343.9364941995591,343.5866625998169,345.8021864993498,j,0.32898980006575584,None,10,image2,-45,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
79,0,79,f,0.6694698994979262,None,,,,,79,0,79,0,345.9174493998289,,,,,,,,,,,,,,,,,,,,,345.90811639931053,345.9174493998289,347.9366550995037,347.9366550995037,347.2366957999766,349.9925272995606,f,0.6694698994979262,None,10,image1,-46,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
80,0,80,j,1.0486514000222087,None,,,,,80,0,80,0,350.0456839995459,,,,,,,,,,,,,,,,,,,,,350.03613050002605,350.0456839995459,351.8033807994798,351.8033807994798,350.7372623998672,354.6017813999206,j,1.0486514000222087,None,10,image1,-47,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
81,0,81,f,0.6068273996934295,None,,,,,81,0,81,0,354.6536935996264,,,,,,,,,,,,,,,,,,,,,354.64494229946285,354.6536935996264,,355.8367978995666,355.2033054996282,358.65427959989756,f,0.6068273996934295,None,10,image2,-48,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
82,0,82,j,0.6734358994290233,None,,,,,82,0,82,0,358.7069141995162,,,,,,,,,,,,,,,,,,,,,358.6980634992942,358.7069141995162,360.85314009990543,360.85314009990543,360.1534409997985,362.60873760003597,j,0.6734358994290233,None,10,image2,-49,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
83,0,83,f,0.5462626004591584,None,,,,,83,0,83,0,362.7256310991943,,,,,,,,,,,,,,,,,,,,,362.71686359960586,362.7256310991943,364.48652899917215,364.48652899917215,363.91999319940805,366.0850310996175,f,0.5462626004591584,None,0,image1,-50,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
84,0,84,j,0.6722427001222968,None,,,,,84,0,84,0,366.1382444994524,,,,,,,,,,,,,,,,,,,,,366.1283190995455,366.1382444994524,368.27100959979,368.27100959979,367.57063829991966,370.4556402992457,j,0.6722427001222968,None,0,image1,-51,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
85,0,85,j,0.4573133001103997,None,,,,,85,0,85,0,370.509173899889,,,,,,,,,,,,,,,,,,,,,370.4987802999094,370.509173899889,372.26986209955066,372.26986209955066,371.78669139929116,374.01378409937024,j,0.4573133001103997,None,0,image1,-52,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
86,0,86,j,0.36900540068745613,None,,,,,86,0,86,0,374.06737970001996,,,,,,,,,,,,,,,,,,,,,374.05787939950824,374.06737970001996,376.15384249947965,376.15384249947965,375.7534620994702,378.49441539961845,j,0.36900540068745613,None,10,image1,-53,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
87,0,87,j,1.0665234001353383,None,,,,,87,0,87,0,378.5473631992936,,,,,,,,,,,,,,,,,,,,,378.5384641997516,378.5473631992936,381.6034442996606,381.6034442996606,380.5200866991654,383.75749849993736,j,1.0665234001353383,None,10,image2,-54,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
88,0,88,j,0.7650913000106812,None,,,,,88,0,88,0,383.8718241993338,,,,,,,,,,,,,,,,,,,,,383.86272950004786,383.8718241993338,385.81979169975966,385.81979169975966,385.03679239936173,387.6973567996174,j,0.7650913000106812,None,0,image2,-55,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
89,0,89,j,0.41656310018152,None,,,,,89,0,89,0,387.7505561998114,,,,,,,,,,,,,,,,,,,,,387.74073689989746,387.7505561998114,389.80323069915175,389.80323069915175,389.37017689924687,391.7479733992368,j,0.41656310018152,None,10,image2,-56,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
90,0,90,j,0.9350472996011376,None,,,,,90,0,90,0,391.8001774996519,,,,,,,,,,,,,,,,,,,,,391.7914681993425,391.8001774996519,394.36987459938973,394.36987459938973,393.4031882993877,396.8442914998159,j,0.9350472996011376,None,10,image1,-57,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
91,0,91,f,0.6513209994882345,None,,,,,91,0,91,0,396.89723599981517,,,,,,,,,,,,,,,,,,,,,396.8881404995918,396.89723599981517,398.6033263998106,398.6033263998106,397.9199251998216,400.56104729976505,f,0.6513209994882345,None,10,image1,-58,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
92,0,92,j,0.41605859994888306,None,,,,,92,0,92,0,400.67910819966346,,,,,,,,,,,,,,,,,,,,,400.6700865998864,400.67910819966346,402.6201459998265,402.6201459998265,402.1865429999307,404.6907790992409,j,0.41605859994888306,None,0,image1,-59,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
93,0,93,j,0.3996827006340027,None,,,,,93,0,93,0,404.7440198995173,,,,,,,,,,,,,,,,,,,,,404.73505769949406,404.7440198995173,406.18653329927474,406.18653329927474,405.77030949946493,407.9437760999426,j,0.3996827006340027,None,10,image1,-60,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
94,0,94,f,0.5331341996788979,None,,,,,94,0,94,0,407.99612529948354,,,,,,,,,,,,,,,,,,,,,407.98744379915297,407.99612529948354,410.38663159962744,410.38663159962744,409.8367305994034,413.1614085994661,f,0.5331341996788979,None,10,image1,-61,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
95,0,95,j,0.5820534005761147,None,,,,,95,0,95,0,413.2156539000571,,,,,,,,,,,,,,,,,,,,,413.20588359981775,413.2156539000571,,414.4540406996384,413.85344019997865,416.6170558994636,j,0.5820534005761147,None,10,image2,-62,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
96,0,96,f,0.7511566001921892,None,,,,,96,0,96,0,416.67027019988745,,,,,,,,,,,,,,,,,,,,,416.66098049934953,416.67027019988745,418.16997689940035,418.16997689940035,417.3868273999542,420.71857569925487,f,0.7511566001921892,None,10,image2,-63,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
97,0,97,j,0.6028470005840063,None,,,,,97,0,97,0,420.83423579949886,,,,,,,,,,,,,,,,,,,,,420.82478019967675,420.83423579949886,422.31992150004953,422.31992150004953,421.68677069991827,423.8179627992213,j,0.6028470005840063,None,0,image1,-64,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
98,0,98,f,0.7143703000620008,None,,,,,98,0,98,0,423.87097529973835,,,,,,,,,,,,,,,,,,,,,423.86177469976246,423.87097529973835,425.8698538998142,425.8698538998142,425.13677089940757,427.8538432000205,f,0.7143703000620008,None,0,image1,-65,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
99,0,99,f,0.8283719001337886,None,,,,,99,0,99,0,427.90662969928235,,,,,,,,,,,,,,,,,,,,,427.8977932995185,427.90662969928235,429.5368402991444,429.5368402991444,428.6867641992867,432.40443539991975,f,0.8283719001337886,None,0,image1,-66,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
100,0,100,f,0.4574101995676756,None,,,,,100,0,100,0,432.45665339939296,,,,,,,,,,,,,,,,,,,,,432.4476621998474,432.45665339939296,434.603392499499,434.603392499499,434.1205865992233,436.77255759947,f,0.4574101995676756,None,0,image1,-67,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
101,0,101,j,0.4823201997205615,None,,,,,101,0,101,0,436.88959509972483,,,,,,,,,,,,,,,,,,,,,436.88038699980825,436.88959509972483,439.40387499984354,439.40387499984354,438.9033307991922,441.19973639957607,j,0.4823201997205615,None,0,image1,-68,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
102,0,102,j,0.38782820012420416,None,,,,,102,0,102,0,441.2531645996496,,,,,,,,,,,,,,,,,,,,,441.2434418993071,441.2531645996496,443.08677679952234,443.08677679952234,442.6709130993113,444.687473599799,j,0.38782820012420416,None,10,image1,-69,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
103,0,103,j,0.39495399966835976,None,,,,,103,0,103,0,444.7419693991542,,,,,,,,,,,,,,,,,,,,,444.7311941999942,444.7419693991542,,445.90373179968446,445.48671659920365,447.44629269931465,j,0.39495399966835976,None,0,image1,-70,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
104,0,104,j,0.44752570055425167,None,,,,,104,0,104,0,447.4987309994176,,,,,,,,,,,,,,,,,,,,,447.4898508992046,447.4987309994176,449.86992699932307,449.86992699932307,449.4042454995215,452.3252031998709,j,0.44752570055425167,None,10,image2,-71,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
105,0,105,f,0.4258126998320222,None,,,,,105,0,105,0,452.37807819992304,,,,,,,,,,,,,,,,,,,,,452.3680826993659,452.37807819992304,454.36985949985683,454.36985949985683,453.92066139914095,456.94629109930247,f,0.4258126998320222,None,0,image2,-72,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
106,0,106,f,0.5479303998872638,None,,,,,106,0,106,0,457.06459719967097,,,,,,,,,,,,,,,,,,,,,457.05467179976404,457.06459719967097,458.88719489984214,458.88719489984214,458.3201193995774,460.85713459923863,f,0.5479303998872638,None,0,image1,-73,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
107,0,107,j,0.4322579000145197,None,,,,,107,0,107,0,460.90962339937687,,,,,,,,,,,,,,,,,,,,,460.9008925994858,460.90962339937687,462.62006689980626,462.62006689980626,462.17087229993194,465.4870860995725,j,0.4322579000145197,None,10,image2,-74,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
108,0,108,j,0.438582899980247,None,,,,,108,0,108,0,465.5408739000559,,,,,,,,,,,,,,,,,,,,,465.5317300995812,465.5408739000559,466.903548900038,466.903548900038,466.4365849997848,469.4909045994282,j,0.438582899980247,None,10,image2,-75,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
109,0,109,j,0.6696418998762965,None,,,,,109,0,109,0,469.5440206993371,,,,,,,,,,,,,,,,,,,,,469.5344006996602,469.5440206993371,471.51995639968663,471.51995639968663,470.8200989998877,473.0486150998622,j,0.6696418998762965,None,0,image1,-76,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
110,0,110,f,0.8063280005007982,None,,,,,110,0,110,0,473.1651200996712,,,,,,,,,,,,,,,,,,,,,473.1562279993668,473.1651200996712,474.6541033992544,474.6541033992544,473.81990249920636,477.5079566994682,f,0.8063280005007982,None,0,image2,-77,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
111,0,111,j,0.6217203997075558,None,,,,,111,0,111,0,477.5598794994876,,,,,,,,,,,,,,,,,,,,,477.55110739916563,477.5598794994876,479.88680139929056,479.88680139929056,479.2365261996165,481.4503423999995,j,0.6217203997075558,None,0,image2,-78,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
112,0,112,f,0.8517648000270128,None,,,,,112,0,112,0,481.5037419991568,,,,,,,,,,,,,,,,,,,,,481.49430099967867,481.5037419991568,483.55318599939346,483.55318599939346,482.6702372999862,485.4170336993411,f,0.8517648000270128,None,10,image2,4,image1,image2,[],0.7,0.3,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
113,0,113,j,0.6740442998707294,None,,,,,113,0,113,0,485.47001689951867,,,,,,,,,,,,,,,,,,,,,485.4609959991649,485.47001689951867,488.03690479975194,488.03690479975194,487.33676429931074,489.9635020997375,j,0.6740442998707294,None,10,image1,3,image1,image2,['high'],0.7,0.3,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
