thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
52,0,52,f,0.24601700000039273,None,,,,,52,0,52,0,253.9917275000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.98439360000066,253.9917275000007,255.3070120000002,255.04035300000032,258.1791935000001,f,0.24601700000039273,None,0,image2,10,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,255.3070120000002,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
53,0,53,f,0.5812650999996549,None,,,,,53,0,53,0,258.2254849000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2183573000002,258.2254849000001,260.2903348000009,259.69027540000025,262.0993733000005,f,0.5812650999996549,None,10,image1,9,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,260.2903348000009,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
54,0,54,j,0.52935079999952,None,,,,,54,0,54,0,262.1461924000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.13900320000084,262.1461924000005,263.3069034,262.75699070000064,265.1567679000009,j,0.52935079999952,None,0,image1,8,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
55,0,55,j,0.4081860999995115,None,,,,,55,0,55,0,265.2032872000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.1958501000008,265.2032872000009,267.4402538000004,267.00727150000057,269.01529160000064,j,0.4081860999995115,None,0,image1,7,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,267.4402538000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
56,0,56,f,0.8281944000000294,None,,,,,56,0,56,0,269.1112206000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.1042855000005,269.1112206000007,271.94026570000005,271.09028240000043,274.23793490000025,f,0.8281944000000294,None,0,image2,6,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,271.94026570000005,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
57,0,57,j,0.32337660000030155,None,,,,,57,0,57,0,274.28455640000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.27735070000017,274.28455640000084,276.05718650000017,275.70700280000074,278.2656824000005,j,0.32337660000030155,None,10,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,276.05718650000017,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
58,0,58,f,0.45102070000029926,None,,,,,58,0,58,0,278.31550870000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.3085325000002,278.31550870000046,280.20692880000024,279.72372260000066,282.66759020000063,f,0.45102070000029926,None,10,image1,4,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,280.20692880000024,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
59,0,59,f,0.3677821999999651,None,,,,,59,0,59,0,282.7184341000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.71137440000075,282.7184341000002,284.04034480000064,283.64021520000006,286.9857660000007,f,0.3677821999999651,None,10,image1,3,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,284.04034480000064,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
60,0,60,f,0.3574668000001111,None,,,,,60,0,60,0,287.0389494000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.03156520000084,287.0389494000001,288.25699150000037,287.8737159000002,289.78131270000085,f,0.3574668000001111,None,10,image1,2,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
61,0,61,j,0.6408574999995835,None,,,,,61,0,61,0,289.8835048000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.87632010000016,289.8835048000001,291.873646,291.20698060000086,294.0602892000006,j,0.6408574999995835,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,291.873646,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
62,0,62,j,0.4526075000003402,None,,,,,62,0,62,0,294.11219960000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1050156000001,294.11219960000017,295.62363730000015,295.14025310000034,298.2332124000004,j,0.4526075000003402,None,0,image1,11,image2,image1,['low'],0.3,0.7,295.62363730000015,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
63,0,63,j,0.5479459999996834,None,,,,,63,0,63,0,298.28575400000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.27843180000036,298.28575400000045,299.67365340000015,299.10685510000076,301.8214603000006,j,0.5479459999996834,None,0,image1,10,image2,image1,"['low', 'low']",0.3,0.7,299.67365340000015,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
64,0,64,f,0.25599419999980455,None,,,,,64,0,64,0,301.8722895000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.8650911000004,301.8722895000001,304.1236862000005,303.8398446000001,306.56070460000046,f,0.25599419999980455,None,10,image2,9,image2,image1,"['low', 'low', 'high']",0.3,0.7,304.1236862000005,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
65,0,65,f,0.46045909999975265,None,,,,,65,0,65,0,306.66786950000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.66086690000066,306.66786950000005,308.99035990000084,308.50701110000045,311.3085751000008,f,0.46045909999975265,None,0,image1,8,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,308.99035990000084,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
66,0,66,f,0.3083268999998836,None,,,,,66,0,66,0,311.3602238000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.35288000000037,311.3602238000003,312.8403158000001,312.50701330000084,314.4215008000001,f,0.3083268999998836,None,0,image1,7,image2,image1,"['low', 'low', 'high', 'low', 'low']",0.3,0.7,312.8403158000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
67,0,67,j,0.35560029999942344,None,,,,,67,0,67,0,314.4681148000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.46110130000034,314.4681148000009,316.7069936000007,316.32359840000026,319.1150202000008,j,0.35560029999942344,None,10,image2,6,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,316.7069936000007,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
68,0,68,j,0.37402709999969375,None,,,,,68,0,68,0,319.16106840000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1540085000006,319.16106840000066,321.25689220000004,320.8569748000009,322.9089506,j,0.37402709999969375,None,10,image2,5,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,321.25689220000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
69,0,69,j,0.574433499999941,None,,,,,69,0,69,0,322.9605425000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.9533975000004,322.9605425000009,324.25694920000024,323.65693890000057,326.75995500000045,j,0.574433499999941,None,0,image1,4,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,324.25694920000024,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
70,0,70,j,0.3812836999995852,None,,,,,70,0,70,0,326.8614112000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.8540283000002,326.8614112000005,328.4737103000007,328.07372770000075,331.02768560000004,j,0.3812836999995852,None,0,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,328.4737103000007,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
71,0,71,j,0.4555817999998908,None,,,,,71,0,71,0,331.08071740000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0735957000006,331.08071740000014,333.1236226000001,332.6402751000005,335.6584810000004,j,0.4555817999998908,None,0,image1,2,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,333.1236226000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
72,0,72,j,0.30615729999954056,None,,,,,72,0,72,0,335.7109784000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.70396790000086,335.7109784000004,337.5071691000003,337.1735204000006,339.82875670000067,j,0.30615729999954056,None,0,image1,1,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,337.5071691000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
73,0,73,j,0.4738846000000194,None,,,,,73,0,73,0,339.8797078000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.87256160000015,339.8797078000007,341.2569852000006,340.7570142000004,343.633906,j,0.4738846000000194,None,10,image2,0,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,341.2569852000006,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
74,0,74,f,0.42063539999981003,None,,,,,74,0,74,0,343.7335963000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.7264090000008,343.7335963000005,346.1403528000001,345.69029750000027,348.29653100000087,f,0.42063539999981003,None,10,image2,-1,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,346.1403528000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
75,0,75,f,0.4182874999996784,None,,,,,75,0,75,0,348.3503946000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.34329940000043,348.3503946000001,350.62364460000026,350.17363190000015,353.5857648000001,f,0.4182874999996784,None,0,image2,-2,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,350.62364460000026,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
76,0,76,j,0.3295337000008658,None,,,,,76,0,76,0,353.6405426000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.6333340000001,353.6405426000001,355.3071357000008,354.95702430000074,357.1940129000004,j,0.3295337000008658,None,0,image1,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,355.3071357000008,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
77,0,77,j,0.8772489000002679,None,,,,,77,0,77,0,357.2447127000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.2375662000004,357.2447127000005,359.1902497000001,358.2902419000002,361.7918559000009,j,0.8772489000002679,None,0,image2,-4,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,359.1902497000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
78,0,78,j,0.3032013000001825,None,,,,,78,0,78,0,361.8453883000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8382672000007,361.8453883000002,363.5569555000002,363.2235530000007,365.35059470000033,j,0.3032013000001825,None,10,image2,2,image1,image2,[],0.7,0.3,363.5569555000002,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
79,0,79,f,0.506069000000025,None,,,,,79,0,79,0,365.45088980000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.44387480000023,365.45088980000037,367.69031780000023,367.1569487000006,370.55466140000044,f,0.506069000000025,None,10,image2,1,image1,image2,['low'],0.7,0.3,367.69031780000023,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
80,0,80,f,0.45613800000046467,None,,,,,80,0,80,0,370.60110240000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.59377890000087,370.60110240000085,372.09030770000027,371.6070115000002,374.5998974000004,f,0.45613800000046467,None,10,image2,0,image1,image2,"['low', 'low']",0.7,0.3,372.09030770000027,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
81,0,81,f,0.50330219999978,None,,,,,81,0,81,0,374.6553453000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.64823590000015,374.6553453000006,376.34025830000064,375.80695540000033,378.2275956000003,f,0.50330219999978,None,10,image2,-1,image1,image2,"['low', 'low', 'low']",0.7,0.3,376.34025830000064,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
82,0,82,f,0.3480660999994143,None,,,,,82,0,82,0,378.27790490000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.2707583000001,378.27790490000007,380.4902067000003,380.1235531000002,382.08297390000007,f,0.3480660999994143,None,0,image2,-2,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,380.4902067000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
83,0,83,f,0.2652419000005466,None,,,,,83,0,83,0,382.1915936000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1844697000006,382.1915936000005,383.8735865000008,383.5902913000009,385.66602180000064,f,0.2652419000005466,None,10,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,383.8735865000008,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
84,0,84,j,0.8665887999995903,None,,,,,84,0,84,0,385.7195453000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.7121779000008,385.7195453000004,388.22362150000026,387.3403640000006,389.8731875000003,j,0.8665887999995903,None,0,image2,-4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,388.22362150000026,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
85,0,85,j,0.3221284999999625,None,,,,,85,0,85,0,389.9256363000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.9184686000008,389.9256363000004,392.1069870000001,391.75696600000083,394.82115910000084,j,0.3221284999999625,None,10,image2,-5,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,392.1069870000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
86,0,86,f,0.6053906999995888,None,,,,,86,0,86,0,394.8675699000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.86043380000046,394.8675699000005,396.72360690000005,396.09034130000055,399.34298410000065,f,0.6053906999995888,None,10,image2,-6,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,396.72360690000005,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
87,0,87,j,0.6152597000000242,None,,,,,87,0,87,0,399.38953160000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.38212960000055,399.38953160000074,400.8735155000004,400.2403178000004,403.75921890000063,j,0.6152597000000242,None,10,image2,-7,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,400.8735155000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
88,0,88,j,0.3964538000000175,None,,,,,88,0,88,0,403.8058879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.7986651000001,403.8058879,405.1068875000001,404.69028640000033,408.0024105000002,j,0.3964538000000175,None,0,image2,-8,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,405.1068875000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
89,0,89,j,0.5419645000001765,None,,,,,89,0,89,0,408.0547376000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.04713320000064,408.0547376000004,410.0403294000007,409.47365510000054,411.5879622000002,j,0.5419645000001765,None,10,image1,-9,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,410.0403294000007,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
90,0,90,f,0.44727210000019113,None,,,,,90,0,90,0,411.63425540000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6272331,411.63425540000026,413.49032610000086,413.02356110000073,415.32148120000056,f,0.44727210000019113,None,10,image2,-10,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,413.49032610000086,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
91,0,91,f,1.02884769999946,None,,,,,91,0,91,0,415.36899390000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3615436,415.36899390000053,417.3402178000006,416.2904561000005,419.00623410000026,f,1.02884769999946,None,0,image2,-11,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,417.3402178000006,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
92,0,92,j,0.40604330000041955,None,,,,,92,0,92,0,419.1156426000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.1086501000009,419.1156426000007,421.5069672000009,421.0735723000007,424.01022620000003,j,0.40604330000041955,None,10,image1,-12,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,421.5069672000009,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
93,0,93,f,0.3653063000001566,None,,,,,93,0,93,0,424.0627110000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.05539080000017,424.0627110000005,426.2734799000009,425.8902530000005,428.62966190000043,f,0.3653063000001566,None,0,image2,-13,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,426.2734799000009,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
94,0,94,j,0.4433566999996401,None,,,,,94,0,94,0,428.6761961000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.66913340000065,428.6761961000002,429.80704610000066,429.34024040000077,432.2304827000007,j,0.4433566999996401,None,0,image1,-14,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
95,0,95,f,0.2904839000002539,None,,,,,95,0,95,0,432.27664260000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.2694865000003,432.27664260000074,433.6567496000007,433.34030410000014,436.43662790000053,f,0.2904839000002539,None,0,image2,-15,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,433.6567496000007,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
96,0,96,f,0.24442399999952613,None,,,,,96,0,96,0,436.54493620000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.53779290000057,436.54493620000085,438.3736617000004,438.1069548000005,440.93794550000075,f,0.24442399999952613,None,0,image1,-16,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,438.3736617000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
97,0,97,j,0.4319471999997404,None,,,,,97,0,97,0,440.9845387000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.97749980000026,440.9845387000005,443.2734637000003,442.8235814000009,445.5769113000006,j,0.4319471999997404,None,0,image2,-17,image1,image2,"['high', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,443.2734637000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
98,0,98,j,0.438365299999532,None,,,,,98,0,98,0,445.63113760000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.6240596000007,445.63113760000033,447.32365350000055,446.85688690000006,448.94639200000074,j,0.438365299999532,None,0,image2,-18,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,447.32365350000055,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
99,0,99,j,0.3702561999998579,None,,,,,99,0,99,0,449.0002806000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.99317390000033,449.0002806000002,450.1569838000005,449.7569075000001,452.63276360000054,j,0.3702561999998579,None,10,image2,-19,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
100,0,100,f,1.030291699999907,None,,,,,100,0,100,0,452.6836925000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.67651060000026,452.6836925000007,454.69025280000005,453.64033930000005,456.77543550000064,f,1.030291699999907,None,0,image2,-20,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,454.69025280000005,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
101,0,101,j,0.3911663999997472,None,,,,,101,0,101,0,456.88094720000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8737701,456.88094720000026,459.05705950000083,458.6403242000006,461.0205235000003,j,0.3911663999997472,None,0,image1,-21,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,459.05705950000083,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
102,0,102,j,0.799623299999439,None,,,,,102,0,102,0,461.0661431000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0592103000008,461.0661431000008,463.0236210000003,462.2069798000002,465.0187480000004,j,0.799623299999439,None,0,image2,-22,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,463.0236210000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
103,0,103,j,0.4726072000003114,None,,,,,103,0,103,0,465.06992270000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0624697000003,465.06992270000046,466.50699540000005,466.0069215000003,469.2734683000008,j,0.4726072000003114,None,0,image2,-23,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,466.50699540000005,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
104,0,104,f,0.3831358999996155,None,,,,,104,0,104,0,469.3249293000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.31742570000006,469.3249293000008,471.2236270000003,470.8236626000007,473.2666958000009,f,0.3831358999996155,None,10,image2,-24,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,471.2236270000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
105,0,105,f,0.34643099999993865,None,,,,,105,0,105,0,473.37272610000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.36558120000063,473.37272610000036,474.5235412000002,474.1569062000008,477.31028120000065,f,0.34643099999993865,None,0,image2,-25,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
106,0,106,j,0.3460374000005686,None,,,,,106,0,106,0,477.3563264000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.3491696000001,477.3563264000004,479.14038830000027,478.7736924000001,481.70635760000005,j,0.3460374000005686,None,10,image1,-26,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,479.14038830000027,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
107,0,107,j,0.3644266000001153,None,,,,,107,0,107,0,481.75306400000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.74564200000077,481.75306400000045,484.0569378,483.6736641000007,486.6126357000003,j,0.3644266000001153,None,10,image1,-27,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,484.0569378,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
108,0,108,j,0.4398404000003211,None,,,,,108,0,108,0,486.66411340000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.65677330000017,486.66411340000013,487.8569217000004,487.3901971000005,490.5522759000005,j,0.4398404000003211,None,10,image1,-28,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
