thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003068400000074689,0.007755800000040836,0.007755800000040836,1.4801299000000654,space,1.4602750999999898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.490421200000128,1.490421200000128,space,1.7534330999999383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
9,0,9,,,,9,0,9,0,,,,,27.3617634000002,,,,,,,,,,,,,,27.3617634000002,28.353502400000025,27.903504200000043,f,0.41984930000012355,None,16.402889200000118,10.736073100000112,29.82045660000017,29.828303900000037,29.828303900000037,31.471004900000025,space,1.6397452999999587,None,,,,,,,,,,,,,,,,,,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
0,0,0,f,0.4215993000000253,None,,,,,0,0,0,0,31.523767099999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.515201600000182,31.523767099999986,32.93688259999999,32.48662030000014,32.93688259999999,34.59014470000011,f,0.4215993000000253,None,10,image1,9,image1,image2,['high'],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
0,0,0,f,0.29585819999988416,None,,,,,0,0,0,0,34.641665600000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.634658400000035,34.641665600000124,35.93690290000018,35.620251199999984,35.93690290000018,37.654890300000034,f,0.29585819999988416,None,0,image1,8,image1,image2,"['high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
1,0,1,f,0.37036960000000363,None,,,,,1,0,1,0,37.70473140000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.69748249999998,37.70473140000013,40.13696180000011,39.73688600000014,40.13696180000011,42.2047484000002,f,0.37036960000000363,None,0,image2,7,image1,image2,"['high', 'high', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
2,0,2,f,0.33717120000005707,None,,,,,2,0,2,0,42.24769450000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.240724,42.24769450000008,43.953585299999986,43.58702630000016,43.953585299999986,45.733748100000184,f,0.33717120000005707,None,10,image1,6,image1,image2,"['high', 'high', 'low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
3,0,3,j,0.36752630000000863,None,,,,,3,0,3,0,45.83270070000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.82545890000006,45.83270070000003,47.203580500000044,46.803630399999975,47.203580500000044,50.0900422000002,j,0.36752630000000863,None,10,image1,5,image1,image2,"['high', 'high', 'low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
4,0,4,f,0.3323413000000528,None,,,,,4,0,4,0,50.141145800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.133979400000044,50.141145800000004,51.653591300000016,51.30349060000003,51.653591300000016,53.38863740000011,f,0.3323413000000528,None,10,image1,4,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
5,0,5,f,0.3858284000000367,None,,,,,5,0,5,0,53.433839499999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.426485500000126,53.433839499999976,55.77034030000004,55.353625700000066,55.77034030000004,58.04037870000002,f,0.3858284000000367,None,10,image1,3,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
6,0,6,j,0.42485320000014326,None,,,,,6,0,6,0,58.091164400000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.08433150000019,58.091164400000025,59.42033240000001,58.97026679999999,59.42033240000001,61.34905730000014,j,0.42485320000014326,None,10,image1,2,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
7,0,7,j,0.2909205999999358,None,,,,,7,0,7,0,61.44801230000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.44092190000015,61.44801230000007,63.453658099999984,63.13697610000008,63.453658099999984,65.75705340000013,j,0.2909205999999358,None,0,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
8,0,8,j,0.4244055000001481,None,,,,,8,0,8,0,65.80769950000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.80060500000013,65.80769950000013,67.85358400000018,67.40358950000018,67.85358400000018,69.51653120000014,j,0.4244055000001481,None,10,image2,3,image2,image1,['high'],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
9,0,9,f,0.3349792999999863,None,,,,,9,0,9,0,69.56568930000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.55841210000017,69.56568930000003,71.22034940000003,70.8536623,71.22034940000003,73.33656970000015,f,0.3349792999999863,None,10,image2,2,image2,image1,"['high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
10,0,10,f,0.3463314000000537,None,,,,,10,0,10,0,73.38731700000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38011180000012,73.38731700000017,74.70353480000017,74.33702830000016,74.70353480000017,76.74020010000004,f,0.3463314000000537,None,10,image2,1,image2,image1,"['high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
11,0,11,j,0.5752202000001034,None,,,,,11,0,11,0,76.7910995000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.78381009999998,76.7910995000002,79.22034540000004,78.62038189999998,79.22034540000004,81.01317140000015,j,0.5752202000001034,None,10,image2,0,image2,image1,"['high', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
12,0,12,f,0.3066665000001194,None,,,,,12,0,12,0,81.11021090000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1028953,81.11021090000008,82.67013800000018,82.33689490000006,82.67013800000018,84.3517531,f,0.3066665000001194,None,0,image2,6,image1,image2,[],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
13,0,13,j,0.40830370000003313,None,,,,,13,0,13,0,84.39639870000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38925200000017,84.39639870000019,85.6372143000001,85.2036521,,87.17515320000007,j,0.40830370000003313,None,0,image2,5,image1,image2,['low'],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
14,0,14,f,0.29724000000010165,None,,,,,14,0,14,0,87.22649569999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.21930940000016,87.22649569999999,88.50382869999999,88.18698660000018,88.50382869999999,90.11925440000005,f,0.29724000000010165,None,10,image1,4,image1,image2,"['low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
15,0,15,j,0.3287315000000035,None,,,,,15,0,15,0,90.1676668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1603712000001,90.1676668,92.32034320000002,91.97029160000011,92.32034320000002,95.22376860000008,j,0.3287315000000035,None,10,image1,3,image1,image2,"['low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
16,0,16,j,0.3532915000000685,None,,,,,16,0,16,0,95.32381800000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.31670340000005,95.32381800000007,97.55362580000019,97.17023280000012,97.55362580000019,100.35125460000017,j,0.3532915000000685,None,10,image1,2,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
17,0,17,j,0.342219299999897,None,,,,,17,0,17,0,100.40218890000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.39480200000003,100.40218890000006,102.80370349999998,102.43700970000009,102.80370349999998,105.07173360000002,j,0.342219299999897,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
18,0,18,j,0.40128359999994245,None,,,,,18,0,18,0,105.12216390000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.11481049999998,105.12216390000003,107.38696670000013,106.95370980000007,107.38696670000013,110.08850120000011,j,0.40128359999994245,None,0,image1,15,image2,image1,[],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
19,0,19,f,0.3765947000001688,None,,,,,19,0,19,0,110.13863660000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.13142220000009,110.13863660000015,111.9870949000001,111.58712720000017,111.9870949000001,114.87126480000006,f,0.3765947000001688,None,0,image1,14,image2,image1,['low'],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
20,0,20,f,0.35392139999999017,None,,,,,20,0,20,0,114.92003169999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.91294800000014,114.92003169999998,116.53715269999998,116.1538038000001,116.53715269999998,118.98646020000001,f,0.35392139999999017,None,0,image1,13,image2,image1,"['low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
21,0,21,j,0.5183503000000655,None,,,,,21,0,21,0,119.08261030000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07523550000019,119.08261030000017,120.17044410000017,119.62047980000011,,121.72425730000009,j,0.5183503000000655,None,10,image2,12,image2,image1,"['low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
22,0,22,j,0.2893937999999707,None,,,,,22,0,22,0,121.77680600000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.76974089999999,121.77680600000008,123.30379800000014,122.98701520000009,123.30379800000014,124.9003497000001,j,0.2893937999999707,None,10,image2,11,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
23,0,23,f,0.3283507000001009,None,,,,,23,0,23,0,124.95101720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.94362060000003,124.95101720000002,127.15382599999998,126.8038348,127.15382599999998,129.3388453,f,0.3283507000001009,None,10,image2,10,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
24,0,24,j,0.42674560000000383,None,,,,,24,0,24,0,129.39040799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3834422,129.39040799999998,131.58692889999998,131.13712940000005,131.58692889999998,133.3535577,j,0.42674560000000383,None,10,image2,9,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
25,0,25,f,0.49897219999979825,None,,,,,25,0,25,0,133.4539502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.44686180000008,133.4539502,135.05375290000006,134.53707980000013,135.05375290000006,136.65906360000008,f,0.49897219999979825,None,10,image2,8,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
26,0,26,j,0.32516609999993307,None,,,,,26,0,26,0,136.70868970000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.70154860000002,136.70868970000015,138.0204897000001,137.6705214000001,138.0204897000001,140.5696289,j,0.32516609999993307,None,0,image2,7,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
27,0,27,f,0.2961467000000084,None,,,,,27,0,27,0,140.61278700000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.6056477000002,140.61278700000003,142.13720740000008,141.82034900000008,142.13720740000008,144.60137520000012,f,0.2961467000000084,None,10,image1,6,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
28,0,28,f,0.3707941000000119,None,,,,,28,0,28,0,144.64605140000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6390107000002,144.64605140000003,146.9371999,146.53716210000016,146.9371999,149.79069040000013,f,0.3707941000000119,None,0,image1,5,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
29,0,29,j,0.47878979999995863,None,,,,,29,0,29,0,149.8430727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.83580890000007,149.8430727,151.32041860000004,150.8204932000001,151.32041860000004,153.85313700000006,j,0.47878979999995863,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
30,0,30,f,0.3920305000001463,None,,,,,30,0,30,0,153.95305170000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.94577630000003,153.95305170000006,155.63718790000007,155.22046710000018,155.63718790000007,157.81127020000008,f,0.3920305000001463,None,10,image2,3,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
31,0,31,f,0.40613170000005994,None,,,,,31,0,31,0,157.8644710000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.85709050000014,157.8644710000001,158.90385570000012,158.47046550000005,,161.7942035000001,f,0.40613170000005994,None,0,image2,2,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
32,0,32,f,0.35976690000006784,None,,,,,32,0,32,0,161.8465268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.83919070000002,161.8465268,163.40394660000015,163.02061160000017,163.40394660000015,166.1973567,f,0.35976690000006784,None,10,image1,1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
33,0,33,f,0.30515620000005583,None,,,,,33,0,33,0,166.25009990000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.24288560000014,166.25009990000012,167.90389660000005,167.57059660000004,167.90389660000005,170.15531520000013,f,0.30515620000005583,None,0,image1,0,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
34,0,34,j,0.39976320000005217,None,,,,,34,0,34,0,170.2584306000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2514027000002,170.2584306000001,171.60384050000016,171.18715070000007,171.60384050000016,173.99776500000007,j,0.39976320000005217,None,0,image1,-1,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
35,0,35,j,0.3389876999999615,None,,,,,35,0,35,0,174.04814810000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.04097000000002,174.04814810000016,175.90386469999999,175.53722100000005,175.90386469999999,177.70010160000015,j,0.3389876999999615,None,10,image2,-2,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
36,0,36,f,0.39552019999996446,None,,,,,36,0,36,0,177.74602679999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.73874210000008,177.74602679999998,179.93739060000007,179.52056530000004,179.93739060000007,182.2501906,f,0.39552019999996446,None,0,image2,-3,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
37,0,37,j,0.3049103999999261,None,,,,,37,0,37,0,182.30224629999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.29489030000013,182.30224629999998,184.32061240000007,183.98723770000015,184.32061240000007,186.97234590000016,j,0.3049103999999261,None,0,image1,-4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
38,0,38,j,0.47931850000009035,None,,,,,38,0,38,0,187.07058150000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0633620000001,187.07058150000012,188.32060560000014,187.82064200000013,188.32060560000014,190.97237110000015,j,0.47931850000009035,None,0,image1,-5,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
39,0,39,f,0.40311259999998583,None,,,,,39,0,39,0,191.0255635000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.01837850000015,191.0255635000001,192.1373294,191.7039433,,194.70362290000003,f,0.40311259999998583,None,10,image2,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
40,0,40,f,0.3211084999998093,None,,,,,40,0,40,0,194.75451480000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.7473212,194.75451480000015,195.9372546000002,195.58728210000004,,198.0698585,f,0.3211084999998093,None,10,image2,-7,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
41,0,41,f,0.3320447000000968,None,,,,,41,0,41,0,198.12030490000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.11275760000012,198.12030490000006,199.45387720000008,199.10425080000005,199.45387720000008,202.00991880000015,f,0.3320447000000968,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
42,0,42,j,0.401521700000103,None,,,,,42,0,42,0,202.0548271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0475613000001,202.0548271,204.18736850000005,203.75415080000016,204.18736850000005,206.3346253000002,j,0.401521700000103,None,0,image2,-9,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
43,0,43,f,0.3462449999999535,None,,,,,43,0,43,0,206.4300806000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4231702000002,206.4300806000001,208.48723990000008,208.12073580000015,208.48723990000008,210.1262482000002,f,0.3462449999999535,None,10,image2,4,image1,image2,[],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
44,0,44,f,0.7637561999999889,None,,,,,44,0,44,0,210.17693510000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.16991389999998,210.17693510000004,211.6874537000001,210.9039404,211.6874537000001,213.71472370000015,f,0.7637561999999889,None,0,image2,3,image1,image2,['low'],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
45,0,45,f,0.9977366999999049,None,,,,,45,0,45,0,213.76558610000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.75840500000004,213.76558610000006,215.65400380000005,214.6373337,215.65400380000005,218.58882119999998,f,0.9977366999999049,None,10,image1,2,image1,image2,"['low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
46,0,46,j,0.31837930000006054,None,,,,,46,0,46,0,218.64031760000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.63321130000008,218.64031760000012,220.97070680000002,220.62069640000004,220.97070680000002,223.36533750000012,j,0.31837930000006054,None,10,image1,1,image1,image2,"['low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
47,0,47,f,0.3792334000002029,None,,,,,47,0,47,0,223.46935610000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.46243560000016,223.46935610000014,225.30405400000018,224.9039795000001,225.30405400000018,226.7747793000001,f,0.3792334000002029,None,10,image1,0,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
48,0,48,j,0.3289345000000594,None,,,,,48,0,48,0,226.8275218000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.82050690000005,226.8275218000001,228.92060460000016,228.57071330000008,228.92060460000016,231.22203260000015,j,0.3289345000000594,None,10,image1,-1,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
49,0,49,j,0.3356493999999657,None,,,,,49,0,49,0,231.26806740000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.26067000000012,231.26806740000006,232.3540971,231.98740859999998,,234.4435159000002,j,0.3356493999999657,None,10,image1,2,image2,image1,[],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
50,0,50,j,0.3380581000001257,None,,,,,50,0,50,0,234.4953164000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.48804640000003,234.4953164000001,235.52074930000003,235.15391799999998,,238.3976169,j,0.3380581000001257,None,10,image1,1,image2,image1,['low'],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
51,0,51,f,0.30621500000006563,None,,,,,51,0,51,0,238.44991990000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.44244279999998,238.44991990000017,240.68738280000002,240.35395970000013,240.68738280000002,243.49987510000005,f,0.30621500000006563,None,0,image1,0,image2,image1,"['low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
52,0,52,j,0.32823050000001786,None,,,,,52,0,52,0,243.5998406000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.59246630000007,243.5998406000001,245.35406050000006,245.004048,245.35406050000006,248.1593938000001,j,0.32823050000001786,None,0,image2,-1,image2,image1,"['low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
53,0,53,f,0.37239110000018627,None,,,,,53,0,53,0,248.21079350000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.20381040000007,248.21079350000014,249.50417930000003,249.10408800000005,249.50417930000003,251.75399340000013,f,0.37239110000018627,None,10,image2,-2,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
54,0,54,j,0.3948198999999022,None,,,,,54,0,54,0,251.80732490000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8002401000001,251.80732490000014,253.15406610000014,252.73742300000004,253.15406610000014,255.51264090000018,j,0.3948198999999022,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
