thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
118,0,118,j,0.3240946000000804,None,,,,,118,0,118,0,501.8819661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.87479200000007,501.8819661,504.0546399,503.7046555000002,504.0546399,506.1085376000001,j,0.3240946000000804,None,10,image1,-6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
119,0,119,f,0.3581175000001622,None,,,,,119,0,119,0,506.2134648000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.2065030000001,506.2134648000001,507.2380522000001,506.8546238000001,,509.5788497000001,f,0.3581175000001622,None,0,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
120,0,120,j,0.4729600999999093,None,,,,,120,0,120,0,509.6314208000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.6242317000001,509.6314208000001,511.2713706000002,510.7714393000001,511.2713706000002,513.1228358000001,j,0.4729600999999093,None,0,image1,5,image2,image1,[],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
121,0,121,j,0.31117779999999584,None,,,,,121,0,121,0,513.1726698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.1654303,513.1726698,515.3545920000001,515.0213608000001,515.3545920000001,517.7168156,j,0.31117779999999584,None,10,image2,4,image2,image1,['high'],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
122,0,122,f,0.6060655999999653,None,,,,,122,0,122,0,517.7698353000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.7624824000002,517.7698353000001,519.0881196,518.4547593,519.0881196,521.0669468000001,f,0.6060655999999653,None,0,image1,3,image2,image1,"['high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
123,0,123,f,0.3623594000000594,None,,,,,123,0,123,0,521.1192502000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.111881,521.1192502000001,523.3381718,522.9547601000002,523.3381718,525.5784587,f,0.3623594000000594,None,10,image2,2,image2,image1,"['high', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
124,0,124,j,0.29932499999995343,None,,,,,124,0,124,0,525.6826930000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6754807,525.6826930000002,527.8214512000002,527.5045858000001,527.8214512000002,529.9206581000001,j,0.29932499999995343,None,10,image2,1,image2,image1,"['high', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
125,0,125,j,0.32422260000021197,None,,,,,125,0,125,0,529.9706404000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.9634173000002,529.9706404000001,531.4213628,531.0713289000003,531.4213628,533.0638597,j,0.32422260000021197,None,0,image2,0,image2,image1,"['high', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
126,0,126,j,0.44114370000033887,None,,,,,126,0,126,0,533.1181380999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1106148000001,533.1181380999999,534.8216662000002,534.3547681000002,534.8216662000002,536.6951529999999,j,0.44114370000033887,None,0,image1,-1,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
127,0,127,f,0.3561862999999903,None,,,,,127,0,127,0,536.7445534000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7373383000001,536.7445534000001,538.4714480999999,538.0880086,538.4714480999999,540.4145171000002,f,0.3561862999999903,None,10,image2,-2,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
128,0,128,j,0.35288360000004104,None,,,,,128,0,128,0,540.5219772000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.5150654000001,540.5219772000003,541.5548778,541.1714628000002,,543.9512434999999,j,0.35288360000004104,None,10,image2,16,image1,image2,[],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
129,0,129,j,0.7796319000003678,None,,,,,129,0,129,0,544.0011938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9936519,544.0011938,545.6880231000002,544.8881537,545.6880231000002,547.4025939999999,j,0.7796319000003678,None,0,image2,15,image1,image2,['low'],0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
130,0,130,f,0.32636749999983294,None,,,,,130,0,130,0,547.4471944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.4400581000002,547.4471944,548.5548605000001,548.2050102999999,,550.4056956000002,f,0.32636749999983294,None,0,image2,14,image1,image2,"['low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
131,0,131,j,0.641070000000127,None,,,,,131,0,131,0,550.4562587000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.4491323,550.4562587000003,552.2381544000002,551.5715579999999,552.2381544000002,553.8935838,j,0.641070000000127,None,0,image2,13,image1,image2,"['low', 'low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
132,0,132,j,0.2885935000003883,None,,,,,132,0,132,0,553.9459291000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.9387268000003,553.9459291000001,555.3048211000003,554.9883347000002,555.3048211000003,557.9102309000002,j,0.2885935000003883,None,10,image1,12,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
133,0,133,f,0.2960593000002518,None,,,,,133,0,133,0,558.0139786000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0069363,558.0139786000002,559.7049387,559.3881951999999,559.7049387,561.7693022000001,f,0.2960593000002518,None,0,image1,11,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
134,0,134,f,0.44581250000010186,None,,,,,134,0,134,0,561.8142218999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.8070628000003,561.8142218999999,562.9214407000002,562.4548587000002,,564.8715973000001,f,0.44581250000010186,None,10,image2,10,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
135,0,135,j,0.2987898999999743,None,,,,,135,0,135,0,564.9240233000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9168675000003,564.9240233000003,566.8382365,566.5215623000001,566.8382365,568.6108783000002,j,0.2987898999999743,None,10,image2,9,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
136,0,136,f,0.5458294999998543,None,,,,,136,0,136,0,568.6615570000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.6543695000003,568.6615570000001,570.3381531000002,569.7715942000002,570.3381531000002,572.8789763000002,f,0.5458294999998543,None,0,image2,8,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
137,0,137,j,0.40888119999999617,None,,,,,137,0,137,0,572.9823281000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.9754208000002,572.9823281000001,574.4215406000001,573.9880359000001,574.4215406000001,577.3603049999999,j,0.40888119999999617,None,0,image1,7,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
138,0,138,j,0.37313359999961904,None,,,,,138,0,138,0,577.4112216999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.4041255,577.4112216999999,578.6549344000002,578.2548503,578.6549344000002,581.3895943,j,0.37313359999961904,None,0,image2,6,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
139,0,139,f,0.9247610000002169,None,,,,,139,0,139,0,581.4405457999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.4333533000001,581.4405457999999,583.2381794999999,582.288233,583.2381794999999,585.1902096000001,f,0.9247610000002169,None,0,image2,5,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
140,0,140,f,0.42242659999965326,None,,,,,140,0,140,0,585.2426638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.2352524,585.2426638,586.8882968999999,586.4382146999999,586.8882968999999,588.8915677000002,f,0.42242659999965326,None,10,image1,4,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
141,0,141,j,0.6729252999998607,None,,,,,141,0,141,0,588.9431526999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.9360965000003,588.9431526999999,591.2717341,590.5716209,591.2717341,592.7530078000002,j,0.6729252999998607,None,10,image1,3,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
142,0,142,f,0.29804360000025554,None,,,,,142,0,142,0,592.8537075000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.8464304000001,592.8537075000002,593.8716549000003,593.554918,,596.4647989000002,f,0.29804360000025554,None,10,image1,2,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
143,0,143,j,0.4202410000002601,None,,,,,143,0,143,0,596.5170888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.5097191000002,596.5170888,598.7383050999999,598.2882897000002,598.7383050999999,601.1634326000001,j,0.4202410000002601,None,0,image1,1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
144,0,144,j,0.2898793999997906,None,,,,,144,0,144,0,601.208359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2011580000001,601.208359,603.4549644000001,603.1383051,603.4549644000001,606.1623827000001,j,0.2898793999997906,None,10,image2,0,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
145,0,145,f,0.3272569000000658,None,,,,,145,0,145,0,606.2090378999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.2019735000001,606.2090378999999,608.1550201000002,607.8049669,608.1550201000002,610.7127527999999,f,0.3272569000000658,None,0,image2,-1,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
146,0,146,f,0.4248508999999103,None,,,,,146,0,146,0,610.8232212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8162880000002,610.8232212,612.4218250000001,611.9715805000003,612.4218250000001,615.0556733000001,f,0.4248508999999103,None,10,image1,-2,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
147,0,147,j,0.3038348000000042,None,,,,,147,0,147,0,615.1009240000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0935152,615.1009240000001,616.7049779000001,616.3715381,616.7049779000001,619.0064088000001,j,0.3038348000000042,None,10,image1,-3,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
148,0,148,j,0.3441729999999552,None,,,,,148,0,148,0,619.0558854000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0484191000003,619.0558854000003,620.5550129000001,620.1884161,620.5550129000001,622.2384545000002,j,0.3441729999999552,None,10,image1,-4,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
149,0,149,j,0.34634490000007645,None,,,,,149,0,149,0,622.2889923999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2815545999999,622.2889923999999,624.504944,624.1383125,624.504944,626.8068504999999,j,0.34634490000007645,None,10,image1,-5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
150,0,150,j,0.33868779999966137,None,,,,,150,0,150,0,626.8565509000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.8494527,626.8565509000002,628.8716096999999,628.5048912,628.8716096999999,631.5849119000002,j,0.33868779999966137,None,0,image1,14,image2,image1,[],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
151,0,151,j,0.42915949999996883,None,,,,,151,0,151,0,631.6942557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.6871891000003,631.6942557,633.5218299999999,633.0719276000002,633.5218299999999,635.3944558000001,j,0.42915949999996883,None,10,image2,13,image2,image1,['high'],0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
152,0,152,f,0.6426833999998962,None,,,,,152,0,152,0,635.4437441000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4364670000002,635.4437441000002,637.3883493999999,636.7218147000001,637.3883493999999,639.0175175000002,f,0.6426833999998962,None,0,image2,12,image2,image1,"['high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
153,0,153,f,0.3791815999998107,None,,,,,153,0,153,0,639.0620016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.0550224000001,639.0620016,641.3051310000003,640.905121,641.3051310000003,643.6235311000003,f,0.3791815999998107,None,10,image1,11,image2,image1,"['high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
154,0,154,f,0.2951677999999447,None,,,,,154,0,154,0,643.6747396000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.6674694000001,643.6747396000003,645.7386088999999,645.4217570000003,645.7386088999999,647.8089061000003,f,0.2951677999999447,None,10,image1,10,image2,image1,"['high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
155,0,155,f,0.33641880000004676,None,,,,,155,0,155,0,647.9171320000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9102642999999,647.9171320000003,650.1216382,649.7551444000003,650.1216382,651.8402154000003,f,0.33641880000004676,None,0,image1,9,image2,image1,"['high', 'high', 'low', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
156,0,156,f,0.3548499000003176,None,,,,,156,0,156,0,651.8906893000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.8834377000001,651.8906893000001,653.7050890000003,653.3218017000002,653.7050890000003,656.4836945,f,0.3548499000003176,None,0,image2,8,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
157,0,157,j,0.39920459999984814,None,,,,,157,0,157,0,656.5361919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5290538000002,656.5361919,658.2217874,657.8050842,658.2217874,661.1511422000001,j,0.39920459999984814,None,0,image2,7,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
158,0,158,j,0.4198105000000396,None,,,,,158,0,158,0,661.2044174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.1972567999999,661.2044174,662.3384191000002,661.8883167000001,,664.5674513000001,j,0.4198105000000396,None,10,image2,6,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
159,0,159,j,0.7483459999998558,None,,,,,159,0,159,0,664.6183040000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.6109245,664.6183040000003,666.2549333,665.4886878,666.2549333,667.9357892,j,0.7483459999998558,None,10,image1,5,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
160,0,160,f,0.3882997000000614,None,,,,,160,0,160,0,668.0381031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0308866000003,668.0381031,669.0718745000001,668.6551460000003,,671.1123138,f,0.3882997000000614,None,0,image1,4,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
161,0,161,j,0.338927099999637,None,,,,,161,0,161,0,671.1636080999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.1563477000002,671.1636080999999,672.9051768000002,672.5383672999999,672.9051768000002,675.1109458000003,j,0.338927099999637,None,0,image2,3,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
162,0,162,f,0.36970930000006774,None,,,,,162,0,162,0,675.1563819999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.1492220000002,675.1563819999999,677.3383949000001,676.9384797,677.3383949000001,679.4208908000003,f,0.36970930000006774,None,10,image2,2,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
163,0,163,j,0.31619610000007015,None,,,,,163,0,163,0,679.4634882000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.4563844000002,679.4634882000003,681.6221255000003,681.2884904,681.6221255000003,684.2883351000003,j,0.31619610000007015,None,10,image2,1,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
164,0,164,f,0.6193496999999297,None,,,,,164,0,164,0,684.3995187000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.3924730000001,684.3995187000003,686.9551875,686.3050747,686.9551875,689.4900454000001,f,0.6193496999999297,None,10,image1,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
165,0,165,j,0.41262970000025234,None,,,,,165,0,165,0,689.5417442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5346378000002,689.5417442,690.8887096999999,690.4550959999999,690.8887096999999,693.6622946,j,0.41262970000025234,None,0,image1,-1,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
166,0,166,f,0.5516191000001527,None,,,,,166,0,166,0,693.7070455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.6996171000003,693.7070455,695.5551899,694.9718958999999,695.5551899,698.4731527000001,f,0.5516191000001527,None,10,image2,-2,image2,image1,"['high', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
167,0,167,j,0.5959914999998546,None,,,,,167,0,167,0,698.5198877999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.5124327999999,698.5198877999999,699.6884978999999,699.0716525,,701.6177291000001,j,0.5959914999998546,None,10,image2,-3,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
168,0,168,f,0.3691392000000633,None,,,,,168,0,168,0,701.6695333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.6621223,701.6695333,703.5385272999999,703.1386144999999,703.5385272999999,705.0162175000003,f,0.3691392000000633,None,0,image2,-4,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
169,0,169,f,0.40295300000025236,None,,,,,169,0,169,0,705.1237105000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.1166230000001,705.1237105000002,707.1217737,706.6887182000003,707.1217737,709.4053667999999,f,0.40295300000025236,None,10,image1,-5,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
170,0,170,j,0.3555943000001207,None,,,,,170,0,170,0,709.4565404000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.4488122999999,709.4565404000002,711.0885781,710.7052263000003,711.0885781,713.9572929000003,j,0.3555943000001207,None,0,image1,-6,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
171,0,171,j,0.48957240000027014,None,,,,,171,0,171,0,714.0067609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.9994193,714.0067609,715.6718054,715.1552171000001,715.6718054,717.6208526000003,j,0.48957240000027014,None,0,image1,-7,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
172,0,172,f,0.4759673000003204,None,,,,,172,0,172,0,717.6715757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.6645292999999,717.6715757,719.0051318000003,718.5052719000003,719.0051318000003,721.3013803000001,f,0.4759673000003204,None,10,image2,-8,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
173,0,173,f,0.7803262000002178,None,,,,,173,0,173,0,721.4142545000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.4069767000003,721.4142545000002,723.4720530000002,722.6719547,723.4720530000002,726.1506979000003,f,0.7803262000002178,None,0,image1,-9,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
174,0,174,j,0.41439360000003944,None,,,,,174,0,174,0,726.1952705000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.1882071000002,726.1952705000001,728.4552928,728.0219810000001,728.4552928,730.6558919000001,j,0.41439360000003944,None,10,image2,-10,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
175,0,175,f,0.3358312999998816,None,,,,,175,0,175,0,730.7006444000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.6932987000002,730.7006444000001,732.7552275999999,732.3885997,732.7552275999999,735.1533878000002,f,0.3358312999998816,None,0,image2,-11,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
176,0,176,f,0.31268390000013824,None,,,,,176,0,176,0,735.1980517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.1908988000002,735.1980517,737.5219684000001,737.1885650000002,737.5219684000001,740.4690410999999,f,0.31268390000013824,None,10,image2,-12,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,28,001,2024-11-19_11h11.41.355,实验程序1.0,2024.2.4,59.982497107397805,2024-11-19 11h11.54.392488 +0800,
