thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004567900003166869,0.016809599997941405,0.016809599997941405,4.576455599999463,space,4.544161600002553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
,,,,,,,,,,,,,,,,,,,,,,,4.589155000001483,4.589155000001483,space,5.476542399999744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
9,0,9,,,,9,0,9,0,,,,,34.69486719999986,,,,,,,,,,,,,,34.69486719999986,35.717241999998805,35.233846600000106,28.01683469999989,f,0.4550214999981108,None,23.066874900003313,37.18810250000388,37.19731619999948,37.19731619999948,39.951407200001995,space,2.7407541000065976,None,,,,,,,,,,,,,,,,,,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
0,0,0,f,0.5143968000047607,None,,,,,0,0,0,0,39.99923470000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98922879999736,39.99923470000067,42.33361020000302,42.33361020000302,41.80018740000378,44.05734230000235,f,0.5143968000047607,None,0,image1,12,image2,image1,['low'],0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
0,0,0,f,0.44114129999798024,None,,,,,0,0,0,0,44.10928280000371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.10041420000198,44.10928280000371,45.86691989999963,45.86691989999963,45.400400700003956,47.4466670000038,f,0.44114129999798024,None,0,image1,11,image2,image1,"['low', 'low']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
1,0,1,j,0.822777599998517,None,,,,,1,0,1,0,47.49659860000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.48821650000173,47.49659860000247,50.13351089999924,50.13351089999924,49.283460300001025,53.02649840000231,j,0.822777599998517,None,0,image1,10,image2,image1,"['low', 'low', 'low']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
2,0,2,j,1.1238455000057002,None,,,,,2,0,2,0,53.07451880000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.06592010000168,53.07451880000008,54.900382400002854,54.900382400002854,53.75032680000004,56.49417689999973,j,1.1238455000057002,None,10,image2,9,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
3,0,3,f,0.8646666000058758,None,,,,,3,0,3,0,56.59237679999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58400450000045,56.59237679999933,58.90028500000335,58.90028500000335,58.01694300000236,61.76770720000059,f,0.8646666000058758,None,0,image2,8,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
4,0,4,j,0.5464638999983435,None,,,,,4,0,4,0,61.8116091999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.80327290000423,61.8116091999982,63.35034640000231,63.35034640000231,62.78365720000147,65.15689869999915,j,0.5464638999983435,None,10,image2,7,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
5,0,5,f,0.714637600001879,None,,,,,5,0,5,0,65.21112890000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.20264209999732,65.21112890000222,66.70032809999975,66.70032809999975,65.96695680000266,69.42076749999978,f,0.714637600001879,None,10,image2,6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,39,001,2024-11-15_20h36.59.697,实验程序1.0,2024.2.4,59.99059347577425,2024-11-15 20h37.15.088623 +0800,
