thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.511940200056415,None,,,,,6,0,6,0,83.74775019998197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73837169999024,83.74775019998197,85.84286340000108,85.31022929999745,85.84286340000108,88.3032143000164,f,0.511940200056415,None,0,image2,2,image1,image2,"['low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
7,0,7,f,0.541378199995961,None,,,,,7,0,7,0,88.41310459998203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.40319250000175,88.41310459998203,90.72641070000827,90.15995870000916,90.72641070000827,92.30321580002783,f,0.541378199995961,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
8,0,8,j,0.4695633999654092,None,,,,,8,0,8,0,92.35787850001361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3483411000343,92.35787850001361,94.44294640002772,93.94315479998477,94.44294640002772,96.19611459999578,j,0.4695633999654092,None,10,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
9,0,9,f,0.48860270000295714,None,,,,,9,0,9,0,96.24707730003865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23821229999885,96.24707730003865,98.62619660003111,98.10982160002459,98.62619660003111,100.53271679999307,f,0.48860270000295714,None,0,image2,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
10,0,10,f,0.38992420001886785,None,,,,,10,0,10,0,100.58485799998743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57540540001355,100.58485799998743,102.74314490001416,102.32706670003245,102.74314490001416,105.19356700003846,f,0.38992420001886785,None,10,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
11,0,11,f,0.39201940002385527,None,,,,,11,0,11,0,105.24484310002299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.23573640000541,105.24484310002299,106.50974639999913,106.09318630001508,106.50974639999913,109.37724070000695,f,0.39201940002385527,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
12,0,12,j,0.44535829999949783,None,,,,,12,0,12,0,109.48841960000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4786838000291,109.48841960000573,110.64288569998462,110.17621700000018,,113.38067109999247,j,0.44535829999949783,None,10,image2,-4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
13,0,13,f,0.4424244000110775,None,,,,,13,0,13,0,113.43316240003332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.42393119999906,113.43316240003332,115.49308690003818,115.02638360002311,115.49308690003818,117.10966900002677,f,0.4424244000110775,None,0,image1,-5,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
14,0,14,j,0.49365419999230653,None,,,,,14,0,14,0,117.16159490001155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.15276169998106,117.16159490001155,119.6928228000179,119.17619460000424,119.6928228000179,122.04274980002083,j,0.49365419999230653,None,0,image2,-6,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
15,0,15,j,0.49097330000950024,None,,,,,15,0,15,0,122.09426039998652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.08536010002717,122.09426039998652,123.56044889998157,123.04355290002422,123.56044889998157,126.3062634000089,j,0.49097330000950024,None,0,image2,-7,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
16,0,16,j,0.4428575999918394,None,,,,,16,0,16,0,126.41546510002809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.40659329999471,126.41546510002809,128.49303399998462,128.0263706999831,128.49303399998462,130.5856886000256,j,0.4428575999918394,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
17,0,17,j,0.5576941999606788,None,,,,,17,0,17,0,130.63731160003226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.62836869998137,130.63731160003226,131.77627370000118,131.1927933000261,,134.47613289998844,j,0.5576941999606788,None,0,image2,-9,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
18,0,18,j,0.5273562000365928,None,,,,,18,0,18,0,134.52736000000732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.51816039998084,134.52736000000732,137.05957680003485,136.50972929998534,137.05957680003485,139.14928240003064,j,0.5273562000365928,None,0,image2,-10,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
19,0,19,j,0.4406889000092633,None,,,,,19,0,19,0,139.20120770001085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1927221000078,139.20120770001085,141.35967829998117,140.89301140001044,141.35967829998117,142.90428720001364,j,0.4406889000092633,None,0,image2,-11,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
20,0,20,f,0.5583432000130415,None,,,,,20,0,20,0,142.95617130002938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9472020000103,142.95617130002938,145.54309440002544,144.9594972000341,145.54309440002544,147.59746940003242,f,0.5583432000130415,None,10,image2,-12,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
21,0,21,j,0.44401099998503923,None,,,,,21,0,21,0,147.7058028000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.69707200000994,147.7058028000174,149.0428610999952,148.5764829000109,149.0428610999952,151.47631030000048,j,0.44401099998503923,None,10,image2,-13,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
22,0,22,j,0.35872069996548817,None,,,,,22,0,22,0,151.5274152000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5178937999881,151.5274152000202,153.3263703000266,152.94287989998702,153.3263703000266,155.72999210003763,j,0.35872069996548817,None,0,image2,-14,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
23,0,23,f,0.3987760999589227,None,,,,,23,0,23,0,155.78318289999152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.77336210000794,155.78318289999152,157.36020260001533,156.9431104999967,157.36020260001533,160.04738539998652,f,0.3987760999589227,None,0,image2,-15,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
24,0,24,f,0.4191166000091471,None,,,,,24,0,24,0,160.0995985000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.09072039998136,160.0995985000045,161.2763627000386,160.826381699997,,162.99556820001453,f,0.4191166000091471,None,0,image2,-16,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
25,0,25,f,0.5533097000443377,None,,,,,25,0,25,0,163.10652400000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.09742180001922,163.10652400000254,164.45945620001294,163.87621560000116,164.45945620001294,165.9534947000211,f,0.5533097000443377,None,0,image2,-17,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
26,0,26,f,0.3612876999541186,None,,,,,26,0,26,0,166.00457019999158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9955595000065,166.00457019999158,167.64355809998233,167.25983840000117,167.64355809998233,169.21622910001315,f,0.3612876999541186,None,0,image2,-18,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
27,0,27,f,0.3926454000174999,None,,,,,27,0,27,0,169.26756599999499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.25852949998807,169.26756599999499,170.70961269998224,170.29322009999305,170.70961269998224,172.81865339999786,f,0.3926454000174999,None,0,image2,-19,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
28,0,28,j,0.5015160000184551,None,,,,,28,0,28,0,172.86969580000732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.86085120000644,172.86969580000732,174.8764441999956,174.34315229998901,174.8764441999956,177.36058829998365,j,0.5015160000184551,None,0,image2,-20,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
29,0,29,j,0.635411600000225,None,,,,,29,0,29,0,177.41345659998478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.40360620000865,177.41345659998478,179.69347410002956,179.0429385000025,179.69347410002956,182.41157840000233,j,0.635411600000225,None,0,image2,-21,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
30,0,30,f,0.5313897000160068,None,,,,,30,0,30,0,182.4620032000239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.45324080000864,182.4620032000239,184.99333000002662,184.44326010002987,184.99333000002662,187.443794300023,f,0.5313897000160068,None,0,image2,-22,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
31,0,31,j,0.5586819999734871,None,,,,,31,0,31,0,187.49517389998073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.48593660001643,187.49517389998073,189.70983419998083,189.1266134000034,189.70983419998083,191.99967130000005,j,0.5586819999734871,None,10,image2,-23,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
32,0,32,f,0.43953230004990473,None,,,,,32,0,32,0,192.05205490003573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.04301570000825,192.05205490003573,193.17642660002457,192.7098992000101,,195.98100400000112,f,0.43953230004990473,None,0,image2,-24,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
33,0,33,f,0.481250699958764,None,,,,,33,0,33,0,196.0319105000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.02297029999318,196.0319105000235,198.41086900001392,197.9098512000055,198.41086900001392,201.02717810001923,f,0.481250699958764,None,10,image1,-25,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
34,0,34,j,0.9345703999861144,None,,,,,34,0,34,0,201.13666090002516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.12773390003713,201.13666090002516,202.90963010000996,201.95984500000486,202.90963010000996,204.70671589998528,j,0.9345703999861144,None,0,image1,-26,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
35,0,35,j,1.066204699978698,None,,,,,35,0,35,0,204.7581790999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7491985000088,204.7581790999975,207.52645830000984,206.44322499999544,207.52645830000984,210.39703940000618,j,1.066204699978698,None,0,image2,-27,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
36,0,36,f,0.6505184000125155,None,,,,,36,0,36,0,210.44925639999565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.43969720002497,210.44925639999565,211.9268076000153,211.25963950000005,211.9268076000153,213.62407910003094,f,0.6505184000125155,None,0,image2,-28,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
37,0,37,j,0.7380711999721825,None,,,,,37,0,37,0,213.67595549998805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6667727000313,213.67595549998805,216.2096322000143,215.44309130002512,216.2096322000143,218.32173570001032,j,0.7380711999721825,None,10,image2,-29,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
38,0,38,f,0.5320119999814779,None,,,,,38,0,38,0,218.43364410003414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4244638000382,218.43364410003414,220.34317649999866,219.79310730000725,220.34317649999866,222.16477550001582,f,0.5320119999814779,None,10,image2,-30,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
39,0,39,j,0.7151732000056654,None,,,,,39,0,39,0,222.21674350003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.2078724000021,222.21674350003013,224.35978470003465,223.6265785000287,224.35978470003465,226.2964176000096,j,0.7151732000056654,None,0,image2,-31,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
40,0,40,j,0.767565900052432,None,,,,,40,0,40,0,226.3472342999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.33831680001458,226.3472342999885,227.67628980003064,226.89315240003634,227.67628980003064,230.53345749998698,j,0.767565900052432,None,0,image2,-32,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
41,0,41,j,0.7743247000034899,None,,,,,41,0,41,0,230.58666470000753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.57595389999915,230.58666470000753,232.34343559999252,231.54341450001812,232.34343559999252,234.00383270002203,j,0.7743247000034899,None,0,image2,-33,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
42,0,42,None,,,,,,,42,0,42,0,234.0551739000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.04596600000514,234.0551739000366,236.1100754000363,234.85978649999015,236.1100754000363,237.112476099981,None,,,,,,,,,,,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
43,0,43,f,0.5115771000273526,None,,,,,43,0,43,0,237.2260215000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.21510770003079,237.2260215000133,239.0271999000106,238.49332750000758,239.0271999000106,241.08428780001123,f,0.5115771000273526,None,0,image2,-34,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
44,0,44,f,0.7974751999718137,None,,,,,44,0,44,0,241.13519669999368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.12627100001555,241.13519669999368,242.60974380001426,241.7932962999912,242.60974380001426,244.61869780003326,f,0.7974751999718137,None,10,image2,-35,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
45,0,45,None,,,,,,,45,0,45,0,244.66966950002825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.66080910002347,244.66966950002825,247.02633540000534,245.79322510003112,247.02633540000534,248.0284858000232,None,,,,,,,,,,,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
46,0,46,f,0.28174679999938235,None,,,,,46,0,46,0,248.08015930000693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.07117439998547,248.08015930000693,248.9431840000325,248.64345000003232,,250.6451720999903,f,0.28174679999938235,None,0,image2,-36,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
47,0,47,None,,,,,,,47,0,47,0,250.75632729998324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.74722110002767,250.75632729998324,253.04362830001628,251.80960310000228,253.04362830001628,254.0453000999987,None,,,,,,,,,,,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
48,0,48,f,0.5511469999910332,None,,,,,48,0,48,0,254.0981693000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.08932309999363,254.0981693000067,255.91019930003677,255.3431817999808,255.91019930003677,258.31558290001703,f,0.5511469999910332,None,0,image1,-37,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
49,0,49,j,0.3980203999672085,None,,,,,49,0,49,0,258.36760679999134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.35873580002226,258.36760679999134,259.5595981000224,259.144015900034,,262.1965055000037,j,0.3980203999672085,None,0,image2,-38,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
50,0,50,f,0.24326219997601584,None,,,,,50,0,50,0,262.2471147000324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.23814219998894,262.2471147000324,263.8595263999887,263.59342849999666,263.8595263999887,265.4418663000106,f,0.24326219997601584,None,0,image2,-39,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
51,0,51,f,0.43576859997119755,None,,,,,51,0,51,0,265.49498600000516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.485045599984,265.49498600000516,267.859560700017,267.3932570000179,267.859560700017,269.6511153000174,f,0.43576859997119755,None,10,image2,-40,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,69,001,2024-11-24_10h37.44.846,实验程序1.0,2024.2.4,60.019434301065345,2024-11-24 10h37.58.615441 +0800,
