thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
69,0,69,j,0.35281209999811836,None,,,,,69,0,69,0,316.6384018000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.62994369999797,316.6384018000026,318.27053519999754,317.8871751999977,318.27053519999754,320.2169458999997,j,0.35281209999811836,None,0,image1,9,image2,image1,[],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
70,0,70,f,0.38877320000028703,None,,,,,70,0,70,0,320.3266328999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.3184626000002,320.3266328999962,321.4039302000019,320.9871606000015,,323.1305011000004,f,0.38877320000028703,None,0,image2,8,image2,image1,['high'],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
71,0,71,j,0.3291146000046865,None,,,,,71,0,71,0,323.18901509999705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.1806954999993,323.18901509999705,324.42061439999816,324.07064900000114,,326.5025647000002,j,0.3291146000046865,None,10,image2,7,image2,image1,"['high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
72,0,72,f,0.35471140000299783,None,,,,,72,0,72,0,326.5632222999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.55510969999887,326.5632222999993,327.63726509999833,327.25376959999994,,329.74703939999745,f,0.35471140000299783,None,0,image2,6,image2,image1,"['high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
73,0,73,f,0.3514477999997325,None,,,,,73,0,73,0,329.80803079999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.7996675999966,329.80803079999896,332.1205545999983,331.7371667999978,332.1205545999983,334.43467679999594,f,0.3514477999997325,None,10,image2,5,image2,image1,"['high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
74,0,74,j,0.3701768999962951,None,,,,,74,0,74,0,334.546179799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.537814299998,334.546179799996,335.8537690000012,335.4537574999995,335.8537690000012,338.1180740999989,j,0.3701768999962951,None,0,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
75,0,75,j,0.6325805999949807,None,,,,,75,0,75,0,338.1779946000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.16987589999917,338.1779946000024,340.53720079999766,339.8872386000003,340.53720079999766,342.7251593999972,j,0.6325805999949807,None,0,image2,3,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
76,0,76,f,0.15942530000029365,None,,,,,76,0,76,0,342.7871040999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.77874470000097,342.7871040999962,344.3039052999957,344.12054329999955,344.3039052999957,345.94586040000286,f,0.15942530000029365,None,0,image1,2,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
77,0,77,j,0.34709209999709856,None,,,,,77,0,77,0,346.00584230000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9976827999999,346.00584230000095,347.6206042999984,347.25396029999683,347.6206042999984,349.57106999999814,j,0.34709209999709856,None,0,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
78,0,78,f,0.6483213000028627,None,,,,,78,0,78,0,349.6199579999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.6114424999978,349.6199579999957,351.18726530000276,350.520563099999,351.18726530000276,352.929438799998,f,0.6483213000028627,None,10,image2,4,image1,image2,['low'],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
79,0,79,f,0.38340929999685613,None,,,,,79,0,79,0,352.98865439999645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9803544999959,352.98865439999645,354.30379209999955,353.9038548000026,354.30379209999955,357.018836700001,f,0.38340929999685613,None,0,image2,3,image1,image2,"['low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
80,0,80,f,0.4580382999993162,None,,,,,80,0,80,0,357.07791559999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.06992439999885,357.07791559999896,358.7370818999989,358.2539691999991,358.7370818999989,360.37090850000095,f,0.4580382999993162,None,10,image1,2,image1,image2,"['low', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
81,0,81,f,0.3443587000001571,None,,,,,81,0,81,0,360.4199297000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.41115459999855,360.4199297000014,362.2707176999975,361.90395569999964,362.2707176999975,363.7606291999982,f,0.3443587000001571,None,10,image1,1,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
82,0,82,j,0.6467212999996264,None,,,,,82,0,82,0,363.81915899999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8107941999988,363.81915899999876,365.40395899999567,364.73719189999974,365.40395899999567,367.4267882999993,j,0.6467212999996264,None,10,image1,0,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
83,0,83,j,0.4720296000014059,None,,,,,83,0,83,0,367.53741920000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.5290120999998,367.53741920000175,368.80394109999907,368.3039824000007,368.80394109999907,371.57092099999863,j,0.4720296000014059,None,10,image1,-1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
84,0,84,j,0.4118067000017618,None,,,,,84,0,84,0,371.6195893999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.6115062999961,371.6195893999975,373.6538817999972,373.2204696999979,373.6538817999972,376.46053530000063,j,0.4118067000017618,None,0,image1,7,image2,image1,[],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
85,0,85,j,0.48464399999647867,None,,,,,85,0,85,0,376.5188446999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.51076150000154,376.5188446999964,378.10403309999674,377.58732249999593,378.10403309999674,380.9279893999992,j,0.48464399999647867,None,10,image1,6,image2,image1,['low'],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
86,0,86,f,0.3561576000065543,None,,,,,86,0,86,0,380.9887699000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.98053609999624,380.9887699000028,382.3871485999989,382.00391690000106,382.3871485999989,384.5410527999993,f,0.3561576000065543,None,10,image1,5,image2,image1,"['low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
87,0,87,j,0.38318669999716803,None,,,,,87,0,87,0,384.65337899999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.64531780000107,384.65337899999577,386.92060440000205,386.52064309999696,386.92060440000205,388.9516464999979,j,0.38318669999716803,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
88,0,88,f,0.3517470000006142,None,,,,,88,0,88,0,389.0123739999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.00444179999613,389.0123739999981,390.8871388999978,390.5037639000002,390.8871388999978,392.646805700002,f,0.3517470000006142,None,0,image2,3,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
89,0,89,f,0.3678546000010101,None,,,,,89,0,89,0,392.6988946999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.6908259999982,392.6988946999991,393.92061329999706,393.5205321999965,,395.97043129999656,f,0.3678546000010101,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
90,0,90,j,0.42769309999857796,None,,,,,90,0,90,0,396.0288976000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.020511900002,396.0288976000011,398.4539736000006,398.00381200000265,398.4539736000006,399.9627706999963,j,0.42769309999857796,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
91,0,91,f,0.34815390000585467,None,,,,,91,0,91,0,400.02272029999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0145224000007,400.02272029999585,400.97060469999997,400.603678499996,,403.808500799998,f,0.34815390000585467,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
92,0,92,j,0.33298199999990175,None,,,,,92,0,92,0,403.92406089999713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.91565809999884,403.92406089999713,406.13715539999976,405.78711040000053,406.13715539999976,408.40897309999855,j,0.33298199999990175,None,0,image2,12,image1,image2,[],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
93,0,93,j,0.4450362000061432,None,,,,,93,0,93,0,408.45406509999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.4456805000009,408.45406509999884,410.4371944000013,409.97055569999793,410.4371944000013,413.27533419999963,j,0.4450362000061432,None,10,image2,11,image1,image2,['low'],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
94,0,94,f,0.8099036000057822,None,,,,,94,0,94,0,413.33407089999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.3258560999966,413.33407089999673,414.7038981000005,413.8705240999989,414.7038981000005,416.70438750000176,f,0.8099036000057822,None,10,image2,10,image1,image2,"['low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
95,0,95,j,0.5866021000038018,None,,,,,95,0,95,0,416.76708620000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.75880479999614,416.76708620000136,418.05392720000236,417.4372088000018,418.05392720000236,419.55105029999686,j,0.5866021000038018,None,0,image2,9,image1,image2,"['low', 'low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
96,0,96,f,0.37599340000451775,None,,,,,96,0,96,0,419.65382439999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.6456763000024,419.65382439999667,421.30395750000025,420.90399179999804,421.30395750000025,423.2412639999966,f,0.37599340000451775,None,10,image1,8,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
97,0,97,f,0.3920555000004242,None,,,,,97,0,97,0,423.2963881999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.28828229999635,423.2963881999967,425.5205749000015,425.103975500002,425.5205749000015,427.34545549999893,f,0.3920555000004242,None,10,image1,7,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
98,0,98,f,0.3984067999990657,None,,,,,98,0,98,0,427.39770499999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.389479999998,427.39770499999577,429.17064270000265,428.7538879999993,429.17064270000265,431.26394900000014,f,0.3984067999990657,None,10,image1,6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
99,0,99,j,0.3297703999996884,None,,,,,99,0,99,0,431.3236214999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.31538269999874,431.3236214999997,433.20383749999746,432.85394010000164,433.20383749999746,435.84197689999564,j,0.3297703999996884,None,10,image1,5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
100,0,100,j,0.577830800000811,None,,,,,100,0,100,0,435.9030627999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.8947552999962,435.9030627999964,437.07051409999985,436.47054209999624,,439.8641992999983,j,0.577830800000811,None,0,image1,4,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
101,0,101,f,0.4254088000016054,None,,,,,101,0,101,0,439.97577900000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.9678028999988,439.97577900000033,441.72053120000055,441.27065449999645,441.72053120000055,443.54568070000096,f,0.4254088000016054,None,0,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
102,0,102,j,0.5255411000034655,None,,,,,102,0,102,0,443.60702799999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.59874509999645,443.60702799999854,445.1206985999961,444.57068230000004,445.1206985999961,447.2518737999999,j,0.5255411000034655,None,0,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
103,0,103,j,1.1154132000010577,None,,,,,103,0,103,0,447.3128052999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3045962999968,447.3128052999964,449.7373937000011,448.60399479999614,449.7373937000011,451.5518238000004,j,1.1154132000010577,None,0,image2,1,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
104,0,104,f,0.39635630000702804,None,,,,,104,0,104,0,451.61258709999674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.6044697999969,451.61258709999674,453.00378700000147,452.587303399996,453.00378700000147,454.84929569999804,f,0.39635630000702804,None,10,image1,4,image2,image1,['low'],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
105,0,105,j,0.4867445999989286,None,,,,,105,0,105,0,454.96151519999694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.9536698000011,454.96151519999694,457.25399910000124,456.73730570000043,457.25399910000124,459.1172430000006,j,0.4867445999989286,None,0,image1,3,image2,image1,"['low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
106,0,106,f,0.32711510000081034,None,,,,,106,0,106,0,459.1780934999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.17004019999877,459.1780934999988,461.07065280000097,460.72067830000015,461.07065280000097,463.3643116000021,f,0.32711510000081034,None,0,image1,2,image2,image1,"['low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
107,0,107,f,0.02871650000452064,None,,,,,107,0,107,0,463.4235986999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.4153928000014,463.4235986999993,465.43718760000047,465.38720399999875,465.43718760000047,467.23963619999995,f,0.02871650000452064,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
108,0,108,f,0.2732465000008233,None,,,,,108,0,108,0,467.29458370000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.28653119999944,467.29458370000066,468.7543127999961,468.45395049999934,468.7543127999961,470.6401420999973,f,0.2732465000008233,None,0,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
109,0,109,f,0.28525689999514725,None,,,,,109,0,109,0,470.68413249999867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6759549999988,470.68413249999867,472.28720279999834,471.97068059999583,472.28720279999834,475.15385029999743,f,0.28525689999514725,None,0,image1,-1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
110,0,110,f,0.2014363999987836,None,,,,,110,0,110,0,475.26412990000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.2559919999985,475.26412990000244,476.6873548000003,476.4540371999974,476.6873548000003,479.3606172,f,0.2014363999987836,None,10,image1,-2,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
111,0,111,f,0.3593070999995689,None,,,,,111,0,111,0,479.41873430000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.4103821000026,479.41873430000123,480.4873084999999,480.10388019999664,,483.3937422000017,f,0.3593070999995689,None,0,image1,-3,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
112,0,112,f,0.26497390000440646,None,,,,,112,0,112,0,483.45364600000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.44538869999815,483.45364600000175,485.18737329999567,484.9039658999973,485.18737329999567,486.88265089999913,f,0.26497390000440646,None,0,image1,-4,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
113,0,113,f,0.7942602999974042,None,,,,,113,0,113,0,486.9430199999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.93484549999994,486.9430199999988,489.6705335000006,488.8541103000025,489.6705335000006,492.32557339999767,f,0.7942602999974042,None,10,image2,-5,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
114,0,114,j,0.40116970000235597,None,,,,,114,0,114,0,492.437912100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.4297810999997,492.437912100002,493.52057259999856,493.0873195000022,,496.2877470000021,j,0.40116970000235597,None,0,image1,-6,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
115,0,115,f,0.35718199999973876,None,,,,,115,0,115,0,496.3478596999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3397899999982,496.3478596999994,498.5371293999997,498.1539827000015,498.5371293999997,500.06618499999604,f,0.35718199999973876,None,10,image2,-7,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
116,0,116,j,0.3443783999973675,None,,,,,116,0,116,0,500.12844849999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.1203951999996,500.12844849999965,501.8704671000014,501.5039902999997,501.8704671000014,504.3276341000019,j,0.3443783999973675,None,10,image1,-8,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
117,0,117,f,0.3153729999976349,None,,,,,117,0,117,0,504.3804827999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.37237659999664,504.3804827999993,506.17069040000206,505.8373439999996,506.17069040000206,508.8228648000004,f,0.3153729999976349,None,10,image2,-9,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
118,0,118,f,0.7104565999979968,None,,,,,118,0,118,0,508.8828749999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.874691099998,508.8828749999957,511.47059979999904,510.7372697999963,511.47059979999904,513.125692499998,f,0.7104565999979968,None,0,image1,-10,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
119,0,119,f,0.6993860000002314,None,,,,,119,0,119,0,513.2319244000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.2238159999979,513.2319244000028,514.7372673999998,514.0207123,514.7372673999998,516.4038539999965,f,0.6993860000002314,None,10,image2,-11,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
120,0,120,j,0.7181613000066136,None,,,,,120,0,120,0,516.4605325000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.4525845000026,516.4605325000011,518.2872659999994,517.5373645,518.2872659999994,519.9942056,j,0.7181613000066136,None,0,image2,-12,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
121,0,121,f,0.3361293999987538,None,,,,,121,0,121,0,520.0536708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0452578999975,520.0536708,521.8540623000008,521.4873883999971,521.8540623000008,523.9899708000012,f,0.3361293999987538,None,10,image2,-13,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
122,0,122,j,0.35544230000232346,None,,,,,122,0,122,0,524.0487716999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0407601999977,524.0487716999996,526.3874511999966,526.0041185000009,526.3874511999966,528.5958625999992,j,0.35544230000232346,None,0,image1,-14,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
123,0,123,f,0.9923486999978195,None,,,,,123,0,123,0,528.7121886999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7042366999958,528.7121886999957,530.5204894999988,529.5040633999961,530.5204894999988,533.4847951999982,f,0.9923486999978195,None,10,image1,-15,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
124,0,124,f,0.42801490000420017,None,,,,,124,0,124,0,533.5431844999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.5350988999999,533.5431844999985,535.6540580000001,535.2040000999987,535.6540580000001,537.7272995999956,f,0.42801490000420017,None,0,image1,-16,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
125,0,125,j,0.40295570000307634,None,,,,,125,0,125,0,537.7881385000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.779807400002,537.7881385000001,539.254064599998,538.8205891999969,539.254064599998,540.9673148000002,j,0.40295570000307634,None,10,image2,-17,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
126,0,126,j,0.43090310000116006,None,,,,,126,0,126,0,541.0276221000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0195137999981,541.0276221000022,543.3873533000005,542.9373745999983,543.3873533000005,546.1325462999957,j,0.43090310000116006,None,0,image1,-18,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
