thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
127,0,127,f,0.5609184999993886,None,,,,,127,0,127,0,546.1803190999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.1720190999986,546.1803190999999,548.454015299998,547.8706563000014,548.454015299998,550.660012399996,f,0.5609184999993886,None,10,image1,-19,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
128,0,128,j,0.4010375999932876,None,,,,,128,0,128,0,550.7604817999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.7523081999971,550.7604817999963,552.2872553999987,551.854067399996,552.2872553999987,555.0340660000002,j,0.4010375999932876,None,0,image2,-20,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
129,0,129,f,0.4820585999987088,None,,,,,129,0,129,0,555.0936378999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.085374000002,555.0936378999977,556.7374267999985,556.2372866000005,556.7374267999985,559.5960158000016,f,0.4820585999987088,None,0,image1,-21,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
130,0,130,j,0.6617743999959202,None,,,,,130,0,130,0,559.6566233999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.648060200001,559.6566233999984,561.8374012999993,561.1541318000018,561.8374012999993,563.6304547999971,j,0.6617743999959202,None,0,image1,-22,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
131,0,131,None,,,,,,,131,0,131,0,563.6781925999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.6702030000015,563.6781925999967,565.7877163000012,564.5373092000009,565.7877163000012,566.7907875000019,None,,,,,,,,,,,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
132,0,132,j,0.2724482000048738,None,,,,,132,0,132,0,566.9079717999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.9002290999997,566.9079717999994,569.1707575999972,568.8708318999998,569.1707575999972,571.7295268000016,j,0.2724482000048738,None,10,image1,-23,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
133,0,133,f,0.26389840000047116,None,,,,,133,0,133,0,571.792042299996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.7836278999966,571.792042299996,572.9874837000025,572.7039522999985,,575.9462923000028,f,0.26389840000047116,None,0,image1,-24,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
134,0,134,f,0.33655439999711234,None,,,,,134,0,134,0,576.0073764999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.9991206999985,576.0073764999979,578.2372398000007,577.8706354999958,578.2372398000007,580.550714500001,f,0.33655439999711234,None,10,image2,-25,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
135,0,135,f,0.7984130999975605,None,,,,,135,0,135,0,580.6120398999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.603987399998,580.6120398999992,583.337663899998,582.5207728999958,583.337663899998,585.5019904000001,f,0.7984130999975605,None,10,image1,-26,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
136,0,136,f,0.643326800003706,None,,,,,136,0,136,0,585.5597074999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5516064999974,585.5597074999969,587.4874401999987,586.820619099999,587.4874401999987,590.4144585999966,f,0.643326800003706,None,0,image2,-27,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
137,0,137,j,0.08464370000001509,None,,,,,137,0,137,0,590.5272928999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.5190594000014,590.5272928999984,591.7207423,591.604067799999,,593.7644731999972,j,0.08464370000001509,None,0,image1,-28,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
138,0,138,f,0.2422177999978885,None,,,,,138,0,138,0,593.8232811999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.8150472999987,593.8232811999987,595.5039054000008,595.2374533999973,595.5039054000008,598.4521090999988,f,0.2422177999978885,None,10,image2,-29,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
139,0,139,f,0.40718829999968875,None,,,,,139,0,139,0,598.5131810000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5047932000016,598.5131810000021,599.5539586000014,599.1207703999971,,602.5065305000026,f,0.40718829999968875,None,0,image1,-30,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
140,0,140,f,0.13008399999671383,None,,,,,140,0,140,0,602.5679244999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5596975000008,602.5679244999992,604.4040870999961,604.2540236999994,604.4040870999961,607.0623265999966,f,0.13008399999671383,None,0,image1,-31,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
141,0,141,f,0.08578909999778261,None,,,,,141,0,141,0,607.1820337999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.1742929999964,607.1820337999961,608.8541371000028,608.7374280000004,608.8541371000028,611.0815652000019,f,0.08578909999778261,None,0,image1,-32,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
142,0,142,j,0.02968939999846043,None,,,,,142,0,142,0,611.1423112999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.1339143000005,611.1423112999983,613.2040979000012,613.1539178000021,613.2040979000012,616.0874103000024,j,0.02968939999846043,None,0,image2,-33,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
143,0,143,f,0.3451017999977921,None,,,,,143,0,143,0,616.1479586999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1397004999963,616.1479586999994,618.0373978999996,617.6707865999997,618.0373978999996,620.2761876000004,f,0.3451017999977921,None,10,image1,-34,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
144,0,144,j,0.38477110000530956,None,,,,,144,0,144,0,620.337423099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.329086699996,620.337423099998,621.7041315000024,621.2874101999987,621.7041315000024,623.8882453999977,j,0.38477110000530956,None,0,image1,-35,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
145,0,145,j,0.3161799000008614,None,,,,,145,0,145,0,623.9362757999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.9278726999983,623.9362757999988,625.3206288000001,624.9874512000024,625.3206288000001,626.906599599999,j,0.3161799000008614,None,10,image1,-36,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
146,0,146,f,0.2882383999967715,None,,,,,146,0,146,0,627.0247354999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0163011999975,627.0247354999956,628.1872901999959,627.8707802999998,,630.7571112000005,f,0.2882383999967715,None,0,image1,-37,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
147,0,147,f,0.007526000001234934,None,,,,,147,0,147,0,630.8053434999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.7967857999975,630.8053434999965,632.7374166000009,632.7041745999959,632.7374166000009,635.7017519000001,f,0.007526000001234934,None,0,image1,-38,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
148,0,148,f,0.22858190000260947,None,,,,,148,0,148,0,635.7614708999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7533455000012,635.7614708999972,637.4373618000027,637.1874414999984,637.4373618000027,639.4401638999989,f,0.22858190000260947,None,10,image2,-39,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
149,0,149,f,0.3454238999984227,None,,,,,149,0,149,0,639.4986570999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.4904682999986,639.4986570999972,641.6375611999974,641.2708799999964,641.6375611999974,643.6212814000028,f,0.3454238999984227,None,10,image2,-40,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
150,0,150,j,0.3723203000045032,None,,,,,150,0,150,0,643.7321563000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.7241577000023,643.7321563000005,645.9708360000004,645.5708612000017,645.9708360000004,648.6606305000023,j,0.3723203000045032,None,10,image2,-41,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
151,0,151,j,0.5494356000053813,None,,,,,151,0,151,0,648.7061917999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.6978724,648.7061917999963,650.1541394000014,649.5874135999984,650.1541394000014,651.6916698999994,j,0.5494356000053813,None,10,image2,-42,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
152,0,152,f,0.391180999999051,None,,,,,152,0,152,0,651.7525180000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.7441389000014,651.7525180000011,654.1374012000015,653.7207874000014,654.1374012000015,656.6205478999982,f,0.391180999999051,None,0,image1,-43,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
153,0,153,f,0.3280659000010928,None,,,,,153,0,153,0,656.6746089000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.6661836999992,656.6746089000007,659.0540065999958,658.7041306000028,659.0540065999958,661.321179300001,f,0.3280659000010928,None,10,image2,6,image1,image2,[],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
154,0,154,j,0.5316920999975991,None,,,,,154,0,154,0,661.380462699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.3723611000023,661.380462699999,662.5372640999994,661.9874485999972,,664.9180158000017,j,0.5316920999975991,None,10,image2,5,image1,image2,['low'],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
155,0,155,f,0.38054740000370657,None,,,,,155,0,155,0,665.0356170000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0273149999994,665.0356170000014,666.3874197999976,665.9874634000007,666.3874197999976,669.2955696999998,f,0.38054740000370657,None,0,image2,4,image1,image2,"['low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
156,0,156,j,0.33179650000238325,None,,,,,156,0,156,0,669.3479566000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.3397600000026,669.3479566000024,670.5372701000015,670.1873620999977,,673.4546696999969,j,0.33179650000238325,None,10,image1,3,image1,image2,"['low', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
157,0,157,f,0.32953420000558253,None,,,,,157,0,157,0,673.5136569000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.5055148000029,673.5136569000024,674.8040978999998,674.4541801000014,674.8040978999998,676.314298199999,f,0.32953420000558253,None,10,image1,2,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
158,0,158,j,0.48665859999891836,None,,,,,158,0,158,0,676.3736594000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.3653061000005,676.3736594000002,677.4540458999982,676.9373957999996,,679.8378677000001,j,0.48665859999891836,None,0,image1,1,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
159,0,159,j,0.3424955000009504,None,,,,,159,0,159,0,679.8981299000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.8900370999982,679.8981299000006,681.7040216000023,681.3374158000006,681.7040216000023,683.5762802999961,j,0.3424955000009504,None,0,image1,0,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
160,0,160,f,0.4737336999969557,None,,,,,160,0,160,0,683.6822152999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.6741542000018,683.6822152999957,685.1374751999974,684.6373590000003,685.1374751999974,688.0193356000018,f,0.4737336999969557,None,10,image1,3,image2,image1,[],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
161,0,161,f,0.3054400999972131,None,,,,,161,0,161,0,688.0642798999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0561847999998,688.0642798999979,689.2042146000022,688.870860199997,,691.500626699999,f,0.3054400999972131,None,0,image1,2,image2,image1,['low'],0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
162,0,162,f,0.2315535000016098,None,,,,,162,0,162,0,691.5623407000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.5542129999958,691.5623407000021,693.7540445999985,693.5041093999971,693.7540445999985,695.7405596999961,f,0.2315535000016098,None,10,image2,1,image2,image1,"['low', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
163,0,163,f,0.39964010000403505,None,,,,,163,0,163,0,695.8116728999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.8032819,695.8116728999958,697.9207410000017,697.5040698000012,697.9207410000017,700.3683577999982,f,0.39964010000403505,None,10,image2,0,image2,image1,"['low', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
164,0,164,f,0.39196200000151293,None,,,,,164,0,164,0,700.4874691000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.479293299999,700.4874691000005,701.737506999998,701.3207782999962,701.737506999998,704.6578618999993,f,0.39196200000151293,None,10,image2,-1,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
165,0,165,j,0.36461989999952493,None,,,,,165,0,165,0,704.7032046000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.6945911000003,704.7032046000022,706.9708523000008,706.5874344999975,706.9708523000008,709.4439454000021,j,0.36461989999952493,None,0,image2,-2,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
166,0,166,f,0.5448461000050884,None,,,,,166,0,166,0,709.5037286000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.4951249000005,709.5037286000006,711.0373974999966,710.4707510000007,711.0373974999966,712.5773604999995,f,0.5448461000050884,None,0,image2,9,image1,image2,[],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
167,0,167,j,0.27960210000310326,None,,,,,167,0,167,0,712.6380987000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.6296961999979,712.6380987000011,714.8041868,714.5041093999971,714.8041868,716.3847900999972,j,0.27960210000310326,None,0,image2,8,image1,image2,['low'],0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
168,0,168,f,0.35545750000164844,None,,,,,168,0,168,0,716.4435270999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.4355775000004,716.4435270999966,718.6041318999996,718.2207659999985,718.6041318999996,721.3603230000008,f,0.35545750000164844,None,10,image1,7,image1,image2,"['low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
169,0,169,f,1.2996609000038006,None,,,,,169,0,169,0,721.4764735999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.4683205999972,721.4764735999997,724.5208582999985,723.2042211000007,724.5208582999985,726.9518315000023,f,1.2996609000038006,None,0,image2,6,image1,image2,"['low', 'high', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
170,0,170,f,0.5863010999964899,None,,,,,170,0,170,0,727.0125561999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.0045347999985,727.0125561999957,729.0374408999996,728.4207277000023,729.0374408999996,730.9901253999997,f,0.5863010999964899,None,0,image2,5,image1,image2,"['low', 'high', 'low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
171,0,171,f,0.33760569999867585,None,,,,,171,0,171,0,731.0489261999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.0407971999957,731.0489261999974,732.6208925000028,732.254277699998,732.6208925000028,734.5704084999961,f,0.33760569999867585,None,0,image1,4,image1,image2,"['low', 'high', 'low', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
172,0,172,j,0.4799203000002308,None,,,,,172,0,172,0,734.6283269999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.6202631999986,734.6283269999985,737.0042477999959,736.5042410000024,737.0042477999959,738.6370615999986,j,0.4799203000002308,None,10,image2,3,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
173,0,173,j,0.5659912999981316,None,,,,,173,0,173,0,738.7495463000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.7418641999975,738.7495463000014,740.3208092999994,739.7376093999992,740.3208092999994,742.335407999999,j,0.5659912999981316,None,10,image2,2,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
174,0,174,j,0.5356421999968006,None,,,,,174,0,174,0,742.3940710999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.3859482999978,742.3940710999959,744.6542315999977,744.0875180000003,744.6542315999977,747.0003320999967,j,0.5356421999968006,None,0,image2,1,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
175,0,175,f,0.7385596000021906,None,,,,,175,0,175,0,747.0481004999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.0398658999984,747.0481004999965,748.6207269000006,747.8541208999959,748.6207269000006,750.1168653999994,f,0.7385596000021906,None,0,image1,0,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
176,0,176,f,0.36814589999994496,None,,,,,176,0,176,0,750.1756004999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.1671766,750.1756004999988,751.8708493000013,751.4709004999968,751.8708493000013,753.8789830000023,f,0.36814589999994496,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
177,0,177,f,0.3489914999954635,None,,,,,177,0,177,0,753.9275535999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.9194229999994,753.9275535999986,754.9209136999998,754.554105999996,,757.3662236000018,f,0.3489914999954635,None,0,image1,-2,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
178,0,178,f,0.33607750000373926,None,,,,,178,0,178,0,757.4803688999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.4722562000024,757.4803688999964,758.8374805999993,758.4709040000016,758.8374805999993,761.7165442999976,f,0.33607750000373926,None,0,image1,-3,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
179,0,179,f,0.42416960000264226,None,,,,,179,0,179,0,761.7814929000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.773411299997,761.7814929000015,762.9374597999995,762.4874043000018,,764.9263898999998,f,0.42416960000264226,None,0,image2,-4,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,024,001,2024-11-14_20h46.24.627,实验程序1.0,2024.2.4,60.04379594447248,2024-11-14 20h46.36.173427 +0800,
