thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004598200001055375,0.02501240000128746,0.02501240000128746,8.264876600005664,space,8.229182499999297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
,,,,,,,,,,,,,,,,,,,,,,,8.277838000001793,8.277838000001793,space,7.944193700001051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
9,0,9,,,,9,0,9,0,,,,,40.27246190000005,,,,,,,,,,,,,,40.27246190000005,41.259489800002484,40.80940340000234,38.79264759999933,j,0.4203427000029478,None,42.72830239999894,42.73715110000194,42.73715110000194,52.77699589999975,space,10.029889400000684,None,,,,,,,,,,,,,,,,,,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
0,0,0,j,0.47793250000540866,None,,,,,0,0,0,0,52.82492320000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81421160000173,52.82492320000165,55.0841378000041,55.0841378000041,54.57598770000186,57.95164510000177,j,0.47793250000540866,None,10,image1,3,image1,image2,['high'],0.7,0.3,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
0,0,0,j,0.45354049999878043,None,,,,,0,0,0,0,57.9982869000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.989671000003,57.9982869000014,59.47598890000518,59.47598890000518,58.992764499998884,61.65087830000266,j,0.45354049999878043,None,10,image1,2,image1,image2,"['high', 'high']",0.7,0.3,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
1,0,1,j,0.590414400001464,None,,,,,1,0,1,0,61.70241700000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.693985600002634,61.70241700000042,63.976141500002996,63.976141500002996,63.359497600002214,66.90289860000485,j,0.590414400001464,None,0,image2,1,image1,image2,"['high', 'high', 'low']",0.7,0.3,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
2,0,2,j,0.4550228000007337,None,,,,,2,0,2,0,66.95861630000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.95012220000353,66.95861630000581,69.0261243000059,69.0261243000059,68.54264859999967,71.86161140000331,j,0.4550228000007337,None,10,image1,0,image1,image2,"['high', 'high', 'low', 'high']",0.7,0.3,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
3,0,3,f,0.5572342000014032,None,,,,,3,0,3,0,71.96056220000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.95185940000374,71.96056220000173,74.57618500000535,74.57618500000535,73.99270000000251,76.51131890000397,f,0.5572342000014032,None,10,image1,-1,image1,image2,"['high', 'high', 'low', 'high', 'high']",0.7,0.3,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
4,0,4,j,0.45147099999303464,None,,,,,4,0,4,0,76.56392849999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5555261000045,76.56392849999975,78.74510170000576,78.74510170000576,78.25937350000459,81.5931103000039,j,0.45147099999303464,None,0,image1,3,image2,image1,[],0.3,0.7,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
5,0,5,f,0.4664392000049702,None,,,,,5,0,5,0,81.63926370000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.63077600000543,81.63926370000263,84.14277109999966,84.14277109999966,83.65935750000062,86.36227589999908,f,0.4664392000049702,None,0,image1,2,image2,image1,['low'],0.3,0.7,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
6,0,6,j,0.5017855999976746,None,,,,,6,0,6,0,86.40826400000515,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39982710000186,86.40826400000515,88.89319670000259,88.89319670000259,88.35938490000262,91.44589040000574,j,0.5017855999976746,None,0,image1,1,image2,image1,"['low', 'low']",0.3,0.7,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
7,0,7,j,0.3984725999980583,None,,,,,7,0,7,0,91.5465164000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.53846329999942,91.5465164000052,93.57634659999894,93.57634659999894,93.15954079999938,96.52162379999936,j,0.3984725999980583,None,10,image2,0,image2,image1,"['low', 'low', 'high']",0.3,0.7,66,001,2024-11-23_20h36.01.204,实验程序1.0,2024.2.4,59.94729433964208,2024-11-23 20h36.19.341637 +0800,
