thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0035636000029626302,0.008348300001671305,0.008348300001671305,3.38904360000015,space,3.3740581999991264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.3924520000000484,3.3924520000000484,space,1.9335055999981705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
9,0,9,,,,9,0,9,0,,,,,28.63074190000043,,,,,,,,,,,,,,28.63074190000043,29.608289100000547,29.14148330000171,14.996653300000617,f,0.46091420000084327,None,9.833219300002384,31.064218900002743,31.066877000001114,31.066877000001114,32.05835610000213,space,0.9894425000020419,None,,,,,,,,,,,,,,,,,,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
0,0,0,j,0.63836110000193,None,,,,,0,0,0,0,32.09613690000333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.092604200002825,32.09613690000333,34.26314260000072,34.26314260000072,33.614638600000035,36.67634100000214,j,0.63836110000193,None,0,image1,5,image1,image2,['high'],0.7,0.3,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
0,0,0,f,0.4299059999975725,None,,,,,0,0,0,0,36.71835980000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.71308120000322,36.71835980000105,38.899049300001934,38.899049300001934,38.463052200000675,40.786811200003285,f,0.4299059999975725,None,10,image1,4,image1,image2,"['high', 'high']",0.7,0.3,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
1,0,1,j,0.3878776999990805,None,,,,,1,0,1,0,40.89532110000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89101610000216,40.89532110000073,42.82656090000091,42.82656090000091,42.433042900000146,45.0631484000005,j,0.3878776999990805,None,10,image1,3,image1,image2,"['high', 'high', 'high']",0.7,0.3,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
2,0,2,j,0.505443700003525,None,,,,,2,0,2,0,45.10290960000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.09823000000324,45.10290960000202,47.17849320000096,47.17849320000096,46.66524870000285,49.01912770000126,j,0.505443700003525,None,0,image1,2,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
3,0,3,f,0.44608080000034533,None,,,,,3,0,3,0,49.05916520000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05402750000212,49.05916520000028,,50.117324600003485,49.663368000001356,51.84564820000014,f,0.44608080000034533,None,10,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
4,0,4,j,0.37780770000244956,None,,,,,4,0,4,0,51.886972200001765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.883263300002,51.886972200001765,,53.003005100003065,52.62103600000046,55.5687562000021,j,0.37780770000244956,None,0,image1,2,image2,image1,['low'],0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
5,0,5,f,0.5461662999987311,None,,,,,5,0,5,0,55.6080643000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.60374200000297,55.6080643000023,58.06948810000176,58.06948810000176,57.51187140000184,60.42810490000193,f,0.5461662999987311,None,0,image1,1,image2,image1,"['low', 'low']",0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
6,0,6,f,0.45413510000071255,None,,,,,6,0,6,0,60.533339100002195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.528613000002224,60.533339100002195,62.16627250000238,62.16627250000238,61.705963400003384,64.89046040000176,f,0.45413510000071255,None,10,image2,0,image2,image1,"['low', 'low', 'high']",0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
7,0,7,f,0.39115730000048643,None,,,,,7,0,7,0,64.92861340000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9242931000008,64.92861340000309,66.8207822000004,66.8207822000004,66.42098800000167,68.45996650000234,f,0.39115730000048643,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
8,0,8,f,0.41125990000000456,None,,,,,8,0,8,0,68.49871970000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49427510000169,68.49871970000095,69.80846270000256,69.80846270000256,69.39075480000247,72.01060430000143,f,0.41125990000000456,None,10,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
9,0,9,j,0.3467363999989175,None,,,,,9,0,9,0,72.04927290000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.04488650000349,72.04927290000342,,73.23250130000088,72.87494169999991,75.59539180000138,j,0.3467363999989175,None,10,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,53,001,2024-11-18_14h10.50.168,实验程序1.0,2024.2.1post4,159.7653366814563,2024-11-18 14h11.01.164919 +0800,
