thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004484000004595146,0.013000800012378022,0.013000800012378022,2.9362142000027234,space,2.8961733000032837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.947622500010766,2.947622500010766,space,5.848291399990558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
9,0,9,,,,9,0,9,0,,,,,29.740762600005837,,,,,,,,,,,,,,29.740762600005837,30.57736530000693,30.27759430000151,10.594215600009193,f,0.2787370000005467,None,32.049496200008434,32.118826000005356,32.118826000005356,33.29582010000013,space,1.1730695000005653,None,,,,,,,,,,,,,,,,,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
0,0,0,f,0.2401924999867333,None,,,,,0,0,0,0,33.35007350001251,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33983970001282,33.35007350001251,34.29409470000246,34.027772400004324,36.57323650000035,f,0.2401924999867333,None,0,image1,10,image2,image1,['low'],0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
0,0,0,j,0.44853999999759253,None,,,,,0,0,0,0,36.62482930000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.615960200011614,36.62482930000988,37.91111510001065,37.444376700004796,39.93475520001084,j,0.44853999999759253,None,10,image1,9,image2,image1,"['low', 'low']",0.3,0.7,37.91111510001065,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
1,0,1,f,0.1486975000007078,None,,,,,1,0,1,0,39.98670230001153,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.977083100005984,39.98670230001153,41.07772780000232,40.910964599999716,42.75159860000713,f,0.1486975000007078,None,10,image2,8,image2,image1,"['low', 'low', 'high']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
2,0,2,j,0.46795030000794213,None,,,,,2,0,2,0,42.80404350000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.794503400000394,42.80404350000026,44.46073450001131,43.960878600002616,46.119037200012826,j,0.46795030000794213,None,0,image1,7,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,44.46073450001131,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
3,0,3,j,0.24091540000517853,None,,,,,3,0,3,0,46.22581730000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21685930000967,46.22581730000093,48.06156240000564,47.794994100011536,50.31545059999917,j,0.24091540000517853,None,0,image1,6,image2,image1,"['low', 'low', 'high', 'low', 'low']",0.3,0.7,48.06156240000564,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
4,0,4,f,0.281499899996561,None,,,,,4,0,4,0,50.36584370001219,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.35704380000243,50.36584370001219,52.094113600003766,51.79448880000564,54.24831000000995,f,0.281499899996561,None,0,image1,5,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,52.094113600003766,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
5,0,5,j,0.0574549000011757,None,,,,,5,0,5,0,54.30120240000542,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.291729000004125,54.30120240000542,55.661344600011944,55.5783497000084,57.74500650000118,j,0.0574549000011757,None,10,image2,4,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,55.661344600011944,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
6,0,6,j,0.2975297000084538,None,,,,,6,0,6,0,57.79733510001097,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.787248300010106,57.79733510001097,58.74451680001221,58.42819010000676,60.51452419999987,j,0.2975297000084538,None,0,image2,3,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
7,0,7,f,0.8041742999921553,None,,,,,7,0,7,0,60.62462620000588,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.61518120000255,60.62462620000588,62.94423530000495,62.111388500008616,65.74866979999933,f,0.8041742999921553,None,0,image1,2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,62.94423530000495,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
8,0,8,j,0.3445956999930786,None,,,,,8,0,8,0,65.80103320001217,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.79172530000506,65.80103320001217,67.99428520000947,67.62772590000532,70.53813010000158,j,0.3445956999930786,None,0,image1,1,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,67.99428520000947,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
9,0,9,f,0.17408589999831747,None,,,,,9,0,9,0,70.5891888000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.58035300001211,70.5891888000042,71.67754920000152,71.47772290000285,73.62292320000415,f,0.17408589999831747,None,0,image1,0,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
10,0,10,f,0.05234869998821523,None,,,,,10,0,10,0,73.67586360000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6643436000013,73.67586360000132,74.39444350000122,74.31135390000418,76.42300160000741,f,0.05234869998821523,None,10,image1,-1,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
11,0,11,f,0.312066300000879,None,,,,,11,0,11,0,76.47438970000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.46526780001295,76.47438970000076,78.14454720000504,77.81170750000456,79.79878910000843,f,0.312066300000879,None,0,image2,-2,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,78.14454720000504,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
12,0,12,j,0.3077200999978231,None,,,,,12,0,12,0,79.90845550000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.89815459999954,79.90845550000085,81.46087870000338,81.12812380000832,84.27655080000113,j,0.3077200999978231,None,0,image2,-3,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,81.46087870000338,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
13,0,13,j,0.5089030999952229,None,,,,,13,0,13,0,84.32779520000622,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31816310000431,84.32779520000622,86.82762000001094,86.29453940001258,88.33922080000048,j,0.5089030999952229,None,0,image1,-4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,86.82762000001094,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
14,0,14,j,0.40329810000548605,None,,,,,14,0,14,0,88.39129369999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.38156620001246,88.39129369999864,90.38037110000732,89.94429300000775,93.08327480001026,j,0.40329810000548605,None,0,image1,-5,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,90.38037110000732,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
15,0,15,f,0.2320592000032775,None,,,,,15,0,15,0,93.13520450000942,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.12647560000187,93.13520450000942,94.67775990000519,94.42780580000544,97.31367210000462,f,0.2320592000032775,None,0,image1,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,94.67775990000519,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
16,0,16,j,0.4102772000042023,None,,,,,16,0,16,0,97.42248900000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.41367150000588,97.42248900000413,98.79436130000977,98.36085480000474,100.67868300000555,j,0.4102772000042023,None,0,image2,-7,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,98.79436130000977,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
17,0,17,f,0.3555787000077544,None,,,,,17,0,17,0,100.72958230000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.72061240000767,100.72958230000222,101.74505720000889,101.36083489999874,103.31272940000053,f,0.3555787000077544,None,0,image2,-8,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
18,0,18,f,0.35893280000891536,None,,,,,18,0,18,0,103.36367030000838,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.35474970001087,103.36367030000838,105.24479430000065,104.86102989999927,108.03148860001238,f,0.35893280000891536,None,10,image2,-9,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,105.24479430000065,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
19,0,19,f,0.34755809999478515,None,,,,,19,0,19,0,108.08401010000671,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.07480000000214,108.08401010000671,109.94484320000629,109.57783150000614,111.49995730000956,f,0.34755809999478515,None,10,image2,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,109.94484320000629,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
20,0,20,f,0.3984375,None,,,,,20,0,20,0,111.55170520000684,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.54272789999959,111.55170520000684,113.92765630000213,113.5109533000068,116.3250521000009,f,0.3984375,None,10,image2,14,image1,image2,[],0.7,0.3,113.92765630000213,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
21,0,21,f,0.45173100000829436,None,,,,,21,0,21,0,116.43328740001016,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.42431680001027,116.43328740001016,118.81162700000277,118.3277395000041,120.40899390001141,f,0.45173100000829436,None,10,image1,13,image1,image2,['high'],0.7,0.3,118.81162700000277,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
22,0,22,f,0.31648399999539834,None,,,,,22,0,22,0,120.46048470000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4514487000124,120.46048470000096,122.24429010000313,121.91129519999959,124.39966580001055,f,0.31648399999539834,None,0,image1,12,image1,image2,"['high', 'high']",0.7,0.3,122.24429010000313,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
23,0,23,f,0.4904821000091033,None,,,,,23,0,23,0,124.45067430000927,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.4417254,124.45067430000927,125.677929700003,125.16120170000067,127.47503349999897,f,0.4904821000091033,None,0,image1,11,image1,image2,"['high', 'high', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
24,0,24,j,0.29803890000039246,None,,,,,24,0,24,0,127.52596640000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.51706330000889,127.52596640000411,128.74463900001138,128.4278357000003,131.70701360001112,j,0.29803890000039246,None,0,image2,10,image1,image2,"['high', 'high', 'high', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
25,0,25,j,0.3856939999968745,None,,,,,25,0,25,0,131.81697450000502,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.80778170000121,131.81697450000502,133.59451540000737,133.17826450000575,135.20287000000826,j,0.3856939999968745,None,10,image1,9,image1,image2,"['high', 'high', 'high', 'low', 'high']",0.7,0.3,133.59451540000737,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
26,0,26,j,0.43309360000421293,None,,,,,26,0,26,0,135.25472180001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.24528460000874,135.25472180001088,136.44501540000783,135.9945391000074,138.85354340000777,j,0.43309360000421293,None,10,image1,8,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
27,0,27,j,0.32590530000743456,None,,,,,27,0,27,0,138.90527840000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.89631540000846,138.90527840000868,141.04431750001095,140.69468290000805,142.68755040000542,j,0.32590530000743456,None,10,image1,7,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,141.04431750001095,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
28,0,28,j,0.310624400008237,None,,,,,28,0,28,0,142.73888840001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.72978240001248,142.73888840001018,145.01097640000808,144.67758240000694,146.95353150001029,j,0.310624400008237,None,10,image1,6,image1,image2,"['high', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,145.01097640000808,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
29,0,29,j,1.0746446999983164,None,,,,,29,0,29,0,147.0051919000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.99576830001024,147.0051919000107,148.64525980000326,147.54514080000808,150.8635990000039,j,1.0746446999983164,None,10,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,148.64525980000326,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
30,0,30,j,0.30009039999276865,None,,,,,30,0,30,0,150.9737402000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.96479740001087,150.9737402000028,152.66111730001285,152.34441220000735,154.45549780000874,j,0.30009039999276865,None,0,image2,4,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,152.66111730001285,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
31,0,31,j,0.29738499999803025,None,,,,,31,0,31,0,154.5064812000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.49771190001047,154.5064812000055,156.31160720001208,155.99497820000397,157.83404060000612,j,0.29738499999803025,None,10,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,156.31160720001208,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
32,0,32,j,0.3108589000039501,None,,,,,32,0,32,0,157.88554470000963,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.87658440000087,157.88554470000963,159.99433330001193,159.66148020001128,162.13933220000763,j,0.3108589000039501,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,159.99433330001193,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
33,0,33,j,0.32506909999938216,None,,,,,33,0,33,0,162.19084999999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.18180679999932,162.19084999999905,163.87778020001133,163.5279467000073,166.33236910001142,j,0.32506909999938216,None,0,image1,1,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,163.87778020001133,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
34,0,34,f,0.408323499999824,None,,,,,34,0,34,0,166.44316890000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.43392999999924,166.44316890000482,167.8777398000093,167.4445718000061,170.8306345000019,f,0.408323499999824,None,0,image1,4,image2,image1,['low'],0.3,0.7,167.8777398000093,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
35,0,35,f,0.27554819999204483,None,,,,,35,0,35,0,170.8835614000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.87478399999964,170.8835614000127,172.24440030001279,171.94467960001202,174.89231910000672,f,0.27554819999204483,None,0,image1,3,image2,image1,"['low', 'low']",0.3,0.7,172.24440030001279,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
36,0,36,j,0.4749751000053948,None,,,,,36,0,36,0,174.94868610000412,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.93862410000293,174.94868610000412,176.22847100000945,175.72894030000316,179.0242040000012,j,0.4749751000053948,None,0,image1,2,image2,image1,"['low', 'low', 'low']",0.3,0.7,176.22847100000945,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
37,0,37,j,0.14519939999445342,None,,,,,37,0,37,0,179.07580810000945,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.06615180001245,179.07580810000945,180.76104510000732,180.59533250000095,182.44047280000814,j,0.14519939999445342,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,180.76104510000732,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
38,0,38,f,0.3009338999981992,None,,,,,38,0,38,0,182.49197390000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.48300670000026,182.49197390000336,184.4277851000079,184.11182660001214,187.33277100000123,f,0.3009338999981992,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,184.4277851000079,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
39,0,39,f,0.34133949999522883,None,,,,,39,0,39,0,187.44162330000836,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.43278390000341,187.44162330000836,189.64536439999938,189.2783621000126,191.51122020000184,f,0.34133949999522883,None,10,image1,-1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,189.64536439999938,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
40,0,40,f,0.36973359998955857,None,,,,,40,0,40,0,191.56218920000538,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.55357250000816,191.56218920000538,193.77800500000012,193.37851840000076,195.8398096000019,f,0.36973359998955857,None,10,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,193.77800500000012,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
41,0,41,f,0.3172455000021728,None,,,,,41,0,41,0,195.89272640000854,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8832051000063,195.89272640000854,197.41110880000633,197.07804079999914,199.61205039999913,f,0.3172455000021728,None,10,image2,-3,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,197.41110880000633,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
42,0,42,f,0.3014926000032574,None,,,,,42,0,42,0,199.66427269999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.6548182000115,199.66427269999986,201.844514299999,201.51118100000895,203.5258931999997,f,0.3014926000032574,None,10,image2,6,image1,image2,[],0.7,0.3,201.844514299999,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
43,0,43,j,0.6162390000099549,None,,,,,43,0,43,0,203.6372277000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.62802870001178,203.6372277000046,204.84443490000558,204.2113587000058,206.95970890000171,j,0.6162390000099549,None,0,image2,5,image1,image2,['low'],0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
44,0,44,f,0.2922563000029186,None,,,,,44,0,44,0,207.0114801000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.00224020000314,207.0114801000018,209.02834010000515,208.7112552000035,211.1846988000034,f,0.2922563000029186,None,0,image2,4,image1,image2,"['low', 'low']",0.7,0.3,209.02834010000515,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
45,0,45,f,0.37509819999104366,None,,,,,45,0,45,0,211.2365460000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.22766930000216,211.2365460000001,212.84472860000096,212.4458328000037,215.10231850000855,f,0.37509819999104366,None,0,image2,3,image1,image2,"['low', 'low', 'low']",0.7,0.3,212.84472860000096,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
46,0,46,f,0.4121237000072142,None,,,,,46,0,46,0,215.15517779999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.1461801000114,215.15517779999936,216.34465730001102,215.91112370000337,218.71903370000655,f,0.4121237000072142,None,0,image2,2,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
47,0,47,j,1.2189447000127984,None,,,,,47,0,47,0,218.77041950001149,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.7613393000065,218.77041950001149,220.77837020000152,219.52838260000863,223.13725500000874,j,1.2189447000127984,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,220.77837020000152,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
48,0,48,f,0.3906118000013521,None,,,,,48,0,48,0,223.18847480000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.17948250001064,223.18847480000113,225.51115930000378,225.094634100009,228.02014300000155,f,0.3906118000013521,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,225.51115930000378,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
49,0,49,j,0.3856789999990724,None,,,,,49,0,49,0,228.07522260000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0645618000126,228.07522260000405,229.79463899999973,229.3778777000116,232.4744558000093,j,0.3856789999990724,None,0,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,229.79463899999973,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
50,0,50,j,0.40193739999085665,None,,,,,50,0,50,0,232.52694560000964,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.51686100001098,232.52694560000964,234.19490490001044,233.7620714000077,236.5728511000052,j,0.40193739999085665,None,0,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,234.19490490001044,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
51,0,51,f,0.3541664999938803,None,,,,,51,0,51,0,236.62419280000904,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.6151899000106,236.62419280000904,238.5619294000062,238.1779271000123,240.2848057000083,f,0.3541664999938803,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,238.5619294000062,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
52,0,52,f,0.47812479999265634,None,,,,,52,0,52,0,240.41113320000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4012711000105,240.41113320000295,241.76145550000365,241.2611906000093,243.86595230000967,f,0.47812479999265634,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,241.76145550000365,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
53,0,53,f,0.27905459998873994,None,,,,,53,0,53,0,243.9169311000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9078603000089,243.9169311000005,245.56185790000018,245.26141350000398,247.98604120001255,f,0.27905459998873994,None,10,image1,-5,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,245.56185790000018,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
54,0,54,f,0.4924481000052765,None,,,,,54,0,54,0,248.04278120001254,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.03214060000028,248.04278120001254,249.82816400000593,249.31127330000163,252.15286830000696,f,0.4924481000052765,None,0,image2,-6,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,249.82816400000593,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
