thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
133,0,133,j,0.04082359999301843,None,,,,,133,0,133,0,559.3808815000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.3717869000102,559.3808815000084,561.079270400005,561.0118511000037,563.3319267000043,j,0.04082359999301843,None,0,image2,2,image1,image2,['low'],0.7,0.3,561.079270400005,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
134,0,134,f,0.3526507000060519,None,,,,,134,0,134,0,563.3831875000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.37434390001,563.3831875000033,564.5792374000011,564.1952896000003,566.7519351000083,f,0.3526507000060519,None,10,image1,1,image1,image2,"['low', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
135,0,135,j,0.14878119999775663,None,,,,,135,0,135,0,566.8045495000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.7957532,566.8045495000115,568.2619416000089,568.0954452000005,570.2879149000073,j,0.14878119999775663,None,10,image1,0,image1,image2,"['low', 'high', 'high']",0.7,0.3,568.2619416000089,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
136,0,136,f,0.16518289998930413,None,,,,,136,0,136,0,570.3396572000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.3304105999996,570.3396572000056,572.2955158000113,572.1119215000072,573.8061359999992,f,0.16518289998930413,None,0,image2,-1,image1,image2,"['low', 'high', 'high', 'low']",0.7,0.3,572.2955158000113,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
137,0,137,j,0.058521300001302734,None,,,,,137,0,137,0,573.9245441000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.9147732999991,573.9245441000094,575.8288226000004,575.7455721000006,577.8690127000009,j,0.058521300001302734,None,0,image2,-2,image1,image2,"['low', 'high', 'high', 'low', 'low']",0.7,0.3,575.8288226000004,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
138,0,138,f,0.05948500000522472,None,,,,,138,0,138,0,577.922742300012,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.9122053000028,577.922742300012,578.5953718000092,578.5121406000108,581.3128178000043,f,0.05948500000522472,None,0,image2,-3,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
139,0,139,f,0.40846439999586437,None,,,,,139,0,139,0,581.365366500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.3557749000029,581.365366500002,583.6453945000103,583.2118985999987,586.0534059000056,f,0.40846439999586437,None,10,image1,-4,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,583.6453945000103,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
140,0,140,j,0.3031510000000708,None,,,,,140,0,140,0,586.1043709000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0954327000072,586.1043709000078,587.5455529000028,587.2125718000025,589.1382598000055,j,0.3031510000000708,None,0,image2,-5,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,587.5455529000028,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
141,0,141,f,0.3106843999994453,None,,,,,141,0,141,0,589.1904644000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.1814855000121,589.1904644000024,590.3953286000033,590.0627325000096,592.3817710000003,f,0.3106843999994453,None,10,image2,-6,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
142,0,142,j,0.30962450000515673,None,,,,,142,0,142,0,592.5006725999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.48925530001,592.5006725999992,593.9964776999986,593.6619620000129,596.7232260000019,j,0.30962450000515673,None,10,image2,-7,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,593.9964776999986,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
143,0,143,j,0.20159650000277907,None,,,,,143,0,143,0,596.7740889000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7653435000102,596.7740889000124,597.5954192000063,597.3618960000022,599.1404898000037,j,0.20159650000277907,None,0,image1,-8,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
144,0,144,j,0.3093269000091823,None,,,,,144,0,144,0,599.1942234000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.1830965000117,599.1942234000016,601.0124751000112,600.6794618999993,603.8697132000088,j,0.3093269000091823,None,10,image1,-9,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,601.0124751000112,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
145,0,145,j,0.05731730000115931,None,,,,,145,0,145,0,603.9211991000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9123968000058,603.9211991000047,605.5119809000025,605.428713900008,607.1152106000081,j,0.05731730000115931,None,0,image2,-10,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,605.5119809000025,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
146,0,146,j,0.08441830000083428,None,,,,,146,0,146,0,607.236095500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.2249693000049,607.236095500004,609.1953199000127,609.0790187000093,610.9581332000089,j,0.08441830000083428,None,10,image1,-11,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,609.1953199000127,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
147,0,147,j,0.04805389999819454,None,,,,,147,0,147,0,611.0090603999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.000311900003,611.0090603999997,612.112025800001,612.0453999000019,614.7669893000129,j,0.04805389999819454,None,10,image1,-12,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
148,0,148,j,0.3189991999970516,None,,,,,148,0,148,0,614.8206285000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8112198000017,614.8206285000051,616.7791782999993,616.4288162000012,619.5864334000071,j,0.3189991999970516,None,10,image1,3,image2,image1,[],0.3,0.7,616.7791782999993,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
149,0,149,j,0.2319881000003079,None,,,,,149,0,149,0,619.6401138000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.6291108000005,619.6401138000074,621.8619506000105,621.612008000011,623.710301500003,j,0.2319881000003079,None,0,image1,2,image2,image1,['low'],0.3,0.7,621.8619506000105,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
150,0,150,j,0.15303870000934694,None,,,,,150,0,150,0,623.7621390999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.7532073000039,623.7621390999993,624.9620797000098,624.7789245000022,626.6628507999994,j,0.15303870000934694,None,10,image2,1,image2,image1,"['low', 'high']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
151,0,151,j,0.31634499999927357,None,,,,,151,0,151,0,626.7833025,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.7733269000018,626.7833025,629.079575900003,628.745836800008,631.7351683000015,j,0.31634499999927357,None,10,image2,0,image2,image1,"['low', 'high', 'high']",0.3,0.7,629.079575900003,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
152,0,152,j,0.06943439999304246,None,,,,,152,0,152,0,631.787149300013,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.7778900000121,631.787149300013,633.3792122000013,633.2788866000046,634.9377043999993,j,0.06943439999304246,None,10,image1,-1,image2,image1,"['low', 'high', 'high', 'low']",0.3,0.7,633.3792122000013,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
153,0,153,j,0.06767790000594687,None,,,,,153,0,153,0,634.9890308000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.9798916,634.9890308000031,636.8289473000041,636.7454627000116,639.1612687000015,j,0.06767790000594687,None,10,image2,-2,image2,image1,"['low', 'high', 'high', 'low', 'high']",0.3,0.7,636.8289473000041,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
154,0,154,j,0.216972900001565,None,,,,,154,0,154,0,639.2126893000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2041221000109,639.2126893000095,640.3120176000084,640.0788432000118,643.0157275000092,j,0.216972900001565,None,0,image1,-3,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
155,0,155,j,0.1930096999858506,None,,,,,155,0,155,0,643.1449604000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.1330199000076,643.1449604000081,644.4287291000073,644.2120060000016,647.3426001000043,j,0.1930096999858506,None,0,image2,-4,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,644.4287291000073,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
156,0,156,j,0.10178620000078809,None,,,,,156,0,156,0,647.3938557000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.384718900008,647.3938557000074,648.7787719000044,648.6463554000075,651.4030285000044,j,0.10178620000078809,None,0,image2,-5,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,648.7787719000044,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
157,0,157,j,0.3908654000115348,None,,,,,157,0,157,0,651.4583477000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.4468055000034,651.4583477000124,653.0291648999992,652.613224700006,655.8795461000118,j,0.3908654000115348,None,0,image2,-6,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,653.0291648999992,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
158,0,158,j,0.15598820000013802,None,,,,,158,0,158,0,655.9325542000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.922416500005,655.9325542000006,657.7125407999993,657.5289469000127,660.5341718000127,j,0.15598820000013802,None,10,image2,2,image1,image2,[],0.7,0.3,657.7125407999993,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
159,0,159,j,0.17489529999147635,None,,,,,159,0,159,0,660.5865787000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.5770045000099,660.5865787000075,661.6621054999996,661.4619974000088,663.2010541000054,j,0.17489529999147635,None,10,image1,1,image1,image2,['high'],0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
160,0,160,j,0.00225430000864435,None,,,,,160,0,160,0,663.3212990000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.3120054000028,663.3212990000029,665.1953783000063,665.1620969000069,667.3948353000014,j,0.00225430000864435,None,0,image2,0,image1,image2,"['high', 'low']",0.7,0.3,665.1953783000063,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
161,0,161,j,0.27381070000410546,None,,,,,161,0,161,0,667.4497042000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.4377496000088,667.4497042000003,669.6787561000092,669.3786563000031,671.1547824000008,j,0.27381070000410546,None,10,image1,-1,image1,image2,"['high', 'low', 'high']",0.7,0.3,669.6787561000092,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
162,0,162,j,0.23139590000209864,None,,,,,162,0,162,0,671.2089236000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.1974121000094,671.2089236000029,673.0793963000033,672.8291358999995,675.8920829999988,j,0.23139590000209864,None,10,image1,-2,image1,image2,"['high', 'low', 'high', 'high']",0.7,0.3,673.0793963000033,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
163,0,163,j,0.42455969999718945,None,,,,,163,0,163,0,675.9445439000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.9354649000015,675.9445439000119,677.6289932000072,677.1795478999993,680.5663226000033,j,0.42455969999718945,None,0,image2,-3,image1,image2,"['high', 'low', 'high', 'high', 'low']",0.7,0.3,677.6289932000072,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
164,0,164,j,0.0825763999891933,None,,,,,164,0,164,0,680.6883600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.6778473000013,680.6883600000001,681.4456696000125,681.3456188000127,684.2988605999999,j,0.0825763999891933,None,10,image2,-4,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
165,0,165,f,0.1110391999973217,None,,,,,165,0,165,0,684.3523852000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.3424346000102,684.3523852000071,686.3790728000022,686.2454179000051,688.7644274000049,f,0.1110391999973217,None,10,image1,-5,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,686.3790728000022,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
166,0,166,j,0.36109469999792054,None,,,,,166,0,166,0,688.8161411000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.8072297000035,688.8161411000037,689.9625165000034,689.5790474000096,692.8134550000104,j,0.36109469999792054,None,0,image2,-6,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
167,0,167,f,0.03188829999999143,None,,,,,167,0,167,0,692.8654338000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.8561366000067,692.8654338000051,693.4789092999999,693.4288282000052,695.6137316000095,f,0.03188829999999143,None,0,image2,-7,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
168,0,168,j,0.35971889999927953,None,,,,,168,0,168,0,695.6657231999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.6565812000044,695.6657231999998,697.9955876000022,697.612295400002,699.7381580000074,j,0.35971889999927953,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,697.9955876000022,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
169,0,169,j,0.18262190000677947,None,,,,,169,0,169,0,699.8589307000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.8499449000083,699.8589307000075,700.6288935000048,700.429376,702.4422468000121,j,0.18262190000677947,None,10,image1,-9,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
170,0,170,j,0.05653470000834204,None,,,,,170,0,170,0,702.4959146000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.4843838000088,702.4959146000037,703.312972300002,703.2289471000113,705.0890918000077,j,0.05653470000834204,None,10,image1,-10,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
171,0,171,j,0.2895541000034427,None,,,,,171,0,171,0,705.1404448000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.1311703000101,705.1404448000103,706.1122682999994,705.7954392000102,708.5862972000032,j,0.2895541000034427,None,10,image2,-11,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
172,0,172,f,0.02642599999671802,None,,,,,172,0,172,0,708.6398250000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.629122600003,708.6398250000057,709.3788198000111,709.3291348000057,711.3696970000019,f,0.02642599999671802,None,0,image2,-12,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
173,0,173,j,0.21085379998839926,None,,,,,173,0,173,0,711.4929154999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.481852900004,711.4929154999991,712.778811000011,712.5456541000021,714.3325436000014,j,0.21085379998839926,None,0,image2,-13,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,712.778811000011,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
174,0,174,j,0.042030099997646175,None,,,,,174,0,174,0,714.3881608000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.3758137000113,714.3881608000083,715.4290693000075,715.3623668000073,717.728177500001,j,0.042030099997646175,None,0,image1,-14,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
175,0,175,j,0.15851310000289232,None,,,,,175,0,175,0,717.7830519000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.7714037000114,717.7830519000127,719.4290557000058,719.2454960000032,721.0224000000017,j,0.15851310000289232,None,10,image2,-15,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,719.4290557000058,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
176,0,176,j,0.4372233000030974,None,,,,,176,0,176,0,721.0752287000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0654585000011,721.0752287000068,722.945824800001,722.4791335000045,724.7482005000056,j,0.4372233000030974,None,0,image2,-16,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,722.945824800001,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
177,0,177,j,0.11049609999463428,None,,,,,177,0,177,0,724.7996106000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.790481700009,724.7996106000064,725.7622020000126,725.6291938000068,728.2962823000125,j,0.11049609999463428,None,10,image2,-17,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
178,0,178,f,0.04997349999030121,None,,,,,178,0,178,0,728.4167179000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.4072417999996,728.4167179000069,729.8121500000125,729.7457277000067,731.7946055000066,f,0.04997349999030121,None,10,image1,-18,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,729.8121500000125,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
179,0,179,j,0.3120461999933468,None,,,,,179,0,179,0,731.8467429000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.8368164999993,731.8467429000011,733.528867800007,733.1956561000115,735.4562669000006,j,0.3120461999933468,None,0,image1,-19,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,733.528867800007,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
