thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004979800000000978,0.01384900000266498,0.01384900000266498,3.3186808999998902,space,3.285438200000499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
,,,,,,,,,,,,,,,,,,,,,,,3.331036800002039,3.331036800002039,space,7.056762300002447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
9,0,9,,,,9,0,9,0,,,,,36.408998099999735,,,,,,,,,,,,,,36.408998099999735,37.78108190000057,36.94792430000234,37.78108190000057,j,0.814801599997736,None,39.249749300000985,39.25835250000091,39.25835250000091,40.86592170000222,space,1.5932787000019744,None,,,,,,,,,,,,,,,,,,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
0,0,0,None,,,,,,,0,0,0,0,40.91644870000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.90610519999973,40.91644870000164,43.864446899999166,43.864446899999166,42.631118699999206,44.86535290000029,None,,,,,,,,,,,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
0,0,0,j,0.47742460000154097,None,,,,,0,0,0,0,44.920451500001946,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91226340000139,44.920451500001946,47.28103870000268,47.28103870000268,46.78125980000186,49.07728739999948,j,0.47742460000154097,None,10,image1,7,image1,image2,['high'],0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
1,0,1,None,,,,,,,1,0,1,0,49.131675200002064,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.12318050000249,49.131675200002064,51.5477572000018,51.5477572000018,50.31452569999965,52.550694600002316,None,,,,,,,,,,,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
2,0,2,f,0.6643699999985984,None,,,,,2,0,2,0,52.60386289999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.595534700001735,52.60386289999951,54.397793800002546,54.397793800002546,53.714531600002374,56.211482000002434,f,0.6643699999985984,None,0,image1,6,image1,image2,"['high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
3,0,3,j,0.537351299997681,None,,,,,3,0,3,0,56.30991460000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.30142379999961,56.30991460000223,57.66450430000259,57.66450430000259,57.09772259999954,60.472015700001066,j,0.537351299997681,None,10,image1,5,image1,image2,"['high', 'high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
4,0,4,j,0.46082100000057835,None,,,,,4,0,4,0,60.5251403000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.51679780000268,60.5251403000002,62.71434170000066,62.71434170000066,62.23118400000021,64.54938319999928,j,0.46082100000057835,None,10,image1,4,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
5,0,5,f,0.5493898999993689,None,,,,,5,0,5,0,64.60030370000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.59205890000158,64.60030370000095,,65.76451070000257,65.19812540000203,67.85128489999988,f,0.5493898999993689,None,10,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
6,0,6,f,0.41837239999949816,None,,,,,6,0,6,0,67.90452480000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.89623570000185,67.90452480000022,69.54772349999985,69.54772349999985,69.09786250000252,71.92861020000055,f,0.41837239999949816,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
7,0,7,j,0.47618380000130855,None,,,,,7,0,7,0,72.03078610000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02243850000013,72.03078610000011,73.93126230000053,73.93126230000053,73.43121579999934,75.45779030000267,j,0.47618380000130855,None,10,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
8,0,8,j,0.4351672000011604,None,,,,,8,0,8,0,75.51356680000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.50485720000142,75.51356680000026,77.91445270000258,77.91445270000258,77.44775479999953,80.5941324000014,j,0.4351672000011604,None,0,image1,9,image2,image1,['low'],0.3,0.7,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
9,0,9,j,0.46472699999867473,None,,,,,9,0,9,0,80.64020110000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.63197860000218,80.64020110000274,82.79786620000232,82.79786620000232,82.31468820000009,85.00374799999918,j,0.46472699999867473,None,10,image1,8,image2,image1,"['low', 'low']",0.3,0.7,32,001,2024-11-15_16h42.25.118,实验程序1.0,2024.2.4,59.88013195188496,2024-11-15 16h42.35.175380 +0800,
