thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003285500000004049,0.017210699999964163,0.017210699999964163,4.22575089999998,space,4.160287199999971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
,,,,,,,,,,,,,,,,,,,,,,,4.234437599999978,4.234437599999978,space,6.5756657999999675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
9,0,9,,,,9,0,9,0,,,,,34.835253799999975,,,,,,,,,,,,,,34.835253799999975,35.75898539999997,35.3758388,33.82492739999998,f,0.3542402999999581,None,37.225065900000004,37.2327148,37.2327148,39.292731,space,2.0578909999999837,None,,,,,,,,,,,,,,,,,,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
0,0,0,f,0.6939325000000167,None,,,,,0,0,0,0,39.34121349999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.33271869999999,39.34121349999998,41.39239939999999,41.39239939999999,40.67541360000001,42.993446500000005,f,0.6939325000000167,None,10,image2,10,image2,image1,['high'],0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
0,0,0,j,0.3119766999999456,None,,,,,0,0,0,0,43.0390218,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.03151909999997,43.0390218,44.775687000000005,44.775687000000005,44.442656099999965,47.61384720000001,j,0.3119766999999456,None,0,image2,9,image2,image1,"['high', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
1,0,1,f,0.2954625000000419,None,,,,,1,0,1,0,47.6649084,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65782489999998,47.6649084,49.37569959999996,49.37569959999996,49.05916479999996,51.760911599999986,f,0.2954625000000419,None,0,image1,8,image2,image1,"['high', 'high', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
2,0,2,f,0.40178810000003295,None,,,,,2,0,2,0,51.81401740000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80689430000001,51.81401740000001,53.409179800000004,53.409179800000004,52.97578579999998,55.56834479999998,f,0.40178810000003295,None,10,image1,7,image2,image1,"['high', 'high', 'low', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
3,0,3,f,0.37422820000000456,None,,,,,3,0,3,0,55.669465,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.66234930000002,55.669465,,56.65919259999998,56.25909339999998,58.1337762,f,0.37422820000000456,None,0,image1,6,image2,image1,"['high', 'high', 'low', 'low', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
4,0,4,j,0.2561987000000272,None,,,,,4,0,4,0,58.185276699999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.17822219999999,58.185276699999974,59.525749700000006,59.525749700000006,59.2425126,61.96745229999999,j,0.2561987000000272,None,10,image2,5,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
5,0,5,f,0.36421389999998155,None,,,,,5,0,5,0,62.01758430000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.010463200000004,62.01758430000001,63.325761399999976,63.325761399999976,62.942424500000016,66.08644129999999,f,0.36421389999998155,None,0,image1,4,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
6,0,6,j,0.5260228999999867,None,,,,,6,0,6,0,66.13055270000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.12338540000002,66.13055270000001,67.44240769999999,67.44240769999999,66.8924715,69.13648209999997,j,0.5260228999999867,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
7,0,7,j,0.4415003000000297,None,,,,,7,0,7,0,69.22765099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.22071899999997,69.22765099999998,71.44243109999996,71.44243109999996,70.9758708,73.27295909999998,j,0.4415003000000297,None,10,image2,2,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
8,0,8,j,0.3624935999999934,None,,,,,8,0,8,0,73.31908179999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.31179359999999,73.31908179999999,75.14254210000001,75.14254210000001,74.75940529999997,77.74652929999996,j,0.3624935999999934,None,10,image2,1,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
9,0,9,f,0.36287449999997534,None,,,,,9,0,9,0,77.8003971,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79325299999999,77.8003971,79.55940140000001,79.55940140000001,79.17581949999999,81.21971889999998,f,0.36287449999997534,None,0,image2,0,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
10,0,10,j,0.26608400000003485,None,,,,,10,0,10,0,81.27222990000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.26504790000001,81.27222990000001,82.87607689999999,82.87607689999999,82.59245859999999,84.70038249999999,j,0.26608400000003485,None,0,image1,-1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
11,0,11,j,0.4029864000000316,None,,,,,11,0,11,0,84.7435054,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73610029999998,84.7435054,86.97581789999998,86.97581789999998,86.5426311,89.22156580000001,j,0.4029864000000316,None,10,image2,-2,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
12,0,12,j,0.37770349999999553,None,,,,,12,0,12,0,89.31279130000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.30573709999999,89.31279130000001,,90.3926452,89.9928337,91.98373729999997,j,0.37770349999999553,None,10,image2,7,image1,image2,[],0.7,0.3,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
13,0,13,j,0.3086389000000054,None,,,,,13,0,13,0,92.03403809999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02693269999997,92.03403809999998,93.47613710000002,93.47613710000002,93.14268140000001,96.43204709999998,j,0.3086389000000054,None,10,image2,6,image1,image2,['low'],0.7,0.3,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
14,0,14,f,0.3659566000000041,None,,,,,14,0,14,0,96.4846933,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.47775589999998,96.4846933,97.84268429999997,97.84268429999997,97.45932369999997,100.40040999999997,f,0.3659566000000041,None,10,image2,5,image1,image2,"['low', 'low']",0.7,0.3,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
15,0,15,j,0.33164279999999735,None,,,,,15,0,15,0,100.45272239999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.44539320000001,100.45272239999997,,101.49302949999998,101.1426897,103.66633229999997,j,0.33164279999999735,None,0,image2,4,image1,image2,"['low', 'low', 'low']",0.7,0.3,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
16,0,16,j,0.3567254000000162,None,,,,,16,0,16,0,103.7651171,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75802879999998,103.7651171,106.09283119999998,106.09283119999998,105.7094338,108.62999400000001,j,0.3567254000000162,None,10,image1,3,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,106,001,2025-03-11_11h12.27.666,实验程序1.0,2024.2.4,60.02011874380262,2025-03-11 11h12.47.822349 +0800,
