thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
53,0,53,j,0.2466616999990947,None,,,,,53,0,53,0,256.0778381,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0733154999998,256.0778381,258.3417093999997,258.0872124999996,258.3417093999997,260.3746535,j,0.2466616999990947,None,10,image2,-17,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
54,0,54,j,0.5267701000002489,None,,,,,54,0,54,0,260.4132620999999,,,,,,,,,,,,,,,,,,,,,,,,,,,260.4089419000002,260.4132620999999,262.5361518999998,262.002837,262.5361518999998,264.05464779999966,j,0.5267701000002489,None,0,image2,-18,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
55,0,55,f,0.36141570000017964,None,,,,,55,0,55,0,264.0910660999998,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0867868999994,264.0910660999998,266.36609959999987,265.9965029999994,266.36609959999987,267.9473939999998,f,0.36141570000017964,None,10,image1,-19,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
56,0,56,j,0.8966727999995783,None,,,,,56,0,56,0,267.98695339999995,,,,,,,,,,,,,,,,,,,,,,,,,,,267.98145849999946,267.98695339999995,269.8326884999997,268.92954159999954,269.8326884999997,272.2522412999997,j,0.8966727999995783,None,0,image1,-20,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
57,0,57,j,0.46077929999955813,None,,,,,57,0,57,0,272.28907509999954,,,,,,,,,,,,,,,,,,,,,,,,,,,272.2850631000001,272.28907509999954,273.63265260000026,273.16684949999944,273.63265260000026,275.55430849999993,j,0.46077929999955813,None,10,image1,-21,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
58,0,58,j,0.5244855999999345,None,,,,,58,0,58,0,275.6656760999995,,,,,,,,,,,,,,,,,,,,,,,,,,,275.66075490000003,275.6656760999995,277.2024461000001,276.6691952000001,277.2024461000001,279.2092445999997,j,0.5244855999999345,None,10,image1,-22,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
59,0,59,j,0.3562798000002658,None,,,,,59,0,59,0,279.2576584999997,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2543925,279.2576584999997,281.53594090000024,281.17226630000005,281.53594090000024,283.75978140000007,j,0.3562798000002658,None,10,image1,8,image2,image1,[],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
60,0,60,j,0.21259339999960503,None,,,,,60,0,60,0,283.80072800000016,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7960586999998,283.80072800000016,285.7478172000001,285.52963329999966,285.7478172000001,287.3772269000001,j,0.21259339999960503,None,10,image1,7,image2,image1,['low'],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
61,0,61,j,0.244389699999374,None,,,,,61,0,61,0,287.42016909999984,,,,,,,,,,,,,,,,,,,,,,,,,,,287.41639769999983,287.42016909999984,289.1304540000001,288.8757822999996,289.1304540000001,290.8026783999994,j,0.244389699999374,None,10,image1,6,image2,image1,"['low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
62,0,62,j,0.883932000000641,None,,,,,62,0,62,0,290.9204480999997,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9157067999995,290.9204480999997,293.2448569999997,292.35420840000006,293.2448569999997,295.0749427999999,j,0.883932000000641,None,0,image1,5,image2,image1,"['low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
63,0,63,f,0.2851801999995587,None,,,,,63,0,63,0,295.1142867999997,,,,,,,,,,,,,,,,,,,,,,,,,,,295.10905769999954,295.1142867999997,297.1296983000002,296.8387984000001,297.1296983000002,299.8728366999994,f,0.2851801999995587,None,0,image1,4,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
64,0,64,j,0.36828980000063893,None,,,,,64,0,64,0,299.9153701999994,,,,,,,,,,,,,,,,,,,,,,,,,,,299.91074949999984,299.9153701999994,301.42079699999977,301.0448027000002,301.42079699999977,303.2741165999996,j,0.36828980000063893,None,0,image2,3,image2,image1,"['low', 'low', 'low', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
65,0,65,f,0.4192460000003848,None,,,,,65,0,65,0,303.31566889999976,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3110554999994,303.31566889999976,304.9418353000001,304.51170939999975,304.9418353000001,307.4881587,f,0.4192460000003848,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
66,0,66,f,0.38860309999927267,None,,,,,66,0,66,0,307.6044740999996,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6007933000001,307.6044740999996,309.7393694000002,309.3396272,309.7393694000002,312.1084667999994,f,0.38860309999927267,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
67,0,67,f,0.57547169999998,None,,,,,67,0,67,0,312.1498332000001,,,,,,,,,,,,,,,,,,,,,,,,,,,312.1440593999996,312.1498332000001,313.85092369999984,313.2691924999999,313.85092369999984,316.21464300000025,f,0.57547169999998,None,10,image1,0,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
68,0,68,f,0.354730600000039,None,,,,,68,0,68,0,316.2502988999995,,,,,,,,,,,,,,,,,,,,,,,,,,,316.24677019999945,316.2502988999995,317.62672310000016,317.2639070999994,317.62672310000016,320.00368179999987,f,0.354730600000039,None,10,image1,-1,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
69,0,69,j,1.1906460999998671,None,,,,,69,0,69,0,320.04364559999976,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0394599000001,320.04364559999976,322.54795190000004,321.34801289999996,322.54795190000004,324.7483542,j,1.1906460999998671,None,0,image1,-2,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
70,0,70,j,0.46246870000049967,None,,,,,70,0,70,0,324.78942800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,324.7857162,324.78942800000004,326.37223939999967,325.9002024000001,326.37223939999967,327.93510030000016,j,0.46246870000049967,None,10,image2,-3,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
71,0,71,f,0.7262948000006872,None,,,,,71,0,71,0,327.9760341000001,,,,,,,,,,,,,,,,,,,,,,,,,,,327.97146410000005,327.9760341000001,329.7542076999998,329.02073440000004,329.7542076999998,332.05084199999965,f,0.7262948000006872,None,0,image2,-4,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
72,0,72,j,0.28696949999994104,None,,,,,72,0,72,0,332.0885669999998,,,,,,,,,,,,,,,,,,,,,,,,,,,332.08463909999955,332.0885669999998,334.21761609999976,333.9243786999996,334.21761609999976,335.7109641999996,j,0.28696949999994104,None,0,image1,-5,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
73,0,73,j,0.21959640000022773,None,,,,,73,0,73,0,335.75042329999997,,,,,,,,,,,,,,,,,,,,,,,,,,,335.7459039999994,335.75042329999997,337.8087574000001,337.57844320000004,337.8087574000001,340.32537649999995,j,0.21959640000022773,None,0,image2,-6,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
74,0,74,j,0.4680256999999983,None,,,,,74,0,74,0,340.3634790999995,,,,,,,,,,,,,,,,,,,,,,,,,,,340.3587988999998,340.3634790999995,342.13580980000006,341.65730879999956,342.13580980000006,344.7794613999995,j,0.4680256999999983,None,10,image1,-7,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
75,0,75,j,0.6916288000002169,None,,,,,75,0,75,0,344.90120860000025,,,,,,,,,,,,,,,,,,,,,,,,,,,344.89653329999965,344.90120860000025,346.25233070000013,345.54832559999977,346.25233070000013,348.6714455000001,j,0.6916288000002169,None,0,image1,-8,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
76,0,76,f,0.4024206999993112,None,,,,,76,0,76,0,348.71129049999945,,,,,,,,,,,,,,,,,,,,,,,,,,,348.7069388,348.71129049999945,349.71171349999986,349.2995738999998,,351.3671389000001,f,0.4024206999993112,None,0,image1,-9,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
77,0,77,j,0.3973316000001432,None,,,,,77,0,77,0,351.4015965999997,,,,,,,,,,,,,,,,,,,,,,,,,,,351.39872019999984,351.4015965999997,353.1788048999997,352.77273700000023,353.1788048999997,355.1732065999995,j,0.3973316000001432,None,0,image1,-10,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
78,0,78,j,0.46115719999943394,None,,,,,78,0,78,0,355.21069720000014,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2063438999994,355.21069720000014,357.6570867999999,357.1912296999999,357.6570867999999,359.4277204,j,0.46115719999943394,None,10,image2,-11,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
79,0,79,j,0.5073339000000487,None,,,,,79,0,79,0,359.5447260000001,,,,,,,,,,,,,,,,,,,,,,,,,,,359.5398317999998,359.5447260000001,361.5239769,361.0087354999996,361.5239769,363.85461339999983,j,0.5073339000000487,None,10,image1,-12,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
80,0,80,j,0.6034338999997999,None,,,,,80,0,80,0,363.89490060000026,,,,,,,,,,,,,,,,,,,,,,,,,,,363.88847149999947,363.89490060000026,366.24529209999946,365.63299219999953,366.24529209999946,368.21767759999966,j,0.6034338999997999,None,0,image2,-13,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
81,0,81,f,0.48551510000015696,None,,,,,81,0,81,0,368.2567798,,,,,,,,,,,,,,,,,,,,,,,,,,,368.2524440999996,368.2567798,370.51238159999957,370.0210823999996,370.51238159999957,372.5912927999998,f,0.48551510000015696,None,0,image1,-14,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
82,0,82,j,1.007448199999999,None,,,,,82,0,82,0,372.62938870000016,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6245437999996,372.62938870000016,375.4390125,374.4210899999998,375.4390125,377.5066044999994,j,1.007448199999999,None,0,image1,-15,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
83,0,83,f,0.7399855000003299,None,,,,,83,0,83,0,377.55588629999966,,,,,,,,,,,,,,,,,,,,,,,,,,,377.55009509999945,377.55588629999966,379.19612210000014,378.43907059999947,379.19612210000014,380.87099130000024,f,0.7399855000003299,None,10,image2,-16,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
84,0,84,j,0.43606390000059037,None,,,,,84,0,84,0,380.9095011999998,,,,,,,,,,,,,,,,,,,,,,,,,,,380.9062044000002,380.9095011999998,383.25143769999977,382.80915319999986,383.25143769999977,384.7278458999999,j,0.43606390000059037,None,10,image2,-17,image2,image1,"['low', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
85,0,85,j,0.5205900000000838,None,,,,,85,0,85,0,384.7648508000002,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7613572,384.7648508000002,385.82763309999973,385.3006310999999,,388.0197416000001,j,0.5205900000000838,None,10,image2,-18,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
86,0,86,j,0.3811412000004566,None,,,,,86,0,86,0,388.0599941999999,,,,,,,,,,,,,,,,,,,,,,,,,,,388.05517379999947,388.0599941999999,389.2452416999995,388.85747660000015,,391.7984446999999,j,0.3811412000004566,None,10,image2,-19,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
87,0,87,f,0.40236430000004475,None,,,,,87,0,87,0,391.83567459999995,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8313409000002,391.83567459999995,393.1117912999998,392.70083109999996,393.1117912999998,395.13115579999976,f,0.40236430000004475,None,0,image2,12,image1,image2,[],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
88,0,88,j,0.2852569999995467,None,,,,,88,0,88,0,395.25280329999987,,,,,,,,,,,,,,,,,,,,,,,,,,,395.2469675000002,395.25280329999987,396.6708214999999,396.37363839999944,396.6708214999999,399.23152389999996,j,0.2852569999995467,None,0,image2,11,image1,image2,['low'],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
89,0,89,j,0.4831642999997712,None,,,,,89,0,89,0,399.26900399999977,,,,,,,,,,,,,,,,,,,,,,,,,,,399.2641672999998,399.26900399999977,400.60874839999997,400.11782179999955,400.60874839999997,402.94122719999996,j,0.4831642999997712,None,0,image2,10,image1,image2,"['low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
90,0,90,f,0.47144399999979214,None,,,,,90,0,90,0,402.97797139999966,,,,,,,,,,,,,,,,,,,,,,,,,,,402.97385099999974,402.97797139999966,404.56089689999953,404.08195739999974,404.56089689999953,406.5189167999997,f,0.47144399999979214,None,10,image1,9,image1,image2,"['low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
91,0,91,f,0.38335579999966285,None,,,,,91,0,91,0,406.5575749999998,,,,,,,,,,,,,,,,,,,,,,,,,,,406.55195249999997,406.5575749999998,407.9058028999998,407.5118373999994,407.9058028999998,410.70136999999977,f,0.38335579999966285,None,10,image1,8,image1,image2,"['low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
92,0,92,j,0.35306390000005194,None,,,,,92,0,92,0,410.81936009999936,,,,,,,,,,,,,,,,,,,,,,,,,,,410.8149572000002,410.81936009999936,412.68185429999994,412.3179726999997,412.68185429999994,415.2701397000001,j,0.35306390000005194,None,0,image1,7,image1,image2,"['low', 'low', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
93,0,93,f,0.40519859999949404,None,,,,,93,0,93,0,415.3161276999999,,,,,,,,,,,,,,,,,,,,,,,,,,,415.31103559999974,415.3161276999999,417.36631560000023,416.9542338000001,417.36631560000023,419.3040719999999,f,0.40519859999949404,None,0,image1,6,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
94,0,94,f,0.39972629999920173,None,,,,,94,0,94,0,419.34095849999994,,,,,,,,,,,,,,,,,,,,,,,,,,,419.3376226999999,419.34095849999994,421.2818658999995,420.87619469999936,421.2818658999995,423.27850579999995,f,0.39972629999920173,None,0,image2,5,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
95,0,95,f,0.4749555999997028,None,,,,,95,0,95,0,423.3167262999996,,,,,,,,,,,,,,,,,,,,,,,,,,,423.3116264999999,423.3167262999996,425.0694917999999,424.5845696999995,425.0694917999999,426.99761599999965,f,0.4749555999997028,None,0,image2,4,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
96,0,96,j,0.49917890000051557,None,,,,,96,0,96,0,427.0337983999998,,,,,,,,,,,,,,,,,,,,,,,,,,,427.02966730000026,427.0337983999998,428.69387050000023,428.18473919999997,428.69387050000023,431.3198511999999,j,0.49917890000051557,None,0,image1,3,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
97,0,97,j,0.3971606000004613,None,,,,,97,0,97,0,431.45179969999936,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4469014999995,431.45179969999936,433.20958280000013,432.80329619999975,433.20958280000013,435.02244019999944,j,0.3971606000004613,None,10,image1,2,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
98,0,98,j,0.40798780000022816,None,,,,,98,0,98,0,435.06190999999944,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0570358999994,435.06190999999944,436.8633353999994,436.44588099999964,436.8633353999994,439.5248080000001,j,0.40798780000022816,None,10,image1,1,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
99,0,99,f,0.40109189999930095,None,,,,,99,0,99,0,439.56921989999955,,,,,,,,,,,,,,,,,,,,,,,,,,,439.56440939999993,439.56921989999955,441.0331761999996,440.62098349999997,441.0331761999996,442.98227789999964,f,0.40109189999930095,None,10,image1,0,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
100,0,100,j,0.3854388999998264,None,,,,,100,0,100,0,443.02789699999994,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0239133999994,443.02789699999994,445.1671822999997,444.7731219999996,445.1671822999997,446.91902539999955,j,0.3854388999998264,None,10,image1,3,image2,image1,[],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
101,0,101,f,0.4993487000001551,None,,,,,101,0,101,0,446.9574077999996,,,,,,,,,,,,,,,,,,,,,,,,,,,446.95333370000026,446.9574077999996,448.66959510000015,448.1605301999998,448.66959510000015,451.4184814,f,0.4993487000001551,None,0,image1,2,image2,image1,['low'],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
102,0,102,f,0.36289789999955246,None,,,,,102,0,102,0,451.5441863999995,,,,,,,,,,,,,,,,,,,,,,,,,,,451.5388554000001,451.5441863999995,453.64288729999953,453.27554390000023,453.64288729999953,456.3380858999999,f,0.36289789999955246,None,10,image2,1,image2,image1,"['low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
103,0,103,f,0.40204670000002807,None,,,,,103,0,103,0,456.3802832000001,,,,,,,,,,,,,,,,,,,,,,,,,,,456.3738894999997,456.3802832000001,458.7483954999998,458.3360942999998,458.7483954999998,460.4318969999995,f,0.40204670000002807,None,10,image2,0,image2,image1,"['low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
104,0,104,j,0.44565140000031533,None,,,,,104,0,104,0,460.46929809999983,,,,,,,,,,,,,,,,,,,,,,,,,,,460.4655831,460.46929809999983,462.0639599999995,461.6095495999998,462.0639599999995,464.9896238000001,j,0.44565140000031533,None,0,image2,-1,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
105,0,105,f,1.0979593000001842,None,,,,,105,0,105,0,465.03663739999956,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0320836000001,465.03663739999956,468.0695318999997,466.9605432999997,468.0695318999997,470.8524116999997,f,1.0979593000001842,None,0,image1,-2,image2,image1,"['low', 'high', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
106,0,106,f,0.6410013000004255,None,,,,,106,0,106,0,470.9727518999998,,,,,,,,,,,,,,,,,,,,,,,,,,,470.96797289999995,470.9727518999998,473.1725042999997,472.52416600000015,473.1725042999997,474.85209639999994,f,0.6410013000004255,None,10,image2,-3,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
107,0,107,f,0.5476410000001124,None,,,,,107,0,107,0,474.8894995999999,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8859357000001,474.8894995999999,477.1121115999995,476.5549282000002,477.1121115999995,479.1115466000001,f,0.5476410000001124,None,10,image2,6,image1,image2,[],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
108,0,108,j,0.4829384000004211,None,,,,,108,0,108,0,479.1506789999994,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1453184000002,479.1506789999994,480.9847605999994,480.49402199999986,480.9847605999994,482.6521355999994,j,0.4829384000004211,None,10,image2,5,image1,image2,['low'],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
109,0,109,f,0.3962909000001673,None,,,,,109,0,109,0,482.68922179999936,,,,,,,,,,,,,,,,,,,,,,,,,,,482.6859284000002,482.68922179999936,484.8156693000001,484.4089777999998,484.8156693000001,487.6199725999995,f,0.3962909000001673,None,0,image2,4,image1,image2,"['low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
110,0,110,j,0.39476379999996425,None,,,,,110,0,110,0,487.6664618999994,,,,,,,,,,,,,,,,,,,,,,,,,,,487.6614878999999,487.6664618999994,489.76045710000017,489.36059899999964,489.76045710000017,491.46638939999957,j,0.39476379999996425,None,10,image2,3,image1,image2,"['low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
