thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,f,1.046252500000037,None,,,,,19,0,19,0,118.16170060000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1546145000002,118.16170060000013,121.11028010000018,121.11028010000018,120.0436251000001,122.59729630000015,f,1.046252500000037,None,0,image2,-3,image1,image2,"['low', 'high', 'low', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
20,0,20,f,0.528204500000129,None,,,,,20,0,20,0,122.64627110000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.63917360000005,122.64627110000015,124.54356970000003,124.54356970000003,123.9935038000001,126.43910640000013,f,0.528204500000129,None,0,image2,-4,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
21,0,21,j,0.7831459999999879,None,,,,,21,0,21,0,126.53500360000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52784970000016,126.53500360000021,128.81035980000001,128.81035980000001,128.01034070000014,131.1735454000002,j,0.7831459999999879,None,10,image1,-5,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
22,0,22,j,0.3436409000000822,None,,,,,22,0,22,0,131.2232179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.21598670000003,131.2232179,132.76014320000013,132.76014320000013,132.3935084000002,135.30676870000002,j,0.3436409000000822,None,10,image2,-6,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
23,0,23,f,0.334568999999874,None,,,,,23,0,23,0,135.35897020000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.35199430000011,135.35897020000016,,136.37680850000015,136.01027350000004,138.58567230000017,f,0.334568999999874,None,0,image2,-7,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
24,0,24,j,0.5262276999999358,None,,,,,24,0,24,0,138.63623140000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.62905530000012,138.63623140000004,140.37694810000016,140.37694810000016,139.82698660000005,143.24589360000004,j,0.5262276999999358,None,0,image1,-8,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
25,0,25,f,0.28673650000018824,None,,,,,25,0,25,0,143.34632770000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.33948480000004,143.34632770000007,145.52692320000006,145.52692320000006,145.21028920000003,147.6748219000001,f,0.28673650000018824,None,0,image2,-9,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
26,0,26,f,0.557317699999885,None,,,,,26,0,26,0,147.72057230000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.7134258000001,147.72057230000019,149.04354550000016,149.04354550000016,148.46032960000002,151.7805122000002,f,0.557317699999885,None,10,image1,-10,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
27,0,27,f,0.3417606999998952,None,,,,,27,0,27,0,151.82509200000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8176030000002,151.82509200000004,,152.80987800000003,152.44366850000006,154.28352110000014,f,0.3417606999998952,None,10,image1,-11,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
28,0,28,f,0.22742600000015045,None,,,,,28,0,28,0,154.33442480000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.32752890000006,154.33442480000008,156.34371320000014,156.34371320000014,156.09367810000003,158.75173440000003,f,0.22742600000015045,None,0,image2,-12,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
29,0,29,j,0.5095082000000275,None,,,,,29,0,29,0,158.79541000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.78826260000005,158.79541000000017,160.56031770000004,160.56031770000004,160.02689770000006,162.10953510000013,j,0.5095082000000275,None,10,image1,-13,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
30,0,30,f,0.424997299999859,None,,,,,30,0,30,0,162.20507610000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.19794030000003,162.20507610000004,,163.42687490000003,162.97695420000014,165.1098039000001,f,0.424997299999859,None,0,image2,-14,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
31,0,31,j,0.2294160000001284,None,,,,,31,0,31,0,165.1621001000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.15489450000018,165.1621001000001,166.8770555000001,166.8770555000001,166.62713710000003,168.51572870000018,j,0.2294160000001284,None,0,image2,-15,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
32,0,32,f,0.4103678999999829,None,,,,,32,0,32,0,168.56725870000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5602917000001,168.56725870000014,170.37700070000005,170.37700070000005,169.94370010000011,172.93873570000005,f,0.4103678999999829,None,0,image1,-16,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
33,0,33,j,0.3635305000000244,None,,,,,33,0,33,0,172.99044870000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.98310340000012,172.99044870000012,174.46036800000002,174.46036800000002,174.07690060000004,176.26560430000018,j,0.3635305000000244,None,0,image2,-17,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
34,0,34,j,0.2928483000000597,None,,,,,34,0,34,0,176.35821740000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3508760000002,176.35821740000006,178.57701020000013,178.57701020000013,178.26042810000013,180.96025900000018,j,0.2928483000000597,None,10,image2,-18,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
35,0,35,j,0.4428024999999707,None,,,,,35,0,35,0,181.0116260000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.00419980000015,181.0116260000002,182.59366980000004,182.59366980000004,182.1270118,185.52633500000002,j,0.4428024999999707,None,0,image2,-19,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
36,0,36,f,0.708793999999898,None,,,,,36,0,36,0,185.57704450000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.5698976000001,185.57704450000006,188.1937948000002,188.1937948000002,187.46040270000003,190.38270480000006,f,0.708793999999898,None,0,image2,-20,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
37,0,37,j,0.3443804999999429,None,,,,,37,0,37,0,190.43484250000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.42772460000015,190.43484250000006,191.9604882000001,191.9604882000001,191.5936184000002,194.6401033000002,j,0.3443804999999429,None,10,image1,-21,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
38,0,38,f,0.4220202999999856,None,,,,,38,0,38,0,194.74210349999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.73487760000012,194.74210349999998,196.29367130000014,196.29367130000014,195.8437279000002,198.5908605000002,f,0.4220202999999856,None,0,image1,-22,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
39,0,39,j,0.7645973999999569,None,,,,,39,0,39,0,198.6351082000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.62803630000008,198.6351082000001,200.06038310000008,200.06038310000008,199.2769787000002,202.94517380000002,j,0.7645973999999569,None,10,image1,-23,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
40,0,40,j,0.8180302000000665,None,,,,,40,0,40,0,202.9961353000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9889134,202.9961353000001,205.3770218000002,205.3770218000002,204.5269810000002,207.09905890000005,j,0.8180302000000665,None,0,image2,-24,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
41,0,41,j,0.3909171000000242,None,,,,,41,0,41,0,207.15201990000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.1448452000002,207.15201990000014,209.2271313000001,209.2271313000001,208.8102573000001,211.13351310000007,j,0.3909171000000242,None,10,image1,-25,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
42,0,42,f,0.7032970000000205,None,,,,,42,0,42,0,211.17896910000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1717208,211.17896910000013,213.5272103000002,213.5272103000002,212.7936807000001,216.3016709000001,f,0.7032970000000205,None,10,image1,5,image2,image1,[],0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
43,0,43,j,0.3512578999998368,None,,,,,43,0,43,0,216.40885530000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.40153810000015,216.40885530000014,218.39370440000016,218.39370440000016,218.01039060000016,220.10456810000005,j,0.3512578999998368,None,0,image1,4,image2,image1,['low'],0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
44,0,44,f,0.8338545000001432,None,,,,,44,0,44,0,220.1496625000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1425720000002,220.1496625000002,222.99373920000016,222.99373920000016,222.1437644,225.7498429000002,f,0.8338545000001432,None,0,image1,3,image2,image1,"['low', 'low']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
45,0,45,j,0.3725167000000056,None,,,,,45,0,45,0,225.80232380000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.79508250000003,225.80232380000007,227.07709620000014,227.07709620000014,226.67727170000012,229.263279,j,0.3725167000000056,None,0,image1,2,image2,image1,"['low', 'low', 'low']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
46,0,46,f,0.33108519999996133,None,,,,,46,0,46,0,229.31379700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3067182000002,229.31379700000002,230.84374230000003,230.84374230000003,230.49372110000013,232.8073714000002,f,0.33108519999996133,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
47,0,47,j,0.3065539000001536,None,,,,,47,0,47,0,232.9022288000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.8950480000001,232.9022288000001,234.6603904000001,234.6603904000001,234.3272002000001,236.60992510000005,j,0.3065539000001536,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
48,0,48,j,0.36066989999994803,None,,,,,48,0,48,0,236.66116110000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.65389090000008,236.66116110000007,238.96038620000013,238.96038620000013,238.57714310000006,241.32701540000016,j,0.36066989999994803,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
49,0,49,f,0.3048906999999872,None,,,,,49,0,49,0,241.3788505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3717763000002,241.3788505,,242.29379530000006,241.9604356000002,243.9912644000001,f,0.3048906999999872,None,0,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
50,0,50,f,0.34201519999987795,None,,,,,50,0,50,0,244.0366812000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0295876,244.0366812000002,,245.0105277,244.64380100000017,247.78066380000018,f,0.34201519999987795,None,10,image1,-3,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
51,0,51,f,0.3170729000000847,None,,,,,51,0,51,0,247.83221390000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.82488030000013,247.83221390000017,249.79389360000005,249.79389360000005,249.46050950000017,251.5496250000001,f,0.3170729000000847,None,0,image1,-4,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,70,001,2024-11-21_11h07.12.163,实验程序1.0,2024.2.4,60.050827020030745,2024-11-21 11h07.32.318150 +0800,
