thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.8292162995785475,None,,,,,6,0,6,0,63.874979700893164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.866239100694656,63.874979700893164,65.7018567994237,65.7018567994237,64.85215030051768,68.22479959949851,f,0.8292162995785475,None,0,image1,7,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
7,0,7,f,0.5851186998188496,None,,,,,7,0,7,0,68.33580739982426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.32670480012894,68.33580739982426,,69.53516090102494,68.91927389986813,71.27894330024719,f,0.5851186998188496,None,10,image1,6,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
8,0,8,j,0.31478740088641644,None,,,,,8,0,8,0,71.33235510066152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.32346799969673,71.33235510066152,73.25192710012197,73.25192710012197,72.91874480061233,76.14242690056562,j,0.31478740088641644,None,10,image2,5,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
9,0,9,f,0.2725913990288973,None,,,,,9,0,9,0,76.19780510105193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18669960089028,76.19780510105193,,77.25196610018611,76.95203400030732,78.73238320089877,f,0.2725913990288973,None,0,image2,4,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
10,0,10,j,0.4821314010769129,None,,,,,10,0,10,0,78.7860759999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7766220010817,78.7860759999603,80.85229139961302,80.85229139961302,80.3518503010273,83.30853450112045,j,0.4821314010769129,None,10,image1,3,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
11,0,11,f,0.3475448992103338,None,,,,,11,0,11,0,83.36311759985983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.35291310027242,83.36311759985983,,84.45206649973989,84.08580709993839,87.41136210039258,f,0.3475448992103338,None,0,image1,2,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
12,0,12,f,0.3202560991048813,None,,,,,12,0,12,0,87.52100150100887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5117851011455,87.52100150100887,,88.6852551009506,88.33568949997425,91.16643900051713,f,0.3202560991048813,None,0,image1,1,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
13,0,13,j,0.3576797991991043,None,,,,,13,0,13,0,91.22048230096698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21010390110314,91.22048230096698,93.23545650020242,93.23545650020242,92.85186100006104,96.17234780080616,j,0.3576797991991043,None,0,image1,0,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
14,0,14,f,0.33173290081322193,None,,,,,14,0,14,0,96.22697810083628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21765949949622,96.22697810083628,,97.45194490067661,97.10186249949038,99.665543301031,f,0.33173290081322193,None,0,image1,-1,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
15,0,15,f,0.44047529995441437,None,,,,,15,0,15,0,99.71945670060813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.71001110039651,99.71945670060813,101.66885579936206,101.66885579936206,101.20174380019307,103.38903559930623,f,0.44047529995441437,None,10,image1,-2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
16,0,16,j,0.3918428011238575,None,,,,,16,0,16,0,103.50325150042772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.49414299987257,103.50325150042772,,104.56873350031674,104.151991000399,107.02002909965813,j,0.3918428011238575,None,10,image1,-3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
17,0,17,j,0.5414620004594326,None,,,,,17,0,17,0,107.07335959933698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06457330100238,107.07335959933698,109.20186899974942,109.20186899974942,108.63530720025301,112.04014419950545,j,0.5414620004594326,None,0,image1,-4,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
18,0,18,j,0.8480491992086172,None,,,,,18,0,18,0,112.09300250001252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.08398710004985,112.09300250001252,113.85272310115397,113.85272310115397,112.98558960109949,116.75946919992566,j,0.8480491992086172,None,10,image1,-5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
19,0,19,f,0.2552465982735157,None,,,,,19,0,19,0,116.81290229968727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80332290008664,116.81290229968727,118.0689046010375,118.0689046010375,117.78561140038073,120.55233179964125,f,0.2552465982735157,None,0,image1,-6,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
20,0,20,f,0.2784547992050648,None,,,,,20,0,20,0,120.60618969984353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.59695940092206,120.60618969984353,122.91877230070531,122.91877230070531,122.61844730004668,124.4536243993789,f,0.2784547992050648,None,10,image1,-7,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
21,0,21,j,0.4742230996489525,None,,,,,21,0,21,0,124.5641986001283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.55538509972394,124.5641986001283,126.61851610057056,126.61851610057056,126.11874669976532,128.85804500058293,j,0.4742230996489525,None,0,image1,-8,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
22,0,22,f,0.501605499535799,None,,,,,22,0,22,0,128.91207019984722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.90191539935768,128.91207019984722,,130.13517710007727,129.60224370099604,132.2970976009965,f,0.501605499535799,None,0,image1,-9,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
23,0,23,f,0.29843220114707947,None,,,,,23,0,23,0,132.35074969939888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.34136420115829,132.35074969939888,134.40191099978983,134.40191099978983,134.08549690060318,137.13184230029583,f,0.29843220114707947,None,0,image1,-10,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
24,0,24,j,0.6486724000424147,None,,,,,24,0,24,0,137.1855389997363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.1763709001243,137.1855389997363,139.2019704002887,139.2019704002887,138.5353747010231,142.04880869947374,j,0.6486724000424147,None,0,image1,-11,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
25,0,25,f,0.36823830008506775,None,,,,,25,0,25,0,142.1613714993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.15252850018442,142.1613714993,143.75252860039473,143.75252860039473,143.3518570009619,146.37598670087755,f,0.36823830008506775,None,10,image1,-12,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
26,0,26,f,0.4320672992616892,None,,,,,26,0,26,0,146.42929949983954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4205699004233,146.42929949983954,148.03544520027936,148.03544520027936,147.58516640029848,149.63190999999642,f,0.4320672992616892,None,10,image1,-13,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
27,0,27,j,0.4593093004077673,None,,,,,27,0,27,0,149.68651490099728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.67768369987607,149.68651490099728,,150.76891010068357,150.28515280038118,152.7619540002197,j,0.4593093004077673,None,10,image1,-14,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
28,0,28,j,0.39840419963002205,None,,,,,28,0,28,0,152.81559820100665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.80616350099444,152.81559820100665,154.46881410107017,154.46881410107017,154.05178350023925,156.80129490047693,j,0.39840419963002205,None,10,image1,-15,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
29,0,29,f,0.3282622005790472,None,,,,,29,0,29,0,156.8541503008455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8453056011349,156.8541503008455,158.3019868005067,158.3019868005067,157.95204690098763,160.22463339939713,f,0.3282622005790472,None,0,image1,-16,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
30,0,30,j,0.5718518998473883,None,,,,,30,0,30,0,160.3359538000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.32663400098681,160.3359538000077,161.81876240111887,161.81876240111887,161.22179999947548,163.58214399963617,j,0.5718518998473883,None,0,image2,-17,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
31,0,31,j,0.3601690009236336,None,,,,,31,0,31,0,163.6365942005068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.62662900052965,163.6365942005068,165.73564000055194,165.73564000055194,165.35183230042458,168.20421070046723,j,0.3601690009236336,None,0,image1,-18,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
32,0,32,j,0.4372698999941349,None,,,,,32,0,32,0,168.25717030093074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2488266006112,168.25717030093074,170.10203620046377,170.10203620046377,169.63544020056725,172.7539793998003,j,0.4372698999941349,None,10,image1,-19,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
33,0,33,j,0.34375800006091595,None,,,,,33,0,33,0,172.8079435005784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.79907700046897,172.8079435005784,174.9188391994685,174.9188391994685,174.5519232004881,176.4082431010902,j,0.34375800006091595,None,0,image1,-20,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
34,0,34,f,0.3319841008633375,None,,,,,34,0,34,0,176.5220062006265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.51295120082796,176.5220062006265,178.6017784010619,178.6017784010619,178.25209910050035,181.36129800044,f,0.3319841008633375,None,0,image1,-21,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
35,0,35,j,0.3054063003510237,None,,,,,35,0,35,0,181.41393130086362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.40510570071638,181.41393130086362,183.4522917997092,183.4522917997092,183.11857020109892,185.91454900056124,j,0.3054063003510237,None,10,image1,-22,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
36,0,36,f,0.8083236999809742,None,,,,,36,0,36,0,185.96907540038228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.9586651995778,185.96907540038228,188.18617139942944,188.18617139942944,187.35176040045917,190.04055370017886,f,0.8083236999809742,None,0,image1,-23,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
37,0,37,j,0.43206769973039627,None,,,,,37,0,37,0,190.09397679939866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0851167999208,190.09397679939866,191.43546560034156,191.43546560034156,190.98503389954567,194.22344100102782,j,0.43206769973039627,None,0,image1,-24,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
38,0,38,j,0.4836890995502472,None,,,,,38,0,38,0,194.3405511006713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3309062998742,194.3405511006713,,195.56850570067763,195.0688821002841,198.36193720065057,j,0.4836890995502472,None,10,image1,-25,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
39,0,39,j,0.30110689997673035,None,,,,,39,0,39,0,198.41958449967206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.40928190015256,198.41958449967206,,199.56880939938128,199.23549210093915,201.5475686006248,j,0.30110689997673035,None,0,image1,-26,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
40,0,40,j,0.2982691004872322,None,,,,,40,0,40,0,201.60022770054638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.59114409983158,201.60022770054638,203.23518370091915,203.23518370091915,202.91875950060785,205.6000581011176,j,0.2982691004872322,None,0,image1,-27,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
41,0,41,j,0.4287324007600546,None,,,,,41,0,41,0,205.6529593002051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.64426770061255,205.6529593002051,207.08524100109935,207.08524100109935,206.6352223996073,208.5991204995662,j,0.4287324007600546,None,10,image1,-28,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
42,0,42,f,0.3850193992257118,None,,,,,42,0,42,0,208.65210120007396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.6436570994556,208.65210120007396,209.95197210088372,209.95197210088372,209.53538160026073,212.08350859954953,f,0.3850193992257118,None,0,image1,-29,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
43,0,43,j,0.47533739916980267,None,,,,,43,0,43,0,212.19633029960096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.18731800094247,212.19633029960096,213.56878839991987,213.56878839991987,213.0686681009829,215.18099869973958,j,0.47533739916980267,None,10,image1,-30,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
44,0,44,f,0.2900976985692978,None,,,,,44,0,44,0,215.23402550071478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.2251459993422,215.23402550071478,216.63549450039864,216.63549450039864,216.31879309937358,219.24785860069096,f,0.2900976985692978,None,10,image1,-31,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
45,0,45,f,0.4020815007388592,None,,,,,45,0,45,0,219.30123930051923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.29170910082757,219.30123930051923,221.75180470012128,221.75180470012128,221.31891009956598,224.34825409948826,f,0.4020815007388592,None,0,image1,-32,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
46,0,46,j,0.5062601994723082,None,,,,,46,0,46,0,224.4021953009069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.39245709963143,224.4021953009069,226.23541869968176,226.23541869968176,225.7018672004342,228.7762493006885,j,0.5062601994723082,None,0,image1,-33,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
47,0,47,j,0.3775971997529268,None,,,,,47,0,47,0,228.8935596998781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.88493780046701,228.8935596998781,230.51845110021532,230.51845110021532,230.11866039969027,232.6728143002838,j,0.3775971997529268,None,0,image1,-34,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
48,0,48,f,0.2883071005344391,None,,,,,48,0,48,0,232.7256678007543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.71705060079694,232.7256678007543,234.86876739934087,234.86876739934087,234.55195270106196,236.48119940049946,f,0.2883071005344391,None,0,image1,-35,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
49,0,49,f,0.4235558994114399,None,,,,,49,0,49,0,236.5350759997964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.525545200333,236.5350759997964,237.81852399930358,237.81852399930358,237.36950979940593,240.3904474005103,f,0.4235558994114399,None,0,image1,-36,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
50,0,50,j,0.3279525004327297,None,,,,,50,0,50,0,240.44443670101464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4350300002843,240.44443670101464,241.90186209976673,241.90186209976673,241.5524397995323,243.39231960102916,j,0.3279525004327297,None,10,image2,-37,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,37,001,2024-11-15_13h34.55.556,实验程序1.0,2024.2.4,60.20020157675887,2024-11-15 13h35.09.726978 +0800,
