thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0031167000001914857,0.007868600000165316,0.007868600000165316,5.811009000000013,space,5.791055899999719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
,,,,,,,,,,,,,,,,,,,,,,,5.823597099999915,5.823597099999915,space,3.68614609999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
9,0,9,,,,9,0,9,0,,,,,34.184698500000195,,,,,,,,,,,,,,34.184698500000195,35.32427599999983,34.72425909999993,25.324280700000145,j,0.5791494999998577,None,36.79130690000011,36.79884459999994,36.79884459999994,38.841495600000144,space,2.0314636999996765,None,,,,,,,,,,,,,,,,,,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
0,0,0,f,0.4718662000000222,None,,,,,0,0,0,0,38.89579400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.88659050000024,38.89579400000002,40.87457119999999,40.87457119999999,40.37404550000019,42.363241000000016,f,0.4718662000000222,None,10,image1,9,image1,image2,['high'],0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
0,0,0,j,0.382196500000191,None,,,,,0,0,0,0,42.41415319999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.40696979999984,42.41415319999987,44.42427859999998,44.42427859999998,44.02434290000019,46.681880399999955,j,0.382196500000191,None,10,image1,8,image1,image2,"['high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
1,0,1,j,0.5746185000002697,None,,,,,1,0,1,0,46.73347079999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.726404099999854,46.73347079999985,48.624320700000226,48.624320700000226,48.02453259999993,50.51063260000001,j,0.5746185000002697,None,0,image1,7,image1,image2,"['high', 'high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
2,0,2,f,0.4870578000000023,None,,,,,2,0,2,0,50.565021700000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.558078699999896,50.565021700000216,52.52449030000025,52.52449030000025,52.007658900000024,54.37509829999999,f,0.4870578000000023,None,0,image1,6,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
3,0,3,j,0.35808659999975134,None,,,,,3,0,3,0,54.46829310000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.461193600000115,54.46829310000021,56.62427539999999,56.62427539999999,56.24098189999995,59.56658479999987,j,0.35808659999975134,None,10,image1,5,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
4,0,4,j,0.5500383000003239,None,,,,,4,0,4,0,59.61965850000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.61240970000017,59.61965850000024,61.391060299999936,61.391060299999936,60.82440290000022,63.744691800000055,j,0.5500383000003239,None,0,image1,4,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
5,0,5,f,0.39558820000002015,None,,,,,5,0,5,0,63.79618019999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78926510000019,63.79618019999998,65.2910436000002,65.2910436000002,64.87441330000001,66.96293819999983,f,0.39558820000002015,None,10,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,51,001,2024-11-17_10h07.20.597,实验程序1.0,2024.2.4,60.05486612557565,2024-11-17 10h07.29.790862 +0800,
