thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004459399999177549,0.012786699999196571,0.012786699999196571,2.950204799999483,space,2.932004099999176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.9629552999995212,2.9629552999995212,space,2.9972665999994206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
9,0,9,,,,9,0,9,0,,,,,29.110742999999275,,,,,,,,,,,,,,29.110742999999275,30.063022699998328,29.646263099997668,23.27964780000002,f,0.3939632999972673,None,23.27964780000002,31.533513100001073,31.542362899997897,31.542362899997897,41.76387369999975,space,10.209969200001069,None,,,,,,,,,,,,,,,,,,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
0,0,0,f,0.3434094999975059,None,,,,,0,0,0,0,41.81214269999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.80207939999855,41.81214269999873,43.86302030000115,43.86302030000115,43.49629069999901,45.7463927000008,f,0.3434094999975059,None,0,image1,3,image2,image1,['low'],0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
0,0,0,j,0.6042261000002327,None,,,,,0,0,0,0,45.792931099998896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7845827000001,45.792931099998896,48.41306869999789,48.41306869999789,47.779762899999696,51.13074279999819,j,0.6042261000002327,None,0,image1,2,image2,image1,"['low', 'low']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
1,0,1,f,0.4960611999995308,None,,,,,1,0,1,0,51.1762245000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.167908099998385,51.1762245000009,52.8128663999978,52.8128663999978,52.29631879999761,55.602206300000034,f,0.4960611999995308,None,0,image2,1,image2,image1,"['low', 'low', 'high']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
2,0,2,f,0.35987390000082087,None,,,,,2,0,2,0,55.65322299999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.64495359999819,55.65322299999934,57.87948639999922,57.87948639999922,57.4962613000007,60.40997369999786,f,0.35987390000082087,None,0,image2,0,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
3,0,3,f,0.39670770000157063,None,,,,,3,0,3,0,60.51479339999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.506337099997836,60.51479339999969,61.99635110000054,61.99635110000054,61.579778299999816,64.85879459999887,f,0.39670770000157063,None,10,image1,-1,image2,image1,"['low', 'low', 'high', 'high', 'low']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
4,0,4,f,0.3586942999972962,None,,,,,4,0,4,0,64.91057009999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.90200519999962,64.91057009999895,67.09626499999831,67.09626499999831,66.7130046000002,69.00392470000043,f,0.3586942999972962,None,0,image1,-2,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
5,0,5,j,0.4845328999981575,None,,,,,5,0,5,0,69.05773460000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.04940859999806,69.05773460000091,71.27962799999841,71.27962799999841,70.76308679999966,73.32264549999854,j,0.4845328999981575,None,10,image1,-3,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,33,001,2024-11-15_13h59.38.494,实验程序1.0,2024.2.4,60.09803190947428,2024-11-15 13h59.50.304287 +0800,
