thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0052455998957157135,0.026267100125551224,0.026267100125551224,1.1752953007817268,space,1.130299899727106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.1862147003412247,1.1862147003412247,space,0.8723876997828484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
9,0,9,,,,9,0,9,0,,,,,24.603323500603437,,,,,,,,,,,,,,24.603323500603437,25.559148401021957,25.142265900969505,3.358381699770689,f,0.3973993007093668,None,27.08543400093913,27.094234200194478,27.094234200194478,28.543267799541354,space,1.4455299004912376,None,,,,,,,,,,,,,,,,,,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
0,0,0,j,0.4983261991292238,None,,,,,0,0,0,0,28.599676501005888,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.586495900526643,28.599676501005888,30.558403100818396,30.558403100818396,30.04135449975729,32.45801769942045,j,0.4983261991292238,None,10,image2,10,image1,image2,['low'],0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
0,0,0,f,0.3940580002963543,None,,,,,0,0,0,0,32.507876900956035,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49883189983666,32.507876900956035,,33.641799200326204,33.22478079982102,35.45051860064268,f,0.3940580002963543,None,0,image2,9,image1,image2,"['low', 'low']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
1,0,1,j,0.28564609959721565,None,,,,,1,0,1,0,35.50199260003865,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.491935700178146,35.50199260003865,37.84133280068636,37.84133280068636,37.524965200573206,39.31458370015025,j,0.28564609959721565,None,0,image2,8,image1,image2,"['low', 'low', 'low']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
2,0,2,f,0.45668349973857403,None,,,,,2,0,2,0,39.3660333994776,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.35584090091288,39.3660333994776,40.941504899412394,40.941504899412394,40.458221800625324,42.48063139989972,f,0.45668349973857403,None,10,image2,7,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
3,0,3,f,0.4176444001495838,None,,,,,3,0,3,0,42.5875847004354,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5786439999938,42.5875847004354,44.89159479923546,44.89159479923546,44.441808400675654,47.56708760000765,f,0.4176444001495838,None,10,image1,6,image1,image2,"['low', 'low', 'low', 'low', 'high']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
4,0,4,j,0.9450560007244349,None,,,,,4,0,4,0,47.61733550019562,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.60857539996505,47.61733550019562,50.208347499370575,50.208347499370575,49.241527600213885,51.9516332000494,j,0.9450560007244349,None,10,image1,5,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
5,0,5,j,0.7535893991589546,None,,,,,5,0,5,0,52.00242640078068,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99331770092249,52.00242640078068,53.42607180029154,53.42607180029154,52.641510400921106,55.558516999706626,j,0.7535893991589546,None,10,image1,4,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,021,001,2024-11-14_10h39.04.631,实验程序1.0,2024.2.4,59.9601985220088,2024-11-14 10h39.16.142551 +0800,
