thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,j,0.46937160000015865,None,,,,,19,0,19,0,121.93871060000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.93158530000073,121.93871060000038,123.91220470000007,123.41225500000019,123.91220470000007,126.08206110000083,j,0.46937160000015865,None,10,image1,5,image2,image1,"['high', 'low', 'low', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
20,0,20,j,0.6224139999994804,None,,,,,20,0,20,0,126.13282220000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.12584890000016,126.13282220000019,127.44558970000071,126.79559870000048,127.44558970000071,129.26963539999997,j,0.6224139999994804,None,0,image1,4,image2,image1,"['high', 'low', 'low', 'low', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
21,0,21,None,,,,,,,21,0,21,0,129.36898500000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3617021,129.36898500000007,131.4950069000006,130.26233460000003,131.4950069000006,132.4962572000004,None,,,,,,,,,,,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
22,0,22,f,0.47636189999957423,None,,,,,22,0,22,0,132.54645980000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.53939740000078,132.54645980000078,134.74561840000024,134.24555860000055,134.74561840000024,136.96462240000074,f,0.47636189999957423,None,0,image2,3,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
23,0,23,f,0.742701200000738,None,,,,,23,0,23,0,137.01763960000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0105478000005,137.01763960000062,138.3455208000005,137.5789104000005,138.3455208000005,140.67264160000013,f,0.742701200000738,None,10,image1,2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
24,0,24,j,0.4163171999998667,None,,,,,24,0,24,0,140.7233483,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.71629850000045,140.7233483,143.16222800000014,142.72918310000023,143.16222800000014,145.28723320000063,j,0.4163171999998667,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
25,0,25,f,0.9811194000003525,None,,,,,25,0,25,0,145.38764430000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.38080850000006,145.38764430000083,147.2122816000001,146.2122913000003,147.2122816000001,148.7177311000005,f,0.9811194000003525,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
26,0,26,j,0.6392053999998097,None,,,,,26,0,26,0,148.76727760000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7600140000004,148.76727760000085,151.41210020000017,150.7457013000003,151.41210020000017,153.15536350000002,j,0.6392053999998097,None,10,image2,-1,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
27,0,27,f,0.6143684000007852,None,,,,,27,0,27,0,153.2038575000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.19608150000022,153.2038575000006,155.8123873000004,155.17900980000013,155.8123873000004,158.00308600000062,f,0.6143684000007852,None,0,image1,-2,image2,image1,"['high', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
28,0,28,j,0.5559156999997867,None,,,,,28,0,28,0,158.05457939999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.04756740000084,158.05457939999997,160.64571360000082,160.06224940000084,160.64571360000082,163.33031140000003,j,0.5559156999997867,None,10,image1,-3,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
29,0,29,f,0.5793856999998752,None,,,,,29,0,29,0,163.4303598000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.42309999999998,163.4303598000006,164.67905260000043,164.07888679999996,164.67905260000043,166.95994020000035,f,0.5793856999998752,None,0,image1,-4,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
30,0,30,j,0.5203621000000567,None,,,,,30,0,30,0,167.01283409999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.00560020000012,167.01283409999996,168.4790193000008,167.92903000000024,168.4790193000008,171.27821940000013,j,0.5203621000000567,None,0,image1,-5,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
31,0,31,j,0.743253999999979,None,,,,,31,0,31,0,171.32985830000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.32250920000024,171.32985830000052,174.1291037000001,173.36232910000035,174.1291037000001,177.0223276000006,j,0.743253999999979,None,10,image2,-6,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
32,0,32,f,0.6522722999998223,None,,,,,32,0,32,0,177.07645030000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.06909880000057,177.07645030000003,178.7124031000003,178.0291345000005,178.7124031000003,181.08360810000067,f,0.6522722999998223,None,10,image2,-7,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
33,0,33,f,0.6733312999995178,None,,,,,33,0,33,0,181.1289611000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.12175760000082,181.1289611000002,182.4126036000007,181.71213310000076,182.4126036000007,184.18247040000006,f,0.6733312999995178,None,10,image2,-8,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
34,0,34,f,0.6843996999996307,None,,,,,34,0,34,0,184.27832840000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.27099400000043,184.27832840000065,185.92912850000084,185.21238810000068,185.92912850000084,188.0754450000004,f,0.6843996999996307,None,10,image2,-9,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
35,0,35,j,0.5529475000003004,None,,,,,35,0,35,0,188.13202450000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.12471990000085,188.13202450000063,190.09599700000035,189.51253560000077,190.09599700000035,191.8233790000004,j,0.5529475000003004,None,0,image2,1,image1,image2,[],0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
36,0,36,j,0.5886540999999852,None,,,,,36,0,36,0,191.86914610000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8624638000001,191.86914610000076,194.24580050000077,193.6290510000008,194.24580050000077,196.92212610000024,j,0.5886540999999852,None,10,image1,0,image1,image2,['high'],0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
37,0,37,j,0.47245230000044103,None,,,,,37,0,37,0,196.9717186000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.96444060000067,196.9717186000007,198.42905700000028,197.9290146000003,198.42905700000028,200.20814130000053,j,0.47245230000044103,None,0,image1,-1,image1,image2,"['high', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
38,0,38,j,0.8105154999993829,None,,,,,38,0,38,0,200.3131581000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.30597300000045,200.3131581000007,203.12907740000082,202.29573340000024,203.12907740000082,204.65546500000073,j,0.8105154999993829,None,0,image2,-2,image1,image2,"['high', 'high', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
39,0,39,f,1.1533767000000807,None,,,,,39,0,39,0,204.70516970000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.69815620000008,204.70516970000062,206.49568120000004,205.3124172000007,206.49568120000004,209.3514294000006,f,1.1533767000000807,None,10,image2,-3,image1,image2,"['high', 'high', 'low', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
40,0,40,f,0.3939228999997795,None,,,,,40,0,40,0,209.40212540000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.39515720000054,209.40212540000084,210.9124494000007,210.4957204000002,210.9124494000007,212.70309760000055,f,0.3939228999997795,None,0,image2,-4,image1,image2,"['high', 'high', 'low', 'low', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
41,0,41,f,0.8229301999999734,None,,,,,41,0,41,0,212.75316080000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.74604630000067,212.75316080000084,215.22929790000035,214.37918050000007,215.22929790000035,216.77538470000036,f,0.8229301999999734,None,10,image1,-5,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
42,0,42,f,0.4870192999997016,None,,,,,42,0,42,0,216.8249723000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.81776310000078,216.8249723000008,218.2791702000004,217.7625833000002,218.2791702000004,220.80914870000015,f,0.4870192999997016,None,10,image1,-6,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
43,0,43,f,0.8597147000000405,None,,,,,43,0,43,0,220.91159310000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9047300000002,220.91159310000057,223.7125160000005,222.8291282,223.7125160000005,226.11363880000044,f,0.8597147000000405,None,10,image1,-7,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
44,0,44,j,0.447289699999601,None,,,,,44,0,44,0,226.16373569999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.15648820000024,226.16373569999996,227.8291876000003,227.36268030000065,227.8291876000003,229.636528,j,0.447289699999601,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
45,0,45,f,0.878855900000417,None,,,,,45,0,45,0,229.68705840000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.68005690000064,229.68705840000075,232.29572810000082,231.39584700000069,232.29572810000082,234.88715160000083,f,0.878855900000417,None,0,image2,-9,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
46,0,46,j,0.4884459999993851,None,,,,,46,0,46,0,234.94163840000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.93412660000013,234.94163840000056,237.06264980000014,236.54605320000064,237.06264980000014,239.00211410000065,j,0.4884459999993851,None,0,image2,-10,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
47,0,47,f,1.2257931000003737,None,,,,,47,0,47,0,239.10863540000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.1016098,239.10863540000082,242.34590110000045,241.0957739000005,242.34590110000045,244.48124840000037,f,1.2257931000003737,None,0,image1,-11,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
48,0,48,j,0.8294805000004999,None,,,,,48,0,48,0,244.53281660000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.52586320000046,244.53281660000084,246.06257300000016,245.21256960000028,246.06257300000016,247.9762767000002,j,0.8294805000004999,None,0,image2,-12,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
49,0,49,j,0.5122317999994266,None,,,,,49,0,49,0,248.02076410000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0136721000008,248.02076410000063,250.06247710000025,249.5292040000004,250.06247710000025,252.1162707000003,j,0.5122317999994266,None,0,image2,-13,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
50,0,50,j,0.3853876000002856,None,,,,,50,0,50,0,252.1645341000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.1573784000002,252.1645341000003,253.9124657000002,253.49591380000038,253.9124657000002,256.61981300000025,j,0.3853876000002856,None,10,image1,-14,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
51,0,51,j,0.3158939000004466,None,,,,,51,0,51,0,256.67316480000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6661922000003,256.67316480000045,257.7792534,257.4459078,,260.55986680000024,j,0.3158939000004466,None,10,image1,-15,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
52,0,52,j,1.143099799999618,None,,,,,52,0,52,0,260.6589106000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.65156750000006,260.6589106000001,262.92925690000084,261.7625149000005,262.92925690000084,264.6454199,j,1.143099799999618,None,0,image2,-16,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,61,001,2024-11-17_11h25.51.936,实验程序1.0,2024.2.4,60.00783702337403,2024-11-17 11h26.04.170402 +0800,
