thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
167,0,167,f,0.4617677999995067,None,,,,,167,0,167,0,728.9288011999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.9200549000016,728.9288011999997,730.1417301000001,729.6583881000006,732.5870566000012,f,0.4617677999995067,None,10,image1,-1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
168,0,168,f,0.33192780000172206,None,,,,,168,0,168,0,732.6965932000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.6883904000024,732.6965932000021,734.0916596000025,733.7416991999999,735.8265141000011,f,0.33192780000172206,None,0,image1,-2,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,734.0916596000025,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
169,0,169,f,0.6130620000003546,None,,,,,169,0,169,0,735.8797264000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.8712577000006,735.8797264000023,737.9416351,737.3082931000026,740.3853758000005,f,0.6130620000003546,None,0,image1,-3,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,737.9416351,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
170,0,170,j,0.3526196999991953,None,,,,,170,0,170,0,740.4375940000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4292771,740.4375940000027,741.374987500003,740.9916714000028,743.085295300003,j,0.3526196999991953,None,10,image2,-4,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
171,0,171,f,0.4211788000029628,None,,,,,171,0,171,0,743.1379046000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.1293957000016,743.1379046000002,744.3416805000015,743.8914715000028,746.3717794000004,f,0.4211788000029628,None,10,image2,-5,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
172,0,172,j,0.363904800000455,None,,,,,172,0,172,0,746.4243185000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.4157035000026,746.4243185000014,747.7250220000024,747.3416556000011,750.2625154000016,j,0.363904800000455,None,10,image2,-6,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,747.7250220000024,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
173,0,173,j,0.40158770000198274,None,,,,,173,0,173,0,750.3721599000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.3637823999998,750.3721599000019,752.6084262000004,752.174920100002,755.1471109000013,j,0.40158770000198274,None,10,image2,-7,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,752.6084262000004,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
174,0,174,j,0.44933829999718,None,,,,,174,0,174,0,755.197746400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.1889975000013,755.197746400001,756.4584073000005,755.991700300001,757.9456296999997,j,0.44933829999718,None,10,image2,2,image1,image2,[],0.7,0.3,756.4584073000005,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
175,0,175,f,0.4679937000000791,None,,,,,175,0,175,0,757.9955896000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.9871139000024,757.9955896000029,759.6417029000004,759.1416653000015,761.8263184999996,f,0.4679937000000791,None,0,image2,1,image1,image2,['low'],0.7,0.3,759.6417029000004,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
176,0,176,j,0.45134739999775775,None,,,,,176,0,176,0,761.8782532000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.8699750000014,761.8782532000005,763.6251241999998,763.1417193000016,765.7848680000025,j,0.45134739999775775,None,10,image1,0,image1,image2,"['low', 'high']",0.7,0.3,763.6251241999998,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
177,0,177,f,0.46344110000063665,None,,,,,177,0,177,0,765.898092200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.8898928000017,765.898092200001,766.9417420999998,766.4583058999997,768.6387869999999,f,0.46344110000063665,None,0,image1,-1,image1,image2,"['low', 'high', 'high']",0.7,0.3,,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
178,0,178,j,0.5346506999994745,None,,,,,178,0,178,0,768.6912475999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.6825924000004,768.6912475999998,771.041783800003,770.4751131000012,773.4748749000028,j,0.5346506999994745,None,0,image1,-2,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,771.041783800003,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
179,0,179,j,0.7480828999978257,None,,,,,179,0,179,0,773.5214295000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.5128579000011,773.5214295000005,776.3085350000001,775.5418836000026,779.1479333000025,j,0.7480828999978257,None,10,image2,-3,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,776.3085350000001,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
180,0,180,j,0.35716490000049816,None,,,,,180,0,180,0,779.1986730999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.1903782000009,779.1986730999997,781.0917961000014,780.7084022000017,783.8436632000012,j,0.35716490000049816,None,0,image2,-4,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,781.0917961000014,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
181,0,181,j,0.625549399999727,None,,,,,181,0,181,0,783.8897018000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.8813453000002,783.8897018000025,785.2584075000013,784.6083651000008,787.1125769999999,j,0.625549399999727,None,0,image1,-5,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,785.2584075000013,027,001,2024-11-14_14h45.27.243,实验程序1.0,2024.2.4,60.057318705324704,2024-11-14 14h45.37.992620 +0800,
