thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0034077000000252156,0.01233860000002096,0.01233860000002096,9.230029599999853,space,9.203874099999666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
,,,,,,,,,,,,,,,,,,,,,,,9.24511849999999,9.24511849999999,space,4.586569300000065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
9,0,9,,,,9,0,9,0,,,,,39.454673600000206,,,,,,,,,,,,,,39.454673600000206,40.94600910000008,39.9960229000003,40.94600910000008,f,0.9324802000001,None,42.41269250000005,42.4206422000002,42.4206422000002,48.7632050000002,space,6.339450699999816,None,,,,,,,,,,,,,,,,,,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
0,0,0,f,0.46810499999992317,None,,,,,0,0,0,0,48.809157499999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.80037579999998,48.809157499999856,51.09588639999993,51.09588639999993,50.59564610000007,53.087897599999906,f,0.46810499999992317,None,0,image1,5,image2,image1,['low'],0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
0,0,0,f,0.7038975999998911,None,,,,,0,0,0,0,53.13740340000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.130267600000025,53.13740340000004,55.21279300000015,55.21279300000015,54.47940659999995,58.128984700000274,f,0.7038975999998911,None,10,image2,4,image2,image1,"['low', 'high']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
1,0,1,f,0.6218725999997332,None,,,,,1,0,1,0,58.1831645000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1758018999999,58.1831645000002,59.812665299999935,59.812665299999935,59.162752400000045,62.36649710000029,f,0.6218725999997332,None,0,image1,3,image2,image1,"['low', 'high', 'low']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
2,0,2,f,0.672244899999896,None,,,,,2,0,2,0,62.419964000000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.412960399999974,62.419964000000164,63.995962899999995,63.995962899999995,63.29628249999996,66.59597010000016,f,0.672244899999896,None,0,image2,2,image2,image1,"['low', 'high', 'low', 'high']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
3,0,3,j,1.2151401999999507,None,,,,,3,0,3,0,66.6903513000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68325760000016,66.6903513000002,68.54610709999997,68.54610709999997,67.31297110000014,71.30714489999991,j,1.2151401999999507,None,10,image2,1,image2,image1,"['low', 'high', 'low', 'high', 'high']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
4,0,4,j,0.7380339000001186,None,,,,,4,0,4,0,71.3590807999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35168890000023,71.3590807999999,73.82947460000014,73.82947460000014,73.06255439999995,76.22065980000025,j,0.7380339000001186,None,10,image1,0,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
5,0,5,j,0.8234637999998995,None,,,,,5,0,5,0,76.27512370000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26768690000017,76.27512370000022,78.17946819999997,78.17946819999997,77.3294636999999,80.61477090000017,j,0.8234637999998995,None,0,image2,-1,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,36,001,2024-11-24_11h12.59.003,实验程序1.0,2024.2.4,59.97573381802076,2024-11-24 11h13.14.254652 +0800,
