thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,prac_key_resp.stopped,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
152,0,152,f,0.7895933999998306,None,,,,,152,0,152,0,670.41203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.4036166999999,670.41203,671.8753191000001,671.0584674000002,671.8753191000001,674.1416128999999,f,0.7895933999998306,None,0,image1,3,image2,image1,[],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
153,0,153,j,0.6345903000001272,None,,,,,153,0,153,0,674.1894478999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.1808427999999,674.1894478999998,675.5917455999997,674.9251886000002,675.5917455999997,677.7696547999999,j,0.6345903000001272,None,0,image1,2,image2,image1,['low'],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
154,0,154,j,0.44765800000004674,None,,,,,154,0,154,0,677.8729561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.8645793999999,677.8729561,679.8753072,679.4084137,679.8753072,681.4794545,j,0.44765800000004674,None,10,image2,1,image2,image1,"['low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
155,0,155,j,0.433010700000068,None,,,,,155,0,155,0,681.5358446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.5276057000001,681.5358446,683.1918599999999,682.7419681000001,683.1918599999999,685.5267915,j,0.433010700000068,None,10,image2,0,image2,image1,"['low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
156,0,156,j,0.28925100000014936,None,,,,,156,0,156,0,685.5844628999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.5761137999998,685.5844628999998,687.0582924999999,686.7416847,687.0582924999999,688.9672372999999,j,0.28925100000014936,None,10,image2,-1,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
157,0,157,f,0.7027477999999974,None,,,,,157,0,157,0,689.0203883999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0120238,689.0203883999998,691.3416812999999,690.6085082999998,691.3416812999999,693.1307222999999,f,0.7027477999999974,None,0,image1,-2,image2,image1,"['low', 'high', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
158,0,158,j,0.2823456000000988,None,,,,,158,0,158,0,693.1777845000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.1693943,693.1777845000001,694.8083783000002,694.5084846,694.8083783000002,697.5819529,j,0.2823456000000988,None,10,image2,-3,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
159,0,159,j,0.37730680000004213,None,,,,,159,0,159,0,697.6946225000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.6861350999998,697.6946225000002,698.7417560999997,698.3420356000001,,701.5167505999998,j,0.37730680000004213,None,10,image2,9,image1,image2,[],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
160,0,160,f,0.7935818999999356,None,,,,,160,0,160,0,701.5732948999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.5648473000001,701.5732948999998,703.3750853000001,702.5585428999998,703.3750853000001,706.1911144999999,f,0.7935818999999356,None,0,image2,8,image1,image2,['low'],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
161,0,161,j,0.5861468000002787,None,,,,,161,0,161,0,706.2392552000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.2308708,706.2392552000001,708.1418471000002,707.5252673999998,708.1418471000002,710.7566953,j,0.5861468000002787,None,10,image2,7,image1,image2,"['low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
162,0,162,j,0.6981985000002169,None,,,,,162,0,162,0,710.8106714999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.8023036,710.8106714999999,712.6585068999998,711.9419484,712.6585068999998,715.1658591999999,j,0.6981985000002169,None,10,image1,6,image1,image2,"['low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
163,0,163,j,0.7435893999995642,None,,,,,163,0,163,0,715.2210196000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.2124605999998,715.2210196000001,716.7584695,715.9920020999998,716.7584695,718.9550967999999,j,0.7435893999995642,None,0,image2,5,image1,image2,"['low', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
164,0,164,j,0.5318744000001061,None,,,,,164,0,164,0,719.0698665999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0615960999999,719.0698665999998,720.8586460000001,720.3084112000001,720.8586460000001,722.4604454,j,0.5318744000001061,None,10,image1,4,image1,image2,"['low', 'low', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
165,0,165,f,0.44413440000016635,None,,,,,165,0,165,0,722.5139662000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.5057766,722.5139662000001,724.1583228,723.6918209999999,724.1583228,727.0247519,f,0.44413440000016635,None,0,image1,3,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
166,0,166,j,0.3630530999998882,None,,,,,166,0,166,0,727.0723149999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.0637588,727.0723149999999,728.3085876999999,727.9251424999998,,729.8933385999999,j,0.3630530999998882,None,10,image1,2,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
167,0,167,j,0.6081371000000217,None,,,,,167,0,167,0,729.9470235999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9385533999998,729.9470235999997,731.8251737,731.1917901000002,731.8251737,733.9606167000002,j,0.6081371000000217,None,0,image2,1,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
168,0,168,j,0.3961835999998584,None,,,,,168,0,168,0,734.0720585999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0637861,734.0720585999998,735.5083369999998,735.0917297999999,735.5083369999998,737.1528917999999,j,0.3961835999998584,None,10,image1,0,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
169,0,169,f,0.662572100000034,None,,,,,169,0,169,0,737.2001421999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.1917714000001,737.2001421999998,738.4918671,737.8084531999998,738.4918671,741.3542431999999,f,0.662572100000034,None,10,image1,4,image2,image1,[],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
170,0,170,j,1.0949734000000717,None,,,,,170,0,170,0,741.4091177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.4004813000001,741.4091177,743.3418898,742.2250448999998,743.3418898,745.1078506999997,j,1.0949734000000717,None,10,image2,3,image2,image1,['high'],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
171,0,171,j,0.7799999999997453,None,,,,,171,0,171,0,745.1551264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.1467843999999,745.1551264,747.0751878000001,746.2751984000001,747.0751878000001,748.7311836999997,j,0.7799999999997453,None,0,image1,2,image2,image1,"['high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
172,0,172,j,0.5960150999999314,None,,,,,172,0,172,0,748.784103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.7757360999999,748.784103,751.1083577999998,750.4919552000001,751.1083577999998,753.1867634999999,j,0.5960150999999314,None,10,image1,1,image2,image1,"['high', 'low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
173,0,173,j,1.0993772000001627,None,,,,,173,0,173,0,753.2992804999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.2910308999999,753.2992804999999,755.6084677999997,754.4918597999999,755.6084677999997,757.4890366,j,1.0993772000001627,None,10,image2,0,image2,image1,"['high', 'low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
174,0,174,f,0.8129187999998067,None,,,,,174,0,174,0,757.5446799000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.5362528999999,757.5446799000001,759.3083510000001,758.4751142999999,759.3083510000001,761.3662881999999,f,0.8129187999998067,None,10,image1,-1,image2,image1,"['high', 'low', 'low', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
175,0,175,j,0.6292855000001509,None,,,,,175,0,175,0,761.4235589999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.4148660000001,761.4235589999998,764.0916840999998,763.4419905999998,764.0916840999998,766.7684719999997,j,0.6292855000001509,None,10,image2,-2,image2,image1,"['high', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
176,0,176,j,0.40554969999993773,None,,,,,176,0,176,0,766.8240535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.8153723999999,766.8240535,768.8751622,768.4417279999998,768.8751622,770.7217805999999,j,0.40554969999993773,None,10,image2,-3,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
177,0,177,j,0.6998934000002919,None,,,,,177,0,177,0,770.7762413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.7676539999998,770.7762413,772.7917560999999,772.0753203999998,772.7917560999999,775.5034184000001,j,0.6998934000002919,None,0,image1,-4,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
178,0,178,j,0.30177099999991697,None,,,,,178,0,178,0,775.6173092999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.6089308,775.6173092999998,777.3751235,777.0417985999998,777.3751235,780.1420016000002,j,0.30177099999991697,None,10,image1,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
179,0,179,f,1.0392135000001872,None,,,,,179,0,179,0,780.1906487000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.1821128000001,780.1906487000001,782.2750578999999,781.2085484999998,782.2750578999999,784.5239031000001,f,1.0392135000001872,None,10,image2,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
180,0,180,j,0.4545097000000169,None,,,,,180,0,180,0,784.5787820999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.5702044999998,784.5787820999999,785.6917469999999,785.2086436999998,,787.2704813999999,j,0.4545097000000169,None,10,image2,-7,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
181,0,181,j,0.48710540000001856,None,,,,,181,0,181,0,787.3252240000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.3164852,787.3252240000002,789.3083756000001,788.7917892999999,789.3083756000001,791.3878331000001,j,0.48710540000001856,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
182,0,182,j,0.4185336999998981,None,,,,,182,0,182,0,791.4353194999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.4269113,791.4353194999999,792.9419887999998,792.4920069999998,792.9419887999998,795.1243512000001,j,0.4185336999998981,None,0,image1,-9,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
183,0,183,j,0.6547168000001875,None,,,,,183,0,183,0,795.2392580000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.2308064999997,795.2392580000001,796.7084430999998,796.0251236999998,796.7084430999998,798.8666745999999,j,0.6547168000001875,None,10,image2,-10,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
