thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003305500000124084,0.008204299999988507,0.008204299999988507,1.1680736000000707,space,1.1471555000000535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.1792276000001038,1.1792276000001038,space,1.3917801000000054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
9,0,9,,,,9,0,9,0,,,,,27.28925900000013,,,,,,,,,,,,,,27.28925900000013,28.779960500000016,27.829730200000085,28.779960500000016,f,0.9254261999999471,None,30.245198400000163,30.25301740000009,30.25301740000009,32.33023960000014,space,2.061670900000081,None,,,,,,,,,,,,,,,,,,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
0,0,0,j,0.42303769999989527,None,,,,,0,0,0,0,32.38048249999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37174449999998,32.38048249999997,33.629773099999966,33.17958840000006,33.629773099999966,35.88502689999996,j,0.42303769999989527,None,0,image1,11,image2,image1,['low'],0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
0,0,0,f,0.5099279999999453,None,,,,,0,0,0,0,35.93735579999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.93039620000013,35.93735579999998,37.56339920000005,37.02972810000006,37.56339920000005,39.955617300000085,f,0.5099279999999453,None,10,image1,10,image2,image1,"['low', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
1,0,1,j,0.4733347000001231,None,,,,,1,0,1,0,40.00852370000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00136530000009,40.00852370000007,41.82980550000002,41.32975140000008,41.82980550000002,44.17135940000003,j,0.4733347000001231,None,10,image2,9,image2,image1,"['low', 'low', 'high']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
2,0,2,f,0.4314673999999741,None,,,,,2,0,2,0,44.22252530000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21535719999997,44.22252530000014,46.42980750000015,45.97984700000006,46.42980750000015,48.749418300000116,f,0.4314673999999741,None,10,image1,8,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
3,0,3,j,0.5422502999999779,None,,,,,3,0,3,0,48.843702399999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.83624940000004,48.843702399999984,51.16306650000001,50.596637699999974,51.16306650000001,53.901960200000076,j,0.5422502999999779,None,0,image1,7,image2,image1,"['low', 'low', 'high', 'low', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
4,0,4,f,0.5267282999998315,None,,,,,4,0,4,0,53.95484590000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.94775030000005,53.95484590000001,55.346675600000026,54.79649510000013,55.346675600000026,57.9419719,f,0.5267282999998315,None,0,image1,6,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
5,0,5,f,0.7160105999998905,None,,,,,5,0,5,0,57.99582250000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.98845180000012,57.99582250000003,59.78005740000003,59.04647590000013,59.78005740000003,62.297903900000165,f,0.7160105999998905,None,0,image1,5,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
6,0,6,f,0.4401461999998446,None,,,,,6,0,6,0,62.34938080000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.34224070000005,62.34938080000006,63.62984440000014,63.16312560000006,63.62984440000014,65.18558159999998,f,0.4401461999998446,None,10,image2,4,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
7,0,7,j,0.3744989000001624,None,,,,,7,0,7,0,65.2857841,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.27872539999998,65.2857841,66.57984750000014,66.17987370000014,66.57984750000014,69.32978320000007,j,0.3744989000001624,None,0,image2,3,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
8,0,8,j,0.36025629999994635,None,,,,,8,0,8,0,69.38324520000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3761856000001,69.38324520000015,70.52978400000006,70.14651230000004,,72.47965180000006,j,0.36025629999994635,None,10,image1,2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
9,0,9,j,0.48025329999995847,None,,,,,9,0,9,0,72.53216650000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.52503960000013,72.53216650000013,74.62977390000015,74.12985870000011,74.62977390000015,77.33890029999998,j,0.48025329999995847,None,0,image1,1,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,38,001,2024-12-08_11h28.20.729,实验程序1.0,2024.2.4,60.029090097070856,2024-12-08 11h28.31.232650 +0800,
