thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.3210579999999936,None,,,,,6,0,6,0,60.986183900000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.97910979999995,60.986183900000015,62.18338099999994,61.83364979999999,,65.12431029999993,f,0.3210579999999936,None,0,image2,7,image1,image2,"['low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
7,0,7,j,0.4923685999999634,None,,,,,7,0,7,0,65.22487519999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.21785719999991,65.22487519999993,66.30045059999998,65.78375949999997,,69.07795699999997,j,0.4923685999999634,None,10,image2,6,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
8,0,8,j,0.39912569999989955,None,,,,,8,0,8,0,69.1275546999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.12041579999993,69.1275546999999,71.10037049999994,70.68361240000002,71.10037049999994,72.71181109999998,j,0.39912569999989955,None,0,image2,5,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
9,0,9,j,0.3905528000000231,None,,,,,9,0,9,0,72.76083210000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75370559999999,72.76083210000002,74.95055029999992,74.53364349999993,74.95055029999992,77.05590180000002,j,0.3905528000000231,None,0,image2,4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
10,0,10,j,0.38965459999997165,None,,,,,10,0,10,0,77.10626200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.09905919999994,77.10626200000002,78.76687989999994,78.35033179999994,78.76687989999994,80.68721219999998,j,0.38965459999997165,None,0,image2,3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
11,0,11,f,0.558764999999994,None,,,,,11,0,11,0,80.73951590000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7321445,80.73951590000001,82.11694079999995,81.53351439999994,82.11694079999995,84.01252089999991,f,0.558764999999994,None,0,image2,2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
12,0,12,f,0.3456181999999899,None,,,,,12,0,12,0,84.10815359999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.10098319999997,84.10815359999992,85.03354749999994,84.66696179999997,,86.92895739999994,f,0.3456181999999899,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
13,0,13,j,0.6017186000000265,None,,,,,13,0,13,0,86.97933919999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97195349999993,86.97933919999991,89.25033309999992,88.61699079999994,89.25033309999992,91.52020989999994,j,0.6017186000000265,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
14,0,14,f,0.3696822000000566,None,,,,,14,0,14,0,91.57149219999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.56433149999998,91.57149219999997,92.61721289999991,92.21696109999993,,94.16480059999992,f,0.3696822000000566,None,0,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
15,0,15,j,0.44388739999999416,None,,,,,15,0,15,0,94.20967439999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.20270269999992,94.20967439999993,96.05031739999993,95.58364180000001,96.05031739999993,98.86446369999999,j,0.44388739999999416,None,10,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
16,0,16,j,0.37939380000000256,None,,,,,16,0,16,0,98.95646979999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94943239999998,98.95646979999992,100.18359129999999,99.78367329999992,,102.09155449999992,j,0.37939380000000256,None,10,image2,-3,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
17,0,17,f,0.42278169999997317,None,,,,,17,0,17,0,102.14271450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.13548029999993,102.14271450000001,103.16694089999999,102.7170228,,105.60164799999995,f,0.42278169999997317,None,10,image2,-4,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
18,0,18,j,0.3276366999999709,None,,,,,18,0,18,0,105.65174109999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.64446420000002,105.65174109999998,106.65016749999995,106.30038059999993,,108.59761219999996,j,0.3276366999999709,None,0,image2,-5,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
19,0,19,f,0.4178224999999429,None,,,,,19,0,19,0,108.64202609999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6349275,108.64202609999995,110.66690289999997,110.21701159999998,110.66690289999997,112.66099859999997,f,0.4178224999999429,None,0,image2,-6,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
20,0,20,f,0.5456461999999647,None,,,,,20,0,20,0,112.71239409999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.70506079999996,112.71239409999998,114.61694869999997,114.05029739999998,114.61694869999997,116.92120839999995,f,0.5456461999999647,None,10,image1,-7,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
21,0,21,f,0.5106387999999242,None,,,,,21,0,21,0,117.01969049999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0127675,117.01969049999991,119.06705779999993,118.53357349999999,119.06705779999993,121.91430949999994,f,0.5106387999999242,None,0,image1,-8,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
22,0,22,j,0.37167120000003706,None,,,,,22,0,22,0,121.95828829999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.95115379999993,121.95828829999994,123.7670167,123.36706579999998,123.7670167,126.24336729999993,j,0.37167120000003706,None,0,image2,-9,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
23,0,23,f,0.5485188000000107,None,,,,,23,0,23,0,126.29399159999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.28697219999992,126.29399159999991,128.13370109999994,127.56691839999996,128.13370109999994,130.4953994,f,0.5485188000000107,None,0,image2,-10,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
24,0,24,f,0.4934567999999899,None,,,,,24,0,24,0,130.5390579,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5320683,130.5390579,132.46691139999996,131.9503601,132.46691139999996,135.05430230000002,f,0.4934567999999899,None,0,image2,-11,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
25,0,25,j,0.38160070000003543,None,,,,,25,0,25,0,135.15158959999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.14424609999992,135.15158959999997,136.750362,136.35029929999996,136.750362,138.4672488,j,0.38160070000003543,None,10,image1,-12,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
26,0,26,j,0.3480528999999706,None,,,,,26,0,26,0,138.5202711999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.51298099999997,138.5202711999999,139.95041419999995,139.58359109999992,139.95041419999995,141.85014660000002,j,0.3480528999999706,None,0,image2,-13,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
27,0,27,j,0.26208710000003066,None,,,,,27,0,27,0,141.9029046999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.89576929999998,141.9029046999999,144.2003732999999,143.91697179999994,144.2003732999999,147.0908101,j,0.26208710000003066,None,0,image1,-14,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
28,0,28,j,0.3548148999999512,None,,,,,28,0,28,0,147.14070159999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.13357199999996,147.14070159999994,149.18353639999998,148.80049559999998,149.18353639999998,150.8284413,j,0.3548148999999512,None,0,image2,-15,image1,image2,"['low', 'low', 'high', 'low', 'high', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
29,0,29,j,0.44677739999997357,None,,,,,29,0,29,0,150.8728602,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8659258,150.8728602,153.36706479999998,152.9005012,153.36706479999998,155.88691619999997,j,0.44677739999997357,None,0,image2,-16,image1,image2,"['low', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
30,0,30,f,0.7093267999999853,None,,,,,30,0,30,0,155.98189709999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9745254999999,155.98189709999997,157.28369959999998,156.55062869999995,157.28369959999998,160.0040515999999,f,0.7093267999999853,None,0,image2,-17,image1,image2,"['high', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
31,0,31,j,0.4008674000000383,None,,,,,31,0,31,0,160.05615739999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.04896539999993,160.05615739999996,162.0836703,161.65045109999994,162.0836703,164.69387669999992,j,0.4008674000000383,None,0,image2,-18,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
32,0,32,f,0.5062765999999783,None,,,,,32,0,32,0,164.74585749999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7384171,164.74585749999994,166.96692569999993,166.43365929999993,166.96692569999993,169.30702169999995,f,0.5062765999999783,None,10,image1,-19,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
33,0,33,f,0.40621790000000146,None,,,,,33,0,33,0,169.35787399999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3506443,169.35787399999992,170.5669319,170.13375680000001,,172.83948899999996,f,0.40621790000000146,None,0,image2,-20,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
34,0,34,j,0.340721799999983,None,,,,,34,0,34,0,172.93999029999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.93309119999992,172.93999029999998,175.33368469999994,174.96705479999991,175.33368469999994,176.8539826,j,0.340721799999983,None,10,image1,-21,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
35,0,35,j,0.5176658000000316,None,,,,,35,0,35,0,176.90461399999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.89749269999993,176.90461399999992,179.10021899999992,178.5504239999999,179.10021899999992,180.56867499999998,j,0.5176658000000316,None,10,image1,-22,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
36,0,36,j,0.36450430000002143,None,,,,,36,0,36,0,180.61322829999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.60574899999995,180.61322829999995,182.55042229999992,182.1670706,182.55042229999992,184.93665039999996,j,0.36450430000002143,None,10,image1,-23,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
37,0,37,j,0.35567489999993995,None,,,,,37,0,37,0,184.98081209999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.97351389999994,184.98081209999998,186.7836936,186.40036069999996,186.7836936,188.42321909999998,j,0.35567489999993995,None,10,image1,7,image2,image1,[],0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
38,0,38,j,0.3370529000000033,None,,,,,38,0,38,0,188.52272849999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.5155539,188.52272849999997,190.60039129999996,190.23374409999997,190.60039129999996,193.13726569999994,j,0.3370529000000033,None,10,image1,6,image2,image1,['low'],0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
39,0,39,f,0.47560250000003634,None,,,,,39,0,39,0,193.18155979999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.17416500000002,193.18155979999995,194.68382559999998,194.18367289999992,194.68382559999998,196.38140829999998,f,0.47560250000003634,None,0,image1,5,image2,image1,"['low', 'low']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
40,0,40,j,0.4432659000000285,None,,,,,40,0,40,0,196.4259191,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.41883129999997,196.4259191,198.46726339999998,198.00040969999998,198.46726339999998,200.43768979999993,j,0.4432659000000285,None,10,image2,4,image2,image1,"['low', 'low', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
41,0,41,j,0.4276896000000079,None,,,,,41,0,41,0,200.4871342,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.47989619999998,200.4871342,201.63381429999993,201.18364169999995,,203.28125469999998,j,0.4276896000000079,None,10,image2,3,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
42,0,42,j,0.3404660999999578,None,,,,,42,0,42,0,203.32522789999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3181005,203.32522789999996,204.93373839999992,204.5669888,204.93373839999992,207.44113329999993,j,0.3404660999999578,None,0,image2,2,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
43,0,43,j,0.41392789999997603,None,,,,,43,0,43,0,207.5410888,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5339196,207.5410888,209.75064269999996,209.3170937,209.75064269999996,212.32961379999995,j,0.41392789999997603,None,0,image1,1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
44,0,44,j,0.49024789999998575,None,,,,,44,0,44,0,212.37919639999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.37204639999993,212.37919639999996,213.7504401,213.23376910000002,213.7504401,216.00635599999998,j,0.49024789999998575,None,0,image1,0,image2,image1,"['low', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
45,0,45,j,0.4727523999999903,None,,,,,45,0,45,0,216.0497408,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0424557,216.0497408,217.16711099999998,216.66698759999997,,219.9591686,j,0.4727523999999903,None,0,image1,-1,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
46,0,46,j,0.5062252000000171,None,,,,,46,0,46,0,220.0097058,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.00258429999997,220.0097058,222.16692249999994,221.6337406,222.16692249999994,224.92104139999992,j,0.5062252000000171,None,10,image2,-2,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
47,0,47,j,0.4238736999999446,None,,,,,47,0,47,0,225.02543719999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0184044,225.02543719999994,226.51697679999995,226.0670096,226.51697679999995,229.45456489999992,j,0.4238736999999446,None,10,image2,-3,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
48,0,48,j,0.4156239999999798,None,,,,,48,0,48,0,229.49925299999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.49195539999994,229.49925299999995,231.51702849999992,231.08373059999997,231.51702849999992,233.8765661,j,0.4156239999999798,None,10,image2,-4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
49,0,49,j,0.3441890000000285,None,,,,,49,0,49,0,233.92802089999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9209042,233.92802089999998,236.05046389999995,235.68381599999998,236.05046389999995,238.7650886,j,0.3441890000000285,None,10,image2,-5,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
50,0,50,f,0.41843600000004244,None,,,,,50,0,50,0,238.80947759999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.80208329999994,238.80947759999992,240.8671425,240.41711699999996,240.8671425,242.6783532999999,f,0.41843600000004244,None,10,image2,10,image1,image2,[],0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
51,0,51,f,0.29874259999996866,None,,,,,51,0,51,0,242.72856379999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7213501,242.72856379999996,244.1337314,243.8170700999999,244.1337314,245.74304869999992,f,0.29874259999996866,None,10,image2,9,image1,image2,['low'],0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
52,0,52,f,0.3669016000000056,None,,,,,52,0,52,0,245.84535099999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.83817829999998,245.84535099999994,247.26709119999998,246.88370579999992,247.26709119999998,248.91413639999996,f,0.3669016000000056,None,0,image2,8,image1,image2,"['low', 'low']",0.7,0.3,56,001,2025-03-12_10h29.13.044,实验程序1.0,2024.2.4,60.06673414161991,2025-03-12 10h29.23.686220 +0800,
