thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0032358999997086357,0.008079299999735667,0.008079299999735667,2.9634830999993937,space,2.939106300000276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.975914399999965,2.975914399999965,space,2.907521000000088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
9,0,9,,,,9,0,9,0,,,,,30.025625799999943,,,,,,,,,,,,,,30.025625799999943,31.331270499999846,30.564836999999898,31.331270499999846,j,0.7429734999996072,None,32.80093619999934,32.81010590000005,32.81010590000005,39.94096360000003,space,7.121962100000019,None,,,,,,,,,,,,,,,,,,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
0,0,0,None,,,,,,,0,0,0,0,39.989146699999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.980545899999925,39.989146699999765,42.08987859999979,40.85681049999948,42.08987859999979,43.0919015999998,None,,,,,,,,,,,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
0,0,0,j,0.7015034000005471,None,,,,,0,0,0,0,43.14658689999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.139249500000005,43.14658689999942,44.69060309999986,43.95698999999968,44.69060309999986,47.6111364999997,j,0.7015034000005471,None,0,image1,5,image2,image1,['low'],0.3,0.7,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
1,0,1,f,0.37595950000013545,None,,,,,1,0,1,0,47.661845799999355,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65481379999983,47.661845799999355,49.10727589999988,48.70721909999975,49.10727589999988,51.518056399999296,f,0.37595950000013545,None,10,image2,4,image2,image1,"['low', 'high']",0.3,0.7,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
2,0,2,j,0.465126600000076,None,,,,,2,0,2,0,51.568775199999436,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56161509999947,51.568775199999436,53.75735789999999,53.2739447999993,53.75735789999999,56.43660369999998,j,0.465126600000076,None,10,image2,3,image2,image1,"['low', 'high', 'high']",0.3,0.7,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
3,0,3,f,0.6349500999995144,None,,,,,3,0,3,0,56.53684249999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.52942170000006,56.53684249999969,57.890689299999394,57.22398659999999,57.890689299999394,59.7882368999999,f,0.6349500999995144,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
4,0,4,f,0.4803844999996727,None,,,,,4,0,4,0,59.83256579999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.825346499999796,59.83256579999943,61.39071799999965,60.890628499999366,61.39071799999965,64.3022149999997,f,0.4803844999996727,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
5,0,5,j,0.44583590000002005,None,,,,,5,0,5,0,64.34820729999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.34093200000007,64.34820729999956,66.64068979999956,66.17396159999953,66.64068979999956,69.07981740000014,j,0.44583590000002005,None,10,image2,2,image1,image2,[],0.7,0.3,44,001,2024-11-15_11h32.03.050,实验程序1.0,2024.2.4,59.97246064593365,2024-11-15 11h32.12.433761 +0800,
