thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
169,0,169,j,0.5060641,None,,,,,169,0,169,0,769.1164465,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.1094217,769.1164465,770.9636474,770.4303663,770.9636474,773.8857212,j,0.5060641,None,10,image2,3,image1,image2,[],0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
170,0,170,f,0.4295777,None,,,,,170,0,170,0,773.9341288,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.9268501,773.9341288,776.4139809,775.9636375,776.4139809,778.4983864,f,0.4295777,None,0,image2,2,image1,image2,['low'],0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
171,0,171,j,0.4353479,None,,,,,171,0,171,0,778.5507323,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.5436032,778.5507323,780.8636196,780.3970503,780.8636196,783.1816335,j,0.4353479,None,10,image1,1,image1,image2,"['low', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
172,0,172,f,0.5278375,None,,,,,172,0,172,0,783.2303586,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.2231056,783.2303586,785.246978,784.6970731,785.246978,786.9676658,f,0.5278375,None,10,image1,0,image1,image2,"['low', 'high', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
173,0,173,j,0.5655111,None,,,,,173,0,173,0,787.0169373,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0097713,787.0169373,789.5304585,788.9471187,789.5304585,791.7597626,j,0.5655111,None,10,image1,-1,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
174,0,174,f,0.3585238,None,,,,,174,0,174,0,791.8683682,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.8612344,791.8683682,794.1303509,793.7470625,794.1303509,796.9614029,f,0.3585238,None,10,image1,-2,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
175,0,175,f,0.4436081,None,,,,,175,0,175,0,797.0057291,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.9986341,797.0057291,799.2636124,798.7970028,799.2636124,801.8392251,f,0.4436081,None,10,image1,3,image2,image1,[],0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
176,0,176,j,0.3729998,None,,,,,176,0,176,0,801.8886472,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.8814945,801.8886472,803.763639,803.3636457,803.763639,805.3838097,j,0.3729998,None,0,image1,2,image2,image1,['low'],0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
177,0,177,f,0.5924752,None,,,,,177,0,177,0,805.4334975,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.4259876,805.4334975,806.9136459,806.2970729,806.9136459,809.781131,f,0.5924752,None,0,image1,1,image2,image1,"['low', 'low']",0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
178,0,178,f,0.5141775,None,,,,,178,0,178,0,809.8926594,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.8856437,809.8926594,811.1803407,810.6470778,811.1803407,813.8216175,f,0.5141775,None,10,image2,0,image2,image1,"['low', 'low', 'high']",0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
179,0,179,j,0.716055,None,,,,,179,0,179,0,813.8731891,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.8661093,813.8731891,815.5136213,814.7803537,815.5136213,817.5130198,j,0.716055,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
180,0,180,f,0.3776307,None,,,,,180,0,180,0,817.5653269,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.5580762,817.5653269,819.4470743,819.0470595,819.4470743,822.2813925,f,0.3776307,None,10,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
181,0,181,f,0.4154453,None,,,,,181,0,181,0,822.3309994,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.323951,822.3309994,824.1470081,823.7136924,824.1470081,826.9111864,f,0.4154453,None,10,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
182,0,182,f,0.3640849,None,,,,,182,0,182,0,826.9557297,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.9486026,826.9557297,828.9803018,828.5970789,828.9803018,830.9733776,f,0.3640849,None,10,image2,12,image1,image2,[],0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
183,0,183,j,0.6163073,None,,,,,183,0,183,0,831.0870911,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.0799959,831.0870911,833.3303097,832.697039,833.3303097,835.3634066,j,0.6163073,None,0,image2,11,image1,image2,['low'],0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
184,0,184,f,0.4287853,None,,,,,184,0,184,0,835.4138314,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.4062519,835.4138314,836.6304424,836.1803382,,839.4057123,f,0.4287853,None,0,image1,10,image1,image2,"['low', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
185,0,185,j,0.3843082,None,,,,,185,0,185,0,839.4567227,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.4494841,839.4567227,840.8969535,840.4804011,840.8969535,843.4772356,j,0.3843082,None,10,image1,9,image1,image2,"['low', 'high', 'high']",0.7,0.3,93,1,2025-03-05_11h09.17.556,实验程序1.0,2024.2.4,60.03291004,2025-03-05 11h09.31.165176 +0800
