thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
58,0,58,f,0.3793267,None,,,,,58,0,58,0,278.3176165,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.3106424,278.3176165,279.8250578,279.4250345,279.8250578,282.4331506,f,0.3793267,None,10,image1,-16,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
59,0,59,j,0.4793775,None,,,,,59,0,59,0,282.4881008,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4808041,282.4881008,283.6417295,283.1417241,,285.8347289,j,0.4793775,None,10,image1,-17,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
60,0,60,f,0.5245783,None,,,,,60,0,60,0,285.8855356,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.8784185,285.8855356,287.575015,287.0251807,287.575015,290.0876786,f,0.5245783,None,0,image1,-18,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
61,0,61,f,0.3962882,None,,,,,61,0,61,0,290.1877637,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1804893,290.1877637,292.6417288,292.2248828,292.6417288,294.9936123,f,0.3962882,None,10,image1,4,image2,image1,[],0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
62,0,62,j,0.7679233,None,,,,,62,0,62,0,295.0389922,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0317933,295.0389922,297.508252,296.7083096,297.508252,300.2622872,j,0.7679233,None,0,image1,3,image2,image1,['low'],0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
63,0,63,j,0.3795974,None,,,,,63,0,63,0,300.31279,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3055262,300.31279,302.6583925,302.2584019,302.6583925,304.4506446,j,0.3795974,None,0,image1,2,image2,image1,"['low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
64,0,64,f,0.3822326,None,,,,,64,0,64,0,304.5013798,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.4943488,304.5013798,306.5582995,306.1583881,306.5582995,308.6495515,f,0.3822326,None,10,image2,1,image2,image1,"['low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
65,0,65,j,0.682142,None,,,,,65,0,65,0,308.7493862,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7423393,308.7493862,311.1750088,310.4749282,311.1750088,312.991888,j,0.682142,None,10,image1,0,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
66,0,66,f,0.4984687,None,,,,,66,0,66,0,313.0443317,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0371343,313.0443317,314.1751162,313.6584074,,316.5509195,f,0.4984687,None,0,image1,-1,image2,image1,"['low', 'low', 'high', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
67,0,67,f,0.4449312,None,,,,,67,0,67,0,316.6037625,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.5964535,316.6037625,318.6586791,318.1917949,318.6586791,321.3291798,f,0.4449312,None,0,image1,-2,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
68,0,68,f,0.4225396,None,,,,,68,0,68,0,321.3804232,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.3732119,321.3804232,323.8251308,323.3750111,323.8251308,326.0712327,f,0.4225396,None,0,image1,-3,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
69,0,69,j,0.5509166,None,,,,,69,0,69,0,326.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.1096735,326.1169,327.3584453,326.7751408,327.3584453,329.5897128,j,0.5509166,None,0,image2,-4,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
70,0,70,f,0.6090016,None,,,,,70,0,70,0,329.6891837,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.6818896,329.6891837,332.3417631,331.7083997,332.3417631,335.1642424,f,0.6090016,None,0,image2,-5,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
71,0,71,f,0.4108474,None,,,,,71,0,71,0,335.2166862,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.2095167,335.2166862,336.2920222,335.8585061,,337.8164975,f,0.4108474,None,0,image2,-6,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
72,0,72,j,0.8226704,None,,,,,72,0,72,0,337.8735136,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.8662543,337.8735136,339.608492,338.7584195,339.608492,341.6933079,j,0.8226704,None,10,image2,-7,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
73,0,73,j,0.3865739,None,,,,,73,0,73,0,341.7467229,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.7397036,341.7467229,344.058346,343.641821,344.058346,345.5379829,j,0.3865739,None,10,image2,1,image1,image2,[],0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
74,0,74,f,0.5442446,None,,,,,74,0,74,0,345.6424387,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6351915,345.6424387,347.2918141,346.7251491,347.2918141,349.92674,f,0.5442446,None,0,image2,0,image1,image2,['low'],0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
75,0,75,f,0.5481691,None,,,,,75,0,75,0,349.978573,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.97149,349.978573,351.1918316,350.6251627,,353.44661,f,0.5481691,None,0,image2,-1,image1,image2,"['low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
76,0,76,j,0.4021241,None,,,,,76,0,76,0,353.4975026,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.4903795,353.4975026,354.89175,354.458517,354.89175,357.2538711,j,0.4021241,None,10,image2,-2,image1,image2,"['low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
77,0,77,f,0.3811546,None,,,,,77,0,77,0,357.3044196,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.2972612,357.3044196,358.9751878,358.5751231,358.9751878,360.914505,f,0.3811546,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
78,0,78,j,0.380365,None,,,,,78,0,78,0,361.0196467,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0124863,361.0196467,362.8085842,362.4085844,362.8085842,365.4250292,j,0.380365,None,0,image2,-4,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
79,0,79,f,0.3510883,None,,,,,79,0,79,0,365.4751128,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4678364,365.4751128,367.5584852,367.1751651,367.5584852,369.2202027,f,0.3510883,None,0,image1,-5,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
80,0,80,f,0.5647878,None,,,,,80,0,80,0,369.2707295,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.2632745,369.2707295,370.9918848,370.4086135,370.9918848,373.4252556,f,0.5647878,None,0,image2,-6,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
81,0,81,j,0.3726303,None,,,,,81,0,81,0,373.4761637,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.4689417,373.4761637,375.4085841,375.0085472,375.4085841,377.804919,j,0.3726303,None,0,image2,-7,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
82,0,82,j,0.4941958,None,,,,,82,0,82,0,377.8575937,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8502513,377.8575937,379.2752439,378.7585915,379.2752439,381.9980141,j,0.4941958,None,0,image2,-8,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
83,0,83,j,0.5234431,None,,,,,83,0,83,0,382.1045168,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0970743,382.1045168,383.7920045,383.2418483,383.7920045,385.5409521,j,0.5234431,None,10,image1,-9,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
84,0,84,j,0.3437821,None,,,,,84,0,84,0,385.5919619,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.584776,385.5919619,387.2919387,386.9252375,387.2919387,390.1598353,j,0.3437821,None,0,image1,-10,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
85,0,85,j,0.8737337,None,,,,,85,0,85,0,390.2113179,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.2043104,390.2113179,391.7918203,390.8919395,391.7918203,393.7939703,j,0.8737337,None,0,image2,-11,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
86,0,86,f,0.419972,None,,,,,86,0,86,0,393.8446552,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.837501,393.8446552,394.875224,394.4251824,,396.6877537,f,0.419972,None,10,image1,-12,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
87,0,87,f,0.3560607,None,,,,,87,0,87,0,396.7924857,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.7853253,396.7924857,398.8086151,398.4252601,398.8086151,400.4024812,f,0.3560607,None,10,image1,-13,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
88,0,88,j,0.6331847,None,,,,,88,0,88,0,400.4542485,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.4469973,400.4542485,402.342128,401.6920081,402.342128,404.9487454,j,0.6331847,None,10,image2,-14,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
89,0,89,j,0.6425497,None,,,,,89,0,89,0,404.9940073,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9867576,404.9940073,406.3418831,405.6752538,406.3418831,408.579418,j,0.6425497,None,10,image1,-15,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
90,0,90,None,,,,,,,90,0,90,0,408.6326905,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.6256256,408.6326905,410.8744493,409.6419095,410.8744493,411.8760599,None,,,,,,,,,,,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
91,0,91,f,0.6083643,None,,,,,91,0,91,0,411.9293488,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9223214,411.9293488,414.3585853,413.725327,414.3585853,417.2546353,f,0.6083643,None,10,image1,-16,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
92,0,92,f,0.4083203,None,,,,,92,0,92,0,417.360511,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.3533342,417.360511,418.3585451,417.9253456,,420.7188008,f,0.4083203,None,10,image1,9,image2,image1,[],0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
93,0,93,f,0.4766161,None,,,,,93,0,93,0,420.7695911,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.7625211,420.7695911,422.9086885,422.4086966,422.9086885,425.2305054,f,0.4766161,None,10,image2,8,image2,image1,['high'],0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
94,0,94,j,0.5059963,None,,,,,94,0,94,0,425.282876,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.275554,425.282876,427.4253148,426.8921001,427.4253148,430.2140756,j,0.5059963,None,0,image1,7,image2,image1,"['high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
95,0,95,j,1.2102688,None,,,,,95,0,95,0,430.263897,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.2568836,430.263897,432.7086133,431.4752332,432.7086133,435.194722,j,1.2102688,None,0,image1,,,,,,,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
96,0,96,j,0.3583773,None,,,,,96,0,96,0,435.3023321,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.2952854,435.3023321,436.5586665,436.1753916,436.5586665,439.1971104,j,0.3583773,None,0,image1,6,image2,image1,"['high', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
97,0,97,j,0.5282381,None,,,,,97,0,97,0,439.2500817,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.2429986,439.2500817,441.6755322,441.1253176,441.6755322,443.843342,j,0.5282381,None,10,image1,5,image2,image1,"['high', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
98,0,98,j,0.7156818,None,,,,,98,0,98,0,443.8948448,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8876041,443.8948448,445.3419382,444.6087469,445.3419382,447.5716535,j,0.7156818,None,10,image2,4,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
99,0,99,j,0.4843273,None,,,,,99,0,99,0,447.6225388,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.6153635,447.6225388,450.1087382,449.5919695,450.1087382,452.396817,j,0.4843273,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
100,0,100,f,0.5830418,None,,,,,100,0,100,0,452.4502027,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.4430248,452.4502027,454.7255723,454.1253433,454.7255723,456.4251396,f,0.5830418,None,0,image1,2,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
101,0,101,j,0.4594922,None,,,,,101,0,101,0,456.5274658,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.5203896,456.5274658,457.6920419,457.2089228,,460.4245348,j,0.4594922,None,10,image1,1,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
102,0,102,f,0.494387,None,,,,,102,0,102,0,460.4780747,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.4710328,460.4780747,462.6920739,462.1753559,462.6920739,464.2998046,f,0.494387,None,0,image1,0,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
103,0,103,f,0.4318513,None,,,,,103,0,103,0,464.3513371,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.3443321,464.3513371,465.9754424,465.5252772,465.9754424,468.565024,f,0.4318513,None,0,image2,-1,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
104,0,104,j,0.7789799,None,,,,,104,0,104,0,468.6174794,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.6105713,468.6174794,470.642036,469.8421146,470.642036,473.2725386,j,0.7789799,None,10,image1,-2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
105,0,105,j,0.3066201,None,,,,,105,0,105,0,473.3788501,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.371686,473.3788501,474.9921424,474.6587827,474.9921424,476.6362205,j,0.3066201,None,0,image1,-3,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
106,0,106,j,0.7856,None,,,,,106,0,106,0,476.6860035,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.6789341,476.6860035,478.0921278,477.2753524,478.0921278,480.6058439,j,0.7856,None,10,image2,-4,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
107,0,107,j,0.5847848,None,,,,,107,0,107,0,480.651274,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.644149,480.651274,482.3421646,481.7253615,482.3421646,483.9642065,j,0.5847848,None,0,image1,-5,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
108,0,108,j,0.6086787,None,,,,,108,0,108,0,484.0138772,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0069208,484.0138772,485.3421416,484.7088667,485.3421416,486.9477033,j,0.6086787,None,0,image1,-6,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
109,0,109,j,0.4756444,None,,,,,109,0,109,0,486.9983829,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.9915189,486.9983829,488.7420908,488.2420921,488.7420908,491.2604353,j,0.4756444,None,0,image1,-7,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
110,0,110,None,,,,,,,110,0,110,0,491.3593725,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3521549,491.3593725,494.2746992,493.0421684,494.2746992,495.2768127,None,,,,,,,,,,,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
111,0,111,j,0.4685521,None,,,,,111,0,111,0,495.3291101,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.322114,495.3291101,497.092099,496.5921978,497.092099,499.8145788,j,0.4685521,None,0,image1,-8,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
112,0,112,j,0.458103,None,,,,,112,0,112,0,499.8630844,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.8558153,499.8630844,501.1588668,500.6755243,501.1588668,503.5013792,j,0.458103,None,0,image1,-9,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
113,0,113,f,0.6317582,None,,,,,113,0,113,0,503.5531246,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.5460051,503.5531246,504.959045,504.3088748,504.959045,507.0164458,f,0.6317582,None,0,image2,-10,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
114,0,114,f,0.616801,None,,,,,114,0,114,0,507.1244389,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.1172085,507.1244389,508.9422271,508.3089296,508.9422271,511.7749571,f,0.616801,None,0,image1,-11,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
115,0,115,None,,,,,,,115,0,115,0,511.8272284,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.8199714,511.8272284,514.641481,513.4088956,514.641481,515.6428988,None,,,,,,,,,,,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
116,0,116,j,0.4359786,None,,,,,116,0,116,0,515.6959916,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.6890201,515.6959916,517.2755579,516.808851,517.2755579,519.3885324,j,0.4359786,None,0,image2,-12,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
117,0,117,f,0.4996585,None,,,,,117,0,117,0,519.442185,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.4350755,519.442185,521.1421955,520.6255809,521.1421955,522.8431709,f,0.4996585,None,10,image2,-13,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
118,0,118,f,0.8847382,None,,,,,118,0,118,0,522.8926701,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.8851585,522.8926701,525.7423003,524.82556,525.7423003,528.6599546,f,0.8847382,None,0,image1,-14,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
119,0,119,f,0.4859098,None,,,,,119,0,119,0,528.710457,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7032124,528.710457,530.4757276,529.9589172,530.4757276,532.9248206,f,0.4859098,None,10,image2,-15,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
120,0,120,j,0.6847047,None,,,,,120,0,120,0,532.9768415,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.9695608,532.9768415,534.325561,533.6088989,534.325561,536.9888029,j,0.6847047,None,10,image2,-16,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
121,0,121,j,0.5287024,None,,,,,121,0,121,0,537.0397982,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0324431,537.0397982,538.8254961,538.2758116,538.8254961,541.5694559,j,0.5287024,None,0,image1,-17,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
122,0,122,j,0.4828114,None,,,,,122,0,122,0,541.6195868,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6124259,541.6195868,543.7588396,543.2589273,543.7588396,546.3064587,j,0.4828114,None,10,image2,-18,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
