thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
30,0,30,f,0.3894986,None,,,,,30,0,30,0,166.4429308,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4356492,166.4429308,168.2415669,167.8246298,168.2415669,171.0314462,f,0.3894986,None,10,image1,-7,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
31,0,31,f,0.3343087,None,,,,,31,0,31,0,171.0822407,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0750143,171.0822407,173.3580732,172.9915775,173.3580732,176.1080474,f,0.3343087,None,0,image1,-8,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
32,0,32,j,0.453711,None,,,,,32,0,32,0,176.1612947,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1541125,176.1612947,178.2746465,177.7914122,178.2746465,180.3599255,j,0.453711,None,0,image1,-9,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
33,0,33,f,0.5318493,None,,,,,33,0,33,0,180.4048879,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.3975724,180.4048879,181.9746918,181.424768,181.9746918,183.7892097,f,0.5318493,None,0,image1,-10,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
34,0,34,j,0.3513418,None,,,,,34,0,34,0,183.8845105,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8775755,183.8845105,185.5414009,185.1581354,185.5414009,188.1110825,j,0.3513418,None,0,image1,-11,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
35,0,35,j,0.4649347,None,,,,,35,0,35,0,188.1616645,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.1546034,188.1616645,189.7916062,189.3080659,189.7916062,191.6483546,j,0.4649347,None,0,image2,-12,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
36,0,36,f,0.415811,None,,,,,36,0,36,0,191.6996506,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.6924566,191.6996506,193.758155,193.3247825,193.758155,195.2580695,f,0.415811,None,0,image2,-13,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
37,0,37,j,0.3180192,None,,,,,37,0,37,0,195.3085719,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.3014901,195.3085719,196.9080838,196.5581413,196.9080838,198.6392346,j,0.3180192,None,10,image2,-14,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
38,0,38,f,0.3374703,None,,,,,38,0,38,0,198.7340428,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.7269141,198.7340428,200.0413784,199.674701,200.0413784,201.9969503,f,0.3374703,None,0,image2,-15,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
39,0,39,f,0.5627593,None,,,,,39,0,39,0,202.050788,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.043636,202.050788,203.6247872,203.0413827,203.6247872,206.4093763,f,0.5627593,None,0,image2,3,image1,image2,[],0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
40,0,40,f,0.3789913,None,,,,,40,0,40,0,206.4548736,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.447553,206.4548736,207.4580706,207.0581042,,209.0881687,f,0.3789913,None,10,image2,2,image1,image2,['low'],0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
41,0,41,f,0.3179838,None,,,,,41,0,41,0,209.1394369,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.132066,209.1394369,211.5080671,211.1580641,211.5080671,213.0614775,f,0.3179838,None,10,image2,1,image1,image2,"['low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
42,0,42,j,0.3691247,None,,,,,42,0,42,0,213.1129516,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.1057529,213.1129516,215.4915444,215.0915369,215.4915444,217.5467388,j,0.3691247,None,0,image2,0,image1,image2,"['low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
43,0,43,j,0.5970364,None,,,,,43,0,43,0,217.6493515,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6422132,217.6493515,218.8082711,218.1915355,,220.3467964,j,0.5970364,None,0,image2,-1,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
44,0,44,f,0.3881526,None,,,,,44,0,44,0,220.3983939,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.3914663,220.3983939,222.0582064,221.6415173,222.0582064,224.8934426,f,0.3881526,None,10,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
45,0,45,j,0.3843117,None,,,,,45,0,45,0,224.9450626,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9380836,224.9450626,227.12503,226.7082079,227.12503,229.3999111,j,0.3843117,None,10,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
46,0,46,f,0.3770814,None,,,,,46,0,46,0,229.4447082,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4376007,229.4447082,231.1081871,230.7082376,231.1081871,233.936084,f,0.3770814,None,0,image2,-4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
47,0,47,f,0.4245057,None,,,,,47,0,47,0,234.0359394,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0289148,234.0359394,235.1748962,234.7248665,,238.0345908,f,0.4245057,None,0,image2,-5,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
48,0,48,j,0.4019913,None,,,,,48,0,48,0,238.0911749,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0839621,238.0911749,239.0914491,238.658236,,241.5743049,j,0.4019913,None,10,image2,-6,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
49,0,49,f,0.3980358,None,,,,,49,0,49,0,241.6282561,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6211143,241.6282561,243.5748191,243.158172,243.5748191,245.8785122,f,0.3980358,None,0,image2,-7,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
50,0,50,j,0.3217129,None,,,,,50,0,50,0,245.9300678,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.9229481,245.9300678,247.6415764,247.2915927,247.6415764,249.2602003,j,0.3217129,None,10,image2,-8,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
51,0,51,j,0.5295388,None,,,,,51,0,51,0,249.3109706,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.3040215,249.3109706,250.4416438,249.8914578,,252.9177956,j,0.5295388,None,0,image2,-9,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
52,0,52,f,0.2758811,None,,,,,52,0,52,0,253.0169548,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0097183,253.0169548,255.3082129,255.0082312,255.3082129,257.6278968,f,0.2758811,None,0,image2,-10,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
53,0,53,f,0.3152648,None,,,,,53,0,53,0,257.6709919,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.6639403,257.6709919,259.5748294,259.2415151,259.5748294,262.0375993,f,0.3152648,None,10,image2,-11,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
54,0,54,f,0.3319894,None,,,,,54,0,54,0,262.0911008,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0838486,262.0911008,263.7582334,263.4083114,263.7582334,266.4684575,f,0.3319894,None,0,image2,-12,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
55,0,55,f,0.301421,None,,,,,55,0,55,0,266.5204572,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.5131459,266.5204572,268.7248849,268.3917364,268.7248849,270.4160837,f,0.301421,None,0,image2,-13,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
56,0,56,f,0.3308889,None,,,,,56,0,56,0,270.5175641,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.5106451,270.5175641,272.6082191,272.258251,272.6082191,274.2640799,f,0.3308889,None,0,image2,-14,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
57,0,57,f,0.4637127,None,,,,,57,0,57,0,274.314473,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3072026,274.314473,276.4083394,275.9249629,276.4083394,278.267051,f,0.4637127,None,0,image1,-15,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,104,1,2025-03-04_10h21.19.012,实验程序1.0,2024.2.4,59.95574067,2025-03-04 10h21.31.046584 +0800
