thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.31664159893989563,None,,,,,6,0,6,0,60.556463699787855,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.54778409935534,60.556463699787855,61.761265099048615,61.42798379994929,,63.2888845987618,f,0.31664159893989563,None,0,image2,2,image1,image2,"['low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
7,0,7,j,0.8091665003448725,None,,,,,7,0,7,0,63.39832669869065,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.38933780044317,63.39832669869065,65.5279555991292,64.69498959928751,65.5279555991292,67.08025829866529,j,0.8091665003448725,None,10,image2,1,image1,image2,"['low', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
8,0,8,j,0.6246154010295868,None,,,,,8,0,8,0,67.13142650015652,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.12278020009398,67.13142650015652,69.54523530043662,68.89568439871073,69.54523530043662,71.36289430037141,j,0.6246154010295868,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
9,0,9,f,0.415080901235342,None,,,,,9,0,9,0,71.41300139948726,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.40377089940012,71.41300139948726,73.61127249896526,73.1782287992537,73.61127249896526,76.3816119004041,f,0.415080901235342,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
10,0,10,j,0.3960052002221346,None,,,,,10,0,10,0,76.43144369870424,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.42264529876411,76.43144369870424,77.66140509955585,77.24508550018072,,80.59052689932287,j,0.3960052002221346,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
11,0,11,j,0.37909230031073093,None,,,,,11,0,11,0,80.64233729988337,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6321146003902,80.64233729988337,82.9113062992692,82.51156179979444,82.9113062992692,85.72133489884436,j,0.37909230031073093,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
12,0,12,j,0.6243283990770578,None,,,,,12,0,12,0,85.82988249883056,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8202285002917,85.82988249883056,87.41143560037017,86.76152849942446,87.41143560037017,89.44044880010188,j,0.6243283990770578,None,0,image1,-4,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
13,0,13,f,0.3583489004522562,None,,,,,13,0,13,0,89.49139430001378,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.48218569904566,89.49139430001378,91.7452559992671,91.36153410002589,91.7452559992671,93.31070999987423,f,0.3583489004522562,None,10,image2,-5,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
14,0,14,j,0.8572304993867874,None,,,,,14,0,14,0,93.36054289899766,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35159740038216,93.36054289899766,94.79468359984457,93.91134290024638,94.79468359984457,97.22984009981155,j,0.8572304993867874,None,0,image2,-6,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
15,0,15,j,0.3297294992953539,None,,,,,15,0,15,0,97.27975139953196,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.27078210003674,97.27975139953196,99.26132019981742,98.91120209917426,99.26132019981742,101.19526919908822,j,0.3297294992953539,None,10,image1,-7,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
16,0,16,j,0.35118719935417175,None,,,,,16,0,16,0,101.30450819991529,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.29568149894476,101.30450819991529,103.51213349960744,103.14462170004845,103.51213349960744,105.19187359884381,j,0.35118719935417175,None,10,image1,-8,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
17,0,17,j,0.37605590000748634,None,,,,,17,0,17,0,105.242415798828,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.23337169922888,105.242415798828,106.92878769896924,106.52832369878888,106.92878769896924,108.93185579963028,j,0.37605590000748634,None,10,image1,-9,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
18,0,18,j,0.43497420102357864,None,,,,,18,0,18,0,108.98266020044684,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.97348669916391,108.98266020044684,110.72792249917984,110.26125800050795,110.72792249917984,112.56668270006776,j,0.43497420102357864,None,0,image1,-10,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
19,0,19,j,0.6888217013329268,None,,,,,19,0,19,0,112.61694599874318,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.60756039991975,112.61694599874318,115.22802279889584,114.51139739900827,115.22802279889584,117.75055109895766,j,0.6888217013329268,None,10,image2,-11,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
20,0,20,f,0.36817350052297115,None,,,,,20,0,20,0,117.80115249939263,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.79220120050013,117.80115249939263,119.32853920012712,118.928157299757,119.32853920012712,121.94422470033169,f,0.36817350052297115,None,10,image2,-12,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
21,0,21,j,0.44760739989578724,None,,,,,21,0,21,0,122.054646698758,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.04436689987779,122.054646698758,123.84501349925995,123.37863430008292,123.84501349925995,125.46840209886432,j,0.44760739989578724,None,0,image2,-13,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
22,0,22,j,0.48206459917128086,None,,,,,22,0,22,0,125.5182718988508,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.50932299904525,125.5182718988508,127.19455260038376,126.69453569874167,127.19455260038376,129.61932179890573,j,0.48206459917128086,None,10,image1,-14,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
23,0,23,j,0.3187966998666525,None,,,,,23,0,23,0,129.66975129954517,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.66088400036097,129.66975129954517,131.1115758996457,130.76164370030165,131.1115758996457,133.72326540015638,j,0.3187966998666525,None,0,image1,-15,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
24,0,24,j,0.5727476011961699,None,,,,,24,0,24,0,133.77467599883676,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.76533079892397,133.77467599883676,135.24506239965558,134.64496910013258,135.24506239965558,138.1798161994666,j,0.5727476011961699,None,0,image1,-16,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
25,0,25,j,0.6485548000782728,None,,,,,25,0,25,0,138.28980679996312,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2810327000916,138.28980679996312,140.4121399987489,139.7449692990631,140.4121399987489,142.4964138995856,j,0.6485548000782728,None,10,image2,-17,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
26,0,26,f,0.4096147008240223,None,,,,,26,0,26,0,142.54824789986014,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.53958129882812,142.54824789986014,144.52797690033913,144.09538959898055,144.52797690033913,146.30570329912007,f,0.4096147008240223,None,10,image2,-18,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
27,0,27,j,0.3994939997792244,None,,,,,27,0,27,0,146.3563195001334,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.3474978003651,146.3563195001334,147.76130229979753,147.34466909989715,147.76130229979753,149.2548690997064,j,0.3994939997792244,None,0,image2,-19,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
28,0,28,j,0.3376573994755745,None,,,,,28,0,28,0,149.3057601992041,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.29651300050318,149.3057601992041,151.27794319950044,150.91135019995272,151.27794319950044,153.4905820004642,j,0.3376573994755745,None,10,image1,-20,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
29,0,29,j,0.3896623011678457,None,,,,,29,0,29,0,153.5415208991617,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.53211529925466,153.5415208991617,155.8279043994844,155.41238799877465,155.8279043994844,158.4783334992826,j,0.3896623011678457,None,10,image1,-21,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
30,0,30,j,0.4364583995193243,None,,,,,30,0,30,0,158.5873683001846,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.57835070043802,158.5873683001846,159.89532679878175,159.42801409959793,159.89532679878175,161.66342009976506,j,0.4364583995193243,None,10,image1,-22,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
31,0,31,j,1.126383701339364,None,,,,,31,0,31,0,161.7131606992334,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7043740004301,161.7131606992334,163.54504499956965,162.3948576003313,163.54504499956965,166.02785499952734,j,1.126383701339364,None,0,image2,-23,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
32,0,32,f,0.500051598995924,None,,,,,32,0,32,0,166.07814989984035,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0693647991866,166.07814989984035,167.1614186000079,166.64479549974203,,169.85111709870398,f,0.500051598995924,None,0,image2,-24,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
33,0,33,j,0.3250888008624315,None,,,,,33,0,33,0,169.90068249963224,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.89178179949522,169.90068249963224,170.94502199999988,170.5947842001915,,172.56250499933958,j,0.3250888008624315,None,10,image1,-25,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
34,0,34,j,0.34184390120208263,None,,,,,34,0,34,0,172.67542349919677,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.6662475001067,172.67542349919677,174.74527869932353,174.3783375993371,174.74527869932353,177.32847639918327,j,0.34184390120208263,None,0,image2,-26,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
35,0,35,f,0.4937821999192238,None,,,,,35,0,35,0,177.3794189002365,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.3697092998773,177.3794189002365,179.5115382988006,178.99489129893482,179.5115382988006,182.2912066001445,f,0.4937821999192238,None,10,image1,-27,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
36,0,36,j,0.38286440074443817,None,,,,,36,0,36,0,182.34293329901993,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.33262289874256,182.34293329901993,184.5779791995883,184.17795599997044,184.5779791995883,187.2178866993636,j,0.38286440074443817,None,10,image1,-28,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
37,0,37,f,0.372740900143981,None,,,,,37,0,37,0,187.26883949898183,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.25984570011497,187.26883949898183,189.61150179989636,189.21156620047987,189.61150179989636,191.22946479916573,f,0.372740900143981,None,10,image1,-29,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
38,0,38,j,0.45433729887008667,None,,,,,38,0,38,0,191.34087439998984,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.33192659914494,191.34087439998984,192.86203469894826,192.3779601994902,192.86203469894826,195.12024419941008,j,0.45433729887008667,None,0,image1,7,image2,image1,[],0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
39,0,39,f,0.392085799947381,None,,,,,39,0,39,0,195.17049480043352,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.16198769956827,195.17049480043352,196.1626638993621,195.7448017988354,,198.0301514994353,f,0.392085799947381,None,10,image2,6,image2,image1,['high'],0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
40,0,40,f,0.4261534009128809,None,,,,,40,0,40,0,198.08244649879634,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.07167849875987,198.08244649879634,199.31132219918072,198.8615019991994,,201.09221999906003,f,0.4261534009128809,None,0,image2,5,image2,image1,"['high', 'high']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
41,0,41,j,0.4367047995328903,None,,,,,41,0,41,0,201.1436516996473,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.13396639935672,201.1436516996473,203.07801679894328,202.61172039993107,203.07801679894328,205.6807572003454,j,0.4367047995328903,None,10,image1,4,image2,image1,"['high', 'high', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
42,0,42,j,0.8255630005151033,None,,,,,42,0,42,0,205.73282949998975,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.7233549002558,205.73282949998975,207.9280503001064,207.07842439971864,207.9280503001064,209.60580109991133,j,0.8255630005151033,None,0,image1,3,image2,image1,"['high', 'high', 'low', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
43,0,43,f,0.7914704009890556,None,,,,,43,0,43,0,209.7160301990807,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.70699520036578,209.7160301990807,211.36128900013864,210.54469930008054,211.36128900013864,213.64167909882963,f,0.7914704009890556,None,0,image1,2,image2,image1,"['high', 'high', 'low', 'low', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
44,0,44,j,0.7590213008224964,None,,,,,44,0,44,0,213.69234110042453,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6831282004714,213.69234110042453,216.3451051004231,215.56135099940002,216.3451051004231,218.12026000022888,j,0.7590213008224964,None,0,image1,1,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
45,0,45,j,0.785844599828124,None,,,,,45,0,45,0,218.1704801991582,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1617002002895,218.1704801991582,220.09507369995117,219.27792839892209,220.09507369995117,222.5342691000551,j,0.785844599828124,None,0,image2,0,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
46,0,46,j,0.8448265008628368,None,,,,,46,0,46,0,222.58712689951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5779374986887,222.58712689951062,225.09479160048068,224.2279598992318,225.09479160048068,226.829425400123,j,0.8448265008628368,None,0,image1,-1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
47,0,47,f,0.9183485005050898,None,,,,,47,0,47,0,226.94829259999096,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9388057999313,226.94829259999096,229.5113200005144,228.56132590025663,229.5113200005144,231.10579190030694,f,0.9183485005050898,None,0,image2,-2,image2,image1,"['low', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
48,0,48,j,0.688034500926733,None,,,,,48,0,48,0,231.1562203988433,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.14701579883695,231.1562203988433,233.84521079994738,233.12794379889965,233.84521079994738,236.48282289877534,j,0.688034500926733,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
49,0,49,j,0.25841630063951015,None,,,,,49,0,49,0,236.5334852989763,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.52458559907973,236.5334852989763,237.96141400001943,237.67837389931083,237.96141400001943,240.60301069915295,j,0.25841630063951015,None,10,image1,-4,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
50,0,50,f,0.3379701003432274,None,,,,,50,0,50,0,240.65319399908185,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.64448229968548,240.65319399908185,242.44487829878926,242.07854180037975,242.44487829878926,244.95141809992492,f,0.3379701003432274,None,10,image1,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
51,0,51,f,0.35216820053756237,None,,,,,51,0,51,0,245.0010668002069,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.9919835999608,245.0010668002069,246.9121399000287,246.52798599936068,246.9121399000287,249.681408200413,f,0.35216820053756237,None,0,image1,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,054,001,2024-11-14_13h32.40.009,实验程序1.0,2024.2.4,60.0723628661295,2024-11-14 13h33.15.954241 +0800,
