thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,problem,answer,end.started,end.stopped,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 48
,,,,,,,,,,,,0.0453449999913573,0.0668935000430792,13.164497500052676,space,13.089734300039709,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
0.0,0.0,0.0,down,4.3733624999877065,,0.0,0.0,0.0,0.0,13.30311099998653,,,,,,,,17.418717099982313,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,17.50311099998653,23.901629300019703,down,4.3733624999877065,,27 / 27 + 2 * 3 = ?,7.0,23.918584700021892,23.91921570005361,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
1.0,0.0,1.0,right,3.822073300019838,0.1276293999981135,1.0,0.0,1.0,0.0,19.832199800061066,,,,,,,,23.948733000014908,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,24.032199800061065,31.96131680002436,right,3.822073300019838,0.1276293999981135,(10 - 17) + (18 - 10) = ?,1.0,31.978982300078496,31.980036300071514,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
2.0,0.0,2.0,down,2.806718399981037,,2.0,0.0,2.0,0.0,27.89511050004512,,,,,,,,32.00990920006297,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,32.095110500045124,36.94075980007183,down,2.806718399981037,,8 + 5 - 6 = ?,7.0,36.959212800068784,36.960151399998,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
3.0,0.0,3.0,,,,3.0,0.0,3.0,0.0,32.86207999999169,,,,,,,,36.9820729999803,37.062079999991695,37.062079999991695,37.062079999991695,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.06633900005836,,,,21 - 18 = ?,3.0,39.079038100014444,39.079564100061546,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
4.0,0.0,4.0,left,2.099799999967217,0.0628345999866724,4.0,0.0,4.0,0.0,34.976874400046654,,,,,,,,39.09367969997693,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,39.17687440004666,49.128157099988314,left,2.099799999967217,0.0628345999866724,26 - 17 = ?,9.0,49.148791300063024,49.14934460008517,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
5.0,0.0,5.0,down,2.5459719999926165,,5.0,0.0,5.0,0.0,45.04386880004313,,,,,,,,49.16203619998414,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,49.24386880004313,51.81399550002534,down,2.5459719999926165,,6 + 2 = ?,8.0,51.81429400008638,51.814473000052395,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
6.0,0.0,6.0,down,6.397223299951293,,6.0,0.0,6.0,0.0,47.69686290004756,,,,,,,,51.82283570005093,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,51.896862900047566,60.328052700078125,down,6.397223299951293,,17 - 14 = ?,3.0,60.34912870002445,60.35004370000679,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
7.0,0.0,7.0,right,1.482864399906248,0.0708121000789105,7.0,0.0,7.0,0.0,56.26311880000867,,,,,,,,60.37637300002389,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,60.46311880000867,70.3900604000548,right,1.482864399906248,0.0708121000789105,8 - 6 = ?,2.0,70.408961400087,70.40981240004767,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
8.0,0.0,8.0,down,6.863887500017881,,8.0,0.0,8.0,0.0,66.31548880005721,,,,,,,,70.4305957999779,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,70.51548880005721,77.4018838999793,down,6.863887500017881,,25 - 25 = ?,0.0,77.40248159999028,77.40267110003624,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
9.0,0.0,9.0,down,2.744134100037627,,9.0,0.0,9.0,0.0,73.28348870004993,,,,,,,,77.40926919998601,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,77.48348870004993,80.2440139999846,down,2.744134100037627,,15 - 14 = ?,1.0,80.24430810001213,80.2444805000443,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
10.0,0.0,10.0,down,2.788644399959594,,10.0,0.0,10.0,0.0,76.12936490005814,,,,,,,,80.25162210005801,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,80.32936490005814,85.1593130000867,down,2.788644399959594,,14 + 1 - 8 = ?,7.0,85.17917449998204,85.17996989998501,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
11.0,0.0,11.0,down,3.795109999948181,,11.0,0.0,11.0,0.0,81.08805370004848,,,,,,,,85.20181879999582,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,85.28805370004848,89.0971457000589,down,3.795109999948181,,3 - 3 + 5 = ?,5.0,89.09743800007273,89.09761290000752,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
12.0,0.0,12.0,right,5.231955699971877,0.1066767000593245,12.0,0.0,12.0,0.0,84.97947670007125,,,,,,,,89.10649080008734,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,89.17947670007125,97.11844310006128,right,5.231955699971877,0.1066767000593245,(7 + 19) - (26 - 3) = ?,3.0,97.13934939999601,97.14018600007984,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
13.0,0.0,13.0,down,2.4801032999530435,,13.0,0.0,13.0,0.0,93.04696230008268,,,,,,,,97.16222470002248,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,97.24696230008269,99.74170210007578,down,2.4801032999530435,,13 / 13 + 8 / 8 = ?,2.0,99.74204990004657,99.74223880008795,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
14.0,0.0,14.0,down,3.708700000075624,,14.0,0.0,14.0,0.0,95.62656600004992,,,,,,,,99.75129450000824,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,99.82656600004992,103.55634210007264,down,3.708700000075624,,19 / 19 - 25 / 5 + 5 = ?,1.0,103.55663749999368,103.55681140003726,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
15.0,0.0,15.0,,,,15.0,0.0,15.0,0.0,99.44001920009032,,,,,,,,103.56709860002157,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,103.64001920009032,108.58933969999198,,,,4 * 10 - 26 * 30 / 20 = ?,1.0,108.60927060006652,108.61021720005664,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
16.0,0.0,16.0,,,,16.0,0.0,16.0,0.0,104.53352310007904,,,,,,,,108.66029469999484,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,108.73352310007904,112.68692280007527,,,,10 / 19 * 19 - 20 / 5 = ?,6.0,112.6994788999902,112.70028640008532,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
17.0,0.0,17.0,left,1.9042523000389335,,17.0,0.0,17.0,0.0,108.61215780000202,,,,,,,,112.73921880002601,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,112.81215780000203,116.7539829999907,left,1.9042523000389335,,5 / 10 * 13 - 15 / 30 = ?,6.0,116.76924810004421,116.77019850006329,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
18.0,0.0,18.0,,,,18.0,0.0,18.0,0.0,112.67931250005496,,,,,,,,116.79799739997834,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,116.87931250005497,120.81747320007999,,,,7 * 27 / 27 - 29 / 29 = ?,6.0,120.8291940000374,120.8298456999939,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
19.0,0.0,19.0,down,2.8715929000172764,,19.0,0.0,19.0,0.0,116.7313976000296,,,,,,,,120.85929840004536,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,120.9313976000296,125.84181519998236,down,2.8715929000172764,,26 / 4 + 2 / 4 * 3 = ?,8.0,125.85921210008672,125.8603908999823,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
20.0,0.0,20.0,down,3.3956762000452727,,20.0,0.0,20.0,0.0,121.78438050008845,,,,,,,,125.89391859997997,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,125.98438050008845,129.39908120005856,down,3.3956762000452727,,30 / 6 + 24 / 2 - 17 = ?,0.0,129.3993709000526,129.39954860000873,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
21.0,0.0,21.0,down,4.326352000003681,,21.0,0.0,21.0,0.0,125.27913200005425,,,,,,,,129.40772120007313,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,129.47913200005425,135.84318440004716,down,4.326352000003681,,19 * 13 - 11 * 22 = ?,5.0,135.85948530007153,135.86032740008085,,8,1.0,2024-11-26_15h15.35.928,mist,2024.2.4,60.16025491669905,2024-11-26 15h15.40.303487 +0800,
