thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,problem,answer,end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 47
9.0,0.0,9.0,,,,9.0,0.0,9.0,0.0,60.60651230002986,,,,,,,,70.14689789999974,70.20651230002986,70.20651230002986,70.20651230002986,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.20945069999433,,,,11 / 29 + 18 / 29 + 5 = ?,6.0,72.2264116000384,72.22704089999897,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
10.0,0.0,10.0,down,2.323945600015577,,10.0,0.0,10.0,0.0,62.723043200036045,,,,,,,,72.25215770003852,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,72.32304320003604,76.68245610003359,down,2.323945600015577,,5 / 4 + 2 * 21 / 24 = ?,3.0,76.6964423000114,76.6972635000362,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
11.0,0.0,11.0,,,,11.0,0.0,11.0,0.0,67.200942400028,,,,,,,,76.71949620000086,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,76.80094240002799,81.72999580003088,,,,25 / 25 + 20 * 9 / 30 = ?,7.0,81.74586920000147,81.74658440003404,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
12.0,0.0,12.0,down,2.847553399973549,,12.0,0.0,12.0,0.0,72.24571630003629,,,,,,,,81.76713539999909,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,81.84571630003629,86.72791909999214,down,2.847553399973549,,9 / 16 - 9 / 16 + 3 = ?,3.0,86.74651220000814,86.74736780000384,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
13.0,0.0,13.0,down,3.2123392000212334,,13.0,0.0,13.0,0.0,77.25492229999509,,,,,,,,86.77019969999091,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,86.85492229999508,90.0754677999881,down,3.2123392000212334,,5 * 4 - 3 * 5 = ?,5.0,90.07584630001801,90.07608570003649,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
14.0,0.0,14.0,down,4.479669899970759,,14.0,0.0,14.0,0.0,80.55711920000613,,,,,,,,90.08397719999775,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,90.15711920000612,96.6731625999906,down,4.479669899970759,,(10 - 12) - (2 - 7) = ?,3.0,96.68659920003265,96.68728849998442,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
15.0,0.0,15.0,down,2.47942210000474,,15.0,0.0,15.0,0.0,87.18639099999564,,,,,,,,96.70282309999456,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,96.78639099999563,99.27721560003701,down,2.47942210000474,,1 + 6 - 7 = ?,0.0,99.27752570001175,99.27771489999722,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
16.0,0.0,16.0,down,4.002633899974171,,16.0,0.0,16.0,0.0,89.75780409999425,,,,,,,,99.28453399999998,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,99.35780409999424,103.37558860002318,down,4.002633899974171,,21 - 4 - 10 = ?,7.0,103.37590170002075,103.37614209998864,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
17.0,0.0,17.0,down,3.797290700022131,,17.0,0.0,17.0,0.0,93.85882010002388,,,,,,,,103.38370500000892,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,103.45882010002387,107.27314700002316,down,3.797290700022131,,(6 * 1) + (10 - 8) = ?,8.0,107.27345160001424,107.27362880002474,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
18.0,0.0,18.0,right,4.848986600001808,,18.0,0.0,18.0,0.0,97.75597540003946,,,,,,,,107.28090320000192,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,107.35597540003945,114.31836070000428,right,4.848986600001808,,8 / 4 + 24 / 12 = ?,4.0,114.33665720003191,114.33741750000044,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
19.0,0.0,19.0,,,,19.0,0.0,19.0,0.0,104.83191509998868,,,,,,,,114.36302030001534,114.43191509998867,114.43191509998867,114.43191509998867,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.43532030001515,,,,3 / 6 - 4 / 8 + 6 = ?,6.0,116.45611160000551,116.4569897999987,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
20.0,0.0,20.0,down,2.160658399981912,,20.0,0.0,20.0,0.0,106.96252410003216,,,,,,,,116.47829690001672,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,116.56252410003215,120.76266850003739,down,2.160658399981912,,30 / 14 + 6 * 9 / 14 = ?,6.0,120.77659590003312,120.77741699999895,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
21.0,0.0,21.0,,,,21.0,0.0,21.0,0.0,111.28453370003264,,,,,,,,120.80429830002831,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,120.88453370003263,125.81006730000954,,,,6 * 2 - 9 * 12 / 18 = ?,6.0,125.82664690000237,125.82770950000267,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
22.0,0.0,22.0,,,,22.0,0.0,22.0,0.0,116.32393230003072,,,,,,,,125.8562723000301,125.92393230003071,125.92393230003071,125.92393230003071,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,127.92793289999243,,,,2 / 7 - 4 / 14 + 9 = ?,9.0,127.94631360002096,127.9471589999972,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
23.0,0.0,23.0,down,3.231674400041811,,23.0,0.0,23.0,0.0,118.4492273000069,,,,,,,,127.9660785999964,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,128.0492273000069,131.2893075000262,down,3.231674400041811,,18 / 12 + 11 / 22 = ?,2.0,131.28966410000575,131.28985840003006,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
24.0,0.0,24.0,down,4.695227199990768,,24.0,0.0,24.0,0.0,121.76713970000856,,,,,,,,131.296914500033,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,131.36713970000855,138.10448330002836,down,4.695227199990768,,(4 + 17) - (27 - 10) = ?,4.0,138.116333400039,138.1168471999932,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
25.0,0.0,25.0,down,5.911050499998964,,25.0,0.0,25.0,0.0,128.60016470000846,,,,,,,,138.12876110002398,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,138.20016470000846,144.13324770001927,down,5.911050499998964,,24 - 9 - 7 = ?,8.0,144.13364000003784,144.13388130001258,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
26.0,0.0,26.0,down,2.9896811000071466,,26.0,0.0,26.0,0.0,134.6156897000037,,,,,,,,144.14251110000768,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,144.2156897000037,147.2152085000067,down,2.9896811000071466,,21 - 5 - 10 = ?,6.0,147.2155469000223,147.2157456000219,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
27.0,0.0,27.0,down,3.938031299971044,,27.0,0.0,27.0,0.0,137.69292970001698,,,,,,,,147.2228932000231,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,147.29292970001697,151.24669090003007,down,3.938031299971044,,(1 - 5) + (2 + 10) = ?,8.0,151.24700550003908,151.24720020000822,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
28.0,0.0,28.0,down,4.008748199965339,,28.0,0.0,28.0,0.0,141.72470840002643,,,,,,,,151.25444310003658,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,151.32470840002642,155.3447705999948,down,4.008748199965339,,11 * 5 - 2 * 24 = ?,7.0,155.34508610001066,155.34527690000832,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
29.0,0.0,29.0,,,,29.0,0.0,29.0,0.0,145.82858169998508,,,,,,,,155.35357810000423,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,155.42858169998507,161.3765184000018,,,,20 / 2 + 21 / 21 - 11 = ?,0.0,161.39675109998788,161.3976434000302,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
30.0,0.0,30.0,,,,30.0,0.0,30.0,0.0,151.8941317999852,,,,,,,,161.42995410001603,161.49413179998518,161.49413179998518,161.49413179998518,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.49801090001128,,,,27 / 18 - 14 / 4 / 7 = ?,1.0,163.51630829998757,163.5169649000396,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
31.0,0.0,31.0,down,1.5880074999877252,,31.0,0.0,31.0,0.0,154.03121340001235,,,,,,,,163.5568279000232,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,163.63121340001234,167.24769980002893,down,1.5880074999877252,,22 / 26 * 13 - 18 / 6 = ?,8.0,167.2663486000034,167.26717740002786,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
32.0,0.0,32.0,,,,32.0,0.0,32.0,0.0,157.77351880003698,,,,,,,,167.28976219999603,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,167.37351880003698,171.31298360003856,,,,7 / 7 / 5 + 28 / 10 = ?,3.0,171.32665090003283,171.3272959999973,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
33.0,0.0,33.0,right,2.5643585000070743,,33.0,0.0,33.0,0.0,161.83556139998836,,,,,,,,171.35308729999232,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,171.43556139998836,176.36150510000297,right,2.5643585000070743,,4 * 3 - 4 / 10 * 30 = ?,0.0,176.3763673000154,176.37716280001914,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
34.0,0.0,34.0,down,2.8621736000059173,,34.0,0.0,34.0,0.0,166.88121650001267,,,,,,,,176.40577109998557,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,176.48121650001266,179.35647570000728,down,2.8621736000059173,,7 / 7 + 12 / 12 + 7 = ?,9.0,179.35676110002677,179.35693650002358,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
35.0,0.0,35.0,down,4.313522099982947,,35.0,0.0,35.0,0.0,169.83632569998736,,,,,,,,179.36405749999685,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,179.43632569998735,183.7707317000255,down,4.313522099982947,,5 * 13 - 5 * 12 = ?,5.0,183.7710512000136,183.77123460001312,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
36.0,0.0,36.0,down,3.771581400011201,,36.0,0.0,36.0,0.0,174.25063600001158,,,,,,,,183.77954420001478,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,183.85063600001158,187.63587349998997,down,3.771581400011201,,24 / 8 + 4 / 2 = ?,5.0,187.6361944999895,187.6363681000308,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
37.0,0.0,37.0,,,,37.0,0.0,37.0,0.0,178.12177229998633,,,,,,,,187.64970299999695,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,187.72177229998633,193.66799459998728,,,,29 / 2 - 11 / 22 - 7 = ?,7.0,193.68680900000038,193.6877735000104,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
38.0,0.0,38.0,right,2.824989099986851,,38.0,0.0,38.0,0.0,184.2012245000224,,,,,,,,193.71806240002624,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,193.80122450002239,198.73420979998772,right,2.824989099986851,,28 / 28 + 13 * 8 / 26 = ?,5.0,198.74663510001264,198.7475100000389,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
39.0,0.0,39.0,down,1.790485000004992,,39.0,0.0,39.0,0.0,189.2626814999967,,,,,,,,198.78997410003797,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,198.86268149999668,202.6820336000179,down,1.790485000004992,,14 * 14 / 28 - 24 / 6 = ?,3.0,202.6967515000375,202.69779040003195,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
40.0,0.0,40.0,,,,40.0,0.0,40.0,0.0,193.21082919999023,,,,,,,,202.72864810001334,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,202.81082919999022,206.7370924999937,,,,6 * 9 * 8 - 27 * 16 = ?,0.0,206.7565413000062,206.7573279000004,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
41.0,0.0,41.0,right,2.436260199989192,,41.0,0.0,41.0,0.0,197.26127600000476,,,,,,,,206.7769115999923,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,206.86127600000475,211.79291320000772,right,2.436260199989192,,13 / 13 + 9 * 4 / 9 = ?,5.0,211.80661490003115,211.8076310000266,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
42.0,0.0,42.0,right,3.677977100014687,,42.0,0.0,42.0,0.0,202.3252500999952,,,,,,,,211.84006650003138,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,211.9252500999952,217.85747449998743,right,3.677977100014687,,20 / 30 + 7 / 3 + 3 = ?,6.0,217.87674950001528,217.87764420001767,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
43.0,0.0,43.0,down,4.302149600000121,,43.0,0.0,43.0,0.0,208.38550939998825,,,,,,,,217.8999249999993,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,217.98550939998825,222.30318459998816,down,4.302149600000121,,22 / 2 - 21 / 7 = ?,8.0,222.3034950000234,222.30368700003018,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
44.0,0.0,44.0,down,3.7602515000035055,,44.0,0.0,44.0,0.0,212.78303749999031,,,,,,,,222.31091720002004,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,222.3830374999903,226.17926580001367,down,3.7602515000035055,,(7 - 10) + (2 + 9) = ?,8.0,226.179699599999,226.17989240001188,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
45.0,0.0,45.0,down,3.291658500034828,,45.0,0.0,45.0,0.0,216.65900680003688,,,,,,,,226.18733619999838,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,226.25900680003687,229.56619020000798,down,3.291658500034828,,(10 + 2) - (16 - 10) = ?,6.0,229.5664900000207,229.5667874000152,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
46.0,0.0,46.0,down,3.974885300034657,,46.0,0.0,46.0,0.0,220.04604300000935,,,,,,,,229.5738155000377,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,229.64604300000934,233.63104179998626,down,3.974885300034657,,8 / 2 + 22 / 22 = ?,5.0,233.6313532000291,233.63154380002524,25,1.0,2024-11-21_15h15.44.579,mist,2024.2.4,60.31399465275011,2024-11-21 15h15.49.314650 +0800,
