thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,problem,answer,end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 47
,,,,,,,,,,,,0.0346481000015046,0.0575325000099837,42.34665659998427,space,42.28129089999129,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
0.0,0.0,0.0,right,4.405971799977124,0.1516808000160381,0.0,0.0,0.0,0.0,42.47872049998841,,,,,,,,54.49541259998805,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,54.578720499988414,61.53678180000279,right,4.405971799977124,0.1516808000160381,8 / 14 + 17 / 7 = ?,3.0,61.555712800001494,61.55663989998866,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
1.0,0.0,1.0,,,,1.0,0.0,1.0,0.0,49.57652380000218,,,,,,,,61.58525420000078,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,61.67652380000218,69.594589000009,,,,(5 + 12) - (22 - 8) = ?,3.0,69.61559140000608,69.61660279999487,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
2.0,0.0,2.0,down,2.413458499999251,,2.0,0.0,2.0,0.0,57.6370401000022,,,,,,,,69.6498079000099,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,69.7370401000022,72.17375979999778,down,2.413458499999251,,16 - 7 - 8 = ?,1.0,72.17405389999621,72.17423989998642,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
3.0,0.0,3.0,down,4.095492199994624,,3.0,0.0,3.0,0.0,60.15277280000737,,,,,,,,72.18102159999543,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,72.25277280000736,76.37177099999971,down,4.095492199994624,,1 - 4 + 8 = ?,5.0,76.37206620000651,76.37225760000874,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
4.0,0.0,4.0,down,4.713221399986651,,4.0,0.0,4.0,0.0,64.35315969999647,,,,,,,,76.38037890000268,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,76.45315969999646,83.20526159999426,down,4.713221399986651,,(2 * 11) - (28 - 7) = ?,1.0,83.22559469998814,83.22664329999824,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
5.0,0.0,5.0,down,3.9685700999980327,,5.0,0.0,5.0,0.0,71.23498899998958,,,,,,,,83.25222540000104,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,83.33498899998958,87.31705459998338,down,3.9685700999980327,,(8 + 28) - (30 + 4) = ?,2.0,87.31735319998697,87.31753279998665,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
6.0,0.0,6.0,right,4.85851309998543,,6.0,0.0,6.0,0.0,75.29882789999829,,,,,,,,87.32452180000254,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,87.39882789999828,94.34915329998475,right,4.85851309998543,,10 * 7 - 5 * 13 = ?,5.0,94.36607029998558,94.36703499999712,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
7.0,0.0,7.0,right,3.784911900002044,0.1002607999835163,7.0,0.0,7.0,0.0,82.38234939999529,,,,,,,,94.39595979998703,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,94.48234939999529,100.39734150000149,right,3.784911900002044,0.1002607999835163,27 / 3 + 22 / 11 - 10 = ?,1.0,100.41602359999669,100.41697630000417,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
8.0,0.0,8.0,left,3.562778299994534,0.0169112000148743,8.0,0.0,8.0,0.0,88.4225574999873,,,,,,,,100.43773400000063,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,100.5225574999873,106.46146129999543,left,3.562778299994534,0.0169112000148743,15 / 5 - 16 / 2 + 8 = ?,3.0,106.47573060000431,106.47673779999022,14,1.0,2024-11-19_15h51.01.751,mist,2024.2.4,60.19462124574781,2024-11-19 16h15.50.426636 +0800,
